# Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4627
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4627.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ151x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ151x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sarekungey (Kirgistan) B
#   Location: Russia
#   Northernmost_Latitude: 41.67
#   Southernmost_Latitude: 41.67
#   Easternmost_Longitude: 76.43
#   Westernmost_Longitude: 76.43
#   Elevation_m: 2800
#--------------------
# Data_Collection
#   Collection_Name: RUSS151
#   First_Year: 1850
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea schrenkiana Fisch. & C.A. Mey.
#   Common_Name: Shrenk's spruce
#   Tree_Species_Code: PCSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 076031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	076031_raw	076032_raw	076041_raw	076042_raw	076111_raw	076112_raw	076121_raw	076122_raw
1850	NA	NA	NA	0.82	NA	NA	NA	NA
1851	NA	NA	NA	0.77	NA	NA	NA	NA
1852	NA	NA	NA	0.84	NA	NA	NA	NA
1853	NA	NA	NA	0.87	NA	NA	NA	NA
1854	NA	NA	NA	0.85	NA	NA	NA	NA
1855	NA	NA	NA	0.81	NA	NA	NA	NA
1856	NA	NA	NA	0.85	NA	NA	NA	NA
1857	NA	NA	NA	0.87	NA	NA	NA	NA
1858	NA	NA	NA	0.85	NA	NA	NA	NA
1859	NA	NA	NA	0.84	NA	NA	NA	NA
1860	NA	NA	NA	0.86	NA	NA	NA	NA
1861	NA	NA	NA	0.9	NA	NA	NA	NA
1862	NA	NA	NA	0.89	NA	NA	NA	NA
1863	NA	NA	NA	0.87	NA	NA	NA	NA
1864	NA	NA	NA	0.84	NA	NA	NA	NA
1865	NA	NA	NA	0.83	NA	NA	NA	NA
1866	NA	NA	NA	0.84	NA	NA	NA	NA
1867	NA	NA	NA	0.81	NA	NA	NA	NA
1868	NA	NA	NA	0.81	NA	NA	NA	NA
1869	NA	NA	NA	0.76	NA	NA	NA	NA
1870	NA	NA	NA	0.81	NA	NA	NA	NA
1871	0.76	NA	NA	0.88	NA	NA	NA	NA
1872	0.9	NA	NA	0.9	NA	NA	NA	NA
1873	0.78	NA	NA	0.86	NA	NA	NA	NA
1874	0.8	NA	NA	0.84	NA	NA	NA	NA
1875	0.83	0.8	NA	0.9	NA	NA	NA	NA
1876	0.84	0.75	NA	0.89	NA	NA	NA	NA
1877	0.83	0.73	NA	0.85	NA	NA	NA	NA
1878	0.8	0.81	0.73	0.89	NA	NA	NA	NA
1879	0.8	0.87	0.66	0.84	NA	NA	NA	NA
1880	0.84	0.8	0.83	0.84	NA	NA	NA	NA
1881	0.8	0.79	0.84	0.84	NA	NA	NA	NA
1882	0.67	0.71	0.72	0.71	NA	NA	NA	NA
1883	0.69	0.76	0.73	0.79	NA	NA	NA	NA
1884	0.75	0.75	0.76	0.85	NA	NA	0.86	NA
1885	0.72	0.81	0.75	0.75	NA	NA	0.94	NA
1886	0.63	0.65	0.73	0.75	NA	NA	0.86	NA
1887	0.63	0.62	0.69	0.75	NA	NA	0.81	NA
1888	0.71	0.69	0.74	0.83	NA	NA	0.84	0.83
1889	0.75	0.7	0.81	0.77	NA	NA	0.86	0.85
1890	0.71	0.69	0.71	0.76	NA	NA	0.87	0.81
1891	0.76	0.74	0.81	0.82	NA	NA	0.9	0.82
1892	0.75	0.73	0.81	0.82	NA	NA	0.83	0.75
1893	0.73	0.71	0.78	0.8	NA	NA	0.84	0.77
1894	0.77	0.75	0.77	0.8	NA	NA	0.84	0.81
1895	0.85	0.76	0.78	0.79	NA	NA	0.79	0.77
1896	0.73	0.66	0.8	0.76	NA	NA	0.76	0.72
1897	0.77	0.72	0.77	0.81	NA	NA	0.69	0.67
1898	0.71	0.72	0.78	0.82	NA	NA	0.76	0.74
1899	0.74	0.78	0.77	0.83	NA	NA	0.77	0.73
1900	0.78	0.73	0.77	0.79	0.77	NA	0.78	0.79
1901	0.75	0.72	0.81	0.83	0.77	NA	0.72	0.74
1902	0.72	0.65	0.7	0.78	0.83	NA	0.73	0.76
1903	0.66	0.69	0.75	0.81	0.78	NA	0.64	0.7
1904	0.72	0.76	0.79	0.84	0.88	NA	0.72	0.8
1905	0.68	0.73	0.75	0.76	0.82	NA	0.69	0.77
1906	0.74	0.76	0.82	0.77	0.91	NA	0.75	0.79
1907	0.72	0.76	0.79	0.83	0.86	NA	0.74	0.78
1908	0.69	0.71	0.8	0.83	0.83	NA	0.77	0.79
1909	0.72	0.74	0.81	0.85	0.81	0.76	0.79	0.85
1910	0.73	0.76	0.81	0.82	0.86	0.79	0.8	0.81
1911	0.74	0.76	0.78	0.83	0.81	0.82	0.78	0.85
1912	0.78	0.82	0.86	0.87	0.79	0.83	0.84	0.85
1913	0.78	0.76	0.78	0.8	0.79	0.8	0.75	0.8
1914	0.89	0.87	0.85	0.83	0.88	0.82	0.83	0.88
1915	0.74	0.82	0.84	0.78	0.85	0.83	0.89	0.85
1916	0.94	0.94	0.88	0.87	0.89	0.86	0.94	0.93
1917	0.85	0.91	0.71	0.7	0.89	0.87	0.89	0.9
1918	0.79	0.83	0.74	0.75	0.79	0.86	0.95	0.93
1919	0.88	0.84	0.78	0.79	0.79	0.76	0.88	0.89
1920	0.67	0.62	0.67	0.7	0.7	0.65	0.75	0.73
1921	0.67	0.61	0.77	0.79	0.68	0.72	0.78	0.78
1922	0.75	0.74	0.79	0.8	0.77	0.76	0.76	0.8
1923	0.86	0.84	0.87	0.84	0.85	0.85	0.87	0.86
1924	0.83	0.79	0.81	0.82	0.83	0.82	0.85	0.86
1925	0.83	0.83	0.86	0.84	0.75	0.78	0.9	0.86
1926	0.92	0.89	0.86	0.86	0.85	0.85	0.87	0.84
