# Ballikaya - Mao’ershan Forest Ecosystem Research Station, Harbin - QUMO - ITRDB CHN091
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/????
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-????.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chn091-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chn091.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chn091.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-16
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-16
#--------------------
# Title
#   Study_Name: Ballikaya - Mao’ershan Forest Ecosystem Research Station, Harbin - QUMO - ITRDB CHN091
#--------------------
# Investigators
#   Investigators: Ballikaya, Paula;  Cherubini, Paolo; Wang, Xiaochun; Song, Wenqi
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores were collected from the Forest Ecosystem Research Station in Maoershan, about 90 km away from Harbin (China). Only good tree cores are included here, 1 tree core per tree was used. 
#--------------------
# Publication
#   Authors: Ballikaya, Paula; Wenqi Song; Olivier Bachmann; Marcel Guillong; Xiaochun Wang; Paolo Cherubini
#   Published_Date_or_Year: 2023
#   Published_Title: Chemical Elements Recorded by Quercus mongolica Fisch. ex Ledeb. Tree Rings Reveal Trends of Pollution History in Harbin, China
#   Journal_Name: Forests
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3390/f14020187
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mao’ershan Forest Ecosystem Research Station, Harbin
#   Location: China
#   Northernmost_Latitude: 45.241736
#   Southernmost_Latitude: 45.241736
#   Easternmost_Longitude: 127.394217
#   Westernmost_Longitude: 127.394217
#   Elevation_m: 420.0
#--------------------
# Data_Collection
#   Collection_Name: CHN091
#   First_Year: 1940
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus mongolica Fisch. ex Turcz.
#   Common_Name: Mongolian oak
#   Tree_Species_Code: QUMO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## QM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM05A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM06B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM07A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM09B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM10A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM11A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM12A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM13B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM14B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM15A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM16B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM17B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM18A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM19B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM20A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM21A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM22A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM03B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM04C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM04C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM08C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM08C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	QM05A_raw	QM06B_raw	QM07A_raw	QM09B_raw	QM10A_raw	QM11A_raw	QM12A_raw	QM13B_raw	QM14B_raw	QM15A_raw	QM16B_raw	QM17B_raw	QM18A_raw	QM19B_raw	QM20A_raw	QM21A_raw	QM22A_raw	QM03B_raw	QM04C_raw	QM08C_raw
1940	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1941	2.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.75	NA
1942	3.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.59	NA
1943	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	2.21	NA
1944	2.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	NA	NA	NA	NA	NA	2.48	2.85	NA
1945	3.44	3.06	NA	2.18	NA	NA	NA	NA	NA	NA	NA	2.75	NA	NA	2.36	NA	NA	1.17	2.85	NA
1946	2.58	2.66	NA	2.03	NA	NA	NA	NA	NA	NA	NA	2.23	NA	4.06	3	NA	NA	1.98	1.76	NA
1947	2.61	2.2	NA	1.38	NA	NA	NA	NA	NA	NA	NA	1.62	4.29	2.46	1.87	NA	NA	1.49	2.39	NA
1948	2.57	2.33	NA	1.72	NA	NA	3.13	NA	NA	NA	NA	1.3	3.03	2.71	1.85	NA	NA	0.76	3.35	NA
1949	2.08	1.35	NA	1.19	NA	2.48	2.37	NA	NA	NA	3.58	1.52	1.42	3.69	2.3	NA	NA	0.25	0.82	NA
1950	4.6	3.22	NA	2.23	4.96	3.1	4.11	NA	5.59	NA	5.18	3.31	2.59	4.97	2.8	NA	NA	0.92	1.53	NA
1951	3.4	2.57	NA	1.79	3.94	3.08	3.96	NA	5.18	3.77	4.52	2.66	3.43	2.88	3.06	NA	NA	1.17	1.57	5.36
1952	1.7	1.91	3.11	2.27	2.12	2.67	3.44	NA	3.08	2.51	3.67	2.3	2.56	1.83	2.74	3.29	NA	0.42	1.15	2.82
1953	1.87	1.47	2.56	2.01	1.74	2.25	2.82	2.19	2.87	2.68	3.15	5.35	1.97	1.76	2.09	2.74	3.44	0.8	1.06	2.97
1954	2.04	1.67	2.08	2.34	1.99	2.45	1.98	2.43	1.77	1.87	2.58	3.26	1.64	1.56	1.59	2.88	2.58	1.28	1.22	2.48
1955	3.28	2.33	2.76	2.7	3.24	2.84	2.78	2.98	4.64	2.73	3.19	5.22	2.08	2.42	2.62	4.9	3.66	1.48	2.25	3.61
1956	1.96	2.25	2.5	2.48	1.4	2.52	1.99	2.93	2.92	2.07	2.74	2.91	1.29	2.18	2.02	4.17	2.47	0.79	1.76	2.82
1957	2.19	1.77	1.75	2.27	1.3	2.15	2.18	3.04	2.77	2.43	2.29	2.66	1.15	2.38	1.86	3.97	2.22	0.92	0.99	2.33
1958	2.91	1.96	2.15	1.91	2.4	1.94	2.06	2.97	2.84	2.29	2.11	2.21	1.22	2.06	1.98	3.8	2.18	1.13	1.66	1.95
1959	4.06	1.52	2.2	1.56	2.1	1.55	2.1	3.43	3.65	2.55	2.26	1.69	1.23	2.42	2.31	5.17	1.8	0.94	1.65	2
1960	4.42	2.68	2.84	1.96	2.4	2.31	2.86	3.95	3.22	2.74	3.29	2.82	1.38	2.38	2.42	5.24	2.01	1.78	2.1	2.79
1961	2.98	2.04	2.33	1.78	2.48	2.23	2.51	4.3	3.19	2.51	2.88	2.49	1.46	2.14	1.96	4.47	2.21	1.99	2.32	2.23
1962	3.2	1.69	2.13	1.82	2.46	1.65	1.81	2.7	2.59	2.15	1.89	1.13	1.03	1.28	1.46	3.93	1.83	1.55	1.65	1.59
1963	2.96	1.41	1.81	1.67	1.79	1.57	2.75	2.68	2.2	2.09	2.19	0.84	1.28	1.37	1.38	5.15	1.92	1.44	1.74	1.89
1964	3.3	1.96	1.88	1.4	1.73	1.32	2.93	2.4	1.7	1.61	1.79	0.98	1.61	1.05	1.35	4.01	1.64	1.69	1.99	2.21
1965	2.61	2.28	2.1	1.51	1.52	1.79	2.29	2.17	1.93	1.98	1.87	1.06	1.5	1.6	1.71	2.65	1.5	1.56	1.01	2.06
1966	2.56	1.75	1.77	1.29	1.4	1.43	2.35	1.85	1.54	1.68	2.28	0.69	1.07	1.64	1.35	3.36	1.05	1.97	0.67	1.7
1967	2.66	1.55	2.1	1.38	1.54	2.02	1.78	2.06	1.94	1.78	2.24	1.09	0.8	1.28	1.63	3.07	1.14	1.67	0.93	2.14
1968	1.78	1.37	2.26	1.75	1.47	1.51	1.91	2.01	1.77	1.14	1.76	0.93	1.33	1.46	1.02	2.64	0.72	1.51	0.94	1.79
1969	1.61	1.6	2.15	1.58	2	1.53	1.43	2.19	1.7	1.1	1.79	1.15	0.97	1.61	1.07	2.31	0.8	1.46	0.96	1.87
1970	1.51	1.44	2.2	0.97	1.37	1.18	1.71	1.72	1.24	1.06	1.72	1.18	0.78	1.06	1.23	2.4	1.09	1.79	0.55	1.35
1971	2.24	2.22	2.23	1.41	1.91	1.8	2.19	2.57	1.47	1.35	2.06	1.2	1.12	1.6	1.91	3.05	0.94	2.67	1.19	1.6
1972	2.21	1.99	1.92	1.46	1.23	1.59	1	2.15	0.9	1.02	1.47	0.52	0.95	1.32	1.92	1.74	1.64	2.04	1.26	1.32
1973	2.65	1.96	2.43	1.33	1.93	2.05	1.55	2.55	1.37	1.21	1.55	1.89	1.32	1.44	2.21	2.58	1.49	2.37	1.67	1.5
1974	2.68	1.37	1.52	0.9	1.81	1.72	1.02	2.34	1.22	0.81	1.79	1.67	1.4	1.53	2.08	3.62	1.61	1.47	1.42	1.65
1975	1.79	1.65	1.99	0.71	1.78	1.75	1.61	2.44	1.43	0.79	1.74	2.56	1.1	1.86	2.09	2.69	2.17	1.15	1.5	2.13
1976	1.35	1.86	1.68	0.72	1.52	1.24	1.15	1.99	1.32	0.78	1.61	1.73	0.83	1.39	1.97	2.02	2.07	1.3	0.93	1.46
1977	1.81	1.67	1.91	0.82	1.81	1.62	1.28	2.23	1.26	0.97	1.36	1.7	0.89	1.36	2.02	1.88	1.88	1.48	1.31	2.11
1978	1.97	1.73	1.91	1.04	1.81	1.36	1.4	2.47	1.24	0.97	1.81	2.07	1.1	1.3	2.41	1.97	1.82	1.11	0.91	1.97
1979	1.26	1.44	1.08	0.83	1.39	1.01	1.15	1.83	0.72	0.73	1.28	1.44	1.14	1.14	2.22	1.36	1.18	0.9	0.84	0.88
1980	1.08	1.17	1.35	0.92	1.2	1.21	0.99	1.94	1.03	0.72	0.94	0.96	1.01	1.02	2.1	1.59	1.8	1.05	0.72	1.26
1981	1.18	1.27	1.45	0.79	1.42	1.42	0.88	2.01	0.98	0.74	0.93	1.52	1.12	3.16	2.87	1.61	1.85	0.83	1.08	1.35
1982	0.8	1.01	0.99	0.75	1.04	0.74	0.53	1.43	0.87	0.82	0.79	0.98	0.98	1.05	1.17	1.18	0.97	0.41	0.5	1.06
1983	1.19	2.07	1.59	1.26	2.25	1.66	0.9	3.17	1.25	1.51	1	1.78	1.39	2.14	2.72	2.51	1.68	1.96	1.31	2.44
1984	0.91	2.01	2.18	1.13	1.97	1.88	0.92	3.25	1.21	1.64	0.94	2.47	1.39	2.9	3.22	2.19	1.56	1.65	1.6	1.61
1985	0.57	1.22	1.66	0.71	0.7	0.73	0.68	1.17	0.96	0.76	0.54	1.55	0.91	1.77	1.91	1.46	0.8	1.03	0.62	0.82
1986	1.47	1.62	1.91	1.14	1.4	1.37	1.83	2.34	0.81	1.12	0.51	1.47	0.93	1.91	1.51	1.57	1.11	1.34	1.92	1.05
