# Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4627
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4627.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ151e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ151e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sarekungey (Kirgistan) B
#   Location: Russia
#   Northernmost_Latitude: 41.67
#   Southernmost_Latitude: 41.67
#   Easternmost_Longitude: 76.43
#   Westernmost_Longitude: 76.43
#   Elevation_m: 2800
#--------------------
# Data_Collection
#   Collection_Name: RUSS151
#   First_Year: 1850
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea schrenkiana Fisch. & C.A. Mey.
#   Common_Name: Shrenk's spruce
#   Tree_Species_Code: PCSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 076031_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 076031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076032_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 076032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076041_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 076041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076042_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 076042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076111_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 076111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076112_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 076112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076121_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 076121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076122_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 076122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	076031_raw	076032_raw	076041_raw	076042_raw	076111_raw	076112_raw	076121_raw	076122_raw
1850	NA	NA	NA	0.88	NA	NA	NA	NA
1851	NA	NA	NA	1.01	NA	NA	NA	NA
1852	NA	NA	NA	0.98	NA	NA	NA	NA
1853	NA	NA	NA	1.35	NA	NA	NA	NA
1854	NA	NA	NA	1.04	NA	NA	NA	NA
1855	NA	NA	NA	1.05	NA	NA	NA	NA
1856	NA	NA	NA	1.01	NA	NA	NA	NA
1857	NA	NA	NA	0.78	NA	NA	NA	NA
1858	NA	NA	NA	0.53	NA	NA	NA	NA
1859	NA	NA	NA	0.48	NA	NA	NA	NA
1860	NA	NA	NA	0.8	NA	NA	NA	NA
1861	NA	NA	NA	0.67	NA	NA	NA	NA
1862	NA	NA	NA	0.5	NA	NA	NA	NA
1863	NA	NA	NA	0.58	NA	NA	NA	NA
1864	NA	NA	NA	0.51	NA	NA	NA	NA
1865	NA	NA	NA	0.68	NA	NA	NA	NA
1866	NA	NA	NA	0.75	NA	NA	NA	NA
1867	NA	NA	NA	0.65	NA	NA	NA	NA
1868	NA	NA	NA	0.58	NA	NA	NA	NA
1869	NA	NA	NA	0.85	NA	NA	NA	NA
1870	NA	NA	NA	0.48	NA	NA	NA	NA
1871	0.97	NA	NA	0.48	NA	NA	NA	NA
1872	0.45	NA	NA	0.4	NA	NA	NA	NA
1873	0.64	NA	NA	0.49	NA	NA	NA	NA
1874	0.47	NA	NA	0.27	NA	NA	NA	NA
1875	0.49	0.89	NA	0.56	NA	NA	NA	NA
1876	0.5	0.99	NA	0.5	NA	NA	NA	NA
1877	0.62	0.95	NA	0.51	NA	NA	NA	NA
1878	0.73	1.91	0.75	0.57	NA	NA	NA	NA
1879	1.13	1.71	0.71	0.62	NA	NA	NA	NA
1880	1.42	1.85	0.69	0.52	NA	NA	NA	NA
1881	0.99	1.96	0.96	0.55	NA	NA	NA	NA
1882	1.24	2.12	0.99	0.62	NA	NA	NA	NA
1883	1.6	2.95	1.2	0.72	NA	NA	NA	NA
1884	1.15	1.94	0.94	0.62	NA	NA	0.35	NA
1885	0.76	1.69	0.8	0.41	NA	NA	0.25	NA
1886	0.96	1.78	0.91	0.7	NA	NA	0.22	NA
1887	2.09	1.91	1.05	0.86	NA	NA	0.54	NA
1888	2.51	2.1	1.07	1.09	NA	NA	0.91	0.98
1889	1.55	1.8	0.85	0.92	NA	NA	0.91	0.75
1890	1.74	2.02	0.87	0.9	NA	NA	1.02	0.68
1891	1.62	1.43	0.95	0.98	NA	NA	0.56	1.24
1892	1.69	1.47	1.06	1.31	NA	NA	1.68	1.61
1893	1.54	1.5	1.04	1.15	NA	NA	1.39	1.47
1894	1.45	1.53	0.85	0.95	NA	NA	1.77	1.56
1895	1.01	1.27	0.65	0.58	NA	NA	1.4	1.65
1896	1.5	1.46	0.98	0.87	NA	NA	2.35	2.07
1897	1.4	1.38	0.87	0.87	NA	NA	2.33	2.29
1898	1.44	1.38	1.1	0.91	NA	NA	2.52	2.39
1899	1.35	1.44	1.04	0.91	NA	NA	2.67	2.41
1900	1.36	1.36	0.96	0.9	0.87	NA	2.57	2.77
1901	1.83	1.7	1.11	1.07	0.96	NA	2.39	2.88
1902	1.62	1.45	1.26	1.06	0.52	NA	2.22	2.2
1903	2.28	1.67	1.17	1.14	0.76	NA	2.56	2.13
1904	1.8	1.17	1.34	0.91	0.85	NA	2.52	2.63
1905	1.38	1.21	1.22	0.99	1.63	NA	1.81	1.61
1906	1.6	1.21	1.37	0.98	1.33	NA	1.9	1.89
1907	1.46	1.24	0.95	1.07	0.57	NA	2	2.02
1908	1.87	1.68	1.43	0.72	1.32	NA	2.3	2.01
1909	1.47	1.34	1.03	0.83	1.47	1.16	1.73	1.38
1910	1.42	1.58	1.31	1.02	1.04	0.27	2.11	1.57
1911	1.02	1.09	0.95	0.84	1.04	0.92	1.84	1.41
1912	0.71	0.86	0.72	0.66	0.93	0.97	1.85	1.27
1913	0.65	0.78	0.66	0.5	0.61	0.72	1.2	0.86
1914	0.74	0.82	0.93	0.55	0.94	1.36	1	0.95
1915	0.74	0.76	0.65	0.36	0.92	1.53	0.68	0.67
1916	0.72	0.75	0.67	0.36	1.19	1.57	0.99	0.89
1917	0.12	0.13	0.06	0.01	1.07	1.34	0.15	0.11
1918	0.42	0.55	0.51	0.24	1.58	1.81	0.64	0.48
1919	0.79	1.13	0.49	0.41	1.97	2.85	1.07	0.8
1920	0.66	0.9	0.36	0.37	1.47	1.7	0.98	0.96
1921	0.88	1.55	0.62	0.42	2.94	2.98	1.35	1.3
1922	0.91	1.25	0.61	0.54	3.2	2.62	1.47	1.03
1923	0.94	1.06	0.6	0.65	3.04	2.36	1.86	0.99
1924	0.81	0.98	0.74	0.64	3.04	2.31	2.17	1.4
1925	1.01	0.93	0.78	0.53	3.35	2.37	1.3	1.27
1926	0.7	0.67	0.65	0.59	3.12	2.53	1.04	0.83
