# Thapa - Sikri - PIWA - ITRDB NEPA061
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/31743
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-31743.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa061-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa061-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa061.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa061.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-11-02
#--------------------
# File_Last_Modified_Date
#   Date: 2020-11-02
#--------------------
# Title
#   Study_Name: Thapa - Sikri - PIWA - ITRDB NEPA061
#--------------------
# Investigators
#   Investigators: Thapa, U.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: Koshi River basin, Nepal NOAA Template Raw Measurements file added 2020-11-18.
#--------------------
# Publication
#   Authors: Uday Kunwar Thapa, Scott St. George
#   Journal_Name: Forest Ecology and Management
#   Published_Title: Detecting the influence of climate and humans on pine forests across the dry valleys of eastern Nepal's Koshi River basin
#   Published_Date_or_Year: 2019
#   Volume: 440
#   Pages: 12-22
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.foreco.2019.03.013
#   Full_Citation: None
#   Abstract: Pine forests provide goods and services crucial to more than ten million people living in the middle-mountains (600-4000m) of Nepal. These critically important forests are already often overexploited and could be at risk from future climate change. In order to investigate the combined effects of climate and human disturbances on the growth of pine forests, we established a new network of tree-ring sites in six Pinus wallichiana and four P. roxburghii forests across the dry inner valleys of eastern Nepal's Koshi River watershed. We produced measurements of total annual ring widths, and detrended individual tree-ring series with 67% cubic splines to produce site-level chronologies. The Koshi tree-ring chronologies were compared against local records of mean monthly temperature and total monthly rainfall to identify the main climatic factor(s) limiting pine growth. We also employed a relative growth change method to estimate growth releases and suppressions in ring-width series as indicators of disturbances. At all sites, trees are relatively young (median age was 102 years) and variations in ring-width provide estimates of tree growth over only the past century. Ring-width chronologies from the Koshi have a weak common signal strength in comparison to trees from the same species obtained from sites in the central Himalaya, and the climate-growth response of Koshi pines appears to be governed primarily by moisture balance during winter. Disturbance events evident in pine ring-width data are largely asynchronous, which suggests these forest have been historically perturbed by human influences rather than large-scale climatic or ecological influences. The sacred forest at Sikri contained the oldest living trees (118 years), had the lowest number of disturbance events, and preserved a stronger common signal, which provided additional evidence of the effects of humans on other pine forests in the Koshi basin. Based on our findings, we suggest that modeling the future growth and distribution of pine trees in eastern Nepal should consider winter moisture. Furthermore, management strategies to better conserve pine forests in eastern Nepal should incorporate the two competing influences of climate and human activities on tree growth.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sikri
#   Location: Nepal
#   Northernmost_Latitude: 27.43
#   Southernmost_Latitude: 27.43
#   Easternmost_Longitude: 86.23
#   Westernmost_Longitude: 86.23
#   Elevation_m: 1750
#--------------------
# Data_Collection
#   Collection_Name: NEPA061
#   First_Year: 1898
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus wallichiana A.B. Jacks.
#   Common_Name: Himalayan pine
#   Tree_Species_Code: PIWA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SKR01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR08C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR08C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR09C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR09C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SKR16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SKR16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SKR01A_raw	SKR01B_raw	SKR02A_raw	SKR03B_raw	SKR04A_raw	SKR04B_raw	SKR05A_raw	SKR05B_raw	SKR06A_raw	SKR06B_raw	SKR08A_raw	SKR08B_raw	SKR08C_raw	SKR09A_raw	SKR09B_raw	SKR09C_raw	SKR10A_raw	SKR10B_raw	SKR11A_raw	SKR11B_raw	SKR12A_raw	SKR12B_raw	SKR14A_raw	SKR14B_raw	SKR15B_raw	SKR16B_raw
1898	NA	NA	NA	NA	NA	NA	NA	0.191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	0.195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	0.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	0.148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	0.136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	0.264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	0.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	0.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	0.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	0.419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	0.551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	0.482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	0.446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	0.369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	0.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	0.336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	0.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	0.411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	0.498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.415	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.613	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268	NA	0.441	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	0.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314	NA	0.665	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	0.707	0.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.373	NA	0.5	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	1.375	0.551	0.669	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.394	0.703	NA	NA	NA	NA	NA
1923	NA	NA	NA	0.374	NA	NA	1.035	1.201	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.226	0.252	0.574	NA	NA	NA	NA	NA
1924	NA	NA	NA	0.26	NA	NA	0.544	0.548	0.417	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.304	0.243	0.492	NA	NA	NA	NA	NA
1925	NA	NA	NA	0.435	NA	NA	0.618	0.423	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.234	0.32	0.094	NA	NA	NA	NA	NA
1926	NA	NA	NA	0.305	0.571	NA	0.566	0.575	0.549	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345	0.532	0.164	NA	NA	0.568	NA	NA
1927	NA	NA	NA	0.474	0.872	NA	0.579	1.011	0.608	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.344	0.488	0.116	NA	NA	0.67	NA	NA
1928	NA	NA	NA	0.541	0.508	NA	0.434	0.722	0.629	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.313	0.411	0.139	NA	NA	0.525	NA	0.957
1929	NA	NA	NA	0.352	0.495	NA	0.278	0.304	0.555	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.258	0.386	0.282	NA	NA	0.672	NA	0.733
1930	NA	NA	NA	0.28	0.966	NA	0.429	0.383	0.841	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.394	0.501	0.093	NA	0.818	0.656	NA	0.76
1931	NA	NA	NA	0.247	0.613	NA	0.423	0.152	0.502	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.418	0.459	0.148	NA	0.61	0.552	NA	0.696
1932	NA	NA	NA	0.214	0.57	NA	0.25	0.101	0.519	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541	0.648	0.472	NA	0.611	0.526	NA	0.697
1933	NA	NA	1.049	0.186	0.477	NA	0.154	0.082	0.476	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.602	0.521	NA	0.59	0.565	NA	0.834
1934	NA	NA	0.829	0.188	0.489	NA	0.143	0.108	0.315	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.426	0.523	0.363	NA	0.585	0.656	NA	0.975
1935	NA	NA	1.026	0.112	0.495	NA	0.131	0.273	0.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.544	0.629	0.475	NA	0.706	0.645	NA	1.208
1936	NA	NA	0.956	0.201	0.637	NA	0.196	0.327	0.352	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.559	0.679	0.662	NA	0.8	0.819	NA	1.14
1937	NA	NA	0.805	0.092	0.382	0.618	0.125	0.212	0.428	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.328	0.413	0.273	0.417	0.625	0.692	NA	0.941
1938	NA	NA	0.868	0.222	0.485	0.716	0.102	0.138	0.254	NA	NA	NA	NA	NA	NA	NA	0.278	NA	0.459	0.463	0.3	0.522	0.644	0.713	NA	1.01
1939	NA	NA	0.656	0.16	0.409	0.039	0.09	0.12	0.395	NA	NA	NA	NA	NA	NA	NA	0.223	NA	0.303	0.367	0.471	0.706	0.7	0.72	NA	0.823
1940	NA	NA	0.586	0.255	0.403	0.639	0.213	0.348	0.507	NA	NA	NA	NA	NA	NA	NA	0.355	NA	0.382	0.467	1.096	1.392	0.804	0.952	NA	1.056
1941	NA	NA	0.621	0.19	0.423	0.694	0.29	1.058	0.444	NA	NA	NA	NA	NA	NA	NA	0.325	NA	0.319	0.481	0.847	0.888	0.629	0.616	NA	0.943
1942	NA	NA	0.531	0.113	0.363	0.69	0.423	0.781	0.631	NA	NA	NA	NA	NA	NA	NA	0.289	NA	0.357	0.412	0.722	0.569	0.517	0.469	NA	0.891
1943	NA	NA	0.655	0.283	0.307	0.288	0.869	0.573	0.661	NA	NA	NA	NA	NA	NA	NA	0.278	NA	0.405	0.527	0.425	0.296	0.564	0.672	NA	0.549
1944	NA	NA	0.551	0.122	0.305	0.515	0.828	0.222	0.643	NA	NA	NA	NA	NA	NA	NA	0.303	NA	0.492	0.471	0.375	0.347	0.627	0.582	NA	0.347
1945	NA	NA	0.751	0.147	0.327	0.807	0.896	0.973	0.363	1.029	1.395	NA	NA	NA	NA	NA	0.376	NA	0.434	0.597	0.712	0.758	0.773	0.689	NA	0.362
1946	NA	NA	0.618	0.197	0.386	0.825	0.213	0.403	0.338	0.72	0.627	NA	NA	NA	NA	NA	0.321	NA	0.344	0.509	0.395	0.553	0.661	0.574	NA	0.328
1947	NA	NA	0.54	0.215	0.321	0.451	0.037	0.108	0.439	0.383	0.544	NA	NA	NA	NA	NA	0.216	NA	0.405	0.519	0.252	0.404	0.531	0.447	NA	0.28
1948	NA	NA	0.457	0.271	0.31	0.352	0.106	0.153	0.262	0.411	0.269	NA	NA	0.805	NA	1.234	0.21	NA	0.372	0.521	0.52	0.475	0.431	0.358	NA	0.372
1949	NA	NA	0.56	0.164	0.434	0.309	0.215	0.416	0.543	0.72	0.662	NA	NA	1.13	NA	1.785	0.278	NA	0.435	0.577	0.463	0.453	0.564	0.492	NA	0.362
1950	NA	NA	0.297	0.24	0.262	0.542	0.202	0.827	0.357	0.513	0.613	NA	NA	0.395	NA	1.051	0.166	NA	0.371	0.396	0.129	0.201	0.42	0.395	NA	0.324
1951	NA	NA	0.31	0.151	0.195	0.277	0.317	0.486	0.363	0.415	0.829	NA	NA	0.305	NA	0.752	0.145	NA	0.375	0.41	0.117	0.123	0.277	0.409	NA	0.326
1952	NA	NA	0.667	0.098	0.231	0.207	0.762	0.644	0.459	0.591	1.087	NA	0.777	1.088	NA	1.131	0.243	NA	0.456	0.525	0.529	0.704	0.435	0.515	NA	0.581
