# Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4627
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4627.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ151l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ151l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sarekungey (Kirgistan) B
#   Location: Russia
#   Northernmost_Latitude: 41.67
#   Southernmost_Latitude: 41.67
#   Easternmost_Longitude: 76.43
#   Westernmost_Longitude: 76.43
#   Elevation_m: 2800
#--------------------
# Data_Collection
#   Collection_Name: RUSS151
#   First_Year: 1850
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea schrenkiana Fisch. & C.A. Mey.
#   Common_Name: Shrenk's spruce
#   Tree_Species_Code: PCSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 076031_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 076031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076032_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 076032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076041_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 076041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076042_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 076042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076111_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 076111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076112_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 076112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076121_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 076121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076122_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 076122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	076031_raw	076032_raw	076041_raw	076042_raw	076111_raw	076112_raw	076121_raw	076122_raw
1850	NA	NA	NA	0.22	NA	NA	NA	NA
1851	NA	NA	NA	0.22	NA	NA	NA	NA
1852	NA	NA	NA	0.33	NA	NA	NA	NA
1853	NA	NA	NA	0.38	NA	NA	NA	NA
1854	NA	NA	NA	0.46	NA	NA	NA	NA
1855	NA	NA	NA	0.29	NA	NA	NA	NA
1856	NA	NA	NA	0.19	NA	NA	NA	NA
1857	NA	NA	NA	0.15	NA	NA	NA	NA
1858	NA	NA	NA	0.15	NA	NA	NA	NA
1859	NA	NA	NA	0.08	NA	NA	NA	NA
1860	NA	NA	NA	0.13	NA	NA	NA	NA
1861	NA	NA	NA	0.12	NA	NA	NA	NA
1862	NA	NA	NA	0.1	NA	NA	NA	NA
1863	NA	NA	NA	0.11	NA	NA	NA	NA
1864	NA	NA	NA	0.16	NA	NA	NA	NA
1865	NA	NA	NA	0.12	NA	NA	NA	NA
1866	NA	NA	NA	0.14	NA	NA	NA	NA
1867	NA	NA	NA	0.18	NA	NA	NA	NA
1868	NA	NA	NA	0.16	NA	NA	NA	NA
1869	NA	NA	NA	0.2	NA	NA	NA	NA
1870	NA	NA	NA	0.17	NA	NA	NA	NA
1871	0.25	NA	NA	0.14	NA	NA	NA	NA
1872	0.1	NA	NA	0.1	NA	NA	NA	NA
1873	0.13	NA	NA	0.14	NA	NA	NA	NA
1874	0.09	NA	NA	0.12	NA	NA	NA	NA
1875	0.06	0.22	NA	0.1	NA	NA	NA	NA
1876	0.07	0.2	NA	0.11	NA	NA	NA	NA
1877	0.13	0.34	NA	0.14	NA	NA	NA	NA
1878	0.25	0.47	0.38	0.21	NA	NA	NA	NA
1879	0.19	0.15	0.2	0.17	NA	NA	NA	NA
1880	0.22	0.55	0.21	0.16	NA	NA	NA	NA
1881	0.23	0.42	0.24	0.2	NA	NA	NA	NA
1882	0.26	0.21	0.17	0.18	NA	NA	NA	NA
1883	0.18	0.32	0.17	0.13	NA	NA	NA	NA
1884	0.29	0.52	0.26	0.15	NA	NA	0.2	NA
1885	0.12	0.27	0.14	0.1	NA	NA	0.13	NA
1886	0.1	0.59	0.26	0.15	NA	NA	0.2	NA
1887	0.76	0.48	0.26	0.33	NA	NA	0.22	NA
1888	0.28	0.52	0.26	0.23	NA	NA	0.16	0.16
1889	0.45	0.39	0.18	0.18	NA	NA	0.25	0.31
1890	0.36	0.3	0.28	0.27	NA	NA	0.23	0.3
1891	0.48	0.41	0.24	0.36	NA	NA	0.27	0.24
1892	0.32	0.33	0.19	0.27	NA	NA	0.33	0.39
1893	0.36	0.29	0.2	0.28	NA	NA	0.32	0.22
1894	0.15	0.19	0.11	0.18	NA	NA	0.37	0.49
1895	0.18	0.17	0.15	0.15	NA	NA	0.52	0.44
1896	0.55	0.72	0.26	0.23	NA	NA	0.86	0.37
1897	0.48	0.3	0.15	0.19	NA	NA	0.92	0.92
1898	0.42	0.53	0.22	0.23	NA	NA	0.37	0.41
1899	0.3	0.35	0.24	0.19	NA	NA	0.33	0.27
1900	0.26	0.24	0.23	0.25	0.31	NA	0.45	0.36
1901	0.35	0.3	0.26	0.24	0.12	NA	0.24	0.3
1902	0.37	0.39	0.3	0.16	0.16	NA	0.43	0.37
1903	0.3	0.34	0.31	0.23	0.21	NA	0.45	0.39
1904	0.51	0.46	0.33	0.31	0.39	NA	0.45	0.31
1905	0.32	0.24	0.29	0.21	0.3	NA	0.82	0.49
1906	0.36	0.24	0.28	0.3	0.25	NA	0.28	0.28
1907	0.53	0.3	0.31	0.32	0.65	NA	0.4	0.52
1908	0.38	0.29	0.47	0.21	0.36	NA	0.45	0.7
1909	0.33	0.28	0.25	0.18	0.27	0.25	0.38	0.3
1910	0.21	0.18	0.27	0.22	0.22	0.82	0.44	0.32
1911	0.17	0.25	0.19	0.19	0.23	0.25	0.29	0.24
1912	0.2	0.24	0.21	0.17	0.21	0.25	0.25	0.19
1913	0.19	0.22	0.24	0.16	0.16	0.19	0.21	0.23
1914	0.17	0.17	0.21	0.09	0.19	0.39	0.25	0.2
1915	0.19	0.14	0.15	0.1	0.19	0.28	0.16	0.2
1916	0.17	0.19	0.18	0.11	0.32	0.47	0.25	0.23
1917	0.07	0.09	0.05	0.02	0.31	0.44	0.11	0.07
1918	0.12	0.14	0.11	0.05	0.19	0.45	0.14	0.12
1919	0.16	0.25	0.14	0.09	0.27	0.39	0.27	0.25
1920	0.19	0.13	0.1	0.12	0.24	0.42	0.21	0.23
1921	0.4	0.55	0.16	0.2	0.51	0.41	0.29	0.33
1922	0.56	0.49	0.15	0.18	0.35	0.55	0.35	0.24
1923	0.38	0.31	0.11	0.16	0.48	0.53	0.41	0.28
1924	0.46	0.42	0.24	0.25	0.43	0.33	0.3	0.26
1925	0.24	0.13	0.19	0.17	0.58	0.89	0.25	0.16
1926	0.26	0.17	0.13	0.22	0.45	0.42	0.24	0.2
