# Myglan - Chind - LASI - ITRDB RUSS248
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/20996
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-20996.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ248-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ248-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ248.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ248.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-11-20
#--------------------
# File_Last_Modified_Date
#   Date: 2016-11-20
#--------------------
# Title
#   Study_Name: Myglan - Chind - LASI - ITRDB RUSS248
#--------------------
# Investigators
#   Investigators: Myglan, V.S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Anna V. Taynik, Valentin V. Barinov, Orlan Ch. Oidupaa, Vladimir S. Myglan, Frederick Reinig, Ulf Büntgen
#   Journal_Name: Dendrochronologia
#   Published_Title: Growth coherency and climate sensitivity of Larix sibirica at the upper treeline in the Russian Altai-Sayan Mountains
#   Published_Date_or_Year: 2016
#   Volume: 39
#   Pages: 10-16
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2015.12.003
#   Full_Citation: None
#   Abstract: Tree-ring research in the Altai-Sayan Mountains so far only considered a limited number of well-replicated site chronologies. The dendroecological and palaeoclimatological potential and limitations of large parts of south-central Russia therefore remain rather unexplored. Here, we present a newly updated network of 13 larch (Larix sibirica Ldb.) tree-ring width (TRW) chronologies from mid to higher elevations along a nearly 1000 km west-to-east transect across the greater Altai-Sayan region. All data were sampled between 2009 and 2014. The corresponding site chronologies cover periods from 440 to 860 years. The highest TRW agreement is found between chronologies >=2200 m asl, whereas the material from lower elevations reveals overall less synchronized interannual to longer-term growth variability. While fluctuations in average June-July temperature predominantly contribute to the growth at higher elevations, arid air masses from Mongolia mainly affect TRW formation at lower elevations. Our results are indicative for the dendroclimatological potential of the Altai-Sayan Mountains, where both, variation in summer temperature and hydroclimate can be robustly reconstructed back in time. These findings are valid for a huge region in central Asia where reliable meteorological observations are spatially scarce and temporally restricted to the second half of the 20th century. The development of new high-resolution climate reconstruction over several centuries to millennia will further appear beneficial for timely endeavors at the interface of archaeology, climatology and history.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Chind
#   Location: Russia
#   Northernmost_Latitude: 49.2
#   Southernmost_Latitude: 49.2
#   Easternmost_Longitude: 87.02
#   Westernmost_Longitude: 87.02
#   Elevation_m: 2250
#--------------------
# Data_Collection
#   Collection_Name: RUSS248
#   First_Year: 1483
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.
#   Common_Name: Siberian larch
#   Tree_Species_Code: LASI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 10chin03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin28_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin28; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 10chin33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10chin33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	10chin03_raw	10chin05_raw	10chin06_raw	10chin07_raw	10chin09_raw	10chin10_raw	10chin12_raw	10chin15_raw	10chin16_raw	10chin19_raw	10chin20_raw	10chin21_raw	10chin22_raw	10chin26_raw	10chin27_raw	10chin28_raw	10chin30_raw	10chin32_raw	10chin33_raw
1545	0.32	NA	NA	0.38	NA	NA	0.4	NA	0.57	0.83	0.63	0.37	0.28	NA	NA	0.62	NA	NA	NA
1546	0.33	NA	NA	0.02	NA	NA	0.25	NA	0.49	0.66	0.39	0.26	0.28	NA	NA	0.1	NA	NA	NA
1547	0.73	NA	NA	0.48	NA	NA	0.46	NA	0.67	1.19	0.61	0.6	0.58	NA	NA	0.76	NA	NA	NA
1548	0.56	NA	NA	0.45	NA	NA	0.28	NA	0.63	1.22	0.62	0.46	0.57	0.43	NA	0.74	NA	NA	NA
1549	0.61	NA	NA	0.93	NA	NA	0.36	NA	0.78	1.65	0.59	0.67	0.44	0.71	NA	0.29	NA	NA	NA
1550	0.62	NA	NA	0.61	NA	NA	0.62	NA	0.81	1.05	0.58	0.92	0.61	0.63	NA	0.69	NA	NA	NA
1551	0.52	NA	NA	0.73	NA	NA	0.68	NA	1.03	1.69	0.5	0.81	0.42	0.83	NA	0.68	NA	NA	NA
1552	0.6	NA	NA	0.78	NA	NA	0.66	NA	0.87	1.74	0.45	0.99	0.48	0.94	NA	0.85	NA	NA	NA
1553	0.43	NA	NA	0.6	NA	NA	0.58	NA	0.63	1.14	0.37	0.74	0.32	0.47	NA	0.58	NA	NA	NA
1554	0.47	NA	NA	0.77	NA	NA	0.59	NA	0.61	1.25	0.37	0.57	0.39	0.54	NA	0.39	NA	NA	NA
1555	0.45	NA	NA	0.94	NA	NA	0.63	NA	0.66	1.13	0.43	0.57	0.34	0.69	NA	0.76	NA	NA	NA
1556	0.45	NA	NA	0.63	NA	NA	0.73	NA	0.68	1.06	0.43	0.67	0.34	0.36	NA	0.71	NA	NA	NA
1557	1.09	NA	NA	0.99	NA	NA	1.19	NA	0.89	1.61	0.64	0.92	0.62	0.58	NA	1.18	NA	NA	NA
1558	0.9	NA	NA	0.66	NA	NA	0.94	NA	0.62	1.2	0.56	0.6	0.59	0.33	NA	0.66	NA	NA	NA
1559	0.38	NA	NA	0.43	NA	NA	0.52	NA	0.48	0.69	0.35	0.39	0.29	0.21	NA	0.46	NA	NA	NA
1560	0.61	NA	NA	0.62	NA	NA	0.51	NA	0.57	1.03	0.28	0.4	0.39	0.29	NA	0.63	NA	NA	NA
1561	0.65	NA	NA	0.7	NA	NA	0.64	NA	0.63	0.96	0.37	0.61	0.48	0.31	NA	1.04	NA	NA	NA
1562	0.36	NA	NA	0.32	NA	NA	0.1	NA	0.19	0.38	0.19	0.29	0.2	0.1	NA	0.5	NA	NA	NA
1563	0.57	NA	NA	0.69	NA	NA	0.39	NA	0.62	1	0.4	0.66	0.47	0.53	NA	0.83	NA	1.21	NA
1564	0.34	NA	NA	0.7	NA	NA	0.55	NA	0.59	0.5	0.18	0.57	0.37	0.57	NA	0.83	NA	1.47	NA
1565	0.79	NA	NA	0.96	NA	NA	0.72	NA	0.72	1.28	0.38	0.56	0.49	0.92	NA	1.33	NA	2.02	NA
1566	0.69	NA	NA	0.93	NA	NA	0.58	NA	0.72	1.15	0.25	0.63	0.43	0.67	NA	1.21	NA	1.61	NA
1567	0.75	NA	NA	0.58	NA	NA	0.73	NA	0.5	0.89	0.29	0.53	0.4	0.57	NA	0.95	0.42	1.48	NA
1568	0.75	NA	NA	0.72	NA	NA	0.66	NA	0.56	1	0.46	0.63	0.48	0.4	NA	0.68	0.56	1.82	NA
1569	0.47	NA	NA	0.48	NA	NA	0.49	NA	0.32	0.66	0.33	0.39	0.29	0.34	NA	0.61	0.25	1.18	NA
1570	0.32	NA	NA	0.35	NA	NA	0.34	NA	0.32	0.68	0.18	0.23	0.29	0.24	NA	0.35	0.12	0.94	NA
1571	0.47	NA	NA	0.52	NA	NA	0.46	NA	0.52	1.03	0.41	0.48	0.35	0.35	NA	0.51	0.36	1.21	NA
1572	0.49	NA	NA	0.48	NA	NA	0.34	NA	0.32	0.94	0.3	0.51	0.38	0.44	NA	0.59	0.15	0.92	NA
1573	0.58	NA	NA	0.9	NA	NA	0.57	NA	0.74	1.54	0.56	0.76	0.54	0.67	NA	0.75	0.27	1.67	NA
1574	0.97	NA	NA	1.04	NA	NA	1.01	NA	1.16	1.57	0.77	0.87	0.62	1.25	NA	1.47	0.65	1.75	NA
1575	0.58	NA	NA	0.61	NA	NA	0.97	NA	0.75	1.07	0.58	0.73	0.56	0.8	NA	1.17	0.58	1.27	NA
1576	0.74	NA	NA	0.7	NA	NA	0.66	NA	0.72	1.15	0.64	0.71	0.45	0.71	NA	1.14	0.53	1.55	0.43
1577	0.47	NA	NA	0.61	NA	NA	0.7	NA	0.61	0.88	0.45	0.57	0.38	0.34	NA	1.01	0.36	1.29	0.44
1578	0.6	NA	NA	0.74	NA	NA	1.25	NA	0.77	1.31	0.87	0.75	0.54	0.64	NA	1.29	0.86	1.28	0.6
1579	0.58	NA	NA	0.49	NA	NA	0.83	NA	0.51	1.2	0.69	0.64	0.49	0.71	NA	0.73	0.5	1.04	0.31
1580	0.74	NA	NA	0.69	NA	NA	0.88	NA	0.64	1.42	0.55	0.55	0.66	1.45	NA	0.93	0.74	1.27	0.49
1581	0.44	NA	NA	0.42	NA	NA	0.42	NA	0.36	0.51	0.52	0.34	0.22	0.31	NA	0.53	0.38	1.09	0.18
1582	0.68	NA	NA	0.59	NA	NA	0.86	NA	0.56	1.28	0.7	0.62	0.57	0.93	NA	0.96	1.05	1.65	0.54
1583	0.55	NA	NA	0.65	NA	NA	0.51	NA	0.67	0.78	0.5	0.61	0.43	0.6	NA	0.52	0.71	1.86	0.52
1584	0.32	NA	NA	0.52	NA	NA	0.28	NA	0.61	0.68	0.43	0.46	0.35	0.26	NA	0.48	0.54	1.81	0.4
1585	0.51	NA	NA	0.63	NA	NA	0.34	NA	0.52	0.8	0.53	0.41	0.24	0.48	NA	0.66	0.49	1.72	0.44
1586	0.4	NA	NA	0.62	NA	NA	0.39	NA	0.46	0.78	0.53	0.51	0.38	0.38	NA	0.48	0.55	2.04	0.33
1587	0.47	NA	NA	0.54	NA	NA	0.41	NA	0.48	0.98	0.55	0.4	0.5	0.43	NA	0.65	0.45	2.35	0.46
1588	0.49	NA	NA	0.74	NA	NA	0.71	NA	0.66	1.06	0.52	0.59	0.51	0.47	NA	0.7	0.61	2.36	0.54
1589	0.23	NA	NA	0.25	NA	NA	0.19	NA	0.24	0.37	0.25	0.38	0.21	0.32	NA	0.36	0.26	1.25	0.16
1590	0.25	NA	NA	0.38	NA	NA	0.41	NA	0.35	0.63	0.34	0.48	0.25	0.46	NA	0.29	0.47	1.18	0.32
1591	0.35	NA	NA	0.46	NA	NA	0.48	NA	0.41	0.58	0.36	0.29	0.28	0.54	NA	0.43	0.38	1.21	0.34
1592	0.48	NA	NA	0.79	NA	NA	0.64	NA	0.5	1.12	0.53	0.68	0.46	0.89	NA	1.1	0.6	1.21	0.48
1593	0.28	NA	NA	0.53	NA	NA	0.43	NA	0.27	0.46	0.3	0.52	0.29	0.44	NA	0.68	0.34	0.54	0.37
1594	0.18	NA	NA	0.5	NA	NA	0.42	NA	0.25	0.69	0.39	0.19	0.3	0.35	NA	0.61	0.39	0.44	0.35
1595	0.33	NA	NA	0.57	NA	NA	0.41	NA	0.38	0.61	0.35	0.36	0.34	0.42	NA	0.66	0.43	0.61	0.35
1596	0.31	NA	NA	0.22	NA	NA	0.35	NA	0.45	0.79	0.54	0.38	0.48	0.42	NA	0.7	0.45	0.53	0.32
1597	0.42	NA	NA	0.21	NA	NA	0.48	NA	0.46	0.73	0.43	0.39	0.5	0.56	NA	0.78	0.56	0.69	0.32
1598	0.25	NA	NA	0.21	NA	NA	0.45	NA	0.33	0.43	0.26	0.25	0.23	0.38	NA	0.35	0.43	0.71	0.15
1599	0.17	NA	NA	0.4	NA	NA	0.41	NA	0.38	0.62	0.37	0.24	0.2	0.38	NA	0.65	0.48	0.76	0.28
1600	0.37	NA	NA	0.56	NA	NA	0.62	NA	0.51	1.19	0.38	0.31	0.41	0.57	NA	0.64	0.51	0.62	0.46
1601	0.35	NA	NA	0.46	NA	NA	0.36	NA	0.23	0.64	0.24	0.35	0.25	0.37	NA	0.58	0.41	0.44	0.35
1602	0.19	NA	NA	0.34	NA	NA	0.29	NA	0.25	0.55	0.22	0.16	0.17	0.35	NA	0.66	0.3	0.34	0.29
1603	0.28	NA	NA	0.34	NA	NA	0.31	NA	0.2	0.48	0.21	0.15	0.23	0.19	NA	0.53	0.25	0.35	0.29
1604	0.39	NA	NA	0.5	NA	NA	0.52	NA	0.39	1.04	0.38	0.31	0.34	0.49	NA	0.67	0.59	0.4	0.35
1605	0.47	NA	NA	0.5	NA	NA	0.45	NA	0.28	0.63	0.29	0.32	0.28	0.55	NA	0.56	0.44	0.49	0.31
1606	0.4	NA	NA	0.25	NA	NA	0.31	NA	0.38	0.71	0.3	0.32	0.25	0.54	NA	0.65	0.32	0.4	0.28
1607	0.48	NA	NA	0.39	NA	NA	0.44	NA	0.34	1.08	0.32	0.32	0.2	0.64	NA	0.69	0.4	0.4	0.3
1608	0.5	NA	NA	0.5	NA	NA	0.39	NA	0.34	0.87	0.39	0.3	0.29	0.64	NA	0.91	0.4	0.48	0.34
1609	0.68	NA	NA	0.44	NA	NA	0.41	NA	0.48	0.98	0.34	0.38	0.33	0.93	NA	1.4	0.6	0.8	0.4
1610	0.39	NA	NA	0.29	NA	NA	0.4	NA	0.32	0.68	0.29	0.2	0.15	0.49	NA	0.56	0.42	0.56	0.25
1611	0.44	NA	NA	0.47	NA	NA	0.34	NA	0.31	0.69	0.31	0.22	0.27	0.6	NA	0.59	0.31	0.67	0.33
1612	0.79	NA	NA	0.71	NA	NA	0.52	NA	0.49	0.86	0.39	0.44	0.4	0.68	NA	0.78	0.56	0.57	0.45
1613	0.84	NA	NA	0.52	NA	NA	0.63	NA	0.49	0.76	0.41	0.32	0.44	0.61	NA	0.62	0.38	0.59	0.28
1614	0.92	NA	NA	0.62	NA	NA	0.7	NA	0.53	0.88	0.31	0.44	0.37	1.02	NA	0.8	0.47	0.83	0.41
1615	0.6	NA	NA	0.33	NA	NA	0.47	NA	0.29	0.71	0.34	0.23	0.2	0.46	NA	0.33	0.28	0.56	0.21
1616	0.85	NA	NA	0.63	NA	NA	0.52	NA	0.34	0.87	0.37	0.43	0.48	0.58	NA	0.61	0.35	0.57	0.31
1617	0.82	NA	NA	0.81	NA	NA	0.62	NA	0.57	1.01	0.5	0.46	0.48	1.07	NA	0.95	0.44	0.66	0.42
1618	0.62	NA	NA	0.38	NA	NA	0.65	NA	0.36	0.69	0.25	0.23	0.29	0.55	NA	0.76	0.38	0.63	0.29
1619	0.65	NA	NA	0.5	NA	NA	0.54	NA	0.42	0.95	0.37	0.22	0.23	0.38	NA	0.7	0.27	0.76	0.29
1620	0.58	NA	NA	0.5	NA	NA	0.49	NA	0.37	0.83	0.3	0.25	0.22	0.33	NA	0.43	0.22	0.62	0.24
1621	0.35	NA	NA	0.39	NA	NA	0.22	NA	0.31	0.46	0.26	0.2	0.11	0.63	NA	0.49	0.16	0.42	0.21
1622	0.59	NA	NA	0.37	NA	NA	0.26	NA	0.21	0.55	0.22	0.21	0.2	0.27	NA	0.62	0.18	0.47	0.16
1623	0.49	NA	NA	0.54	NA	NA	0.36	NA	0.43	1.02	0.5	0.27	0.23	0.61	NA	0.65	0.3	0.54	0.26
1624	0.34	NA	NA	0.32	NA	NA	0.3	NA	0.28	0.73	0.24	0.24	0.19	0.26	NA	0.45	0.16	0.25	0.12
1625	0.42	NA	NA	0.51	NA	NA	0.37	NA	0.4	0.82	0.36	0.28	0.22	0.38	NA	0.53	0.25	0.41	0.21
1626	0.52	NA	NA	0.56	NA	NA	0.42	NA	0.33	1	0.31	0.27	0.21	0.4	NA	0.54	0.26	0.64	0.22
1627	0.24	NA	NA	0.17	NA	NA	0.13	NA	0.27	0.54	0.21	0.11	0.16	0.25	NA	0.26	0.09	0.39	0.11
1628	0.38	NA	NA	0.48	NA	NA	0.27	NA	0.29	0.63	0.18	0.16	0.18	0.21	NA	0.38	0.2	0.49	0.26
1629	0.36	NA	NA	0.45	NA	NA	0.31	NA	0.3	0.79	0.17	0.23	0.25	0.39	NA	0.44	0.24	0.49	0.23
1630	0.28	NA	NA	0.26	NA	NA	0.23	NA	0.23	0.86	0.14	0.17	0.22	0.3	NA	0.54	0.18	0.48	0.19
1631	0.39	NA	NA	0.37	NA	NA	0.23	NA	0.28	1.2	0.25	0.22	0.21	0.4	NA	0.58	0.3	0.41	0.22
1632	0.46	NA	NA	0.39	NA	NA	0.18	NA	0.27	0.89	0.2	0.27	0.25	0.39	NA	0.41	0.29	0.43	0.24
1633	0.45	NA	NA	0.3	NA	NA	0.35	NA	0.27	0.79	0.21	0.18	0.17	0.5	NA	0.51	0.26	0.36	0.22
1634	0.4	NA	NA	0.37	NA	NA	0.33	NA	0.33	0.8	0.17	0.23	0.28	0.28	NA	0.34	0.24	0.36	0.14
1635	0.3	NA	NA	0.27	NA	NA	0.26	NA	0.28	0.43	0.16	0.12	0.28	0.21	NA	0.43	0.24	0.24	0.22
1636	0.64	NA	NA	0.34	NA	NA	0.36	NA	0.33	0.61	0.15	0.34	0.25	0.43	NA	0.62	0.25	0.42	0.2
1637	0.43	NA	NA	0.41	NA	NA	0.48	NA	0.25	0.54	0.18	0.38	0.31	0.57	NA	0.72	0.25	0.32	0.19
1638	0.62	NA	NA	0.37	NA	NA	0.43	NA	0.52	0.73	0.16	0.33	0.23	0.82	NA	0.72	0.27	0.46	0.23
1639	0.42	NA	NA	0.31	NA	NA	0.47	NA	0.2	0.56	0.08	0.27	0.26	0.63	NA	0.45	0.28	0.39	0.11
1640	0.46	NA	NA	0.34	NA	NA	0.62	NA	0.3	0.58	0.2	0.37	0.31	0.41	NA	0.76	0.36	0.42	0.28
1641	0.46	NA	NA	0.36	NA	NA	0.33	NA	0.18	0.43	0.15	0.25	0.24	0.33	NA	0.55	0.25	0.33	0.11
1642	0.43	NA	NA	0.53	NA	NA	0.39	NA	0.24	0.44	0.3	0.23	0.35	0.21	NA	0.51	0.26	0.39	0.23
1643	0.22	NA	NA	0.41	NA	NA	0.25	NA	0.17	0.27	0.23	0.12	0.21	0.08	NA	0.42	0.21	0.39	0.16
1644	0.24	NA	NA	0.56	NA	NA	0.28	NA	0.41	0.32	0.26	0.28	0.3	0.25	NA	0.76	0.33	0.35	0.26
1645	0.55	NA	NA	0.47	NA	NA	0.45	NA	0.42	0.77	0.33	0.48	0.43	0.58	NA	0.92	0.36	0.55	0.31
1646	0.39	NA	NA	0.51	NA	NA	0.39	NA	0.25	0.56	0.15	0.41	0.29	0.3	NA	0.59	0.29	0.32	0.18
1647	0.38	NA	NA	0.4	NA	NA	0.29	NA	0.17	0.39	0.14	0.31	0.22	0.23	NA	0.31	0.22	0.38	0.16
1648	0.52	NA	NA	0.6	NA	NA	0.4	NA	0.25	0.5	0.22	0.27	0.42	0.37	NA	0.62	0.37	0.48	0.34
1649	0.5	NA	NA	0.52	NA	NA	0.38	NA	0.29	0.67	0.23	0.38	0.34	0.32	NA	0.73	0.46	0.63	0.28
1650	0.16	NA	NA	0.22	NA	NA	0.15	NA	0.21	0.5	0.16	0.16	0.19	0.11	NA	0.25	0.19	0.28	0.1
1651	0.5	NA	NA	0.48	NA	NA	0.36	2.19	0.29	0.83	0.31	0.34	0.28	0.36	NA	0.69	0.45	0.48	0.2
1652	0.22	NA	NA	0.32	NA	NA	0.19	1.48	0.21	0.51	0.14	0.23	0.17	0.25	NA	0.28	0.25	0.49	0.09
1653	0.41	NA	NA	0.61	NA	NA	0.47	2.57	0.29	0.68	0.38	0.46	0.36	0.58	NA	0.7	0.58	0.96	0.28
1654	0.2	NA	NA	0.33	NA	NA	0.32	1.84	0.16	0.56	0.2	0.28	0.17	0.36	NA	0.46	0.25	0.7	0.17
1655	0.51	1.83	NA	0.58	1.76	NA	0.59	2.07	0.37	0.7	0.22	0.47	0.4	0.48	NA	0.92	0.48	0.77	0.16
1656	0.38	3.69	NA	0.37	1.43	NA	0.39	2.13	0.32	0.54	0.22	0.34	0.32	0.26	NA	0.65	0.47	0.87	0.21
1657	0.29	1.9	NA	0.49	1.46	NA	0.55	2.16	0.35	0.66	0.26	0.42	0.29	0.89	NA	0.73	0.57	0.78	0.18
1658	0.35	1.14	NA	0.47	0.98	NA	0.36	1.53	0.25	0.65	0.25	0.41	0.31	0.48	NA	0.67	0.37	0.65	0.06
1659	0.41	1.32	NA	0.38	0.95	NA	0.37	2.07	0.25	0.55	0.24	0.38	0.34	0.4	NA	0.73	0.51	0.54	0.09
1660	0.47	1.12	NA	0.53	1.14	NA	0.41	1.64	0.29	0.92	0.2	0.34	0.31	0.46	NA	0.82	0.4	0.64	0.05
1661	0.57	1.88	NA	0.64	1.33	NA	0.42	1.5	0.33	0.84	0.31	0.24	0.5	0.46	NA	0.97	0.38	0.76	0.21
1662	0.26	1.47	NA	0.35	0.87	NA	0.37	1.09	0.21	0.57	0.22	0.18	0.25	0.18	NA	0.48	0.37	0.47	0.1
1663	0.28	1.63	NA	0.43	0.67	NA	0.34	0.92	0.19	0.48	0.17	0.16	0.16	0.31	NA	0.61	0.28	0.24	0.14
1664	0.36	0.95	NA	0.55	0.71	NA	0.29	0.63	0.31	0.6	0.2	0.29	0.31	0.36	NA	0.88	0.35	0.49	0.14
1665	0.3	1.25	NA	0.63	0.66	NA	0.47	0.78	0.25	0.74	0.2	0.19	0.33	0.33	NA	0.82	0.35	0.42	0.14
1666	0.33	0.85	NA	0.45	0.61	NA	0.27	0.71	0.25	0.54	0.17	0.19	0.32	0.26	NA	0.63	0.3	0.41	0.15
1667	0.26	0.93	NA	0.48	0.69	NA	0.34	0.61	0.35	0.73	0.18	0.22	0.26	0.36	NA	0.81	0.37	0.32	0.12
1668	0.24	0.94	NA	0.31	0.61	NA	0.27	0.65	0.27	0.51	0.09	0.14	0.28	0.29	NA	0.6	0.42	0.32	0.08
1669	0.43	1.28	NA	0.6	0.77	NA	0.41	0.78	0.41	0.54	0.22	0.16	0.22	0.58	NA	0.8	0.44	0.37	0.19
1670	0.27	1.02	NA	0.64	0.68	NA	0.44	0.75	0.27	0.58	0.19	0.25	0.21	0.41	NA	0.91	0.47	0.46	0.15
1671	0.29	1.04	NA	0.62	0.7	NA	0.29	0.89	0.26	0.55	0.21	0.22	0.32	0.52	NA	0.75	0.5	0.37	0.21
1672	0.37	1.36	NA	0.6	0.94	NA	0.36	1.31	0.38	0.61	0.24	0.26	0.3	0.68	NA	1.06	0.72	0.64	0.28
1673	0.26	0.95	NA	0.41	0.65	NA	0.23	0.77	0.22	0.48	0.13	0.17	0.12	0.34	NA	0.63	0.27	0.33	0.1
1674	0.17	1.2	NA	0.49	1.05	NA	0.23	1	0.32	0.6	0.31	0.26	0.14	0.3	NA	0.68	0.47	0.29	0.16
1675	0.1	0.92	NA	0.33	0.82	NA	0.15	0.73	0.23	0.56	0.19	0.24	0.07	0.35	NA	0.73	0.44	0.3	0.12
1676	0.25	0.93	NA	0.28	0.89	NA	0.16	0.54	0.32	0.58	0.22	0.2	0.15	0.25	NA	0.69	0.41	0.32	0.12
1677	0.27	1.03	NA	0.47	0.97	NA	0.26	0.75	0.21	0.65	0.17	0.26	0.15	0.39	NA	0.75	0.42	0.34	0.17
1678	0.33	1.46	NA	0.54	0.99	NA	0.27	0.87	0.22	0.61	0.22	0.29	0.14	0.39	NA	0.74	0.49	0.31	0.13
1679	0.21	1.13	NA	0.34	0.77	NA	0.19	0.76	0.21	0.57	0.25	0.27	0.18	0.42	NA	0.63	0.33	0.23	0.11
