# D'Arrigo - Donoloyo Cagar Alam Java - TEGR - ITRDB INDO003
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12626
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12626.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES Asia 2k, Monsoon, PAGES 2k Network, drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/indo003-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indo003-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/indo003.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indo003.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2011-09-01
#--------------------
# File_Last_Modified_Date
#   Date: 2011-09-01
#--------------------
# Title
#   Study_Name: D'Arrigo - Donoloyo Cagar Alam Java - TEGR - ITRDB INDO003
#--------------------
# Investigators
#   Investigators: D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796); Krusic, P.J.; Palmer, J.G.(https://orcid.org/0000-0002-6665-4483)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:  
# # Climatology - precipitation analysis NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Science
#   Published_Title: Asian Monsoon Failure and Megadrought During the Last Millennium
#   Published_Date_or_Year: 2010
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1126/science.1185188
#   Full_Citation: Cook, E.R., K.J. Anchukaitis, B.M. Buckley, R.D. D'Arrigo, 
G.C. Jacoby, and W.E. Wright. 2010. 
Asian Monsoon Failure and Megadrought During the Last Millennium. 
Science, Vol. 328, Issue 5977, pp.486-489, 23 April 2010.  
DOI: 10.1126/science.1185188

#   Abstract: The Asian monsoon system affects more than half of humanity worldwide, 
# yet the dynamical processes that govern its complex spatiotemporal 
# variability are not sufficiently understood to model and predict 
# its behavior, due in part to inadequate long-term climate observations. 
# Here we present the Monsoon Asia Drought Atlas (MADA), a seasonally 
# resolved gridded spatial reconstruction of Asian monsoon drought 
# and pluvials over the past millennium, derived from a network of 
# tree-ring chronologies. MADA provides the spatiotemporal details 
# of known historic monsoon failures and reveals the occurrence, 
# severity, and fingerprint of previously unknown monsoon megadroughts 
# and their close linkages to large-scale patterns of tropical 
# Indo-Pacific sea surface temperatures. MADA thus provides a long-term 
# context for recent monsoon variability that is critically needed for 
# climate modeling, prediction, and attribution.
# 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Donoloyo Cagar Alam Java
#   Location: Indonesia
#   Northernmost_Latitude: -7.8667
#   Southernmost_Latitude: -7.8667
#   Easternmost_Longitude: 111.2
#   Westernmost_Longitude: 111.2
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: INDO003
#   First_Year: 1714
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dnly1a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly1a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly1b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly1b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly2b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly2b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly3a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly3a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly3b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly3b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly4a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly4a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly5a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly5a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly5b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly5b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly6b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly6b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly8a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly8a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dnly8b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dnly8b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	dnly1a_raw	dnly1b_raw	dnly2a_raw	dnly2b_raw	dnly3a_raw	dnly3b_raw	dnly4a_raw	dnly4b_raw	dnly5a_raw	dnly5b_raw	dnly6b_raw	dnly8a_raw	dnly8b_raw
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.263	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.809	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.086	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.805	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.126	NA	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.368	NA	NA	1.266
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.322	NA	NA	3.6
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.802	NA	NA	2.522
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.326	NA	NA	4.376
1723	NA	NA	NA	NA	NA	NA	2.371	NA	NA	3.902	NA	NA	0.614
1724	NA	NA	NA	NA	NA	NA	7.227	NA	NA	4.978	NA	NA	4.42
1725	NA	NA	NA	1.562	NA	NA	7.116	NA	NA	1.27	NA	NA	3.208
1726	NA	NA	NA	5.458	NA	NA	10.597	NA	NA	2.977	NA	NA	4.469
1727	NA	NA	NA	3.773	NA	NA	3.871	NA	NA	1.207	NA	NA	1.979
1728	NA	NA	7.318	4.724	NA	NA	6.984	NA	NA	2.653	NA	NA	7.61
1729	NA	NA	5.533	3.34	NA	NA	7.232	NA	NA	2.112	NA	NA	3.471
1730	NA	NA	3.808	2.043	NA	NA	3.994	NA	NA	2.845	NA	NA	4.687
1731	NA	NA	5.301	2.035	NA	NA	8.383	NA	NA	3.123	NA	NA	5.235
1732	NA	NA	6.253	2.929	NA	NA	8.359	NA	NA	4.134	NA	1.338	2.357
1733	NA	NA	6.894	3.076	NA	NA	6.201	NA	NA	2.796	NA	2.792	4.187
1734	NA	NA	6.291	2.966	NA	NA	4.509	7.32	NA	3.403	NA	4.14	4.409
1735	1.929	NA	2.762	2.181	NA	NA	2.877	3.299	NA	2.045	NA	2.663	3.025
1736	4.037	NA	5.346	3.159	NA	NA	5.017	6.688	NA	3.508	NA	3.414	4.484
1737	4.561	NA	5.61	3.129	NA	NA	9.478	7.616	NA	2.131	NA	2.072	2.935
1738	9.024	NA	3.208	1.848	NA	NA	8.501	9.544	5.401	3.226	NA	2.443	2.863
1739	5.564	NA	2.416	1.737	NA	NA	5.68	7.258	6.205	2.513	NA	2.72	3.12
1740	5.118	NA	3.518	2.583	NA	NA	3.809	6.175	6.756	1.493	NA	4.662	4.105
1741	3.464	NA	2.491	1.763	NA	NA	3.054	6.949	5.679	1.414	NA	2.277	2.686
1742	5.804	NA	1.939	1.108	NA	NA	2.949	5.794	2.768	1.372	NA	2.575	2.579
1743	5.444	NA	4.776	3.076	NA	NA	5.272	4.987	3.019	1.81	NA	2.27	2.128
1744	3.678	NA	3.728	3.041	NA	NA	6.343	5.703	4.94	1.586	NA	3.563	2.483
1745	3.114	NA	2.152	1.561	NA	NA	2.861	4.997	3.182	2.111	NA	2.714	1.89
1746	3.543	NA	2.869	2.443	NA	NA	2.346	5.564	3.201	2.801	3.865	2.332	0.89
1747	2.421	NA	3.36	2.01	NA	NA	0.892	6.236	3.226	2.448	3.544	1.249	0.64
1748	3.658	NA	3.092	1.881	NA	NA	1.208	3.593	4.187	2.255	4.472	1.412	1.018
1749	1.88	NA	3.508	2.597	NA	NA	2.813	2.441	4.297	1.382	3.048	1.813	1.895
1750	2.63	NA	3.476	2.825	NA	NA	4.22	2.881	4.299	2.498	2.408	1.095	1.544
1751	3.401	2.167	4.291	2.926	NA	NA	2.847	3.644	4.231	2.167	4.866	1.763	1.361
1752	1.513	3.112	2.503	1.658	NA	NA	1.683	3.374	2.839	1.925	3.46	1.82	1.106
1753	2.208	3.355	3.575	3.334	NA	NA	1.116	4.987	3.074	2.529	3.546	2.556	1.794
1754	1.582	2.75	3.165	4.262	NA	NA	1.046	5.895	4.722	2.648	2.878	1.87	1.458
1755	1.708	2.23	1.602	2.477	NA	NA	0.651	1.799	4.167	3.197	3.149	3.393	3.911
1756	1.956	3.217	2.968	4.202	NA	NA	1.035	3.846	6.184	3.923	3.681	2.572	3.019
1757	1.097	1.888	1.497	3.418	NA	NA	0.914	3.277	3.097	2.525	2.38	1.247	1.673
1758	1.443	3.565	1.424	2.709	NA	NA	0.932	4.839	4.067	3.981	2.575	2.135	2.05
1759	1.947	2.575	2.607	5.098	NA	NA	0.763	4.909	4.546	5.46	2.822	2.752	1.77
1760	1.539	2.487	3.101	3.933	NA	NA	0.755	4.522	3.969	4.781	0.969	3.168	1.091
1761	1.013	1.995	1.68	3.049	NA	NA	0.49	3.937	3.91	3.628	1.392	2.088	1.492
1762	0.605	2.773	1.293	1.791	NA	NA	0.479	5.402	4.299	3.327	1.846	2.104	2.91
1763	1.783	2.482	1.661	2.776	NA	NA	0.569	7.4	5.287	3.957	0.752	1.565	2.432
1764	2.054	1.669	3.755	4.09	NA	NA	0.6	6.441	3.582	4.048	2.173	3.495	2.794
1765	2.305	1.948	3.141	2.963	NA	NA	0.927	3.57	3.904	3.427	3.187	1.557	1.576
1766	2.261	3.659	3.373	4.135	3.381	NA	1.178	4.665	4.896	3.229	3.766	2.967	1.666
1767	2.913	2.007	2.076	2.419	2.447	NA	1.233	4.836	3.328	2.119	1.753	1.091	1.098
1768	2.395	2.306	2.151	2.464	2.758	NA	1.613	4.152	3.237	2.535	3.927	1.077	1.188
1769	2.055	1.513	1.774	2.615	1.44	NA	0.97	2.723	3.026	2.404	2.756	0.69	0.684
1770	2.594	2.943	4.478	3.447	4.164	NA	1.102	3.335	3.263	2.339	2.226	0.964	1.013
1771	1.147	1.451	2.214	3.505	1.479	NA	0.471	3.821	2.143	0.848	2.155	0.924	0.983
1772	0.699	1.386	1.647	3.072	1.16	NA	0.472	2.727	2.686	1.794	2.131	1.198	1.242
1773	1.367	1.417	1.144	2.347	1.623	NA	0.721	2.868	3.119	1.158	1.523	1.095	1.563
1774	1.602	1.721	1.9	1.705	1.971	NA	1.014	2.818	4.041	1.99	2.194	1.129	1.657
1775	1.652	1.677	1.465	3.376	3.943	NA	1.381	3.86	4.617	2.314	2.832	1.798	0.971
1776	2.347	1.527	1.727	1.837	1.813	NA	0.474	1.411	4.298	1.212	4.24	1.638	1.235
1777	1.873	2.02	2.067	3.003	3.122	NA	0.756	1.049	3.421	2.005	2.961	2.128	1.186
1778	1.398	1.511	1.132	1.031	1.673	NA	0.445	0.631	2.66	1.865	1.925	0.85	1.24
1779	1.585	1.916	1.18	1.026	2.202	NA	0.388	1.048	2.063	1.32	1.843	1.016	1.163
1780	1.735	1.01	1.692	1.347	1.094	NA	0.411	1.25	1.438	1.231	1.376	0.498	0.626
1781	1.386	0.862	0.873	0.985	1.29	NA	0.173	0.632	1.721	1.477	1.041	0.115	0.005
1782	1.438	1.122	1.477	1.358	2.239	NA	0.389	2.313	2.259	1.3	0.583	0.72	0.697
1783	0.838	0.92	1.016	1.042	2.694	NA	0.153	2.198	2.559	1.285	0.614	0.787	0.731
