# Cook - Altai KUR2 (KURAY) - LASI - ITRDB RUSS229
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15345
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15345.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES Asia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ229-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ229-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ229.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ229.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-07-20
#--------------------
# File_Last_Modified_Date
#   Date: 2013-07-20
#--------------------
# Title
#   Study_Name: Cook - Altai KUR2 (KURAY) - LASI - ITRDB RUSS229
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Climatology - temperature analyses NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: PAGES 2k Consortium
#   Journal_Name: Nature Geoscience
#   Published_Title: Continental-scale temperature variability during the past two millennia
#   Published_Date_or_Year: 2013
#   Volume: 6
#   Pages: 339-346
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/NGEO1797
#   Full_Citation: None
#   Abstract: Past global climate changes had strong regional expression. To elucidate their spatio-temporal pattern, we reconstructed past temperatures for seven continental-scale regions during the past one to two millennia. The most coherent feature in nearly all of the regional temperature reconstructions is a long-term cooling trend, which ended late in the nineteenth century. At multi-decadal to centennial scales, temperature variability shows distinctly different regional patterns, with more similarity within each hemisphere than between them. There were no globally synchronous multi-decadal warm or cold intervals that define a worldwide Medieval Warm Period or Little Ice Age, but all reconstructions show generally cold conditions between ad 1580 and 1880, punctuated in some regions by warm decades during the eighteenth century. The transition to these colder conditions occurred earlier in the Arctic, Europe and Asia than in North America or the Southern Hemisphere regions. Recent warming reversed the long-term cooling; during the period ad 1971-2000, the area-weighted average reconstructed temperature was higher than any other time in nearly 1,400 years.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Altai KUR2 (KURAY)
#   Location: Russia
#   Northernmost_Latitude: 50.3
#   Southernmost_Latitude: 50.3
#   Easternmost_Longitude: 87.8333
#   Westernmost_Longitude: 87.8333
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: RUSS229
#   First_Year: 1538
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.
#   Common_Name: Siberian larch
#   Tree_Species_Code: LASI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KR2--L10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--l12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--l12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KR2--L08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KR2--L08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KR2--L10_raw	KR2--l12_raw	KR2--L14_raw	KR2--L16_raw	KR2--L17_raw	KR2--L18_raw	KR2--L03_raw	KR2--L04_raw	KR2--L05_raw	KR2--L07_raw	KR2--L08_raw
1538	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA
1539	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA
1540	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA
1541	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA
1542	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA
1543	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA
1544	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA
1545	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA
1546	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA
1547	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
1548	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA
1549	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA
1550	NA	NA	NA	NA	NA	1.63	NA	NA	NA	NA	NA
1551	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA
1552	NA	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA
1553	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA
1554	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA
1555	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA
1556	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA
1557	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA
1558	NA	NA	NA	NA	NA	1.36	NA	NA	1.7	NA	NA
1559	NA	NA	NA	NA	NA	0.74	NA	NA	1.14	NA	NA
1560	NA	NA	NA	NA	NA	1.05	NA	NA	1.05	NA	NA
1561	NA	NA	NA	NA	NA	1.74	NA	NA	1.09	NA	NA
1562	NA	NA	NA	NA	NA	0.59	NA	NA	0.97	NA	NA
1563	NA	NA	NA	NA	NA	0.89	NA	NA	1.41	NA	NA
1564	NA	NA	NA	NA	NA	0.63	NA	NA	0.88	NA	NA
1565	NA	NA	NA	NA	NA	1.03	NA	NA	1	NA	NA
1566	NA	NA	NA	NA	NA	0.92	NA	NA	1.49	NA	NA
1567	NA	NA	NA	NA	NA	0.64	NA	NA	1.31	NA	NA
1568	NA	NA	NA	NA	NA	0.95	NA	NA	1.29	NA	NA
1569	NA	NA	NA	NA	NA	0.58	NA	NA	1	NA	NA
1570	NA	NA	NA	NA	NA	0.38	NA	NA	0.46	NA	NA
1571	NA	NA	NA	NA	NA	0.49	NA	NA	0.7	NA	NA
1572	NA	NA	NA	NA	NA	0.58	NA	NA	0.92	NA	NA
1573	NA	NA	NA	NA	NA	0.32	NA	NA	0.88	NA	NA
1574	NA	NA	NA	NA	NA	0.6	NA	NA	1.53	NA	NA
1575	NA	NA	NA	NA	NA	0.54	NA	NA	0.64	NA	NA
1576	NA	NA	NA	NA	NA	0.61	NA	NA	0.86	NA	NA
1577	NA	NA	NA	NA	NA	0.27	NA	NA	0.78	NA	NA
1578	NA	NA	NA	NA	NA	0.8	NA	NA	0.77	NA	NA
1579	NA	NA	NA	NA	NA	0.61	NA	NA	0.8	NA	NA
1580	NA	NA	NA	NA	NA	0.88	NA	NA	1.31	NA	NA
1581	NA	NA	NA	NA	NA	0.42	NA	NA	0.96	NA	NA
1582	NA	NA	NA	NA	NA	0.45	NA	NA	1.06	NA	NA
1583	NA	NA	NA	NA	NA	0.46	NA	NA	1	NA	NA
1584	NA	NA	NA	NA	NA	0.91	NA	NA	1.35	NA	NA
1585	NA	NA	NA	NA	NA	0.73	NA	NA	1.02	NA	NA
1586	NA	NA	NA	NA	NA	0.85	NA	NA	0.98	NA	NA
1587	NA	NA	NA	NA	NA	1.15	NA	NA	1.25	NA	NA
1588	NA	NA	NA	NA	NA	1.19	NA	NA	1.06	NA	NA
1589	NA	NA	NA	NA	NA	0.14	NA	NA	0.18	NA	NA
1590	NA	NA	NA	NA	NA	0.51	NA	NA	0.7	NA	NA
1591	NA	NA	NA	NA	NA	0.71	NA	NA	0.77	NA	NA
1592	NA	NA	NA	NA	NA	1.08	NA	NA	1.33	NA	NA
1593	NA	NA	NA	NA	NA	0.72	NA	NA	1.07	NA	NA
1594	NA	NA	NA	NA	NA	0.6	NA	NA	0.65	NA	NA
1595	NA	NA	NA	NA	NA	0.78	NA	NA	0.88	NA	NA
1596	NA	NA	NA	NA	NA	1.01	NA	NA	1.03	NA	NA
1597	NA	NA	NA	NA	NA	1.08	NA	NA	0.85	NA	NA
1598	NA	NA	NA	NA	NA	0.74	NA	NA	0.7	NA	NA
1599	NA	NA	NA	NA	NA	0.82	NA	NA	0.65	NA	NA
1600	NA	NA	NA	NA	NA	0.48	NA	NA	0.38	NA	NA
1601	NA	NA	NA	NA	NA	0.3	NA	NA	0.08	NA	NA
1602	NA	NA	NA	NA	NA	0.7	NA	NA	0.35	NA	NA
1603	NA	NA	NA	NA	NA	0.63	NA	NA	0.21	NA	NA
1604	NA	NA	NA	NA	NA	1.15	NA	NA	0.45	NA	NA
1605	NA	NA	NA	NA	NA	1.32	NA	NA	0.56	NA	NA
1606	NA	NA	NA	NA	NA	1.25	NA	NA	0.53	NA	NA
1607	NA	NA	NA	NA	NA	1.35	NA	NA	0.84	NA	NA
1608	NA	NA	NA	NA	NA	0.93	NA	NA	0.74	NA	NA
1609	NA	NA	NA	NA	NA	1.3	NA	NA	1	NA	NA
1610	NA	NA	NA	NA	NA	0.81	NA	NA	0.68	NA	0.32
1611	NA	NA	NA	0.66	NA	1.16	NA	NA	1.1	NA	0.42
1612	NA	NA	NA	0.79	NA	1.43	NA	NA	1.74	NA	0.69
1613	NA	NA	NA	0.78	NA	1.09	NA	NA	1.29	NA	0.4
1614	NA	NA	NA	0.93	NA	1.35	NA	NA	1.35	NA	0.6
1615	NA	NA	NA	0.54	NA	0.54	NA	NA	1.04	NA	0.42
1616	NA	NA	NA	0.61	NA	1.22	NA	NA	1.31	NA	0.58
1617	NA	NA	NA	0.76	NA	1.13	NA	NA	1.29	NA	0.46
1618	NA	NA	NA	0.52	NA	1.04	NA	NA	1.1	NA	0.53
1619	NA	NA	NA	0.48	NA	1.4	NA	NA	0.84	NA	0.44
1620	NA	NA	NA	0.43	NA	1.35	NA	NA	0.75	NA	0.39
1621	NA	NA	NA	0.53	NA	1.61	NA	NA	1.14	NA	0.42
1622	NA	NA	NA	0.35	NA	0.88	NA	NA	0.83	NA	0.16
