# Bunn - Grass Lake - LAGM - ITRDB RUSS196
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/9927
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-9927.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ196-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ196-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ196.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ196.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-08-31
#--------------------
# File_Last_Modified_Date
#   Date: 2010-08-31
#--------------------
# Title
#   Study_Name: Bunn - Grass Lake - LAGM - ITRDB RUSS196
#--------------------
# Investigators
#   Investigators: Bunn, A.G.(https://orcid.org/0000-0001-9027-2162); Lloyd, A.H.; Berner, L.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: Sparse tree cover on Yedoma soils and flat terrain. 
# # Understory of dwarf alnus, salix, betula, and ledum spp. 
# # Locally, this species is referred to as 
# # Larix cajanderi Mayr.  The ITRDB uses the synonym 
# # Larix gmelinii (Rupr.) Kuzen.    NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Grass Lake
#   Location: Russia
#   Northernmost_Latitude: 68.75
#   Southernmost_Latitude: 68.75
#   Easternmost_Longitude: 161.3833
#   Westernmost_Longitude: 161.3833
#   Elevation_m: 86
#--------------------
# Data_Collection
#   Collection_Name: RUSS196
#   First_Year: 1805
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr
#   Common_Name: Dahurian larch
#   Tree_Species_Code: LAGM
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GRS001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS011B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS011B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS013A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS013A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS014A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS014A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS014B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS014B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS015A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS015A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRS015B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRS015B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GRS001A_raw	GRS001B_raw	GRS002A_raw	GRS002B_raw	GRS003A_raw	GRS003B_raw	GRS004A_raw	GRS004B_raw	GRS005A_raw	GRS005B_raw	GRS006A_raw	GRS006B_raw	GRS007A_raw	GRS007B_raw	GRS008A_raw	GRS008B_raw	GRS009A_raw	GRS009B_raw	GRS011A_raw	GRS011B_raw	GRS013A_raw	GRS014A_raw	GRS014B_raw	GRS015A_raw	GRS015B_raw
1805	NA	NA	0.293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	0.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	0.227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	0.677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	0.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	0.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	0.684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	0.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	0.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	0.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	0.351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	0.463	NA	0.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	0.451	NA	0.464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	0.402	NA	0.317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	0.429	NA	0.264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	0.328	NA	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	0.29	NA	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	0.461	NA	0.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	0.449	NA	0.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	0.154	NA	0.213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	0.265	NA	0.213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	0.212	NA	0.157	NA	NA	0.515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	0.174	NA	0.056	NA	NA	0.754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	0.243	NA	0.221	NA	NA	0.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	0.595	NA	0.269	NA	NA	0.765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	0.626	NA	0.234	NA	NA	0.764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	0.649	0.863	0.285	NA	NA	0.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	0.851	0.741	0.198	NA	NA	0.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	0.571	0.513	0.084	NA	NA	0.337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	0.597	0.54	0.121	NA	NA	0.449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	0.451	0.312	0.061	NA	NA	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	0.695	0.514	0.154	NA	NA	0.641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	0.551	0.332	0.125	NA	NA	0.589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	0.506	0.475	0.18	NA	NA	0.672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	0.357	0.318	0.127	NA	NA	0.482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	0.376	0.237	0.133	NA	NA	0.579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	0.48	0.415	0.233	NA	NA	0.678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	0.321	0.241	0.125	NA	NA	0.464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA
1847	0.622	0.491	0.188	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686	NA
1848	0.606	0.386	0.163	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.837	NA
1849	0.861	0.538	0.183	NA	NA	0.835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998	NA
1850	0.588	0.465	0.153	NA	NA	0.744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.813	NA
1851	0.428	0.403	0.135	NA	NA	0.651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.001	NA
1852	0.463	0.558	0.208	NA	NA	0.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.849	NA
1853	0.369	0.456	0.218	NA	0.931	0.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA
1854	0.334	0.443	0.272	NA	1.291	0.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.101	NA	NA	NA	0.797	NA
1855	0.172	0.253	0.116	NA	0.909	0.633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.744	NA	NA	NA	0.365	NA
1856	0.174	0.276	0.168	NA	0.542	0.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.481	NA	NA	NA	0.454	NA
1857	0.185	0.217	0.188	NA	0.713	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.694	NA	NA	NA	0.698	NA
1858	0.443	0.5	0.267	NA	1.332	0.812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.126	NA	NA	NA	1.311	NA
1859	0.397	0.452	0.162	NA	1.286	1.158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.033	1.097	NA	NA	1.352	NA
1860	0.381	0.485	0.199	NA	1.394	1.179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.829	1.244	NA	NA	1.082	NA
1861	0.534	0.56	0.187	NA	1.283	0.936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.104	1.51	NA	NA	1.251	NA
1862	0.446	0.535	0.088	NA	1.086	0.904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.957	1.163	NA	NA	1.124	NA
1863	0.386	0.452	0.096	NA	0.743	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.524	0.843	0.758	NA	NA	0.794	NA
1864	0.369	0.345	0.127	NA	0.742	0.877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.582	0.689	0.827	NA	NA	0.609	0.768
1865	0.292	0.252	0.133	NA	0.523	0.601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.365	0.447	0.624	NA	NA	0.609	0.671
1866	0.399	0.281	0.152	NA	0.597	0.573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.871	0.281	0.354	0.595	NA	NA	0.639	0.955
1867	0.304	0.351	0.145	NA	0.593	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.956	0.344	0.44	0.509	NA	NA	0.747	0.986
1868	0.253	0.367	0.126	NA	0.567	0.664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.522	0.444	0.496	0.499	NA	NA	0.716	0.948
1869	0.389	0.339	0.136	NA	0.846	0.589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.365	0.293	0.642	NA	NA	0.936	1.39
1870	0.5	0.415	0.249	NA	1.742	1.158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.192	0.767	0.752	1.203	NA	NA	1.541	2.017
1871	0.629	0.425	0.179	NA	1.025	0.985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.839	0.551	0.589	1.075	NA	NA	1.245	1.636
1872	0.418	0.305	0.196	NA	1.177	0.735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.028	0.502	0.506	1.26	NA	NA	1.037	1.166
1873	0.798	0.567	0.142	NA	1.137	0.738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.065	0.809	0.79	1.198	NA	NA	1.489	1.401
1874	0.54	0.503	0.056	NA	0.658	0.393	NA	NA	0.784	NA	NA	NA	NA	NA	NA	NA	NA	0.714	0.522	0.634	0.78	NA	NA	0.886	0.68
1875	0.538	0.544	0.125	NA	0.702	0.411	NA	NA	1.025	NA	NA	NA	NA	NA	NA	NA	NA	0.853	0.573	0.686	0.825	NA	NA	0.831	0.769
1876	0.645	0.615	0.186	NA	0.878	0.826	NA	NA	1.198	NA	NA	NA	NA	NA	NA	NA	NA	1.222	0.701	0.669	0.966	NA	NA	1.034	0.981
1877	0.692	0.841	0.225	NA	1.205	0.767	NA	NA	1.216	NA	NA	NA	NA	NA	NA	NA	1.092	1.395	1.07	1.163	0.824	NA	NA	0.976	1.148
1878	0.747	0.545	0.165	NA	0.909	0.451	NA	NA	0.804	NA	NA	NA	NA	NA	NA	NA	0.589	0.906	0.451	0.594	1.034	NA	NA	0.89	1.16
1879	1.08	0.618	0.173	NA	1.501	0.699	NA	NA	1.037	0.915	NA	NA	NA	NA	NA	NA	0.588	1.052	0.412	0.326	0.697	NA	NA	1.051	1.151
1880	0.7	0.479	0.123	NA	0.888	0.473	NA	NA	0.643	0.762	NA	0.39	NA	NA	NA	NA	0.366	0.788	0.427	0.353	0.563	0.487	NA	0.813	0.592
1881	0.725	0.771	0.133	NA	1.2	0.993	NA	NA	0.77	0.907	NA	0.681	NA	NA	NA	NA	0.673	0.912	0.856	0.661	0.828	0.625	NA	0.763	0.631
1882	0.5	0.815	0.156	NA	1.726	1.03	NA	NA	0.837	0.949	NA	0.625	NA	NA	NA	NA	0.706	0.808	1.08	0.795	1.681	0.813	NA	1.22	0.664
1883	1.108	1.296	0.19	NA	2.273	1.626	NA	NA	0.993	1.047	NA	0.925	NA	NA	NA	NA	1.2	1.282	1.274	1.051	1.569	1.208	NA	1.747	1.186
1884	0.713	0.714	0.057	NA	1.286	0.553	NA	NA	0.624	0.571	NA	0.522	NA	NA	NA	NA	0.427	0.57	0.692	0.539	0.851	0.688	NA	0.965	0.795
1885	0.837	0.808	0.076	NA	1.223	1.101	NA	NA	0.759	0.759	NA	0.467	NA	NA	NA	NA	0.748	0.795	0.67	0.579	0.706	0.538	NA	0.791	0.772
1886	0.786	0.809	0.043	NA	0.91	0.477	NA	NA	0.668	0.707	NA	0.794	NA	NA	NA	NA	0.526	0.776	0.64	0.473	0.601	0.738	NA	0.684	0.779
1887	1.13	1.11	0.141	NA	1.093	1.006	NA	NA	0.869	0.816	NA	0.735	NA	NA	NA	NA	0.697	0.975	0.887	0.651	0.535	0.801	0.865	1.081	1.039
1888	1.148	0.973	0.147	NA	1.616	1.438	NA	NA	0.971	0.996	NA	0.668	NA	NA	NA	NA	0.831	1.079	1.152	0.722	0.695	0.867	1.138	1.332	1.402
1889	0.872	0.944	0.263	NA	1.31	1.477	NA	NA	0.833	0.866	NA	0.689	NA	NA	NA	NA	0.746	1.211	0.964	0.553	0.706	0.663	0.984	1.376	1.332
1890	0.83	0.735	0.074	NA	0.744	0.711	NA	NA	0.649	0.566	NA	0.256	NA	NA	NA	NA	0.437	0.682	0.505	0.365	0.55	0.609	0.718	0.846	1.072
