# Büntgen - Military - PISY - ITRDB GEOR009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13877
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13877.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/geor009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; geor009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/geor009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/geor009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Büntgen - Military - PISY - ITRDB GEOR009
#--------------------
# Investigators
#   Investigators: Büntgen, U.(https://orcid.org/0000-0002-3821-0818); Nievergelt, D.; Verstege, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Military
#   Location: Georgia, Republic
#   Northernmost_Latitude: 41.5833
#   Southernmost_Latitude: 41.5833
#   Easternmost_Longitude: 42.75
#   Westernmost_Longitude: 42.75
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: GEOR009
#   First_Year: 1882
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## geo0701a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0701a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0701b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0701b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0702a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0702a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0702b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0702b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0703a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0703a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0703b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0703b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0704a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0704a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0704b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0704b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0705a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0705a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0705b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0705b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0706a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0706a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0706b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0706b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0708a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0708a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0708b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0708b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0709a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0709a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0709b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0709b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0710a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0710a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0710b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0710b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0711a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0711a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0711b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0711b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0712a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0712a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0712b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0712b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0713a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0713a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0713b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0713b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0714a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0714a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0714b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0714b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0715a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0715a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## geo0715b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: geo0715b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	geo0701a_raw	geo0701b_raw	geo0702a_raw	geo0702b_raw	geo0703a_raw	geo0703b_raw	geo0704a_raw	geo0704b_raw	geo0705a_raw	geo0705b_raw	geo0706a_raw	geo0706b_raw	geo0708a_raw	geo0708b_raw	geo0709a_raw	geo0709b_raw	geo0710a_raw	geo0710b_raw	geo0711a_raw	geo0711b_raw	geo0712a_raw	geo0712b_raw	geo0713a_raw	geo0713b_raw	geo0714a_raw	geo0714b_raw	geo0715a_raw	geo0715b_raw
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	NA	3.34	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.95	NA	NA	NA	NA	NA	NA	NA	2.68	NA	NA	NA	NA	4.17	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.79	NA	NA	NA	NA	NA	NA	NA	4.4	NA	NA	NA	NA	5.53	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2	NA	NA	NA	NA	NA	NA	NA	3.77	NA	NA	NA	NA	6.04	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.04	NA	NA	NA	NA	NA	NA	NA	3.08	NA	NA	NA	NA	4.56	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.47	NA	NA	NA	NA	NA	NA	NA	5.13	NA	NA	NA	NA	5.85	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.93	NA	NA	NA	NA	NA	NA	NA	5.93	NA	NA	NA	NA	5.97	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.43	NA	NA	NA	NA	NA	NA	NA	6.35	NA	NA	NA	NA	6.22	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.16	NA	NA	5.14	NA	NA	NA	NA	NA	NA	NA	6.63	NA	NA	NA	NA	5.22	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73	5.34	NA	NA	4.11	NA	NA	NA	NA	4.06	NA	NA	5.85	NA	NA	NA	NA	5.23	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4	4.74	5.37	NA	3.55	NA	NA	NA	NA	3.65	NA	NA	5.19	NA	6.5	NA	NA	3.8	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.56	4.37	6.18	3.47	2.38	NA	NA	NA	NA	3.78	NA	NA	5.09	NA	7.03	NA	NA	4.72	NA
1895	NA	NA	NA	NA	NA	NA	NA	2.56	NA	4.38	5.04	5.98	4.85	3.52	NA	NA	NA	NA	3.8	NA	NA	4.4	NA	4.37	NA	NA	4.35	NA
1896	NA	NA	NA	NA	NA	NA	NA	1.66	NA	3.18	5.58	5.25	4.81	3.95	NA	NA	NA	NA	3.61	NA	NA	3.91	6.06	4.6	NA	NA	3.92	NA
1897	NA	NA	NA	NA	NA	NA	NA	1.97	NA	4.16	7.69	7.56	5.99	4.8	NA	NA	NA	NA	3.89	NA	NA	4.41	5.82	3.02	NA	NA	3.95	NA
1898	NA	NA	NA	NA	NA	NA	NA	2.38	NA	4.21	4.83	5.24	4.84	4.17	NA	NA	NA	NA	4.15	NA	NA	5.22	4.07	3.74	NA	NA	4.3	NA
1899	NA	NA	NA	NA	NA	NA	5.47	2.13	4.4	3.36	3.91	4.33	4.26	4.08	NA	3.84	NA	NA	4.23	NA	NA	4.89	3.7	3.39	NA	NA	3.96	NA
1900	NA	NA	NA	NA	NA	NA	6.28	2.31	4.59	3.71	3.52	5.15	5.24	5.26	NA	3.79	NA	NA	3.88	6.9	NA	5.16	3.74	5.32	NA	4.31	4.36	NA
1901	NA	NA	NA	NA	NA	NA	6.19	2.51	5.17	3.79	4.27	6.49	5.98	5.24	NA	4.01	NA	2.35	4.82	8.1	NA	4.49	5.16	8.74	NA	4.39	3.95	2.34
1902	NA	NA	NA	NA	NA	NA	5.99	1.94	4.62	4.1	3.31	5.03	5.32	4.86	NA	4.08	1.52	2.27	3.96	7.02	NA	4.04	6.25	7.19	NA	4.38	3.43	1.96
1903	NA	NA	NA	NA	NA	NA	6.53	2.59	5.07	4.23	3.19	5.66	3.81	3.78	NA	4.53	1.26	2.38	4.05	6.52	NA	3.16	4.94	6.85	NA	5.06	2.88	3.02
1904	NA	NA	NA	NA	NA	NA	5.58	2.69	5.56	4.38	5.69	5.65	4.01	4.33	NA	4.89	1.42	1.75	4.21	7.04	NA	3.6	5.27	6.56	NA	4.79	2.98	2.18
1905	NA	NA	NA	NA	NA	NA	5	2.59	5.09	4.37	4.95	4.82	3.07	3.87	NA	4.19	1.34	1.54	3.71	7.44	NA	3.36	3.73	4.35	5.78	4.8	2.78	2.16
1906	NA	NA	NA	NA	NA	NA	4.13	2.19	5.96	4.12	4.54	4.26	3.17	3.96	NA	4.56	1.73	1.57	3.12	7.33	NA	3.25	5.32	4.41	6.08	5.13	2.75	1.81
1907	NA	8.32	NA	NA	NA	NA	3.62	2.14	4.65	4.06	3.65	4.99	2.44	3.59	NA	4	1.28	1.56	3.23	8.04	NA	3.66	5.99	4.36	6.55	3.67	2.6	2.32
1908	NA	7.52	NA	NA	NA	NA	3.13	1.89	4.59	4.14	3.34	4.85	2.91	3.87	NA	4.73	1.14	1.36	2.88	6.97	NA	3.79	5.31	4.27	5.56	3.75	2.13	2.37
1909	NA	5.06	NA	NA	NA	NA	3.17	1.35	3.17	2.73	2.54	4.72	1.96	2.08	3.08	3.19	1.02	0.67	3.11	5.93	NA	2.19	4.54	3.82	4.34	2.87	1.71	1.86
1910	NA	7.09	NA	NA	NA	NA	4.99	1.68	4.08	3.35	3.96	6.01	2.6	3.43	3.74	4.08	1.53	0.68	3.17	6.14	NA	2.12	4.45	3.72	5.73	4.04	1.45	1.3
1911	4.51	4.47	NA	NA	NA	NA	4.04	1.43	3.46	3.49	3.46	3.9	2.46	3.71	3.48	3.48	1.45	0.67	2.36	5.68	NA	1.34	3.43	3.33	4.29	3.66	1.22	1.47
1912	4.62	3.68	NA	NA	NA	NA	4.06	1.68	2.74	2.81	3.55	3.3	2.7	3.84	2.62	2.97	1.68	0.79	2.27	5.11	NA	1.05	3.31	3.43	5.83	3.78	1.13	1.61
1913	4.01	4.1	NA	NA	NA	NA	3.75	1.48	2.06	2.99	3.48	3.36	3.57	3.23	2.52	3.04	1.71	1.14	2.86	4.12	NA	0.97	2.5	2.96	4.56	3.67	1.05	1.28
1914	4.96	5	NA	NA	NA	NA	3.22	1.54	3.21	2.35	4.15	3.41	2.66	3.27	2.25	2.96	2.38	1	3	3.96	NA	1.57	2.69	3.5	4.85	3.31	1.12	1.51
1915	5.67	5.27	NA	NA	NA	NA	3.15	1.57	3.14	2.89	4.52	4.16	3.05	3.38	3.12	3.18	2.86	1.26	2.49	4.04	NA	2.18	2.98	3.61	4.91	3.01	1.09	1.76
1916	5	6.23	NA	NA	NA	NA	4.14	2	2.97	4.04	3.37	4.43	3.64	3.2	3.49	3.68	4.3	1.98	2.17	4.4	NA	2.77	3.88	3.6	5.32	3.82	1.08	1.39
1917	4.66	6.03	NA	NA	NA	NA	3.16	1.94	3.13	3.59	2.77	3.61	3.37	3.2	3.35	3.86	4.39	2.11	2.83	4.43	NA	2.45	4.07	3.54	5.58	4.11	1.87	2.53
1918	4.08	4.65	NA	NA	NA	NA	2.2	1.18	2.82	2.18	2.09	2.33	2.51	1.99	2.16	2.72	3.67	1.92	2.16	3.14	NA	1.73	3.28	3.12	3.88	2.58	1.44	1.8
1919	4.51	4.97	NA	NA	NA	NA	2.59	1.43	3.21	2.92	2.21	2.08	2.66	2.41	3.45	3.81	3.49	2.4	2.83	3.52	NA	2.12	3.71	4.01	4.78	2.53	1.64	1.72
1920	4.6	4.72	NA	NA	NA	NA	2.53	1.29	2.8	2.61	1.84	1.64	3.06	2.74	3.38	3.58	3.44	2.63	2.86	3.47	NA	2.41	3.22	3.66	3.99	2.58	1.67	1.73
1921	3.45	3.69	NA	NA	NA	NA	2.34	1.3	2.27	2.66	1.55	1.48	1.92	1.86	3.41	3.08	3.41	2.37	2.72	3.03	NA	1.76	2.46	3.2	2.96	1.91	1.37	1.82
1922	4.03	3.79	NA	NA	NA	NA	2.3	1.2	3.38	3.55	1.89	1.26	2.11	1.78	3.19	3.06	4.73	2.86	2.72	4.09	NA	1.93	3.32	2.27	3.3	2.32	1.66	1.83
1923	3.19	3.4	NA	NA	NA	NA	2.24	1.41	2.88	2.12	1.69	1.01	2.62	1.78	2.95	2.33	3	3.06	3.51	3.51	NA	1.33	2.83	2.15	2.56	1.71	1.65	1.3
