# Thapa - Kunikhop - PIWA - ITRDB NEPA059
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/31741
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-31741.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa059-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa059-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa059.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa059.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-11-02
#--------------------
# File_Last_Modified_Date
#   Date: 2020-11-02
#--------------------
# Title
#   Study_Name: Thapa - Kunikhop - PIWA - ITRDB NEPA059
#--------------------
# Investigators
#   Investigators: Thapa, U.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: Koshi River basin, Nepal NOAA Template Raw Measurements file added 2020-11-18.
#--------------------
# Publication
#   Authors: Uday Kunwar Thapa, Scott St. George
#   Journal_Name: Forest Ecology and Management
#   Published_Title: Detecting the influence of climate and humans on pine forests across the dry valleys of eastern Nepal's Koshi River basin
#   Published_Date_or_Year: 2019
#   Volume: 440
#   Pages: 12-22
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.foreco.2019.03.013
#   Full_Citation: None
#   Abstract: Pine forests provide goods and services crucial to more than ten million people living in the middle-mountains (600-4000m) of Nepal. These critically important forests are already often overexploited and could be at risk from future climate change. In order to investigate the combined effects of climate and human disturbances on the growth of pine forests, we established a new network of tree-ring sites in six Pinus wallichiana and four P. roxburghii forests across the dry inner valleys of eastern Nepal's Koshi River watershed. We produced measurements of total annual ring widths, and detrended individual tree-ring series with 67% cubic splines to produce site-level chronologies. The Koshi tree-ring chronologies were compared against local records of mean monthly temperature and total monthly rainfall to identify the main climatic factor(s) limiting pine growth. We also employed a relative growth change method to estimate growth releases and suppressions in ring-width series as indicators of disturbances. At all sites, trees are relatively young (median age was 102 years) and variations in ring-width provide estimates of tree growth over only the past century. Ring-width chronologies from the Koshi have a weak common signal strength in comparison to trees from the same species obtained from sites in the central Himalaya, and the climate-growth response of Koshi pines appears to be governed primarily by moisture balance during winter. Disturbance events evident in pine ring-width data are largely asynchronous, which suggests these forest have been historically perturbed by human influences rather than large-scale climatic or ecological influences. The sacred forest at Sikri contained the oldest living trees (118 years), had the lowest number of disturbance events, and preserved a stronger common signal, which provided additional evidence of the effects of humans on other pine forests in the Koshi basin. Based on our findings, we suggest that modeling the future growth and distribution of pine trees in eastern Nepal should consider winter moisture. Furthermore, management strategies to better conserve pine forests in eastern Nepal should incorporate the two competing influences of climate and human activities on tree growth.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kunikhop
#   Location: Nepal
#   Northernmost_Latitude: 27.49
#   Southernmost_Latitude: 27.49
#   Easternmost_Longitude: 86.52
#   Westernmost_Longitude: 86.52
#   Elevation_m: 2950
#--------------------
# Data_Collection
#   Collection_Name: NEPA059
#   First_Year: 1936
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus wallichiana A.B. Jacks.
#   Common_Name: Himalayan pine
#   Tree_Species_Code: PIWA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KKP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP27B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP27B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP28B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP28B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP29B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKP30B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKP30B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KKP01A_raw	KKP01B_raw	KKP03A_raw	KKP04A_raw	KKP04B_raw	KKP05A_raw	KKP06A_raw	KKP06B_raw	KKP07A_raw	KKP07B_raw	KKP08A_raw	KKP08B_raw	KKP09A_raw	KKP09B_raw	KKP10A_raw	KKP10B_raw	KKP13A_raw	KKP13B_raw	KKP16A_raw	KKP16B_raw	KKP17A_raw	KKP17B_raw	KKP18A_raw	KKP18B_raw	KKP20A_raw	KKP20B_raw	KKP21A_raw	KKP22A_raw	KKP22B_raw	KKP23A_raw	KKP23B_raw	KKP24A_raw	KKP24B_raw	KKP25A_raw	KKP25B_raw	KKP26A_raw	KKP27B_raw	KKP28A_raw	KKP28B_raw	KKP29A_raw	KKP29B_raw	KKP30A_raw	KKP30B_raw
1936	0.588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	0.582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.756	NA
1938	0.659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.872	NA
1939	0.655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.635	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.613	NA
1940	1.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.727	NA	NA	NA	NA	0.403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.843	0.765
1941	1.327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.746	NA	NA	NA	NA	0.542	0.956	0.922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.846	0.815
1942	1.283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.085	NA	NA	NA	NA	0.55	1.011	0.864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.031	NA	0.804	0.681
1943	0.989	2.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.035	NA	NA	NA	NA	0.761	1.089	1.092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.314	NA	0.962	0.781
1944	1.063	0.993	NA	1.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.012	0.976	0.607	NA	NA	0.77	1.089	0.863	NA	NA	NA	NA	NA	NA	NA	0.897	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.282	NA	0.815	0.569
1945	0.614	0.634	1.003	1.029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.954	0.944	0.499	NA	NA	0.68	0.841	0.781	NA	NA	NA	NA	NA	NA	NA	0.794	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	0.878	0.695	0.595
1946	0.929	0.767	1.239	1.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.904	0.974	0.722	NA	1.52	0.791	1.09	0.924	NA	NA	NA	NA	NA	NA	NA	0.898	NA	0.99	NA	NA	NA	NA	0.84	NA	NA	1.23	0.934	0.664	0.538
1947	0.962	0.842	0.931	0.973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.092	1.048	0.769	NA	1.076	0.739	0.74	0.627	NA	1.818	NA	NA	NA	NA	NA	1.012	NA	0.822	0.986	NA	NA	NA	0.706	NA	NA	1.133	1.011	0.608	0.429
1948	1.011	0.969	0.977	0.782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.791	0.689	0.774	NA	0.894	0.504	0.584	0.534	NA	1.339	NA	NA	NA	NA	NA	0.877	1.452	0.978	0.947	NA	NA	NA	0.586	NA	1.288	1.186	1.216	0.568	0.37
1949	0.766	0.789	0.865	0.652	NA	NA	NA	NA	NA	NA	0.592	NA	NA	NA	0.644	0.49	0.739	NA	0.92	0.524	0.613	0.712	NA	0.818	NA	NA	NA	NA	NA	0.804	0.729	0.76	0.734	NA	NA	NA	0.557	NA	0.968	0.825	0.931	0.385	0.398
1950	0.638	0.445	0.374	0.58	NA	NA	NA	NA	NA	NA	0.518	NA	NA	NA	0.365	0.319	0.645	NA	0.789	0.432	0.775	0.601	NA	0.931	NA	NA	NA	NA	NA	0.589	0.664	0.635	0.534	NA	NA	NA	0.457	NA	0.865	0.9	0.868	0.295	0.279
1951	0.814	0.543	0.756	0.571	1.119	NA	NA	NA	NA	NA	0.653	NA	NA	NA	0.476	0.529	0.735	0.873	0.74	0.618	1.039	0.828	3.161	0.911	NA	NA	NA	NA	NA	0.881	1.147	0.808	0.746	NA	NA	NA	0.47	1.023	0.964	1.293	1.28	0.323	0.376
1952	0.54	0.511	0.799	0.558	0.84	NA	NA	NA	NA	NA	0.665	NA	NA	NA	0.48	0.388	0.805	0.916	0.704	0.493	0.922	0.814	2.496	0.653	NA	NA	NA	NA	NA	1.002	1.07	0.807	0.757	NA	NA	NA	0.538	0.943	0.829	1.142	0.954	0.349	0.335
1953	0.602	0.845	0.956	0.587	1.037	NA	NA	NA	NA	NA	0.649	NA	0.856	NA	0.451	0.496	0.811	0.945	0.8	0.503	1.072	0.897	1.915	0.824	NA	NA	NA	NA	NA	1.251	1.278	0.59	1.038	NA	0.622	NA	0.778	1.08	0.616	1.108	1.098	0.379	0.283
1954	0.49	0.931	0.917	0.573	1.055	NA	NA	NA	NA	NA	0.669	NA	0.938	NA	0.318	0.369	0.811	0.915	0.604	0.432	1.162	0.799	1.539	0.579	NA	NA	NA	NA	NA	1.15	1.172	0.521	0.701	NA	0.631	NA	0.625	0.921	0.564	0.83	1.325	0.334	0.202
1955	0.354	0.759	0.561	0.451	0.957	NA	NA	NA	NA	NA	0.579	NA	0.907	NA	0.235	0.254	0.778	0.825	0.467	0.304	0.721	0.638	1.157	0.546	NA	NA	NA	NA	NA	0.718	0.594	0.342	0.413	0.459	0.578	NA	0.529	0.669	0.46	0.576	0.993	0.198	0.148
1956	0.366	0.673	0.661	0.408	0.825	NA	NA	NA	NA	NA	0.602	NA	0.903	NA	0.255	0.273	0.71	0.715	0.496	0.292	1.002	0.738	1.382	0.514	NA	NA	NA	NA	NA	0.854	0.983	0.524	0.556	0.814	0.805	NA	0.625	0.766	0.383	0.685	1.293	0.238	0.217
1957	0.433	0.616	0.551	0.401	0.765	NA	NA	NA	0.742	NA	0.637	NA	0.746	NA	0.313	0.216	0.733	0.876	0.578	0.41	0.809	0.897	1.165	0.482	NA	NA	NA	NA	NA	0.81	0.736	0.497	0.431	0.935	0.776	NA	0.76	0.711	0.344	0.568	0.83	0.232	0.218
1958	0.434	0.519	0.562	0.339	0.503	NA	NA	NA	0.945	NA	0.57	NA	0.766	0.602	0.333	0.212	0.674	0.695	0.599	0.417	0.85	0.845	0.802	0.414	NA	NA	1.398	NA	NA	0.699	0.817	0.45	0.457	0.803	0.631	NA	0.978	0.577	0.33	0.441	0.719	0.232	0.214
1959	0.441	0.409	0.542	0.363	0.422	NA	NA	NA	0.987	NA	0.559	NA	0.795	0.624	0.246	0.144	0.778	0.743	0.486	0.318	0.77	0.681	0.513	0.406	NA	NA	0.938	NA	NA	0.53	0.687	0.491	0.488	0.894	0.621	NA	0.628	0.507	0.229	0.431	0.658	0.255	0.259
1960	0.347	0.425	0.381	0.302	0.43	NA	NA	0.692	0.908	NA	0.417	NA	0.698	0.524	0.19	0.136	0.744	0.85	0.399	0.26	0.64	0.577	0.355	0.361	NA	NA	1.113	NA	NA	0.671	0.55	0.412	0.418	0.713	0.688	NA	0.495	0.408	0.149	0.315	0.352	0.241	0.245
1961	0.319	0.397	0.49	0.342	0.454	NA	NA	0.943	0.901	NA	0.513	NA	0.647	0.489	0.258	0.193	0.654	0.918	0.429	0.3	0.868	0.578	0.388	0.428	NA	NA	1.067	NA	NA	0.775	0.673	0.517	0.508	0.773	0.427	NA	0.389	0.525	0.17	0.425	0.428	0.244	0.242
1962	0.305	0.301	0.364	0.206	0.36	NA	NA	0.583	0.771	NA	0.416	NA	0.888	0.609	0.248	0.245	0.49	0.715	0.52	0.259	0.699	0.45	0.311	0.386	NA	NA	0.779	NA	NA	0.616	0.627	0.407	0.386	0.798	0.568	NA	0.384	0.38	0.199	0.412	0.295	0.214	0.168
1963	0.194	0.282	0.267	0.088	0.181	NA	NA	0.671	0.777	0.809	0.405	NA	0.681	0.617	0.271	0.228	0.36	0.403	0.369	0.246	0.544	0.367	0.238	0.291	NA	0.483	0.582	0.324	NA	0.569	0.497	0.437	0.353	0.588	0.464	NA	0.213	0.288	0.152	0.38	0.266	0.201	0.193
1964	0.123	0.158	0.199	0.079	0.14	NA	NA	0.661	0.631	0.703	0.348	NA	0.518	0.484	0.245	0.208	0.385	0.379	0.327	0.177	0.429	0.256	0.138	0.167	NA	0.392	0.74	0.242	NA	0.379	0.325	0.282	0.26	0.553	0.609	NA	0.187	0.455	0.152	0.16	0.112	0.167	0.188
1965	0.171	0.136	0.276	0.152	0.165	NA	NA	0.709	0.616	0.696	0.427	NA	0.401	0.469	0.267	0.253	0.339	0.407	0.324	0.171	0.334	0.237	0.166	0.206	NA	0.406	0.503	0.384	NA	0.48	0.381	0.369	0.336	0.741	0.538	NA	0.207	0.449	0.213	0.387	0.46	0.118	0.186
1966	0.182	0.151	0.329	0.182	0.212	NA	NA	0.808	0.703	0.7	0.295	NA	0.358	0.432	0.182	0.212	0.26	0.342	0.27	0.136	0.266	0.24	0.204	0.217	0.469	0.528	0.668	0.408	0.404	0.439	0.615	0.377	0.374	1.029	0.618	NA	0.182	0.408	0.215	0.563	0.828	0.168	0.181
1967	0.266	0.126	0.345	0.181	0.285	NA	NA	1.067	0.842	0.877	0.381	NA	0.476	0.508	0.154	0.191	0.263	0.296	0.38	0.161	0.272	0.273	0.194	0.25	0.553	0.595	0.905	0.509	0.509	0.527	0.84	0.468	0.403	1.281	0.749	NA	0.205	0.552	0.297	0.648	0.781	0.149	0.187
1968	0.275	0.146	0.271	0.272	0.376	NA	1.237	0.974	0.763	0.805	0.283	NA	0.503	0.507	0.14	0.135	0.348	0.269	0.321	0.16	0.247	0.311	0.18	0.227	0.516	0.722	1.017	0.493	0.506	0.454	0.627	0.34	0.326	0.836	0.584	NA	0.203	0.491	0.283	0.533	0.598	0.156	0.161
1969	0.197	0.103	0.182	0.214	0.395	NA	1.026	0.879	0.685	0.799	0.226	NA	0.35	0.332	0.193	0.219	0.346	0.246	0.221	0.106	0.227	0.312	0.212	0.186	0.487	0.579	1.08	0.474	0.462	0.521	0.477	0.419	0.417	0.922	0.742	NA	0.302	0.595	0.355	0.305	0.32	0.244	0.22
1970	0.158	0.139	0.294	0.244	0.319	NA	1.032	0.796	0.59	0.775	0.185	NA	0.343	0.362	0.141	0.188	0.392	0.332	0.229	0.122	0.164	0.328	0.201	0.183	0.666	0.624	0.791	0.457	0.458	0.47	0.454	0.356	0.448	0.421	0.431	NA	0.214	0.387	0.224	0.119	0.147	0.249	0.209
1971	0.121	0.123	0.281	0.16	0.194	NA	0.874	0.444	0.363	0.593	0.125	NA	0.193	0.33	0.126	0.109	0.265	0.283	0.192	0.099	0.084	0.198	0.132	0.119	0.559	0.474	0.579	0.431	0.418	0.333	0.4	0.315	0.38	0.283	0.353	NA	0.158	0.326	0.19	0.092	0.075	0.172	0.128
1972	0.049	0.084	0.081	0.087	0.116	NA	0.846	0.425	0.367	0.544	0.111	NA	0.196	0.287	0.105	0.111	0.216	0.224	0.204	0.112	0.112	0.162	0.166	0.173	0.575	0.457	0.41	0.359	0.373	0.369	0.392	0.271	0.347	0.631	0.416	0.583	0.275	0.466	0.192	0.051	0.053	0.1	0.078
1973	0.122	0.21	0.333	0.147	0.264	NA	0.732	0.553	0.477	0.418	0.2	NA	0.21	0.488	0.152	0.169	0.288	0.336	0.29	0.176	0.189	0.17	0.193	0.213	0.566	0.562	0.501	0.455	0.511	0.507	0.476	0.36	0.457	1.121	0.53	0.583	0.335	0.496	0.217	0.102	0.055	0.13	0.148
1974	0.109	0.217	0.237	0.167	0.294	NA	0.648	0.533	0.508	0.528	0.155	NA	0.166	0.426	0.099	0.099	0.291	0.301	0.256	0.155	0.2	0.137	0.156	0.192	0.714	0.638	0.485	0.322	0.506	0.358	0.473	0.338	0.331	1.019	0.618	0.625	0.275	0.587	0.229	0.095	0.06	0.072	0.188
1975	0.129	0.238	0.235	0.258	0.404	NA	0.743	0.641	0.514	0.835	0.177	NA	0.251	0.491	0.094	0.08	0.297	0.344	0.164	0.142	0.137	0.123	0.191	0.15	0.835	0.767	0.643	0.303	0.616	0.312	0.504	0.331	0.341	0.703	0.684	0.719	0.375	0.526	0.237	0.096	0.045	0.069	0.203
1976	0.114	0.222	0.128	0.307	0.39	NA	0.7	0.602	0.498	0.896	0.177	NA	0.211	0.344	0.133	0.081	0.313	0.325	0.205	0.134	0.201	0.138	0.155	0.133	0.732	0.682	0.648	0.361	0.426	0.302	0.465	0.316	0.362	0.68	0.464	0.685	0.253	0.454	0.177	0.146	0.077	0.097	0.187
