# Cook - Altai TUT2 (KURAY) - LASI - ITRDB RUSS233
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15349
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15349.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES Asia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ233-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ233-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ233.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ233.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-07-20
#--------------------
# File_Last_Modified_Date
#   Date: 2013-07-20
#--------------------
# Title
#   Study_Name: Cook - Altai TUT2 (KURAY) - LASI - ITRDB RUSS233
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Climatology - temperature analyses NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: PAGES 2k Consortium
#   Journal_Name: Nature Geoscience
#   Published_Title: Continental-scale temperature variability during the past two millennia
#   Published_Date_or_Year: 2013
#   Volume: 6
#   Pages: 339-346
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/NGEO1797
#   Full_Citation: None
#   Abstract: Past global climate changes had strong regional expression. To elucidate their spatio-temporal pattern, we reconstructed past temperatures for seven continental-scale regions during the past one to two millennia. The most coherent feature in nearly all of the regional temperature reconstructions is a long-term cooling trend, which ended late in the nineteenth century. At multi-decadal to centennial scales, temperature variability shows distinctly different regional patterns, with more similarity within each hemisphere than between them. There were no globally synchronous multi-decadal warm or cold intervals that define a worldwide Medieval Warm Period or Little Ice Age, but all reconstructions show generally cold conditions between ad 1580 and 1880, punctuated in some regions by warm decades during the eighteenth century. The transition to these colder conditions occurred earlier in the Arctic, Europe and Asia than in North America or the Southern Hemisphere regions. Recent warming reversed the long-term cooling; during the period ad 1971-2000, the area-weighted average reconstructed temperature was higher than any other time in nearly 1,400 years.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Altai TUT2 (KURAY)
#   Location: Russia
#   Northernmost_Latitude: 50.1167
#   Southernmost_Latitude: 50.1167
#   Easternmost_Longitude: 87.9167
#   Westernmost_Longitude: 87.9167
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: RUSS233
#   First_Year: 1554
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.
#   Common_Name: Siberian larch
#   Tree_Species_Code: LASI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## tt2-l13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt2-l13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## tt2-l15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt2-l15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## tt2-l17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt2-l17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## tt2-l1a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt2-l1a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## tt2-l3b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt2-l3b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## tt2-l4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt2-l4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## tt2-l6b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt2-l6b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## tt1-l7b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt1-l7b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## tt2-l9a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: tt2-l9a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	tt2-l13a_raw	tt2-l15a_raw	tt2-l17a_raw	tt2-l1a_raw	tt2-l3b_raw	tt2-l4b_raw	tt2-l6b_raw	tt1-l7b_raw	tt2-l9a_raw
1554	NA	NA	NA	NA	0.34	NA	NA	NA	NA
1555	NA	NA	NA	NA	0.42	NA	NA	NA	NA
1556	NA	NA	NA	NA	0.52	NA	NA	NA	NA
1557	NA	NA	NA	NA	0.55	NA	NA	NA	NA
1558	NA	NA	NA	NA	0.61	NA	NA	NA	NA
1559	NA	NA	NA	NA	0.65	NA	NA	NA	NA
1560	NA	NA	NA	NA	0.57	NA	NA	NA	NA
1561	NA	NA	NA	NA	0.02	NA	NA	NA	NA
1562	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1563	NA	NA	NA	NA	0.17	NA	NA	NA	NA
1564	NA	NA	NA	NA	0.11	NA	NA	NA	NA
1565	NA	NA	NA	NA	0.17	NA	NA	NA	NA
1566	NA	NA	NA	NA	0.28	NA	NA	NA	NA
1567	NA	NA	NA	NA	0.06	NA	NA	NA	NA
1568	NA	NA	NA	NA	0.18	NA	NA	NA	NA
1569	NA	NA	NA	NA	0.09	NA	NA	NA	NA
1570	NA	NA	NA	NA	0.17	NA	NA	NA	NA
1571	NA	NA	NA	NA	0.48	NA	NA	NA	NA
1572	NA	NA	NA	NA	0.63	NA	NA	NA	NA
1573	NA	NA	NA	NA	0.4	NA	NA	NA	NA
1574	NA	NA	NA	NA	0.66	NA	NA	NA	NA
1575	NA	NA	NA	NA	0.74	NA	NA	NA	NA
1576	NA	NA	NA	NA	0.44	NA	NA	NA	NA
1577	NA	NA	NA	NA	0.74	NA	NA	NA	NA
1578	NA	NA	NA	NA	0.32	NA	NA	NA	NA
1579	NA	NA	NA	NA	0.33	NA	NA	NA	NA
1580	NA	NA	NA	NA	0.39	NA	NA	NA	NA
1581	NA	NA	NA	NA	0.21	NA	NA	NA	NA
1582	NA	NA	NA	NA	0.35	NA	NA	NA	NA
1583	NA	NA	NA	NA	0.63	NA	NA	NA	NA
1584	NA	NA	NA	NA	0.32	NA	NA	NA	NA
1585	NA	NA	NA	NA	0.33	NA	NA	NA	NA
1586	NA	NA	NA	NA	0.51	NA	NA	NA	NA
1587	NA	NA	NA	NA	0.48	NA	NA	NA	NA
1588	NA	NA	NA	NA	0.81	NA	NA	NA	NA
1589	NA	NA	NA	NA	0.34	NA	NA	NA	NA
1590	NA	NA	NA	NA	0.24	NA	NA	NA	NA
1591	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1592	NA	NA	NA	NA	0.38	NA	NA	NA	NA
1593	NA	NA	NA	NA	0.75	NA	NA	NA	NA
1594	NA	NA	NA	NA	0.65	NA	NA	NA	NA
1595	NA	NA	NA	NA	0.73	NA	NA	NA	NA
1596	NA	NA	NA	NA	0.84	NA	NA	NA	NA
1597	NA	NA	NA	NA	0.66	NA	NA	NA	NA
1598	NA	NA	NA	NA	0.45	NA	NA	NA	NA
1599	NA	NA	NA	NA	0.34	NA	NA	NA	NA
1600	NA	NA	NA	NA	0.19	NA	NA	NA	NA
1601	NA	NA	NA	NA	0.32	NA	NA	NA	NA
1602	NA	NA	NA	NA	0.62	NA	NA	NA	NA
1603	NA	NA	NA	NA	0.66	NA	NA	NA	NA
1604	NA	NA	NA	NA	0.66	NA	NA	NA	NA
1605	NA	NA	NA	NA	0.44	NA	NA	NA	NA
1606	NA	NA	NA	NA	0.49	NA	NA	NA	NA
1607	NA	NA	NA	NA	0.44	NA	NA	NA	NA
1608	NA	NA	NA	NA	0.72	NA	NA	NA	NA
1609	NA	NA	NA	NA	0.52	NA	0.27	NA	NA
1610	NA	NA	NA	NA	0.49	NA	0.71	NA	NA
1611	NA	NA	NA	NA	0.51	NA	0.69	NA	NA
1612	NA	NA	NA	NA	0.68	NA	0.6	1.27	NA
1613	NA	NA	NA	NA	0.28	NA	0.25	0.6	NA
1614	NA	NA	NA	NA	0.54	NA	0.39	1.01	NA
1615	NA	NA	NA	NA	0.7	NA	0.44	0.72	NA
1616	NA	NA	NA	NA	1.01	NA	0.99	1.49	NA
1617	NA	NA	NA	NA	1.1	NA	1.26	1.85	NA
1618	NA	NA	NA	NA	1.03	NA	0.72	1.24	NA
1619	NA	NA	NA	NA	0.69	NA	0.53	1.06	NA
1620	NA	NA	NA	NA	0.92	NA	0.6	1.18	NA
1621	NA	NA	NA	NA	0.78	NA	0.59	1.13	NA
1622	NA	NA	NA	NA	1	NA	0.51	0.63	NA
1623	NA	NA	NA	NA	0.66	NA	0.35	0.3	NA
1624	NA	NA	NA	NA	0.68	NA	0.47	0.47	NA
1625	NA	1.43	NA	NA	0.57	NA	0.22	0.22	NA
1626	NA	1.18	NA	NA	0.28	NA	0.26	0.34	NA
1627	NA	0.51	NA	NA	0.25	NA	0.18	0.2	NA
1628	0.62	0.81	NA	NA	0.55	NA	0.43	0.4	NA
1629	0.47	0.38	NA	NA	0.35	NA	0.25	0.36	NA
1630	0.56	0.54	NA	NA	0.43	NA	0.32	0.39	NA
1631	0.44	0.87	NA	NA	0.35	NA	0.68	0.47	NA
1632	0.41	0.66	NA	NA	0.53	NA	0.72	0.62	NA
1633	0.4	0.3	NA	NA	0.32	NA	0.55	0.32	NA
1634	0.65	0.76	NA	NA	0.38	NA	0.84	0.54	NA
1635	0.75	0.89	NA	NA	0.68	NA	0.87	0.66	NA
1636	0.74	1.25	NA	NA	0.53	NA	0.87	0.55	NA
1637	0.8	1.15	NA	NA	0.53	NA	0.69	0.68	NA
1638	0.87	1.07	NA	NA	0.42	NA	0.55	0.46	NA
1639	0.72	0.91	NA	NA	0.37	NA	0.93	0.4	NA
1640	0.46	0.59	NA	NA	0.29	NA	0.66	0.43	NA
1641	0.46	0.34	NA	NA	0.27	NA	0.57	0.29	NA
1642	0.21	0.14	NA	NA	0.15	NA	0.4	0.13	NA
1643	0.37	0.36	NA	NA	0.15	NA	0.63	0.29	NA
1644	0.35	0.34	NA	NA	0.39	NA	0.43	0.17	NA
1645	0.36	0.61	NA	NA	0.25	NA	0.35	0.16	NA
1646	0.18	0.31	NA	NA	0.18	NA	0.39	0.18	NA
1647	0.5	0.48	NA	NA	0.39	NA	0.61	0.31	NA
1648	0.63	1.24	NA	NA	0.75	NA	0.92	0.61	NA
