# Pumijumnong - Nam Kong - TEGR - ITRDB THA017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36072
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36072.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tha017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tha017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: Pumijumnong - Nam Kong - TEGR - ITRDB THA017
#--------------------
# Investigators
#   Investigators: Pumijumnong, N.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nam Kong
#   Location: Thailand
#   Northernmost_Latitude: 19.440156
#   Southernmost_Latitude: 19.440156
#   Easternmost_Longitude: 98.127093
#   Westernmost_Longitude: 98.127093
#   Elevation_m: 430
#--------------------
# Data_Collection
#   Collection_Name: THA017
#   First_Year: 1887
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TKNK413A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK413A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK413B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK413B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK403A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK403A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK403B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK403B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK401A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK401A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK401B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK401B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK421A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK421A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK421B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK421B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK408B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK408B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK423A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK423A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK417B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK417B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK417A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK417A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK420A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK420A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK418A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK418A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK418B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK418B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK412A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK412A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK425A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK425A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK419A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK419A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK419B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK419B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK422B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK422B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK422A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK422A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK411B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK411B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK411A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK411A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK409A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK409A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK409B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK409B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK424A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK424A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TKNK413A_raw	TKNK413B_raw	TKNK403A_raw	TKNK403B_raw	TKNK401A_raw	TKNK401B_raw	TKNK421A_raw	TKNK421B_raw	TKNK408B_raw	TKNK423A_raw	TKNK417B_raw	TKNK417A_raw	TKNK420A_raw	TKNK418A_raw	TKNK418B_raw	TKNK412A_raw	TKNK425A_raw	TKNK419A_raw	TKNK419B_raw	TKNK422B_raw	TKNK422A_raw	TKNK411B_raw	TKNK411A_raw	TKNK409A_raw	TKNK409B_raw	TKNK424A_raw
1887	NA	NA	NA	NA	NA	NA	NA	3.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	2.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	4.23	3.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	2.71	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	2.68	3.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	2.77	2.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	3.1	3.2	NA	4.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	5.1	3.61	NA	4.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	5.43	3.95	NA	5.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	5.77	3.99	NA	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	4.43	3.79	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	3.5	4.27	NA	5.35	NA	NA	7.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	3.25	3.97	NA	4.28	NA	NA	6.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	4.04	5.04	NA	4.79	NA	NA	4.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	3.77	5.04	NA	4.2	NA	NA	4.11	NA	NA	NA	6.38	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	1.85	3.49	NA	1.9	NA	NA	1.61	NA	NA	NA	4.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	1.62	2.93	NA	2.51	NA	NA	5.45	NA	NA	NA	3.74	NA	6.65	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	2.67	3.57	NA	3.52	NA	NA	6.15	NA	NA	NA	3.83	NA	9.39	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	2.66	3.52	NA	4.7	NA	NA	8.05	NA	NA	NA	2.41	NA	6.33	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	3.18	3.44	1.59	2.44	NA	NA	7.79	NA	NA	NA	2.99	NA	5.57	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	2.17	1.59	1.05	1.73	NA	NA	2.47	NA	NA	NA	2.11	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	2.41	1.62	1.15	2.23	NA	NA	5.98	NA	NA	NA	1.88	NA	6.95	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	1.62	1.71	1.31	1.49	NA	NA	4.93	NA	NA	NA	1.01	NA	7.13	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	1.74	1.15	2.65	1.77	NA	NA	3.06	NA	NA	NA	0.83	NA	4.26	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	1.57	1.14	2.15	1.59	NA	NA	1.92	NA	NA	NA	0.78	NA	5.46	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	1.6	1.45	2.36	1.57	NA	NA	1.6	NA	NA	NA	1.25	NA	3.22	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	1.96	1.67	1.86	1.87	NA	NA	1.51	NA	NA	NA	1.45	NA	2.69	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	1.48	1.63	2.78	2.35	NA	NA	3.02	NA	NA	NA	1.73	NA	2.89	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	1.74	1.9	2.88	2.37	NA	NA	4.16	NA	NA	NA	1.69	NA	1.13	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	3.54	NA	NA	NA	1.9	1.15	3.04	2.25	NA	NA	4.82	NA	NA	NA	2.05	NA	1.84	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	4.08	NA	NA	NA	2.19	1.52	3.31	1.82	NA	NA	6.54	NA	NA	NA	3.5	NA	3.94	NA	NA	NA	NA	NA	NA	NA
1919	3.39	NA	4.09	NA	NA	NA	2.81	1.79	2.51	2.05	NA	NA	5.55	NA	NA	NA	3.17	NA	3.79	NA	NA	NA	NA	NA	NA	NA
1920	2.13	1.43	4.01	NA	NA	NA	1.85	0.92	2.21	1.86	NA	2.75	2.69	NA	NA	NA	2.72	NA	2.91	NA	NA	NA	NA	NA	NA	NA
1921	1.32	1.7	2.66	NA	NA	NA	0.66	0.9	1.18	0.72	NA	2.4	2.54	NA	NA	NA	1.32	NA	2.4	NA	NA	NA	NA	NA	NA	5.03
1922	1.41	0.62	2.25	NA	NA	NA	1.13	1.28	1.21	0.63	NA	2.87	2.38	NA	NA	NA	0.68	NA	0.8	NA	NA	NA	NA	NA	NA	5.69
1923	1.04	0.95	5.2	NA	NA	NA	1.04	0.98	2.11	0.61	3.85	3.49	2.52	NA	NA	NA	0.52	NA	1.44	NA	NA	NA	NA	NA	NA	5.69
1924	1.06	0.62	2.15	NA	NA	NA	0.79	1.12	1.99	0.36	2.6	2.02	2.01	NA	NA	NA	0.43	NA	0.8	NA	NA	NA	NA	NA	NA	2.69
1925	1.38	0.26	1.95	NA	NA	NA	0.68	0.92	1.05	0.38	3.83	1.47	1.61	NA	NA	NA	0.63	NA	1	NA	NA	NA	NA	NA	NA	3.44
1926	1.15	0.34	1.99	NA	NA	NA	0.45	1.73	1.21	0.46	4.53	1.36	1.84	NA	NA	NA	0.83	NA	0.92	NA	NA	NA	NA	NA	NA	4.52
1927	2.95	1.49	3.71	NA	NA	NA	0.5	1.63	3.22	0.88	5.14	2.07	3.23	NA	NA	NA	0.93	NA	0.61	NA	NA	NA	NA	NA	NA	5.46
1928	3.37	2.88	5.92	NA	NA	NA	0.79	3.02	2.41	1.07	14.51	3.99	3.97	NA	NA	NA	1.15	NA	2.51	NA	NA	NA	NA	NA	NA	4.66
1929	2.88	2.51	4.25	NA	NA	NA	0.69	2.37	3.51	0.67	11.19	6.3	2.17	NA	NA	NA	0.97	NA	2.22	NA	NA	NA	NA	NA	NA	3.42
1930	4.23	2.57	2.79	NA	NA	NA	1.23	2.79	3.68	1.78	8.45	4.27	4.59	NA	1.74	NA	1.49	NA	2.02	NA	NA	NA	NA	NA	NA	3.02
1931	1.69	1.81	1.88	NA	NA	NA	0.74	1.86	1.21	1.2	3.19	2.4	2.06	NA	1.71	NA	1.07	NA	2.64	NA	NA	NA	NA	NA	NA	5.51
1932	1.33	2.11	4.25	NA	NA	NA	0.84	2.28	1.52	1.49	4.77	3.63	2.53	NA	2.04	NA	1.79	NA	3.71	NA	NA	NA	NA	NA	NA	4.5
1933	2.37	3.6	4.89	NA	NA	NA	1.73	1.71	3.95	2.62	6.6	4.62	3.45	NA	4.2	NA	1.19	NA	4.89	NA	NA	NA	NA	NA	NA	4.16
1934	2.68	4.43	5.23	NA	6.78	NA	2.33	1.71	4.78	2.53	5.45	5.34	3.77	NA	2.77	NA	1.27	NA	4.22	NA	NA	NA	NA	NA	NA	2.71
1935	2.55	3.31	2.98	NA	4.45	NA	2.61	2.01	3.62	2.89	6.21	3.66	2.76	NA	1.25	NA	1.67	5.17	4.45	NA	NA	NA	NA	NA	NA	2.56
1936	2.52	3.88	4.54	NA	4.6	NA	2.45	1.37	3.52	3.17	5.9	3.06	2.37	NA	2.2	NA	1.45	5	3.19	NA	NA	NA	NA	NA	NA	2.22
1937	2.17	1.97	4.11	NA	4.6	NA	2.32	1.3	3.29	3.28	3.3	2.48	2.05	NA	6.18	NA	1.64	4.37	3.83	NA	NA	NA	NA	NA	NA	2.24
1938	1.78	3.84	3.68	NA	4.77	NA	2.31	1.6	2.56	4.19	3.37	2.42	2.64	NA	7.91	NA	2.23	6.5	2.69	NA	NA	NA	NA	NA	NA	3.66
1939	2.81	3.09	4.44	NA	5.45	NA	3.31	2.34	3.85	5.55	4.95	2.98	1.99	NA	6.26	NA	3.73	6.87	6.85	2.88	NA	NA	NA	NA	NA	3.92
1940	2.33	2.86	3.42	NA	6.51	NA	4.88	3.13	3.51	4.17	6.18	3.84	3.31	6.06	6.27	NA	2.97	5.41	5.26	5.09	NA	NA	NA	NA	NA	3.4
1941	2.72	3.58	3.64	NA	7.45	NA	3.85	2.94	2.99	3.76	3.62	5.14	3.62	3.21	3.01	NA	1.9	7.07	5.32	5.06	NA	NA	NA	NA	NA	3.7
1942	2.79	2.53	3.99	NA	5.12	NA	3.22	3.28	4.38	5.73	1.84	4.76	3.8	3.29	4.18	NA	2.06	6.56	4.57	2.94	NA	NA	NA	NA	NA	3.9
1943	3.96	2.24	5.16	NA	6.15	NA	3.78	3.77	5.01	5.29	2.16	3.8	3.55	4.02	3.55	NA	1.75	6.26	3.56	3.12	NA	NA	NA	NA	NA	3.02
1944	3.45	3.2	5.63	NA	3.61	NA	3.71	5.6	3.95	4.25	1.35	3.92	3.18	3.37	2.8	NA	2.7	5.75	2.58	3.69	NA	NA	NA	NA	NA	3.16
1945	2.39	1.3	7.74	NA	2.88	2.02	1.84	3.9	3.48	4.5	1.88	3.15	2.64	2.9	2.12	NA	1.27	1.2	2.1	4.55	NA	NA	NA	NA	NA	2.94
1946	1.36	0.76	5.22	NA	0.88	1.5	1.76	3.74	2.09	3.65	1.92	2.14	1.68	3.15	2.1	NA	0.66	0.61	1.4	2.35	NA	NA	NA	NA	NA	2.17
1947	1.14	0.68	2.24	NA	0.66	1.41	1.01	2.43	1.69	3.13	1.64	1.13	1	2.78	1.17	NA	0.49	1.74	0.83	2.53	NA	NA	NA	NA	NA	2.01
