# Sun - Ertan R2 - PIYU - ITRDB CHIN079
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27436
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27436.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin079-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; chin079-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin079.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chin079.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-08-12
#--------------------
# File_Last_Modified_Date
#   Date: 2019-08-12
#--------------------
# Title
#   Study_Name: Sun - Ertan R2 - PIYU - ITRDB CHIN079
#--------------------
# Investigators
#   Investigators: Sun, L.; Cai, Y.; Zhou, Y.; Shi, S.; Zhao, Y.; Wang, W.; Gunnarson, B.E.(https://orcid.org/0000-0002-5262-1883); Jaramillo, F.
#--------------------
# Description_Notes_and_Keywords
#   Description: Climatology - analysis on the climatic difference of micro-topographical sites NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swedish Research Council 
#   Grant: 2015-06503, 942-2015-740
#--------------------
# Funding_Agency
#   Funding_Agency_Name: National Natural Science Foundation China
#   Grant: 51522901, 51721093
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Ministry of Science and Technology of the People’s Republic of China
#   Grant: 2016YFC0502209
#--------------------
# Site_Information
#   Site_Name: Ertan R2
#   Location: China
#   Northernmost_Latitude: 26.937
#   Southernmost_Latitude: 26.937
#   Easternmost_Longitude: 101.667
#   Westernmost_Longitude: 101.667
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: CHIN079
#   First_Year: 1976
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus yunnanensis Franch.
#   Common_Name: Yunnan Pine
#   Tree_Species_Code: PIYU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## R201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R203_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R203; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R204_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R204; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R205_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R205; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R206_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R206; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R207_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R207; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R208_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R208; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R209_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R209; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R213_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R213; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R214_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R214; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R215_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R215; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R216_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R216; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	R201_raw	R202_raw	R203_raw	R204_raw	R205_raw	R206_raw	R207_raw	R208_raw	R209_raw	R211_raw	R212_raw	R213_raw	R214_raw	R215_raw	R216_raw
1976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.68	3.68	4.64	4.18
1977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98	2.38	3.38	4.04
1978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	1.14	0.82	3.17
1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	1.96	2.05	2.66
1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27	3.12	2.98	3.7
1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.34	4.68	3.54	3.44	4.04
1982	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	3.35	4.2	2.72	2.65	3.03
1983	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	3.93	4.38	2.37	2.48	2.88
1984	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	6.36	4.46	2.72	3.01	3.43
1985	NA	NA	3.98	NA	3.7	2.81	NA	NA	4.43	NA	2.44	2.39	2	1.86	1.88
1986	3.23	NA	3.33	NA	2.62	2.35	4.01	NA	3.92	NA	2.38	2.25	1.65	1.67	1.64
1987	3.33	NA	3.28	NA	2.45	2.3	3.35	NA	4.34	NA	2.31	2.4	1.66	1.52	1.9
1988	2.7	NA	2.26	1.65	2.41	1.52	2.63	NA	2.36	NA	2.39	2.19	1.7	1.43	1.52
1989	3.72	NA	4.75	3.6	2.97	2.38	3.5	NA	4.69	NA	3.02	2.02	1.87	1.7	2.55
1990	6.01	NA	6.34	3.99	3.24	2.7	6.3	7.54	5.73	NA	3.98	2.89	2.4	2.24	2.66
1991	4.1	NA	4.7	3.03	2.03	2.44	4.73	7.24	3.93	6.09	2.72	2.52	2.02	1.94	2.13
1992	3.98	4.58	4.15	2.3	1.72	2.26	4.26	7.7	4.75	5.18	2.84	2.39	2.26	2.61	2.76
1993	5.16	5.39	4.8	2.54	1.99	2.62	4.49	4.5	4.73	3.22	2.84	2.56	2.41	2.26	3.16
1994	3.31	3.16	2.98	1.36	0.72	2.12	2.84	4.66	3.22	3.98	2.41	2.31	1.56	1.94	2.59
1995	3.75	4.97	3.28	3.55	2.19	2.18	2.54	4.03	2.56	3.14	2.54	1.75	1.54	1.7	2.48
1996	4.69	5.7	4.09	2.99	3.02	3.54	3.93	4.62	4.05	5.7	2.66	2.23	2.26	2.08	2.08
1997	2.51	3.08	2.82	1.75	1.19	3.04	1.78	2	3.07	1.59	1.6	1.79	1.98	1.43	1.84
1998	3.19	3.72	3.29	2.26	1.84	4.62	3.1	2.6	5.68	5.9	2.9	3.1	2.54	2.52	2.82
1999	3.58	4.76	3.82	1.76	4.05	4.87	4.58	3.26	5.29	3.12	3.34	3.71	2	3.58	3.9
2000	4.94	5.76	4.5	2.18	3.39	5.11	4.29	5	5.29	4.51	3.32	3.24	2.31	3.84	2.78
2001	5.17	6.28	4.18	2.55	4.54	4.82	3	3.85	5.5	6.3	2.98	3.17	3.48	3.82	2.64
2002	6.89	7.56	4.68	2.7	3.65	4.88	4.2	3.98	4.1	4.92	3.12	3.02	3.58	4.11	3.4
2003	3.61	4.21	1.9	1.71	1.8	3.08	2.96	2.64	2.63	4.46	1.2	1.48	1.54	2.7	3.25
2004	3.79	6.24	2.76	2.13	2.81	3.24	3.78	2.37	2.89	4.57	1.58	1.36	1.82	3.09	3.05
2005	2.51	3.93	2.6	1.3	1.95	1.36	3	1.78	2.05	2.02	1.79	1.7	1.3	1.75	1.93
2006	2.79	4.09	3.14	1.36	2.02	2.16	2.73	2.23	2.19	3.14	1.96	2.72	2.13	3	2.4
2007	3.04	4.04	2.57	2.48	3.54	1.72	1.94	1.41	1.59	2.43	1.44	2.1	1.7	1.84	1.53
2008	3.63	4.95	2.91	4.09	4.08	2.22	2.58	2.1	1.98	3.28	1.46	2.67	1.74	2.38	2.2
2009	3.16	4.13	2.27	3.39	2.46	1.8	1.87	1.31	2	2.14	1.36	1.64	1.48	1.94	1.92
2010	2.1	2.35	NA	1.23	1.02	1.12	0.98	0.35	1.22	3.4	0.99	1.6	1.18	1	NA
2011	2.39	2.99	NA	2.8	1.6	2.38	1.01	0.76	0.34	2.82	1.11	1.5	0.7	1.14	NA
2012	9.79	0.67	NA	1.23	1.74	0.22	0.5	0.3	0.52	0.4	0.45	0.52	NA	0.42	NA
2013	NA	1.17	NA	1.47	1.91	1.09	1.2	0.34	1.3	0.43	0.84	0.85	NA	0.44	NA
2014	NA	0.86	NA	0.86	0.89	0.48	0.38	0.3	0.68	0.54	0.73	0.61	NA	0.6	NA
2015	NA	0.77	NA	0.77	0.81	0.26	0.57	0.42	0.65	0.42	0.78	0.57	NA	NA	NA
2016	NA	3.64	NA	1.77	1.61	1.32	1.58	1.16	1.65	0.77	1.62	1.23	NA	NA	NA
