# Borgaonkar - Narkhanda - PCSM - ITRDB INDI016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2798
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2798.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi016-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi016-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi016.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi016.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2004-08-31
#--------------------
# File_Last_Modified_Date
#   Date: 2004-08-31
#--------------------
# Title
#   Study_Name: Borgaonkar - Narkhanda - PCSM - ITRDB INDI016
#--------------------
# Investigators
#   Investigators: Borgaonkar, H.P.; Pant, G.B.; Rupa Kumar, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Narkhanda
#   Location: Himachal Pradesh
#   Northernmost_Latitude: 31.2
#   Southernmost_Latitude: 31.2
#   Easternmost_Longitude: 77.23
#   Westernmost_Longitude: 77.23
#   Elevation_m: 3000
#--------------------
# Data_Collection
#   Collection_Name: INDI016
#   First_Year: 1724
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea smithiana (Wall.) Boiss.
#   Common_Name: Himalayan spruce
#   Tree_Species_Code: PCSM
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## narps33a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps33a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps33b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps33b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps34a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps34a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps35b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps35b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps36a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps36a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps36b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps36b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps38a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps38a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps38b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps38b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps39a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps39a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps39b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps39b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps40a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps40a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps41a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps41a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps42a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps42a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## narps42b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: narps42b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	narps33a_raw	narps33b_raw	narps34a_raw	narps35b_raw	narps36a_raw	narps36b_raw	narps38a_raw	narps38b_raw	narps39a_raw	narps39b_raw	narps40a_raw	narps41a_raw	narps42a_raw	narps42b_raw
1724	NA	NA	NA	NA	NA	NA	NA	NA	6.84	NA	NA	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	5.61	NA	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	7.36	NA	NA	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	9.18	NA	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	8.8	NA	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	4.8	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	4.57	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	6.18	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	5.67	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	5.06	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	3.98	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	4.46	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	3.84	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	2.93	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	3.63	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	3.34	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	NA	3.12	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	NA	NA	3.15	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	NA	3.07	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA	NA	NA
1746	5.13	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA
1747	5.13	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA
1748	5.06	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA
1749	4.65	NA	NA	NA	NA	NA	NA	NA	1.22	2.73	NA	NA	NA	NA
1750	4.83	NA	NA	NA	NA	NA	NA	NA	2.18	3.49	NA	NA	NA	NA
1751	4.94	NA	NA	NA	NA	NA	NA	NA	2.19	3.54	NA	NA	NA	NA
1752	5.13	NA	NA	NA	NA	NA	NA	NA	2.81	4.42	NA	NA	NA	NA
1753	5.04	NA	NA	NA	NA	NA	NA	NA	2.47	4.04	NA	NA	NA	NA
1754	5.58	NA	NA	NA	NA	NA	NA	NA	3.18	5.16	NA	NA	NA	NA
1755	4.62	NA	NA	NA	NA	NA	NA	NA	2.9	4.46	NA	NA	NA	NA
1756	4.08	NA	NA	NA	NA	NA	NA	NA	2.92	4.26	NA	NA	NA	NA
1757	4	NA	NA	NA	NA	NA	NA	NA	2.84	3.54	NA	NA	NA	NA
1758	4.25	NA	NA	NA	NA	NA	NA	NA	3.44	5.05	NA	NA	NA	NA
1759	4.37	NA	NA	NA	NA	NA	NA	NA	4.04	5.2	NA	NA	NA	NA
1760	4.5	NA	NA	NA	NA	NA	NA	NA	5.07	5.22	NA	NA	NA	NA
1761	2.1	NA	NA	NA	NA	NA	NA	NA	4.16	4.34	NA	NA	NA	NA
1762	1.66	NA	NA	NA	NA	NA	NA	NA	2.7	2.88	NA	NA	NA	NA
1763	1.59	NA	NA	NA	NA	NA	NA	NA	2.44	2.64	NA	NA	NA	NA
1764	1.83	NA	NA	NA	NA	NA	NA	NA	3.58	4.26	NA	NA	NA	NA
1765	1.18	NA	NA	NA	NA	NA	NA	NA	1.85	2.45	NA	NA	NA	NA
1766	1.48	NA	NA	NA	NA	NA	NA	NA	2.21	2.98	NA	NA	NA	NA
1767	2.86	NA	NA	NA	NA	NA	NA	NA	2.71	3.23	NA	NA	NA	NA
1768	2.92	NA	NA	NA	NA	NA	NA	NA	2.8	3.65	NA	NA	NA	NA
1769	3	NA	NA	NA	NA	NA	NA	NA	3.62	4.48	NA	NA	NA	NA
1770	1.88	NA	NA	NA	NA	NA	NA	NA	3.28	4.32	NA	NA	NA	NA
1771	1.95	NA	NA	NA	NA	NA	NA	NA	3.32	4.54	NA	NA	NA	NA
1772	1.7	NA	NA	NA	NA	NA	NA	NA	2.7	3.88	NA	NA	NA	NA
1773	1.57	NA	NA	2.21	NA	NA	NA	NA	2.54	3.86	NA	NA	NA	NA
1774	1.51	NA	NA	3.32	NA	NA	NA	NA	2.81	3.28	NA	NA	NA	NA
1775	1.68	NA	NA	4.27	NA	NA	NA	NA	3.02	4.15	NA	NA	NA	NA
1776	1.76	NA	NA	3.14	4.41	NA	NA	NA	2.57	3.17	NA	NA	NA	NA
1777	2.52	NA	NA	3.06	5.75	NA	NA	NA	2.81	3.9	NA	NA	NA	NA
1778	3.14	NA	NA	2.03	5.37	NA	2.41	NA	1.77	2.5	NA	NA	NA	NA
1779	3.34	NA	NA	2.57	4.72	NA	2.7	NA	1.67	2.86	NA	NA	NA	NA
1780	2.97	NA	NA	3.15	5.17	NA	2.35	NA	1.85	3.33	NA	NA	NA	NA
1781	3.84	NA	NA	2.34	4.92	NA	3.34	NA	1.07	2.27	NA	NA	NA	NA
1782	4.26	NA	NA	4.1	5.05	3.96	3.35	NA	0.98	2.22	NA	NA	NA	NA
1783	4.04	NA	NA	4.22	6.29	3.83	3	2.35	1.38	1.74	NA	NA	NA	NA
1784	4.7	NA	NA	4.45	3.67	3.6	3.48	3.3	1.26	1.79	NA	NA	NA	NA
1785	4.43	NA	NA	3.96	4.14	3.4	3.25	2.74	1.26	2.66	NA	NA	NA	NA
