# Hughes - Gulmarg - ABPI - ITRDB INDI002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3567
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3567.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi002n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi002n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi002n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi002n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Gulmarg - ABPI - ITRDB INDI002
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gulmarg
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 35.08
#   Southernmost_Latitude: 35.08
#   Easternmost_Longitude: 74.3
#   Westernmost_Longitude: 74.3
#   Elevation_m: 2740
#--------------------
# Data_Collection
#   Collection_Name: INDI002
#   First_Year: 1604
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## G2031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G2038_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2038; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G2032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G20231_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G20231; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G2028_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2028; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G20252_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G20252; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G2030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G2035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G2034_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2034; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G2027_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2027; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G20251_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G20251; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G2036_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G2036; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## G20232_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: G20232; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	G2031_raw	G2038_raw	G2032_raw	G20231_raw	G2028_raw	G20252_raw	G2030_raw	G2035_raw	G2034_raw	G2027_raw	G20251_raw	G2036_raw	G20232_raw
1620	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9	NA	NA	NA
1621	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.98	NA	NA	NA
1622	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.26	NA	NA	NA
1623	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.46	NA	NA	NA
1624	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	NA	NA	NA
1625	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.78	NA	NA	NA
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.26	NA	NA	NA
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.94	NA	NA	NA
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	NA	NA	NA
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.74	NA	NA	NA
1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.78	NA	NA	NA
1631	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA
1632	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61	NA	NA	NA
1633	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	NA	NA	NA
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1	NA	NA	NA
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA
1636	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	NA	NA	NA
1637	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	NA	NA	NA
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	NA	NA	NA
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.74	NA	NA	NA
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	NA	NA	NA
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.34	NA	NA	NA
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61	NA	NA	NA
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.94	NA	NA	NA
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.26	NA	NA	NA
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.98	NA	NA	NA
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	NA	NA	NA
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.82	NA	NA	NA
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.14	NA	NA	NA
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.06	NA	NA	NA
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.26	NA	NA	NA
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	NA	NA	NA
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	NA	NA	NA
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.86	NA	NA	NA
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.22	NA	NA	NA
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.66	NA	NA	NA
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.82	NA	NA	NA
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.14	NA	NA	NA
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.06	NA	NA	NA
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.98	NA	NA	NA
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.02	NA	NA	NA
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.06	NA	NA	NA
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.18	NA	NA	NA
1663	NA	NA	NA	NA	NA	3.53	4.27	NA	NA	4.1	NA	NA	NA
1664	NA	NA	NA	NA	NA	3.63	3.96	NA	NA	4.06	NA	NA	NA
1665	NA	NA	NA	NA	NA	3.83	3.71	NA	NA	3.98	NA	NA	NA
1666	NA	NA	NA	NA	NA	3.73	4.16	NA	NA	4.18	NA	NA	NA
1667	NA	NA	NA	NA	NA	3.63	3.91	NA	NA	3.94	NA	NA	NA
1668	NA	NA	NA	NA	NA	3.58	3.15	NA	NA	4.06	NA	NA	NA
1669	NA	NA	NA	NA	NA	3.32	3.6	NA	NA	3.98	NA	NA	NA
1670	NA	NA	NA	NA	NA	3.48	3.76	NA	NA	3.86	NA	NA	NA
1671	NA	NA	NA	NA	NA	3.68	3.71	NA	NA	4.1	NA	NA	NA
1672	NA	NA	NA	NA	NA	3.68	4.01	NA	NA	3.9	NA	NA	NA
1673	NA	NA	NA	NA	NA	3.68	3.35	NA	NA	3.74	NA	NA	NA
1674	NA	NA	NA	NA	NA	3.38	3.15	NA	NA	3.49	NA	NA	NA
1675	NA	NA	NA	NA	NA	3.43	3.04	NA	NA	3.66	NA	NA	NA
1676	NA	NA	NA	NA	NA	3.73	3.66	NA	NA	3.98	NA	NA	NA
1677	NA	NA	NA	NA	NA	3.88	3.45	NA	NA	4.18	NA	NA	NA
1678	NA	NA	NA	NA	NA	3.73	3.15	NA	NA	4.14	NA	NA	NA
1679	NA	NA	NA	NA	NA	3.63	3.25	NA	NA	4.06	NA	NA	NA
1680	NA	NA	NA	NA	NA	3.83	2.94	NA	NA	4.54	NA	NA	NA
1681	NA	NA	NA	NA	NA	3.58	3.2	NA	3.06	3.66	NA	NA	NA
1682	NA	NA	NA	NA	NA	3.93	3.45	NA	3.01	4.14	NA	NA	NA
1683	NA	NA	NA	NA	NA	3.78	3.04	NA	2.91	3.98	NA	NA	NA
1684	NA	NA	NA	NA	NA	4.08	2.99	NA	3.15	3.9	NA	NA	NA
