# Jacoby - Terelj - LASI - ITRDB MONG004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3613
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3613.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong004-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mong004-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mong004.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Jacoby - Terelj - LASI - ITRDB MONG004
#--------------------
# Investigators
#   Investigators: Jacoby, G.C.; D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796); Buckley, B.M.; Pederson, N.(https://orcid.org/0000-0003-3830-263X)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Terelj
#   Location: Mongolia
#   Northernmost_Latitude: 47.9
#   Southernmost_Latitude: 47.9
#   Easternmost_Longitude: 107.45
#   Westernmost_Longitude: 107.45
#   Elevation_m: 1565
#--------------------
# Data_Collection
#   Collection_Name: MONG004
#   First_Year: 1798
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.
#   Common_Name: Siberian larch
#   Tree_Species_Code: LASI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## E1S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E1S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N1S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N1S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## N1S2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: N1S2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE01W1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE01W1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE01W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE01W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE01N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE01N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE02E2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE02E2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE02W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE02W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE02N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE02N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE02S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE02S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE03E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE03E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE03S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE03S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE03N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE03N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE03N'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE03N'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE03W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE03W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE03W'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE03W'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE04E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE04E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE04E'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE04E'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE04NE'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE04NE'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE04NE1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE04NE1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE04NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE04NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE04SW1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE04SW1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE04SW2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE04SW2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE05SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE05SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE05W'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE05W'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE05NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE05NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE05W''_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE05W''; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE05W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE05W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE06NW'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE06NW'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE06NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE06NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE07W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE07W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE07W'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE07W'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE09W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE09W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE09W'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE09W'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE10W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE10W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE10S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE10S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE11W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE11W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TE11W'_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TE11W'; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TEPS_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TEPS; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TEPN_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TEPN; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	E1S_raw	N1S_raw	N1S2_raw	TE01W1_raw	TE01W_raw	TE01N_raw	TE02E2_raw	TE02W_raw	TE02N_raw	TE02S_raw	TE03E_raw	TE03S_raw	TE03N_raw	TE03N'_raw	TE03W_raw	TE03W'_raw	TE04E_raw	TE04E'_raw	TE04NE'_raw	TE04NE1_raw	TE04NE_raw	TE04SW1_raw	TE04SW2_raw	TE05SE_raw	TE05W'_raw	TE05NW_raw	TE05W''_raw	TE05W_raw	TE06NW'_raw	TE06NW_raw	TE07W_raw	TE07W'_raw	TE09W_raw	TE09W'_raw	TE10W_raw	TE10S_raw	TE11W_raw	TE11W'_raw	TEPS_raw	TEPN_raw
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.448	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.082	0.884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.347	NA	0.488	NA	NA	NA	NA	NA	NA	NA	2.338	2.058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.086	NA	0.19	NA	NA	NA	NA	NA	NA	NA	1.546	1.437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066	NA	0.087	NA	NA	NA	NA	NA	NA	NA	0.385	0.515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.295	NA	0.339	NA	NA	NA	NA	NA	NA	NA	0.618	0.607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.305	NA	0.253	NA	NA	NA	NA	NA	NA	NA	0.582	0.559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421	NA	0.343	NA	NA	NA	NA	NA	NA	NA	0.807	0.918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.325	NA	0.205	NA	NA	NA	NA	NA	NA	NA	0.905	0.953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.576	NA	0.482	NA	NA	NA	NA	0.337	0.336	0.763	1.289	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.155	NA	0.283	NA	NA	NA	NA	0.719	0.729	0.277	0.451	0.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.204	NA	0.191	NA	NA	NA	NA	0.241	0.246	0.116	0.407	0.404	NA	NA	NA	NA	NA	NA	NA	0.731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.427	NA	0.415	NA	NA	NA	NA	0.055	0.041	0.384	0.582	0.572	NA	NA	NA	NA	NA	NA	NA	1.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097	NA	0.121	NA	NA	NA	NA	0.416	0.399	0.127	0.116	0.077	NA	NA	NA	NA	NA	NA	NA	0.674	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.158
1825	NA	NA	NA	0.191	NA	NA	NA	NA	NA	NA	0.269	NA	0.184	NA	NA	NA	0.114	0.072	0.057	0.374	0.399	0.452	NA	NA	NA	NA	NA	NA	NA	0.632	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.283
1826	NA	NA	NA	0.215	NA	NA	NA	NA	NA	NA	0.513	NA	0.488	NA	NA	NA	0.399	0.416	0.34	0.653	0.703	1.018	NA	NA	NA	NA	NA	NA	NA	1.231	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.286
1827	NA	NA	NA	0.217	NA	NA	NA	NA	NA	NA	0.262	NA	0.263	NA	NA	NA	0.619	0.666	0.594	0.309	0.338	0.383	NA	NA	NA	NA	NA	NA	NA	1.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.351
1828	NA	NA	NA	0.038	NA	NA	NA	NA	NA	NA	0.458	NA	0.386	NA	NA	NA	0.296	0.342	0.294	0.644	0.671	1.013	NA	NA	NA	NA	NA	NA	NA	1.488	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384
1829	NA	NA	NA	0.151	NA	NA	NA	NA	NA	NA	0.591	NA	0.631	NA	NA	NA	0.674	0.714	0.612	1.172	1	1.427	NA	NA	NA	NA	NA	NA	NA	1.595	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.342
1830	NA	NA	NA	0.277	NA	NA	NA	NA	NA	NA	0.552	NA	0.701	NA	NA	NA	0.838	0.943	0.707	1.25	0.895	0.991	NA	NA	NA	NA	NA	NA	NA	1.107	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.411
1831	NA	NA	NA	0.345	NA	NA	NA	NA	NA	NA	0.375	NA	0.417	NA	NA	NA	0.782	1.001	1.132	0.582	0.925	1.328	NA	NA	NA	NA	NA	NA	NA	1.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.214
1832	NA	NA	NA	0.244	NA	NA	NA	NA	NA	NA	0.317	NA	0.263	NA	NA	NA	0.516	0.52	0.631	0.218	0.305	0.544	NA	NA	NA	NA	NA	NA	NA	1.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167
1833	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	0.538	NA	0.422	NA	NA	NA	0.247	0.208	0.173	0.895	0.939	1.576	NA	NA	NA	NA	NA	NA	NA	1.185	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.322
1834	NA	NA	NA	0.453	NA	NA	NA	NA	NA	NA	0.345	NA	0.19	NA	NA	NA	0.734	0.855	0.744	0.297	0.85	1.148	NA	NA	NA	NA	NA	NA	NA	0.937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23
1835	NA	NA	NA	0.154	NA	NA	NA	NA	NA	NA	0.229	NA	0.164	NA	NA	NA	0.203	0.228	0.213	0.114	0.125	0.174	NA	NA	NA	NA	NA	NA	NA	0.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.076
1836	NA	NA	NA	0.03	NA	NA	NA	NA	NA	NA	0.147	NA	0.125	NA	NA	NA	0.098	0.091	0.078	0.095	0.135	0.173	NA	NA	NA	NA	NA	NA	NA	0.187	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.121
1837	NA	NA	NA	0.277	NA	NA	NA	NA	NA	NA	0.583	NA	0.48	NA	NA	NA	0.536	0.599	0.546	0.538	0.752	1.01	NA	NA	NA	NA	NA	NA	NA	1.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292
1838	NA	NA	NA	0.336	NA	NA	NA	NA	NA	NA	0.456	NA	0.451	NA	NA	NA	0.482	0.554	0.555	0.405	0.673	0.965	NA	NA	NA	NA	NA	NA	NA	1.049	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.216
1839	NA	NA	NA	0.042	NA	NA	NA	NA	NA	NA	0.164	NA	0.187	NA	NA	NA	0.105	0.115	0.091	0.097	0.268	0.426	NA	NA	NA	NA	NA	NA	NA	0.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023
