# Khasanov - Leontievo - KS - QURO - ITRDB RUS341
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36339
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36339.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus341-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; rus341-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus341.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus341.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-04-20
#--------------------
# File_Last_Modified_Date
#   Date: 2022-04-20
#--------------------
# Title
#   Study_Name: Khasanov - Leontievo - KS - QURO - ITRDB RUS341
#--------------------
# Investigators
#   Investigators: Khasanov, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: Site information: near town Manturovo, floodplain decidous forest with oaks NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Solomina, Olga, Vladimir Matskovsky, Ekaterina Dolgova, Veronika Kuznetsova, Nadezhda Semenyak, Tatiana Bebchuk, Vladimir Mikhalenko, Alexey Karpukhin and Bulat Khasanov
#   Journal_Name: Scientific Data
#   Published_Title: Tree-ring data set for dendroclimatic reconstructions and dendrochronological dating in European Russia
#   Published_Date_or_Year: 2022
#   Volume: 9
#   Pages: 
#   Issue: 
#   Report_Number: 367
#   DOI: 10.1038/s41597-022-01456-6
#   Full_Citation: None
#   Abstract: The data set presented represents 15 years of collection. It contains tree-ring width measurements from 64 sites of living trees and ten historical chronologies based on archaeological and construction wood up to year 572 CE, altogether 2909 tree-ring series and more than 450000 measured and cross-dated tree rings. It covers the vast territory of European Russia, including its forested northern and central parts, and the Northern Caucasus mountains. The potential use of these data include climatic reconstructions of regional and hemispheric scale, dendrochronological dating of historical and cultural wood, ecological and remote sensing studies.
#--------------------
#   Authors: Khasanov, B. F.
#   Journal_Name: International Journal of Biometeorology
#   Published_Title: Severe winter rings of oak trees (Quercus robur L.) from Central European Russia
#   Published_Date_or_Year: 2013
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s00484-012-0611-1
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Russian Science Foundation
#   Grant: 14-17-00645
#--------------------
# Site_Information
#   Site_Name: Leontievo - KS
#   Location: Russia
#   Northernmost_Latitude: 58.1505
#   Southernmost_Latitude: 58.1505
#   Easternmost_Longitude: 44.4952
#   Westernmost_Longitude: 44.4952
#   Elevation_m: 100
#--------------------
# Data_Collection
#   Collection_Name: RUS341
#   First_Year: 1923
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KS00113a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00113a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00113b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00113b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00213_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00213; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00313_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00313; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00413_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00413; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00513a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00513a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00513b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00513b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00513c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00513c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00613a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00613a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00613b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00613b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00713a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00713a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00713b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00713b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00813a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00813a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00813b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00813b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00913a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00913a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS00913b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS00913b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01013a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01013a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01013b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01013b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01113_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01113; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01213_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01213; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01313a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01313a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01313b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01313b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01413a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01413a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01413b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01413b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01513a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01513a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01513b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01513b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01613a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01613a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01613b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01613b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01713a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01713a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KS01713b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KS01713b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KS00113a_raw	KS00113b_raw	KS00213_raw	KS00313_raw	KS00413_raw	KS00513a_raw	KS00513b_raw	KS00513c_raw	KS00613a_raw	KS00613b_raw	KS00713a_raw	KS00713b_raw	KS00813a_raw	KS00813b_raw	KS00913a_raw	KS00913b_raw	KS01013a_raw	KS01013b_raw	KS01113_raw	KS01213_raw	KS01313a_raw	KS01313b_raw	KS01413a_raw	KS01413b_raw	KS01513a_raw	KS01513b_raw	KS01613a_raw	KS01613b_raw	KS01713a_raw	KS01713b_raw
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.836	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.893	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.498	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.022	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.922	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.976	1.041	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.982	0.809	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	NA	NA	0.425	NA	2.514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4	0.794	NA	3.209	NA	NA	NA
1931	NA	NA	NA	NA	NA	NA	NA	NA	0.395	NA	2.14	1.819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.28	1.572	NA	1.951	3.891	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	NA	0.476	NA	2.175	1.914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.08	2.341	NA	2.654	2.12	NA	NA
1933	NA	NA	NA	NA	NA	NA	NA	NA	1.499	NA	1.886	1.727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.532	2.401	NA	1.55	2.965	NA	2.382
1934	NA	NA	NA	NA	NA	NA	NA	NA	0.696	NA	2.372	2.644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.718	2.863	NA	1.797	4.549	4.514	3.068
1935	NA	NA	NA	NA	NA	NA	NA	NA	0.957	NA	3.058	2.562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.867	2.65	4.081	2.474	2.99	4.432	4.065
1936	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	2.478	2.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.245	3.201	4.576	1.692	4.211	2.501	2.055
1937	NA	NA	NA	NA	NA	NA	2.512	NA	2.566	NA	3.646	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.923	2.887	3.504	2.154	3.011	4.623	3.789
1938	NA	NA	NA	NA	NA	NA	3.604	NA	3.752	NA	4.167	3.926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.08	3.3	4.181	1.786	0.358	3.214	2.965
1939	NA	NA	NA	NA	NA	NA	3.536	NA	1.984	NA	3.432	3.107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.111	3.627	3.453	1.402	2.672	2.947	2.253
1940	NA	NA	NA	NA	NA	NA	1.926	NA	2.395	NA	2.662	3.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.83	3.543	3.226	1.06	2.285	1.795	1.54
1941	NA	NA	NA	NA	NA	NA	1.774	NA	1.973	NA	3.512	1.975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.797	2.849	2.87	0.64	1.246	1.416	1.536
1942	NA	NA	NA	NA	NA	NA	1.776	2.052	2.248	NA	1.54	1.584	NA	NA	1.577	NA	NA	NA	NA	NA	NA	NA	NA	3.717	3.514	4.4	0.852	1.549	2.516	2.425
1943	NA	NA	NA	1.782	NA	NA	2.595	2.708	2.686	NA	1.124	1.559	NA	NA	1.438	NA	NA	NA	NA	NA	NA	NA	NA	3.347	2.832	3.134	1.365	2.622	2.911	2.846
1944	NA	NA	NA	2.544	NA	NA	2.19	1.554	2.501	NA	1.06	1.264	NA	NA	1.026	NA	NA	NA	NA	NA	NA	NA	NA	2.112	2.515	3.062	0.809	1.275	2.186	1.989
1945	NA	NA	1.121	4.16	2.78	NA	1.96	1.391	2.389	2.026	1.329	1.851	NA	NA	1.752	NA	NA	NA	NA	NA	NA	NA	NA	2.406	2.741	3.018	1.17	1.699	2.832	2.463
1946	NA	2.294	1.654	3.704	2.799	4.662	2.213	4.022	2.875	3.911	2.368	2.159	NA	NA	1.726	NA	NA	NA	3.895	NA	NA	NA	NA	2.739	3.849	6.183	1.166	3.537	2.597	2.278
1947	NA	2.893	1.738	3.898	2.504	2.23	1.55	2.764	2.255	1.708	1.971	2.215	NA	NA	3.345	NA	2.211	NA	3.076	NA	NA	NA	NA	2.974	3.364	2.886	1.603	2.674	2.091	2.201
1948	2.836	2.869	1.63	3.273	3.179	2.234	1.633	3.189	2.246	1.623	1.519	1.814	NA	NA	3.024	NA	2.417	NA	4.45	NA	NA	NA	NA	2.772	2.657	2.666	1.687	2.219	2.706	2.622
1949	2.594	2.782	2.21	3.789	2.842	2.81	2.755	2.368	3.05	2.524	1.663	1.998	NA	NA	4.849	NA	2.536	NA	4.623	NA	NA	NA	6.065	3.625	2.948	3.801	2.354	3.323	3.233	3.621
1950	2.042	1.637	2.093	4.826	2.995	1.668	3.266	1.599	2.2	2.203	1.064	1.324	NA	NA	4.187	NA	2.95	NA	3.977	5.231	NA	NA	5.898	3.351	2.587	2.974	1.434	2.305	2.401	2.462
1951	2.137	1.59	2.238	3.83	3.113	3.245	1.567	2.402	2.636	3.251	1.218	1.245	NA	NA	5.558	NA	2.391	NA	3.921	4.001	NA	NA	5.137	2.948	2.629	2.155	1.348	2.684	1.835	2.049
1952	3.616	2.505	2.17	5.022	4.375	2.494	2.46	1.766	2.916	3.585	1.686	1.573	NA	NA	6.616	3.972	3.819	NA	5.257	6.08	NA	NA	7.667	4.488	3.039	2.546	1.561	2.549	2.461	2.582
1953	3.788	3.073	2.411	5.269	3.988	1.944	2.719	1.802	2.92	2.901	1.312	1.143	NA	NA	5.706	4.319	2.857	NA	5.887	5.945	NA	NA	7.446	4.296	3.12	2.22	1.054	1.678	2.351	2.938
1954	3.037	3.01	3.087	5.572	4.279	1.64	2.001	1.628	2.784	1.951	1.127	0.972	NA	NA	3.43	2.443	1.117	NA	3.949	4.419	NA	NA	6.854	4.343	2.851	2.548	1.455	1.899	1.847	2.412
1955	3.178	2.977	3.459	5.225	4.237	2.255	2.733	2.312	3.446	2.716	2.318	1.622	NA	NA	3.261	3.126	0.755	NA	2.79	4.345	NA	NA	5.151	3.364	2.802	2.565	1.112	1.463	2.801	2.856
1956	2.691	3.487	2.694	4.552	4.48	2.806	4.121	2.546	3.252	2.611	2.154	1.528	NA	NA	3.316	3.424	0.857	NA	2.093	4.08	NA	NA	4.139	2.847	2.756	2.271	1.012	1.056	1.87	1.874
1957	2.76	3.966	2.763	4.404	4.796	2.743	3.682	2.696	3.911	3.376	2.086	1.543	NA	NA	3.063	4.608	0.703	NA	2.897	5.519	NA	NA	4.449	4.005	3.038	2.354	0.707	0.725	2.485	2.182
1958	3.013	2.629	2.817	3.821	3.173	2.091	2.773	2.39	3.434	2.764	1.82	1.592	NA	NA	2.925	4.227	1.161	NA	3.399	4.969	NA	2.127	3.774	4.203	2.422	1.997	1.139	1.014	1.963	1.949
1959	3.388	2.764	3.176	3.316	3.292	2.536	1.957	2.221	3.091	3.355	1.456	1.093	NA	NA	2.338	4.186	0.704	NA	3.395	4.811	1.433	1.842	3.785	3.011	2.579	2.385	1.004	1.225	1.968	1.644
1960	2.587	2.355	3.209	3.54	3.011	1.197	1.055	1.156	1.74	2.196	1.194	0.977	NA	NA	2.409	3.899	0.71	NA	3.064	4.048	1.247	1.682	2.812	2.725	2.242	2.1	0.803	1.111	1.441	1.247
1961	3.249	3.199	3.974	4.726	4.758	1.845	1.305	1.871	2.653	3.076	1.782	1.555	NA	NA	3.355	5.148	0.519	NA	4.141	5.517	1.618	3.371	5.629	5.133	2.875	3.067	1.227	1.239	1.996	1.635
1962	3.176	3.364	3.755	4.267	3.989	1.69	1.774	1.815	1.745	2.228	1.054	0.817	NA	NA	2.844	4.605	0.852	NA	3.555	4.962	2.306	4.08	4.583	4.801	2.323	2.287	1.234	1.179	2.274	1.754
1963	3.048	3.072	3.903	4.165	3.967	1.686	1.448	1.733	2.014	2.82	1.153	0.847	NA	NA	2.874	5.16	0.559	1.831	3.907	4.792	3.171	5.023	3.522	4.481	2.629	2.253	1.614	1.33	1.915	1.542
1964	2.301	1.691	2.919	3.286	3.057	1.452	1.224	1.287	1.697	1.891	1.098	1.043	NA	NA	2.093	3.831	0.525	2.075	2.896	5.193	1.585	2.972	3.527	3.765	1.739	2.046	1.243	1.08	1.314	1.336
1965	2.1	1.579	2.368	2.835	3.103	1.154	1.182	1.134	1.419	1.629	0.758	0.712	3.882	5.042	1.834	3.772	0.398	2.687	2.688	4.98	3.14	4.197	3.706	3.044	2.253	2.587	1.021	0.874	1.609	NA
1966	2.43	2.181	2.824	4.273	3.812	2.279	2.36	1.953	2.235	2.283	1.226	1.167	6.137	7.466	3.097	5.437	0.889	3.085	4.222	5.604	3.609	4.973	4.142	4.655	2.475	2.884	1.601	1.061	1.78	NA
1967	2.383	2.13	2.499	3.604	4.091	2.209	2.112	2.169	1.873	1.773	0.947	0.914	4.936	6.014	2.412	4.43	1.214	2.435	3.342	4.861	3.775	5.472	3.44	3.065	2.476	1.892	1.156	0.93	1.648	NA
1968	2.307	1.912	2.87	2.507	3.364	2.649	2.645	2.322	1.827	1.73	0.874	1.044	3.651	3.816	1.975	3.715	1.269	4.09	2.973	4.078	2.222	4.792	3.238	2.455	2.239	1.83	1.148	1.042	1.16	NA
