# Hughes - Sonmarg - ABPI - ITRDB INDI005
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3577
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3577.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi005l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi005l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi005l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi005l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Sonmarg - ABPI - ITRDB INDI005
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sonmarg
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 34.58
#   Southernmost_Latitude: 34.58
#   Easternmost_Longitude: 75.55
#   Westernmost_Longitude: 75.55
#   Elevation_m: 3125
#--------------------
# Data_Collection
#   Collection_Name: INDI005
#   First_Year: 1732
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01016_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01017_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01018_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01020_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01021_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01022_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01016_raw	01017_raw	01018_raw	01020_raw	01021_raw	01022_raw
1764	NA	NA	NA	0.59	NA	NA
1765	NA	NA	NA	0.47	NA	NA
1766	NA	NA	NA	0.62	NA	NA
1767	NA	NA	NA	0.61	NA	NA
1768	NA	NA	NA	0.74	NA	NA
1769	NA	NA	NA	0.25	NA	NA
1770	0.15	NA	NA	0.21	NA	NA
1771	0.11	NA	NA	0.23	NA	NA
1772	0.08	NA	NA	0.14	NA	NA
1773	0.23	NA	NA	0.1	NA	NA
1774	0.23	NA	NA	0.64	NA	NA
1775	0.13	NA	NA	1.21	NA	NA
1776	0.21	NA	NA	0.48	NA	NA
1777	0.26	NA	NA	0.46	NA	NA
1778	0.21	NA	NA	0.41	NA	NA
1779	0.14	NA	NA	0.24	NA	NA
1780	0.24	NA	NA	0.11	NA	NA
1781	0.22	NA	NA	0.14	NA	NA
1782	0.23	NA	NA	0.15	NA	NA
1783	0.33	NA	NA	0.28	NA	NA
1784	0.14	NA	NA	0.14	NA	NA
1785	0.18	NA	NA	0.27	NA	NA
1786	0.16	NA	NA	0.37	NA	NA
1787	0.16	NA	NA	0.24	NA	NA
1788	0.12	NA	NA	0.13	NA	NA
1789	0.19	NA	NA	0.22	NA	NA
1790	0.14	NA	NA	0.13	NA	NA
1791	0.25	NA	NA	0.45	NA	NA
1792	0.18	NA	NA	0.57	NA	NA
1793	0.18	NA	NA	0.24	NA	NA
1794	0.22	NA	NA	0.14	NA	NA
1795	0.19	NA	NA	0.15	NA	NA
1796	0.26	NA	NA	0.31	NA	NA
1797	0.19	NA	NA	0.09	NA	NA
1798	0.19	NA	NA	0.23	NA	NA
1799	0.2	NA	NA	0.18	NA	NA
1800	0.27	NA	NA	0.11	NA	NA
1801	0.21	NA	NA	0.26	NA	NA
1802	0.19	NA	NA	0.13	NA	NA
1803	0.21	NA	NA	0.22	NA	NA
1804	0.2	NA	NA	0.23	NA	NA
1805	0.2	NA	NA	0.13	NA	NA
1806	0.21	NA	NA	0.2	NA	NA
1807	0.2	NA	NA	0.23	NA	NA
1808	0.25	NA	NA	0.25	NA	NA
1809	0.26	NA	NA	0.26	NA	NA
1810	0.19	NA	NA	0.2	NA	NA
1811	0.17	NA	NA	0.23	NA	NA
1812	0.15	NA	NA	0.12	NA	NA
1813	0.19	NA	NA	0.29	NA	NA
1814	0.22	NA	NA	0.39	NA	NA
1815	0.17	NA	NA	0.42	NA	NA
1816	0.09	NA	NA	0.4	NA	NA
1817	0.09	NA	NA	0.28	NA	NA
1818	0.16	NA	NA	0.54	NA	NA
1819	0.15	NA	NA	0.41	NA	NA
1820	0.1	NA	NA	0.37	NA	NA
1821	0.15	NA	NA	0.34	NA	NA
1822	0.22	NA	NA	0.39	NA	NA
1823	0.18	NA	NA	0.34	NA	NA
1824	0.15	NA	NA	0.33	NA	NA
1825	0.1	NA	NA	0.36	NA	NA
1826	0.18	NA	NA	0.27	NA	NA
1827	0.12	NA	NA	0.24	NA	NA
1828	0.2	NA	NA	0.22	NA	NA
1829	0.17	NA	NA	0.47	NA	NA
1830	0.12	NA	NA	0.46	NA	NA
1831	0.2	NA	NA	0.4	NA	NA
1832	0.23	NA	NA	0.41	NA	NA
1833	0.11	NA	NA	0.37	NA	NA
1834	0.15	NA	NA	0.28	NA	NA
1835	0.41	NA	NA	0.28	NA	NA
1836	0.33	NA	NA	0.29	NA	NA
1837	0.41	NA	NA	0.44	NA	NA
1838	0.1	NA	NA	0.39	NA	NA
1839	0.14	NA	NA	0.45	NA	NA
1840	0.15	0.18	NA	0.53	NA	NA
1841	0.1	0.05	NA	0.18	NA	NA
1842	0.19	0.09	NA	0.15	NA	NA
1843	0.11	0.1	NA	0.22	NA	NA
1844	0.09	0.09	NA	0.22	NA	NA
1845	0.06	0.06	NA	0.24	NA	NA
1846	0.06	0.08	NA	0.25	NA	NA
1847	0.05	0.07	NA	0.22	NA	NA
1848	0.13	0.09	NA	0.25	NA	NA
1849	0.1	0.08	NA	0.26	NA	NA
1850	0.12	0.06	0.1	0.3	0.07	NA
1851	0.08	0.06	0.09	0.21	0.14	NA
1852	0.08	0.06	0.08	0.21	0.13	NA
1853	0.06	0.05	0.07	0.19	0.13	NA
1854	0.06	0.03	0.13	0.26	0.11	0.13
1855	0.04	0.02	0.11	0.19	0.08	0.17
1856	0.23	0.13	0.24	0.36	0.25	0.25
1857	0.13	0.07	0.12	0.3	0.13	0.2
1858	0.11	0.16	0.15	0.32	0.16	0.16
1859	0.1	0.05	0.13	0.27	0.12	0.12
