# Hughes - Sonmarg - ABPI - ITRDB INDI005
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3577
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3577.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi005e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi005e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi005e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi005e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Sonmarg - ABPI - ITRDB INDI005
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sonmarg
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 34.58
#   Southernmost_Latitude: 34.58
#   Easternmost_Longitude: 75.55
#   Westernmost_Longitude: 75.55
#   Elevation_m: 3125
#--------------------
# Data_Collection
#   Collection_Name: INDI005
#   First_Year: 1732
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01016_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01017_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01018_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01020_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01021_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01022_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01016_raw	01017_raw	01018_raw	01020_raw	01021_raw	01022_raw
1764	NA	NA	NA	1.17	NA	NA
1765	NA	NA	NA	1.23	NA	NA
1766	NA	NA	NA	2.22	NA	NA
1767	NA	NA	NA	1.68	NA	NA
1768	NA	NA	NA	1.62	NA	NA
1769	NA	NA	NA	1.62	NA	NA
1770	0.81	NA	NA	1.44	NA	NA
1771	0.78	NA	NA	1.29	NA	NA
1772	1.05	NA	NA	1.14	NA	NA
1773	1.11	NA	NA	1.08	NA	NA
1774	0.78	NA	NA	1.77	NA	NA
1775	1.14	NA	NA	1.92	NA	NA
1776	0.99	NA	NA	2.16	NA	NA
1777	0.81	NA	NA	1.38	NA	NA
1778	0.87	NA	NA	1.41	NA	NA
1779	1.35	NA	NA	1.35	NA	NA
1780	0.93	NA	NA	0.93	NA	NA
1781	0.96	NA	NA	1.14	NA	NA
1782	0.87	NA	NA	1.32	NA	NA
1783	0.93	NA	NA	1.26	NA	NA
1784	0.81	NA	NA	1.2	NA	NA
1785	0.6	NA	NA	0.96	NA	NA
1786	0.6	NA	NA	1.23	NA	NA
1787	0.9	NA	NA	1.29	NA	NA
1788	0.84	NA	NA	0.99	NA	NA
1789	0.9	NA	NA	0.87	NA	NA
1790	0.81	NA	NA	0.66	NA	NA
1791	1.02	NA	NA	1.05	NA	NA
1792	1.32	NA	NA	1.44	NA	NA
1793	1.14	NA	NA	1.02	NA	NA
1794	1.08	NA	NA	0.99	NA	NA
1795	0.84	NA	NA	0.72	NA	NA
1796	1.11	NA	NA	0.84	NA	NA
1797	1.11	NA	NA	0.75	NA	NA
1798	0.93	NA	NA	1.08	NA	NA
1799	1.14	NA	NA	1.02	NA	NA
1800	1.05	NA	NA	0.87	NA	NA
1801	1.11	NA	NA	1.11	NA	NA
1802	1.11	NA	NA	1.14	NA	NA
1803	0.93	NA	NA	1.26	NA	NA
1804	1.23	NA	NA	1.35	NA	NA
1805	0.93	NA	NA	0.96	NA	NA
1806	1.05	NA	NA	0.78	NA	NA
1807	1.2	NA	NA	1.11	NA	NA
1808	1.2	NA	NA	0.99	NA	NA
1809	1.11	NA	NA	1.11	NA	NA
1810	1.17	NA	NA	0.96	NA	NA
1811	1.38	NA	NA	1.11	NA	NA
1812	1.08	NA	NA	1.14	NA	NA
1813	1.65	NA	NA	0.87	NA	NA
1814	1.68	NA	NA	0.81	NA	NA
1815	1.44	NA	NA	0.72	NA	NA
1816	1.74	NA	NA	0.99	NA	NA
1817	1.41	NA	NA	0.66	NA	NA
1818	1.68	NA	NA	0.78	NA	NA
1819	1.5	NA	NA	0.75	NA	NA
1820	1.65	NA	NA	0.54	NA	NA
1821	1.53	NA	NA	0.78	NA	NA
1822	1.89	NA	NA	0.51	NA	NA
1823	1.47	NA	NA	0.54	NA	NA
1824	1.53	NA	NA	0.63	NA	NA
1825	1.41	NA	NA	0.45	NA	NA
1826	1.47	NA	NA	0.63	NA	NA
1827	1.53	NA	NA	0.36	NA	NA
1828	1.5	NA	NA	0.33	NA	NA
1829	1.77	NA	NA	0.36	NA	NA
1830	1.62	NA	NA	0.48	NA	NA
1831	1.53	NA	NA	0.36	NA	NA
1832	1.29	NA	NA	0.39	NA	NA
1833	1.11	NA	NA	0.33	NA	NA
1834	1.17	NA	NA	0.33	NA	NA
1835	0.87	NA	NA	0.3	NA	NA
1836	0.93	NA	NA	0.27	NA	NA
1837	0.69	NA	NA	0.39	NA	NA
1838	1.35	NA	NA	0.54	NA	NA
1839	1.32	NA	NA	0.72	NA	NA
1840	1.41	2.76	NA	0.84	NA	NA
1841	1.14	2.13	NA	0.99	NA	NA
1842	1.41	2.22	NA	1.02	NA	NA
1843	1.05	1.59	NA	0.63	NA	NA
1844	1.05	1.53	NA	0.51	NA	NA
1845	1.02	1.29	NA	0.24	NA	NA
1846	0.96	1.23	NA	0.39	NA	NA
1847	0.9	0.99	NA	0.27	NA	NA
1848	1.17	1.29	NA	0.42	NA	NA
1849	1.05	1.23	NA	0.42	NA	NA
1850	1.29	1.38	0.51	0.57	0.84	NA
1851	1.47	1.68	0.78	0.75	1.65	NA
1852	1.32	1.59	0.63	0.69	1.29	NA
1853	1.29	1.59	0.54	0.66	0.99	NA
1854	2.01	1.8	0.72	0.63	0.96	2.1
1855	1.17	1.26	0.72	0.51	0.78	2.04
1856	1.38	1.53	0.87	0.48	0.78	2.28
1857	1.65	1.83	1.68	0.57	1.11	2.49
1858	1.44	2.13	2.49	0.78	1.26	2.4
1859	0.93	1.38	2.7	0.9	1.29	2.49
