# Hughes - Sonmarg - ABPI - ITRDB INDI005
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3577
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3577.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi005e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi005e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi005e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi005e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Sonmarg - ABPI - ITRDB INDI005
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sonmarg
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 34.58
#   Southernmost_Latitude: 34.58
#   Easternmost_Longitude: 75.55
#   Westernmost_Longitude: 75.55
#   Elevation_m: 3125
#--------------------
# Data_Collection
#   Collection_Name: INDI005
#   First_Year: 1732
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01016_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01017_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01018_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01020_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01021_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01022_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01016_raw	01017_raw	01018_raw	01020_raw	01021_raw	01022_raw
1860	1.11	1.53	3.21	0.78	1.32	2.49
1861	1.35	1.23	2.46	0.48	1.29	2.07
1862	1.38	1.14	2.4	0.66	0.96	2.19
1863	1.29	1.14	2.79	0.6	0.57	2.13
1864	1.05	1.17	3.36	0.39	0.96	2.04
1865	1.14	1.41	2.79	0.36	0.96	1.53
1866	1.08	1.38	3.48	0.27	0.63	1.77
1867	1.05	1.44	2.88	0.21	0.66	1.68
1868	1.02	1.5	2.67	0.24	0.6	1.44
1869	0.99	1.59	3.12	0.15	0.51	1.8
1870	1.29	1.65	3.69	0.39	0.51	2.04
1871	1.2	1.86	2.85	0.42	0.51	2.07
1872	1.23	1.89	3.72	1.17	0.51	1.83
1873	1.14	1.77	2.76	0.63	0.6	1.92
1874	1.17	1.62	2.67	0.57	0.6	1.44
1875	1.14	1.41	2.76	0.63	0.6	1.74
1876	1.29	1.89	2.61	0.72	0.72	1.92
1877	1.26	1.77	2.61	0.63	0.99	2.01
1878	1.23	1.89	3.12	0.63	0.63	2.04
1879	1.14	1.5	2.28	0.57	0.72	1.83
1880	1.38	1.68	1.53	0.57	0.75	1.98
1881	1.14	1.5	1.71	0.6	1.11	2.46
1882	1.14	1.26	2.31	0.69	1.02	2.07
1883	1.08	1.26	1.71	0.6	0.93	2.07
1884	0.87	1.35	1.77	0.6	1.05	1.8
1885	0.84	1.05	1.5	0.3	0.87	1.86
1886	1.08	1.56	2.85	0.69	1.59	2.04
1887	0.93	1.65	3.45	0.57	1.41	1.47
1888	1.11	1.56	3.57	0.66	1.65	1.62
1889	1.2	1.47	3.36	0.63	0.84	2.04
1890	1.08	1.77	2.79	0.69	0.99	2.07
1891	1.17	1.53	3.3	0.57	0.99	2.37
1892	0.99	1.23	3.54	0.54	1.35	1.68
1893	1.14	1.62	4.44	0.84	1.74	2.67
1894	1.35	1.92	3.3	0.84	1.92	2.52
1895	0.96	1.71	2.37	0.63	1.68	1.77
1896	0.99	1.59	2.49	0.81	1.41	2.13
1897	0.84	1.08	1.77	0.66	1.35	1.65
1898	1.05	1.59	3.18	0.66	1.56	1.98
1899	0.75	1.2	2.61	0.57	1.17	1.56
1900	0.81	1.35	2.25	0.57	0.78	1.47
1901	0.84	1.74	2.58	0.63	0.78	1.89
1902	0.9	1.68	1.59	0.6	0.75	1.86
1903	0.87	1.98	1.95	0.66	0.72	2.4
1904	1.02	2.46	1.77	0.54	0.84	2.46
1905	1.02	1.65	1.65	0.36	0.96	2.28
1906	0.87	1.56	1.2	0.42	0.75	2.01
1907	0.72	1.89	1.62	0.54	0.78	1.89
1908	0.72	1.98	3.03	0.6	0.9	2.07
1909	0.75	1.65	3.12	0.75	1.23	1.83
1910	0.66	0.9	2.25	0.66	0.6	1.59
1911	0.6	0.9	1.26	0.63	1.14	1.32
1912	0.57	0.96	1.44	0.6	1.17	1.71
1913	0.63	1.14	1.71	0.6	1.2	1.62
1914	0.72	1.77	2.04	0.54	1.32	2.13
1915	0.48	1.11	1.59	0.42	1.38	1.53
1916	0.48	1.05	1.23	0.45	0.84	1.53
1917	0.57	1.38	1.59	0.42	0.75	1.53
1918	0.54	1.35	1.56	0.21	0.78	1.47
1919	0.66	1.65	1.62	0.39	0.93	1.8
1920	0.63	1.77	1.62	0.3	0.9	1.65
1921	0.54	2.28	2.37	0.3	1.11	1.74
1922	0.63	2.19	2.49	0.33	0.96	2.07
1923	0.6	1.56	3.18	0.36	0.9	2.22
1924	0.51	1.56	2.13	0.45	0.66	2.19
1925	0.48	1.14	1.44	0.42	0.72	1.89
1926	0.45	1.17	1.53	0.39	0.84	2.01
1927	0.69	2.19	1.77	0.27	0.69	2.07
1928	0.66	2.49	1.71	0.39	0.99	1.86
1929	0.84	2.64	1.68	0.48	0.9	2.16
1930	0.87	2.73	1.8	0.63	0.93	2.25
1931	0.96	2.37	1.62	0.54	0.9	1.89
1932	1.35	2.01	1.29	0.54	0.81	1.86
1933	1.26	1.92	1.29	0.6	0.72	1.86
1934	1.02	1.83	1.2	0.45	0.66	1.74
1935	1.05	1.89	1.47	0.51	0.84	1.8
1936	1.26	1.92	1.59	0.51	0.87	2.16
1937	1.11	1.53	1.2	0.45	0.81	1.74
1938	1.26	1.77	1.35	0.48	0.87	1.68
1939	1.17	1.23	1.29	0.54	0.81	1.59
1940	1.17	1.2	1.23	0.45	0.69	1.47
1941	1.2	1.11	1.08	0.51	0.72	1.5
1942	1.38	1.5	1.71	0.48	0.75	1.68
1943	1.23	1.44	1.53	0.45	0.78	1.74
1944	1.35	1.77	1.26	0.57	1.14	1.77
1945	1.23	3.36	1.29	0.66	0.93	1.62
1946	1.2	2.58	1.32	0.54	0.96	1.44
1947	1.17	2.73	1.14	0.93	0.93	1.26
1948	1.5	3.6	2.13	1.44	1.14	1.98
1949	1.74	2.67	2.22	1.95	1.2	2.16
1950	1.32	1.74	1.47	1.47	1.08	1.68
1951	1.56	1.86	1.77	1.29	0.96	2.1
1952	1.29	1.62	1.32	0.84	0.96	1.83
1953	1.26	1.35	1.38	0.78	0.99	1.68
1954	1.23	1.59	1.56	0.78	0.93	1.53
1955	1.05	1.38	0.81	0.54	1.11	1.68
1956	1.17	1.41	1.08	0.54	0.81	1.38
1957	0.87	0.99	0.96	0.36	0.57	1.2
1958	0.9	0.87	1.56	0.51	0.99	1.5
1959	0.84	1.44	1.05	0.48	0.75	1.71
1960	0.84	1.59	1.11	0.42	0.66	1.5
1961	0.9	1.29	1.02	0.36	0.81	1.38
1962	0.84	1.32	0.78	0.27	0.63	1.14
1963	0.93	1.17	1.02	0.3	0.72	1.41
1964	0.93	1.14	1.02	0.33	0.81	1.35
1965	0.93	1.44	1.47	0.45	0.78	1.35
1966	0.93	1.47	1.29	0.24	0.78	1.62
1967	0.9	1.53	1.56	0.57	0.66	1.47
1968	0.93	1.2	1.35	0.48	0.75	1.86
1969	0.93	1.32	1.56	0.45	0.72	1.71
1970	1.35	0.57	1.26	0.54	1.17	1.56
1971	0.84	1.29	1.2	0.75	0.87	1.29
1972	0.93	1.74	1.83	0.72	0.87	1.2
1973	0.96	2.07	2.13	0.81	1.05	1.56
1974	1.11	1.47	1.86	0.96	0.78	1.53
1975	1.02	1.47	2.01	0.87	1.14	1.62
1976	1.2	1.47	1.95	0.81	1.26	1.8
1977	0.9	1.32	2.01	1.8	1.56	1.86
1978	0.81	0.48	1.77	2.19	2.79	1.98
1979	0.93	0.42	1.92	2.25	3.81	1.89
1980	0.93	0.39	1.95	2.52	4.29	2.07
