# Buchwal - Kurungnakh Island, Lena River Delta - LAGM - ITRDB RUS394
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38187
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38187.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus394-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus394.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus394.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-06-09
#--------------------
# File_Last_Modified_Date
#   Date: 2023-06-09
#--------------------
# Title
#   Study_Name: Buchwal - Kurungnakh Island, Lena River Delta - LAGM - ITRDB RUS394
#--------------------
# Investigators
#   Investigators: Buchwal, Agata; Rachlewicz, Grzegorz; Heim, Birgit; Juhls, Bennet
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Buchwal, Agata, Grzegorz Rachlewicz, Birgit Heim, Bennet Juhls
#   Published_Date_or_Year: 2023
#   Published_Title: Trees on the tundra: warmer climate might not favor prostrate Larix tree but Betula nana shrub growth in Siberian tundra (Lena River Delta)
#   Journal_Name: Agricultural and Forest Meteorology
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI: 10.1016/j.agrformet.2023.109543
#   Full_Citation:
#   Abstract: Tundra is primarily a habitat for shrub growth, not trees, but growth of prostrate forms of trees has been reported occasionally from the subarctic tundra region. In the light of on-going climate change, climate sensitivity studies of these unique trees are essential to predict vegetation dynamics and potential northward expansion of boreal forest tree species into tundra. Here we studied one of the northernmost Larix Mill. trees and Betula nana L. shrubs (72°N) from the Siberian tundra for the common period 1980-2017. We took advantage of the discovery of a single cohort of prostrate Larix trees within a tundra ecosystem, i.e., ca. 60 km northwards from the northern treeline, and compared climate-growth relationships of the two species. Both woody plants were sensitive to the July temperature, however this relationship was stable across the entire study period (1980-2017) only for Betulanana chronology. Additionally, radial growth of Larix trees became negatively correlated to temperatures during the previous summer. In recent period moisture sensitivity between Larix trees and Betula nana shrubs was contrasting, with generally wetter soil conditions favoring Larix trees growth and dryer conditions promoting Betula nana growth. Our study indicates that Larix trees radial growth in recent years is more sensitive to moisture than to summer air temperatures, whereas temperature sensitivity of Betulanana shrub is stable over time. We provide first detailed insight into the annual resolution on Larix tree growth sensitivity to climate in the heart of the tundra. The potentially higher Betulanana shrub resistance to warmer and drier climate versus Larix trees on a tundra revealed in our study needs to be further examined across habitats of various soil, moisture and permafrost status.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: European Union - F7P INTERACT
#   Grant: 262693
#--------------------
# Funding_Agency
#   Funding_Agency_Name: European Space Agency, Climate Change Initiative
#   Grant: 4000l3376l/2l/I-NB
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Helmholtz Association Climate Initiative REKLIM
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Kurungnakh Island, Lena River Delta
#   Location: Russia
#   Northernmost_Latitude: 72.283333
#   Southernmost_Latitude: 72.283333
#   Easternmost_Longitude: 126.133333
#   Westernmost_Longitude: 126.133333
#   Elevation_m: 50
#--------------------
# Data_Collection
#   Collection_Name: RUS394
#   First_Year: 1933
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr
#   Common_Name: Dahurian larch
#   Tree_Species_Code: LAGM
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## L01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## L17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: L17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	L01_raw	L02_raw	L03_raw	L04_raw	L05_raw	L06_raw	L07_raw	L08_raw	L09_raw	L10_raw	L11_raw	L12_raw	L13_raw	L14_raw	L15_raw	L16_raw	L17_raw
1933	NA	0.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1935	NA	0.049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1936	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	NA	0.122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1938	NA	0.082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1939	NA	0.094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1940	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1941	NA	0.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1942	NA	0.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1943	NA	0.033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1944	NA	0.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1945	NA	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1946	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1947	NA	0.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA
1948	NA	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.119	NA	NA	NA	NA
1949	NA	0.059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.081	NA	NA	NA	NA
1950	NA	0.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA	NA	NA
1951	NA	0.043	NA	NA	NA	NA	NA	NA	NA	NA	0.049	NA	0.102	NA	NA	NA	NA
1952	NA	0.124	NA	NA	NA	NA	NA	NA	NA	NA	0.089	NA	0.139	NA	NA	NA	NA
1953	NA	0.102	NA	NA	NA	NA	NA	NA	NA	NA	0.047	NA	0.141	NA	NA	NA	NA
1954	NA	0.116	NA	NA	NA	NA	NA	NA	NA	NA	0.093	NA	0.177	NA	NA	NA	NA
1955	NA	0.083	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	0.148	NA	NA	NA	NA
1956	NA	0.075	NA	NA	NA	NA	NA	NA	0.161	NA	0.017	NA	0.111	NA	NA	NA	NA
1957	NA	0.166	NA	NA	NA	NA	NA	NA	0.215	NA	0.025	NA	0.105	NA	NA	NA	NA
1958	NA	0.038	0.123	NA	NA	NA	NA	NA	0.156	NA	0.016	NA	0.023	NA	NA	NA	NA
1959	NA	0.058	0.131	NA	NA	NA	NA	NA	0.108	NA	0.032	NA	0.082	NA	NA	NA	NA
1960	NA	0.064	0.091	0.39	NA	NA	NA	NA	0.123	NA	0.031	NA	0.144	NA	NA	NA	NA
1961	NA	0.069	0.089	0.251	NA	NA	NA	NA	0.147	NA	0.034	NA	0.05	NA	NA	NA	NA
1962	NA	0.066	0.036	0.124	NA	NA	NA	NA	0.122	NA	0.025	NA	0.04	NA	NA	NA	NA
1963	NA	0.045	0.048	0.068	NA	NA	NA	NA	0.113	NA	0.029	NA	0.073	NA	NA	NA	NA
1964	NA	0.084	0.035	0.067	0.092	NA	NA	NA	0.167	NA	0.024	NA	0.095	NA	NA	NA	NA
1965	NA	0.099	0.026	0.053	0.105	NA	NA	0.078	0.189	NA	0.021	0.128	0.125	NA	NA	NA	NA
1966	NA	0.063	0.03	0.096	0.134	NA	NA	0.058	0.14	NA	0.023	0.142	0.136	NA	NA	NA	NA
1967	NA	0.079	0.088	0.213	0.073	NA	0.093	0.067	0.264	NA	0.026	0.114	0.085	NA	NA	NA	NA
1968	NA	0.079	0.12	0.263	0.083	NA	0.119	0.047	0.079	NA	0.03	0.08	0.055	NA	NA	NA	NA
1969	NA	0.041	0.082	0.131	0.103	NA	0.087	0.022	0.155	NA	0.043	0.075	0.04	NA	NA	NA	NA
1970	NA	0.044	0.091	0.155	0.031	NA	0.082	0.014	0.152	NA	0.04	0.059	0.093	NA	NA	NA	NA
1971	NA	0.061	0.093	0.235	0.038	NA	0.04	0.025	0.086	NA	0.026	0.048	0.111	NA	NA	NA	NA
1972	NA	0.054	0.012	0.203	0.082	NA	0.089	0.067	0.072	NA	0.022	0.048	0.066	NA	NA	NA	NA
1973	NA	0.068	0.091	0.212	0.116	NA	0.081	0.031	0.084	NA	0.033	0.103	0.046	NA	NA	NA	NA
1974	NA	0.065	0.051	0.284	0.08	NA	0.051	0.029	0.057	NA	0.042	0.088	0.046	NA	NA	NA	NA
1975	NA	0.04	0.047	0.272	0.106	0.088	0.05	0.054	0.055	NA	0.031	0.076	0.057	NA	NA	NA	NA
1976	NA	0.066	0.039	0.277	0.095	0.135	0.063	0.059	0.106	NA	0.048	0.046	0.09	NA	NA	NA	NA
1977	NA	0.086	0.123	0.104	0.079	0.087	0.137	0.054	0.144	NA	0.072	0.051	0.142	NA	NA	NA	NA
1978	NA	0.096	0.117	0.041	0.124	0.048	0.061	0.083	0.031	NA	0.031	0.032	0.115	NA	NA	NA	NA
1979	NA	0.065	0.118	0.092	0.091	0.06	0.091	0.042	0.064	NA	0.034	0.049	0.088	NA	NA	NA	NA
1980	NA	0.033	0.107	0.039	0.064	0.011	0.072	0.009	0.093	NA	0.038	0.054	0.045	NA	NA	NA	NA
1981	NA	0.051	0.113	0.043	0.061	0.031	0.057	0.034	0.124	NA	0.039	0.066	0.082	NA	NA	NA	NA
1982	NA	0.1	0.146	0.158	0.024	0.021	0.036	0.036	0.22	NA	0.043	0.036	0.08	NA	0.063	0.066	0.107
1983	NA	0.125	0.182	0.203	0.049	0.032	0.07	0.105	0.271	NA	0.056	0.027	0.082	NA	0.055	0.053	0.109
1984	NA	0.172	0.207	0.185	0.049	0.052	0.122	0.157	0.204	NA	0.102	0.076	0.112	NA	0.082	0.085	0.123
1985	NA	0.116	0.174	0.1	0.046	0.103	0.14	0.117	0.077	NA	0.067	0.075	0.074	NA	0.064	0.098	0.139
1986	NA	0.107	0.133	0.182	0.093	0.165	0.109	0.129	0.094	NA	0.084	0.106	0.067	NA	0.089	0.132	0.196
1987	NA	0.063	0.091	0.075	0.045	0.126	0.052	0.13	0.075	0.111	0.072	0.081	0.053	NA	0.055	0.039	0.032
1988	NA	0.031	0.074	0.046	0.028	0.1	0.044	0.102	0.075	0.115	0.051	0.061	0.087	NA	0.052	0.042	0.064
1989	NA	0.036	0.058	0.044	0.027	0.064	0.071	0.057	0.024	0.055	0.061	0.034	0.082	NA	0.06	0.028	0.042
1990	0.137	0.056	0.107	0.17	0.067	0.122	0.067	0.159	0.055	0.162	0.098	0.058	0.105	NA	0.082	0.042	0.086
1991	0.156	0.08	0.132	0.212	0.103	0.108	0.103	0.195	0.063	0.145	0.137	0.058	0.14	NA	0.093	0.033	0.085
1992	0.15	0.118	0.176	0.191	0.107	0.181	0.108	0.158	0.119	0.142	0.11	0.074	0.174	NA	0.115	0.06	0.082
1993	0.109	0.128	0.183	0.218	0.151	0.109	0.148	0.189	0.153	0.12	0.069	0.13	0.092	NA	0.072	0.057	0.072
1994	0.219	0.235	0.199	0.304	0.314	0.163	0.27	0.264	0.324	0.174	0.102	0.203	0.191	0.133	0.081	0.079	0.205
1995	0.2	0.231	0.161	0.281	0.275	0.205	0.243	0.281	0.267	0.159	0.121	0.242	0.128	0.156	0.088	0.196	0.171
1996	0.169	0.081	0.072	0.227	0.109	0.178	0.097	0.132	0.097	0.139	0.08	0.112	0.095	0.096	0.043	0.164	0.066
1997	0.213	0.242	0.192	0.519	0.312	0.287	0.286	0.313	0.241	0.227	0.149	0.106	0.169	0.165	0.122	0.278	0.192
