# Zhang - Halla Mountain - ABKO - ITRDB KORE005
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/32113
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-32113.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/kore005-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; kore005-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/kore005.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/kore005.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-12-23
#--------------------
# File_Last_Modified_Date
#   Date: 2020-12-23
#--------------------
# Title
#   Study_Name: Zhang - Halla Mountain - ABKO - ITRDB KORE005
#--------------------
# Investigators
#   Investigators: Zhang, P.(https://orcid.org/0000-0001-6626-5616); Jeong, J.-H.(https://orcid.org/0000-0002-3358-3949); Linderholm, H.W.(https://orcid.org/0000-0002-1522-8919); Jeong, J.-Y.; Salo, R.; Kim, B.-M.; Kim, M.-S.(https://orcid.org/0000-0002-5133-1710)
#--------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring width measurement file from Halla Mountain, South Korea for the period 1944 to 2016. NOAA Template Raw Measurements file added 2021-02-22.
#--------------------
# Publication
#   Authors: Peng Zhang, Jee-Hoon Jeong, Hans W. Linderholm, Ji-Yoon Jeong, Riikka Salo, Baek-Min Kim, Min-Seok Kim
#   Journal_Name: Asia-Pacific Journal of Atmospheric Sciences
#   Published_Title: The Potential of Using Tree-Ring Data from Jeju Island to Reconstruct Climate in Subtropical Korea and the Western North Pacific
#   Published_Date_or_Year: 2018
#   Volume: 55
#   Pages: 293-301
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1007/s13143-018-0089-9
#   Full_Citation: None
#   Abstract: Annual rings from trees have been used to infer past climate variability beyond the observational records. Here, we assess if two conifer species from the humid subtropical island of Jeju, South Korea, can be used as proxies for past regional climate variability and large-scale ocean current variability, such as the Kuroshio Current, over the Western North Pacific. Korean red pine (Pinus densiflora) and Korean fir (Abies koreana) were sampled close to their altitudinal limits of distribution on the southern slopes of the volcano Mt. Halla at 1320 m and 1640 m a.s.l., respectively. Comparison with climate variables from nearby meteorological stations indicated a significant positive association between temperature in January/April and Korean red pine growth, which suggests that the red pine can be used to reconstruct mid-winter/spring temperatures back in time. Positive correlations were also found between the tree-ring growth and October (for Korean fir) and January (for Korean red pine) precipitation. Moreover, pine tree growth showed significant multi-month associations with sea surface temperatures over the Western North Pacific and variability of the Kuroshio Extension. The results suggest that subtropical trees from South Korea can be used as indicators of past climate variability on local to regional scales, and possibly also to infer the past variability of the Kuroshio Current in the Western North Pacific.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: National Research Foundation of Korea (NRF)
#   Grant: NRF-2016R1A6A1A03012647
#--------------------
# Site_Information
#   Site_Name: Halla Mountain
#   Location: South Korea
#   Northernmost_Latitude: 33.345
#   Southernmost_Latitude: 33.345
#   Easternmost_Longitude: 126.528
#   Westernmost_Longitude: 126.528
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: KORE005
#   First_Year: 1944
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies koreana Wils.
#   Common_Name: Korean fir
#   Tree_Species_Code: ABKO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MHAD1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD11R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD11R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD4R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD4R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD7R_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD7R; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHAD9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHAD9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJKF001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJKF001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJKF002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJKF002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJKF003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJKF003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJKF004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJKF004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJKF005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJKF005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MHAD1_raw	MHAD10_raw	MHAD11R_raw	MHAD12_raw	MHAD2_raw	MHAD3_raw	MHAD4R_raw	MHAD5_raw	MHAD7R_raw	MHAD9_raw	SJKF001_raw	SJKF002_raw	SJKF003_raw	SJKF004_raw	SJKF005_raw
1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.96	NA	NA	NA	NA
1945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.715	NA	NA	NA	NA
1946	NA	0.895	NA	NA	NA	NA	NA	NA	NA	NA	5.22	NA	NA	NA	NA
1947	NA	1.515	NA	NA	NA	NA	NA	NA	NA	NA	4.08	NA	NA	NA	NA
1948	NA	2.04	NA	NA	NA	NA	NA	NA	NA	NA	3.365	NA	NA	NA	NA
1949	NA	2.43	NA	NA	NA	NA	NA	NA	NA	NA	2.605	NA	NA	NA	NA
1950	NA	3.16	0.625	NA	NA	NA	1.055	NA	0.795	NA	2.345	NA	NA	NA	NA
1951	NA	2.755	0.59	NA	NA	NA	0.68	NA	0.875	NA	2	NA	NA	NA	NA
1952	NA	3.245	0.49	NA	NA	NA	0.76	NA	0.84	NA	2.11	NA	NA	NA	NA
1953	NA	3.235	1.17	NA	NA	3.33	1.185	NA	0.69	NA	1.98	2.8	NA	NA	NA
1954	NA	3.85	1.13	NA	NA	3.11	0.81	NA	1.26	NA	2.43	4.22	NA	NA	NA
1955	NA	2.89	1.58	NA	NA	2.735	0.84	NA	0.915	NA	2.335	3.7	NA	NA	NA
1956	NA	2.115	1.9	NA	NA	3.05	0.49	NA	1.005	NA	2.05	3.6	NA	NA	NA
1957	NA	1.285	1.73	NA	NA	2.55	0.445	NA	1.05	NA	2.21	2.78	NA	NA	NA
1958	NA	0.97	0.74	NA	NA	2.82	0.6	NA	0.83	NA	1.855	2.09	NA	NA	NA
1959	NA	2.21	0.44	NA	NA	2.005	0.41	NA	0.49	NA	1.625	1.94	NA	NA	NA
1960	NA	3.085	0.65	NA	NA	2.475	0.91	NA	0.285	2.81	1.76	1.78	NA	NA	NA
1961	NA	2.095	0.96	NA	NA	1.82	0.405	NA	0.29	3.2	1.605	1.09	NA	NA	NA
1962	NA	3.18	1.37	NA	NA	2.175	0.64	NA	0.62	3.655	1.99	2.375	1.37	NA	NA
1963	NA	2.805	0.89	NA	NA	1.795	0.45	NA	0.735	3.185	1.23	1.01	0.77	NA	NA
1964	NA	3.27	1.43	NA	0.295	1.715	1.08	NA	1.08	4.927	2.56	2.545	1.5	NA	NA
1965	NA	1.67	0.9	NA	2.01	1.495	1.05	NA	0.79	2.85	2.71	2.415	2.22	NA	NA
1966	NA	2.855	1.16	NA	3.125	2.985	0.91	NA	1.18	2.922	3.475	3.945	3.55	NA	NA
1967	NA	1.95	0.74	NA	2.75	2.26	0.45	NA	1	3.715	3.105	3.26	2.435	NA	NA
1968	NA	1.725	0.73	NA	3.295	1.985	0.97	NA	1.125	3.685	2.645	2.635	2.11	NA	NA
1969	NA	1.43	0.82	NA	3.507	2.305	0.63	2.735	0.985	3.827	2.23	3.06	1.68	NA	NA
1970	NA	1.89	0.87	NA	3.59	2.315	0.56	4.86	0.855	3.487	1.805	2.935	2.24	NA	NA
1971	NA	1.305	0.5	NA	3.065	1.655	0.455	4.525	0.325	2.595	1.48	2.38	3.715	1.62	1.83
1972	NA	1.235	0.36	NA	2.842	1.31	0.3	3.895	0.48	2.092	1.105	2.145	2.205	2.37	1.635
1973	NA	1.95	0.71	NA	2.772	1.875	0.67	2.525	0.33	2.385	1.56	2.395	3.1	3.81	2.36
1974	NA	2.03	1.09	NA	2.612	1.95	0.415	3.425	0.435	2.417	1.66	2.515	3.82	2.615	2.07
1975	NA	2.35	0.97	NA	2.322	2.13	0.59	3.545	0.475	2.582	1.835	2.055	2.85	1.97	2.535
1976	NA	1.77	1.42	NA	2.687	1.975	0.495	4.62	0.51	3.31	1.74	2	2.59	2.275	2.43
1977	NA	2.125	1.3	NA	2.18	2.17	0.43	3.355	0.75	3.642	1.915	2.195	3.28	3.37	3.125
1978	NA	1.095	1.2	4.695	1.852	1.025	0.445	1.985	0.585	3.832	1.515	1.93	1.685	2.24	2.35
1979	NA	1.28	1.39	4.255	2.065	1.365	0.67	2.945	0.56	3.982	2.125	2.38	2.81	3.205	3.215
1980	NA	1.475	1.37	3.035	1.722	1.29	0.555	2.57	0.7	3.747	2.01	2.275	2.32	2.805	2.32
1981	1.715	1.725	1.4	3.98	1.36	0.975	0.47	2.895	0.925	3.48	1.79	2.245	1.445	2.365	2.74
1982	1.95	1.69	1.06	3.635	1.785	1.405	0.45	2.37	1.055	2.69	2.34	2.23	1.61	2.31	3.465
1983	0.96	0.89	1.27	3.11	0.895	0.935	0.01	1.62	0.615	2.29	1.505	1.465	1.115	1.755	2.8
1984	1.605	0.58	0.72	2.03	1.475	1.135	0.195	2.625	0.585	2.27	1.635	1.345	1.395	1.985	2.955
1985	1.665	0.39	1.14	2.6	2.275	1.465	0.675	2.93	1.08	2.695	2.43	2.61	2.4	3.185	4.08
1986	1.085	0.62	1.08	2.195	1.72	1.16	0.37	2.175	0.87	3.052	2.015	1.445	1.46	2.095	2.85
1987	1.03	0.595	1.15	1.29	1.627	1.445	0.41	1.97	1.17	3.082	2.365	1.64	1.685	2.715	2.45
1988	1.395	0.67	1.11	2.625	1.397	1.055	0.285	1.81	0.8	3.357	1.66	1.395	1.34	2.23	2.305
1989	1.515	0.445	1.19	2.225	1.63	1.23	0.255	1.79	0.67	3.84	1.345	1.32	1.235	2.105	2.145
1990	1.91	0.6	1.3	2.175	1.62	1.135	0.415	2.315	0.95	3.052	1.6	1.475	1.72	2.46	2.72
1991	2.05	0.675	1.11	1.195	1.597	0.98	0.51	1.835	1.02	2.032	1.31	1.56	1.64	2.03	1.6
1992	1.535	0.325	0.52	1.535	1.4	0.89	0.205	1.595	0.75	1.365	0.985	0.985	1.22	1.655	1.695
1993	1.05	0.325	0.74	1.2	1	0.9	0.32	1.215	0.43	1.465	0.935	0.84	0.79	0.87	1.125
1994	1.525	0.355	1.21	1.945	1.422	1.015	0.4	1.95	0.3	1.615	1.34	1.045	1.015	1.335	1.815
1995	1.63	0.245	1.56	1.21	1.51	0.755	0.45	1.28	0.5	1.195	1.195	1.3	0.81	1.59	1.72
1996	1.57	0.445	0.61	1.625	1.312	1.26	0.49	1.275	0.63	1.005	1.155	1.75	1.555	1.655	2.585
1997	1.85	0.35	1.09	0.735	1.6	1.46	0.585	1.64	0.87	1.397	1.07	1.655	1.87	1.415	2.15
1998	1.35	0.86	1.64	2.225	1.552	1.69	0.55	2.335	0.54	1.167	1.475	2.205	2.4	1.98	2.83
1999	1.25	1.015	1.96	1.75	1.032	0.74	0.345	1.45	0.53	1.332	1.525	1.985	1.87	1.37	2.14
2000	1.19	0.805	1.74	1.755	0.905	0.945	0.48	1.13	0.37	0.902	1.815	2.485	1.78	1.41	3.1
2001	0.92	0.62	1.19	0.715	0.86	0.63	0.415	1	0.32	0.422	1.2	1.375	1.08	1.08	1.855
2002	0.775	0.43	0.85	1.18	1.087	0.955	0.245	0.855	0.34	0.37	1.185	1.315	1.065	1.75	2.545
2003	1.365	0.715	0.82	0.845	0.542	0.92	0.59	1.165	0.36	0.412	0.91	0.75	1.02	1.22	2.2
2004	1.835	0.7	0.84	1.895	0.89	0.81	0.52	1.675	0.28	0.605	0.93	0.875	1.13	1.5	2.475
2005	1.535	0.875	0.78	1.245	0.81	0.915	0.7	1.37	0.31	0.645	0.835	1.38	1.32	1.19	2.13
2006	2.56	0.715	0.62	1.57	0.855	0.875	0.58	1.385	0.52	0.775	1.21	1.935	1.7	1.42	2.43
2007	2.11	0.975	0.7	1.92	1.445	1.075	0.715	1.64	0.23	0.767	1.365	1.865	2.215	2	3.4
2008	1.445	0.82	0.42	1.625	0.847	0.635	0.475	1.295	0.36	0.647	1.235	1.53	1.24	1.425	1.28
2009	1.28	0.48	0.23	1.635	0.88	0.45	0.45	1.065	0.26	0.71	1.17	1.585	0.725	1.12	1.285
