# Cook - Altai NCH - LASI - ITRDB RUSS232
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15348
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15348.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES Asia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ232-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ232-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ232.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ232.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-07-20
#--------------------
# File_Last_Modified_Date
#   Date: 2013-07-20
#--------------------
# Title
#   Study_Name: Cook - Altai NCH - LASI - ITRDB RUSS232
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Climatology - temperature analyses NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: PAGES 2k Consortium
#   Journal_Name: Nature Geoscience
#   Published_Title: Continental-scale temperature variability during the past two millennia
#   Published_Date_or_Year: 2013
#   Volume: 6
#   Pages: 339-346
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/NGEO1797
#   Full_Citation: None
#   Abstract: Past global climate changes had strong regional expression. To elucidate their spatio-temporal pattern, we reconstructed past temperatures for seven continental-scale regions during the past one to two millennia. The most coherent feature in nearly all of the regional temperature reconstructions is a long-term cooling trend, which ended late in the nineteenth century. At multi-decadal to centennial scales, temperature variability shows distinctly different regional patterns, with more similarity within each hemisphere than between them. There were no globally synchronous multi-decadal warm or cold intervals that define a worldwide Medieval Warm Period or Little Ice Age, but all reconstructions show generally cold conditions between ad 1580 and 1880, punctuated in some regions by warm decades during the eighteenth century. The transition to these colder conditions occurred earlier in the Arctic, Europe and Asia than in North America or the Southern Hemisphere regions. Recent warming reversed the long-term cooling; during the period ad 1971-2000, the area-weighted average reconstructed temperature was higher than any other time in nearly 1,400 years.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Altai NCH
#   Location: Russia
#   Northernmost_Latitude: 50.1667
#   Southernmost_Latitude: 50.1667
#   Easternmost_Longitude: 87.8333
#   Westernmost_Longitude: 87.8333
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: RUSS232
#   First_Year: 1418
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.
#   Common_Name: Siberian larch
#   Tree_Species_Code: LASI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ALTt01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt05c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt05c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTt16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTt16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## korc13b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: korc13b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## krmdx_74_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: krmdx_74; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALT0375_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALT0375; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KORC-09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KORC-09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KORC-11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KORC-11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KORC10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KORC10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## korc-12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: korc-12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KORC-18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KORC-18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KORC19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KORC19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ALTt01b_raw	ALTt02b_raw	ALTt04b_raw	ALTt05c_raw	ALTt06b_raw	ALTt07b_raw	ALTt10a_raw	ALTt11a_raw	ALTt14a_raw	ALTt15a_raw	ALTt16a_raw	korc13b_raw	krmdx_74_raw	ALT0375_raw	KORC-09A_raw	KORC-11A_raw	KORC10A_raw	korc-12b_raw	KORC-18B_raw	KORC19B_raw
1480	1.57	NA	0.42	0.71	NA	NA	NA	NA	NA	NA	NA	1.96	NA	0.71	NA	NA	NA	NA	NA	NA
1481	1.16	NA	0.41	0.72	NA	NA	NA	NA	NA	NA	NA	1.1	NA	0.57	NA	NA	NA	NA	NA	NA
1482	1.52	NA	0.69	0.98	NA	NA	NA	NA	NA	NA	NA	1.3	NA	0.98	NA	NA	NA	NA	NA	NA
1483	1.17	NA	0.62	0.74	NA	NA	NA	NA	NA	NA	NA	1.71	NA	0.96	NA	NA	NA	NA	NA	NA
1484	1.35	NA	0.48	0.91	NA	NA	NA	NA	NA	NA	NA	1.6	NA	0.91	NA	NA	NA	NA	NA	NA
1485	1.37	NA	0.83	1.15	NA	NA	NA	NA	NA	NA	NA	1.92	NA	0.85	NA	NA	NA	NA	NA	NA
1486	1.09	NA	0.66	0.95	NA	NA	NA	NA	NA	NA	NA	1.97	NA	0.72	NA	NA	NA	NA	NA	NA
1487	0.3	NA	0.2	0.4	NA	NA	NA	NA	NA	NA	NA	1.06	NA	0.19	NA	NA	NA	NA	NA	NA
1488	0.31	NA	0.31	0.45	NA	NA	NA	NA	NA	NA	NA	0.67	NA	0.52	NA	NA	NA	NA	NA	NA
1489	0.46	NA	0.43	0.62	NA	NA	NA	NA	NA	NA	NA	1.08	NA	0.44	NA	NA	NA	NA	NA	NA
1490	0.49	NA	0.54	0.73	NA	NA	NA	NA	NA	NA	NA	1.14	NA	0.6	NA	NA	NA	NA	NA	NA
1491	0.31	NA	0.36	0.74	NA	NA	NA	NA	NA	NA	NA	0.91	NA	0.45	NA	NA	NA	NA	NA	NA
1492	0.24	NA	0.3	0.7	NA	NA	NA	NA	NA	NA	NA	0.89	NA	0.53	NA	NA	NA	NA	NA	NA
1493	0.24	NA	0.31	0.88	NA	NA	NA	NA	NA	NA	NA	1.17	NA	0.56	NA	NA	NA	NA	NA	NA
1494	0.31	NA	0.42	0.81	NA	NA	NA	NA	NA	NA	NA	1.36	NA	0.6	NA	NA	NA	NA	NA	NA
1495	0.17	NA	0.3	0.61	NA	NA	NA	NA	NA	NA	NA	0.85	NA	0.13	NA	NA	NA	NA	NA	NA
1496	0.3	NA	0.35	0.72	NA	NA	NA	NA	NA	NA	NA	1.51	NA	0.49	NA	NA	NA	NA	NA	NA
1497	0.19	NA	0.24	0.56	NA	NA	NA	NA	NA	NA	NA	1.65	NA	0.38	NA	NA	NA	NA	NA	NA
1498	0.29	NA	0.26	0.81	NA	NA	NA	NA	NA	NA	NA	2.33	NA	0.34	NA	NA	NA	NA	NA	NA
1499	0.34	NA	0.54	0.75	NA	NA	NA	NA	NA	NA	NA	2.32	NA	0.63	NA	NA	NA	NA	NA	NA
1500	0.42	NA	0.56	0.84	NA	NA	NA	NA	NA	NA	NA	2.26	NA	0.76	NA	NA	NA	NA	NA	NA
1501	0.25	NA	0.43	0.72	NA	NA	NA	NA	NA	NA	NA	1.7	NA	0.37	NA	NA	NA	NA	NA	NA
1502	0.44	NA	0.51	0.77	NA	NA	NA	NA	NA	NA	NA	1.76	NA	0.64	NA	NA	NA	NA	NA	NA
1503	0.3	NA	0.5	0.68	NA	NA	NA	NA	NA	NA	NA	1.4	NA	0.44	NA	NA	NA	NA	NA	NA
1504	0.46	NA	0.57	0.99	NA	NA	NA	NA	NA	NA	NA	1.29	NA	0.56	NA	NA	NA	NA	NA	NA
1505	0.5	NA	0.31	0.81	NA	NA	NA	NA	NA	NA	NA	1.5	NA	0.27	NA	NA	NA	NA	NA	NA
1506	0.66	NA	0.41	0.85	NA	NA	NA	NA	NA	NA	NA	1.55	NA	0.52	NA	NA	NA	NA	NA	NA
1507	0.76	NA	0.44	0.95	NA	NA	NA	NA	NA	NA	NA	1.66	NA	0.5	NA	NA	NA	NA	NA	NA
1508	0.72	NA	0.4	0.9	NA	NA	NA	NA	NA	NA	NA	1.65	NA	0.7	NA	NA	NA	NA	NA	NA
1509	0.64	NA	0.36	0.65	NA	NA	NA	NA	NA	NA	NA	1.61	NA	0.49	NA	NA	NA	NA	NA	NA
1510	0.92	NA	0.34	0.66	NA	NA	NA	NA	NA	NA	NA	2	NA	0.68	NA	NA	NA	NA	NA	NA
1511	0.7	NA	0.34	0.6	NA	NA	NA	NA	NA	NA	NA	1.69	NA	0.47	NA	NA	NA	NA	NA	NA
1512	0.59	NA	0.31	0.44	NA	NA	NA	NA	NA	NA	NA	1.49	NA	0.51	NA	NA	NA	NA	NA	NA
1513	0.72	NA	0.34	0.36	NA	NA	NA	NA	NA	NA	NA	1.5	NA	0.71	NA	NA	NA	NA	NA	NA
1514	0.52	NA	0.32	0.35	NA	NA	NA	NA	NA	NA	NA	1.66	NA	0.76	NA	NA	NA	NA	NA	NA
1515	0.13	NA	0.15	0.16	NA	NA	NA	NA	NA	NA	NA	0.87	NA	0.26	NA	NA	NA	NA	NA	NA
1516	0.3	NA	0.3	0.33	NA	NA	NA	NA	NA	NA	NA	1.36	NA	0.55	NA	NA	NA	NA	NA	NA
1517	0.45	NA	0.3	0.4	NA	NA	NA	NA	NA	NA	NA	1.43	NA	0.84	NA	NA	NA	NA	NA	NA
1518	0.56	NA	0.4	0.46	NA	NA	NA	NA	NA	NA	NA	1.64	NA	0.88	NA	NA	NA	NA	NA	NA
1519	0.53	NA	0.35	0.43	NA	NA	NA	NA	NA	NA	NA	1.42	NA	0.74	NA	NA	NA	NA	NA	NA
1520	0.44	NA	0.29	0.48	NA	NA	NA	NA	NA	NA	NA	1.54	NA	0.78	NA	NA	NA	NA	NA	NA
1521	0.41	NA	0.4	0.46	NA	NA	NA	NA	NA	NA	NA	1.15	NA	0.68	NA	NA	NA	NA	NA	NA
1522	0.58	NA	0.54	0.64	NA	NA	NA	NA	NA	NA	NA	1.36	NA	0.63	NA	NA	NA	NA	NA	NA
1523	0.54	NA	0.47	0.58	NA	NA	NA	NA	NA	NA	NA	1.03	NA	0.61	NA	NA	NA	NA	NA	NA
1524	0.16	NA	0.24	0.5	NA	NA	NA	NA	NA	NA	NA	0.4	NA	0.12	NA	NA	NA	NA	NA	NA
1525	0.45	NA	0.08	0.56	NA	NA	NA	NA	NA	NA	NA	1.11	NA	0.88	NA	NA	NA	NA	NA	NA
1526	0.38	NA	0.21	0.58	NA	NA	NA	NA	NA	NA	NA	0.89	NA	0.22	NA	NA	NA	NA	NA	NA
1527	0.91	NA	0.46	0.8	NA	NA	NA	NA	NA	NA	NA	1.63	NA	0.81	NA	NA	NA	NA	NA	NA
1528	1.04	NA	0.41	0.74	NA	NA	NA	NA	NA	NA	NA	1.36	NA	0.51	NA	NA	NA	NA	NA	NA
1529	1.74	NA	0.38	1.02	NA	NA	NA	NA	NA	NA	NA	1.7	NA	0.74	NA	NA	NA	NA	NA	NA
1530	2.28	NA	0.53	1.26	NA	NA	NA	NA	NA	NA	NA	1.78	NA	0.57	NA	NA	NA	NA	NA	NA
1531	2.62	NA	0.61	1.21	NA	NA	NA	NA	NA	NA	NA	1.55	NA	0.69	NA	NA	NA	NA	NA	NA
1532	2.29	NA	0.43	0.89	NA	NA	NA	NA	NA	NA	NA	1.31	NA	0.46	NA	NA	NA	NA	NA	NA
1533	1.1	NA	0.22	0.67	NA	NA	NA	NA	NA	NA	NA	0.84	NA	0.29	NA	NA	NA	NA	NA	NA
1534	1.18	NA	0.29	0.67	NA	NA	NA	NA	0.58	NA	NA	0.8	NA	0.23	NA	NA	NA	NA	NA	NA
1535	1.51	NA	0.5	0.86	NA	NA	NA	NA	0.85	NA	NA	1.59	NA	0.68	NA	NA	NA	NA	NA	NA
1536	0.54	NA	0.4	0.61	NA	NA	NA	NA	0.39	NA	NA	0.83	NA	0.12	NA	NA	NA	NA	NA	NA
1537	0.26	NA	0.35	0.61	NA	1.24	NA	NA	0.46	NA	NA	0.78	NA	0.41	NA	NA	NA	NA	NA	NA
1538	0.57	NA	0.45	0.73	NA	1	NA	NA	0.51	NA	NA	0.98	NA	0.37	NA	NA	NA	NA	NA	NA
1539	1.08	NA	0.53	0.87	NA	0.73	NA	NA	0.58	NA	NA	1.32	NA	0.31	NA	NA	NA	NA	NA	NA
1540	0.83	NA	0.33	0.73	NA	0.91	NA	NA	0.54	NA	NA	1.07	NA	0.18	NA	NA	NA	NA	NA	NA
1541	0.95	NA	0.55	0.72	NA	0.6	NA	NA	0.62	NA	NA	1.03	NA	0.27	NA	NA	NA	NA	NA	NA
1542	0.5	NA	0.27	0.35	NA	0.09	NA	NA	0.46	NA	NA	0.84	NA	0.24	NA	NA	NA	NA	NA	NA
1543	0.71	NA	0.36	0.52	NA	0.23	NA	NA	0.78	NA	NA	0.88	NA	0.38	NA	NA	NA	NA	NA	NA
1544	0.6	NA	0.34	0.5	NA	0.44	NA	NA	0.74	NA	NA	1.18	NA	0.19	NA	NA	NA	NA	NA	NA
1545	0.46	NA	0.22	0.41	NA	0.57	NA	NA	0.18	NA	NA	1.03	NA	0.24	NA	NA	NA	0.56	NA	NA
1546	0.31	NA	0.17	0.24	NA	0.62	NA	NA	0.2	NA	NA	0.69	NA	0.15	NA	NA	NA	0.45	NA	NA
1547	0.55	NA	0.36	0.46	NA	1	NA	NA	0.39	NA	NA	0.96	NA	0.36	NA	NA	NA	0.83	NA	NA
1548	0.51	NA	0.31	0.4	NA	0.82	NA	NA	0.46	NA	NA	0.98	NA	0.27	NA	NA	NA	0.78	NA	NA
1549	0.84	NA	0.49	0.52	NA	0.84	NA	NA	0.4	NA	NA	1.2	NA	0.37	NA	NA	NA	0.99	NA	NA
1550	0.63	NA	0.45	0.43	NA	0.59	NA	NA	0.39	NA	NA	1.22	NA	0.31	NA	NA	NA	0.83	NA	NA
1551	0.74	NA	0.45	0.32	NA	0.66	NA	NA	0.42	NA	NA	1.11	NA	0.28	NA	NA	NA	1.1	NA	NA
1552	0.86	NA	0.35	0.35	NA	0.73	NA	NA	0.37	NA	NA	1.47	NA	0.44	NA	NA	NA	0.65	NA	NA
1553	0.42	NA	0.21	0.26	NA	0.42	NA	NA	0.28	NA	NA	0.56	NA	0.14	NA	NA	NA	0.95	NA	NA
1554	0.42	NA	0.29	0.35	NA	0.57	NA	NA	0.46	NA	NA	0.64	NA	0.26	NA	NA	NA	0.92	NA	NA
1555	0.64	0.97	0.32	0.34	NA	0.67	NA	NA	0.45	NA	NA	1.09	NA	0.3	NA	NA	NA	1.35	NA	NA
1556	0.46	0.89	0.27	0.3	NA	0.64	NA	NA	0.47	NA	NA	0.82	NA	0.22	NA	NA	NA	1.04	NA	NA
1557	0.9	1.39	0.48	0.56	NA	1.01	NA	NA	0.83	NA	NA	1.23	NA	0.4	NA	NA	NA	1.21	NA	NA
1558	0.58	1.16	0.45	0.56	NA	1.05	NA	NA	0.81	NA	NA	1.05	NA	0.33	NA	NA	NA	1.09	NA	NA
1559	0.46	0.99	0.34	0.38	NA	0.09	NA	NA	0.29	NA	NA	0.99	NA	0.23	NA	NA	NA	0.71	NA	NA
1560	0.51	1.03	0.49	0.33	NA	0.77	NA	NA	0.53	NA	NA	0.87	NA	0.45	NA	NA	NA	0.88	NA	NA
1561	0.46	1.05	0.43	0.31	NA	1.17	NA	NA	0.54	NA	NA	1.11	NA	0.38	NA	NA	NA	0.82	NA	NA
1562	0.17	0.8	0.27	0.31	NA	0.81	NA	NA	0.41	NA	NA	0.64	NA	0.17	NA	NA	NA	0.59	NA	NA
1563	0.4	0.94	0.36	0.36	NA	0.68	NA	NA	0.61	NA	NA	1.03	NA	0.45	NA	NA	NA	0.93	NA	NA
1564	0.23	0.7	0.43	0.43	NA	0.71	NA	NA	0.52	NA	NA	0.87	NA	0.22	NA	NA	NA	0.52	NA	NA
1565	0.42	0.75	0.54	0.48	NA	0.64	NA	NA	0.76	NA	NA	1.24	NA	0.38	NA	NA	NA	0.5	NA	NA
1566	0.45	0.7	0.54	0.55	NA	0.56	NA	NA	0.76	NA	NA	0.97	NA	0.42	NA	NA	NA	0.65	NA	NA
1567	0.28	0.4	0.4	0.42	NA	0.7	NA	NA	0.62	NA	NA	0.74	NA	0.26	NA	NA	NA	0.5	NA	NA
1568	0.37	0.35	0.34	0.43	NA	0.61	NA	NA	0.68	NA	NA	0.72	NA	0.15	NA	NA	NA	0.39	NA	NA
1569	0.32	0.07	0.29	0.29	NA	0.34	NA	NA	0.44	NA	NA	0.55	NA	0.12	NA	NA	NA	0.48	NA	NA
1570	0.2	0.19	0.21	0.23	NA	0.3	NA	NA	0.35	NA	NA	0.57	NA	0.14	NA	NA	NA	0.32	NA	NA
1571	0.38	0.31	0.34	0.31	NA	0.45	NA	NA	0.55	NA	NA	0.69	NA	0.27	NA	NA	NA	0.44	NA	NA
1572	0.42	0.31	0.35	0.23	NA	0.54	NA	NA	0.48	NA	NA	0.69	NA	0.24	NA	NA	NA	0.54	NA	NA
1573	0.54	0.52	0.36	0.24	NA	0.75	NA	NA	0.71	0.36	NA	0.36	NA	0.39	NA	NA	NA	0.26	NA	NA
1574	0.7	0.88	0.6	0.44	NA	1.02	NA	NA	0.91	0.43	NA	0.28	NA	0.51	NA	NA	NA	0.12	NA	NA
1575	0.52	0.7	0.42	0.43	NA	0.76	NA	NA	0.68	0.32	NA	0.11	NA	0.28	NA	NA	NA	0.05	NA	NA
1576	0.6	0.79	0.5	0.44	NA	0.86	NA	NA	0.79	0.56	NA	0.14	NA	0.25	NA	NA	NA	0.11	NA	NA
1577	0.47	0.55	0.41	0.4	NA	0.69	NA	NA	0.59	0.61	NA	0	NA	0.22	NA	NA	NA	0.14	NA	NA
1578	0.48	0.68	0.49	0.38	NA	0.9	NA	NA	0.87	0.65	NA	0	NA	0.36	NA	NA	NA	0.2	NA	NA
1579	0.29	0.42	0.48	0.23	NA	0.78	NA	NA	1.04	0.71	NA	0	NA	0.42	NA	NA	NA	0.09	NA	NA
1580	0.47	0.62	0.54	0.24	NA	0.84	NA	NA	1.14	0.88	NA	0	NA	0.57	NA	NA	NA	0.15	NA	NA
1581	0.27	0.44	0.23	0.15	NA	0.49	NA	NA	0.48	0.52	NA	0	NA	0.14	NA	NA	NA	0.1	NA	NA
1582	0.61	0.78	0.45	0.28	NA	0.71	NA	NA	0.69	0.71	NA	0	NA	0.44	NA	NA	NA	0.22	NA	NA
1583	0.62	0.52	0.46	0.33	NA	0.85	NA	NA	0.69	0.56	NA	0	NA	0.37	NA	NA	NA	0.22	NA	NA
1584	0.67	0.56	0.52	0.22	NA	0.95	NA	NA	0.62	0.66	NA	0	NA	0.28	NA	NA	NA	0.17	NA	NA
1585	0.76	0.49	0.61	0.28	NA	0.92	NA	NA	0.87	0.71	NA	0	0.6	0.22	NA	NA	NA	0.29	NA	NA
1586	0.78	0.48	0.64	0.24	NA	0.94	NA	NA	0.7	0.65	NA	0	0.35	0.2	NA	NA	NA	0.2	NA	NA
1587	0.82	0.6	0.67	0.27	NA	0.54	NA	NA	0.83	0.69	NA	0	0.45	0.28	NA	NA	NA	0.36	NA	NA
1588	0.74	0.81	0.73	0.34	NA	0.57	NA	NA	0.79	0.79	NA	0	0.56	0.37	NA	NA	NA	0.49	NA	NA
1589	0.15	0.05	0.17	0.07	NA	0.16	NA	NA	0.27	0.27	NA	0	0.36	0.12	NA	NA	NA	0.17	NA	NA
1590	0.32	0.35	0.37	0.18	NA	0.52	NA	NA	0.54	0.41	NA	0	0.5	0.23	NA	NA	0.21	0.37	NA	NA
1591	0.37	0.51	0.46	0.25	NA	0.53	NA	NA	0.54	0.39	NA	0	0.53	0.19	NA	NA	0.15	0.31	NA	NA
1592	0.51	0.62	0.56	0.3	NA	0.71	NA	NA	0.78	0.47	NA	0	0.71	0.35	NA	0.92	0.32	0.49	NA	NA
1593	0.35	0.36	0.36	0.22	NA	0.47	NA	NA	0.45	0.37	NA	0	0.75	0.11	NA	0.75	0.22	0.4	NA	NA
1594	0.27	0.26	0.33	0.21	NA	0.36	NA	NA	0.44	0.32	NA	0	0.38	0.18	NA	0.42	0.14	0.44	NA	NA
1595	0.41	0.43	0.42	0.25	NA	0.61	NA	NA	0.62	0.48	NA	0	0.62	0.21	NA	0.88	0.17	0.61	NA	NA
1596	0.39	0.38	0.47	0.28	NA	0.54	NA	NA	0.74	0.4	NA	0	0.35	0.34	NA	0.7	0.22	0.74	NA	NA
1597	0.36	0.24	0.49	0.27	NA	0.66	NA	NA	0.75	0.31	NA	0	0.42	0.38	NA	1.11	0.31	0.62	NA	NA
1598	0.42	0.2	0.36	0.27	NA	0.6	NA	NA	0.63	0.29	NA	0	0.38	0.2	NA	0.91	0.17	0.41	NA	NA
1599	0.39	0.28	0.36	0.27	NA	0.6	NA	NA	0.52	0.3	NA	0	0.43	0.17	NA	0.77	0.18	0.31	NA	NA
1600	0.24	0.06	0.28	0.17	NA	0.43	NA	NA	0.4	0.24	NA	0.12	0.34	0.37	NA	0.71	0.16	0.29	NA	NA
1601	0.02	0.01	0.05	0.01	NA	0.18	NA	NA	0.13	0.11	NA	0.07	0.45	0.23	NA	0.32	0.12	0.16	NA	NA
1602	0.19	0.14	0.32	0.16	NA	0.51	NA	NA	0.34	0.26	NA	0.22	0.7	0.3	NA	0.6	0.2	0.43	NA	NA
1603	0.15	0.03	0.38	0.23	NA	0.44	NA	NA	0.25	0.16	NA	0.11	0.45	0.14	NA	0.38	0.13	0.28	NA	NA
1604	0.34	0.22	0.55	0.27	NA	0.51	NA	NA	0.33	0.27	NA	0.27	0.61	0.46	NA	0.43	0.25	0.4	NA	NA
1605	0.26	0.19	0.41	0.27	NA	0.36	NA	NA	0.38	0.47	NA	0.41	0.97	0.36	NA	0.54	0.34	0.49	NA	NA
1606	0.35	0.24	0.5	0.34	NA	0.4	NA	NA	0.37	0.41	NA	0.31	1.15	0.38	NA	0.61	0.48	0.46	NA	NA
1607	0.44	0.34	0.57	0.33	NA	0.43	NA	NA	0.54	0.55	NA	0.33	1.32	0.44	NA	0.65	0.72	0.47	NA	NA
1608	0.41	0.31	0.56	0.35	NA	0.45	NA	NA	0.51	0.43	NA	0.42	1.3	0.4	NA	0.81	0.63	0.54	NA	NA
1609	0.64	0.41	0.71	0.42	NA	0.57	NA	NA	0.63	0.7	NA	0.58	1.34	0.57	NA	0.97	1.12	0.52	NA	NA
1610	0.43	0.2	0.42	0.45	NA	0.38	NA	NA	0.42	0.5	NA	0.18	0.77	0.16	NA	0.7	0.64	0.36	NA	NA
1611	0.72	0.33	0.53	0.67	NA	0.74	NA	0.38	0.71	0.62	NA	0.6	1.1	0.52	NA	1.14	1.12	0.63	NA	NA
1612	0.96	0.45	0.75	0.86	NA	0.89	NA	0.67	0.83	0.88	NA	0.53	1.26	0.56	NA	0.99	0.91	0.65	NA	NA
1613	0.7	0.34	0.64	0.6	NA	0.72	NA	0.52	0.68	0.84	NA	0.38	0.97	0.46	NA	1.1	0.99	0.57	NA	NA
1614	0.75	0.5	0.69	0.76	NA	0.65	NA	0.4	0.68	0.91	NA	0.57	1.18	0.56	NA	1.38	1.05	0.6	NA	NA
1615	0.45	0.36	0.55	0.67	NA	0.65	NA	0.48	0.63	0.7	NA	0.26	0.88	0.3	NA	0.98	0.61	0.56	NA	NA
1616	0.62	0.5	0.65	0.85	NA	0.83	NA	0.57	0.75	0.79	NA	0.52	1.19	0.54	NA	1.59	0.97	0.73	NA	NA
1617	0.64	0.44	0.62	0.76	NA	0.56	NA	0.69	0.82	0.9	NA	0.61	0.99	0.57	NA	1.31	1.17	0.71	NA	NA
1618	0.64	0.36	0.51	0.56	NA	0.68	NA	0.66	0.49	0.72	NA	0.48	1.21	0.38	NA	1.07	1.1	0.96	NA	NA
