# Hughes - Lakeside south of Chokurdak - LAGM - ITRDB RUSS185
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3571
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3571.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ185-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ185-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ185.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ185.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-09
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-09
#--------------------
# Title
#   Study_Name: Hughes - Lakeside south of Chokurdak - LAGM - ITRDB RUSS185
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167); Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lakeside south of Chokurdak
#   Location: Sakha
#   Northernmost_Latitude: 70.5
#   Southernmost_Latitude: 70.5
#   Easternmost_Longitude: 148.13
#   Westernmost_Longitude: 148.13
#   Elevation_m: 80
#--------------------
# Data_Collection
#   Collection_Name: RUSS185
#   First_Year: 1522
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr
#   Common_Name: Dahurian larch
#   Tree_Species_Code: LAGM
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LAK02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LAK02_raw	LAK03_raw	LAK041_raw	LAK05A_raw	LAK06A_raw	LAK06B_raw	LAK07_raw	LAK08_raw	LAK09_raw	LAK10_raw
1647	0.28	0.21	NA	0.12	0.79	0.45	NA	0.3	0.24	0.37
1648	0.27	0.2	NA	0.12	0.67	0.41	NA	0.35	0.25	0.29
1649	0.34	0.34	NA	0.16	0.73	0.43	NA	0.56	0.47	0.38
1650	0.28	0.25	NA	0.11	0.64	0.34	NA	0.4	0.24	0.23
1651	0.32	0.22	NA	0.1	0.47	0.23	NA	0.47	0.19	0.24
1652	0.2	0.2	NA	0.14	0.47	0.27	NA	0.41	0.22	0.29
1653	0.3	0.23	NA	0.22	0.61	0.36	NA	0.44	0.23	0.38
1654	0.33	0.28	NA	0.23	0.5	0.41	NA	0.45	0.26	0.33
1655	0.32	0.42	NA	0.38	0.66	0.64	NA	0.63	0.46	0.5
1656	0.18	0.19	NA	0.17	0.31	0.25	NA	0.24	0.28	0.23
1657	0.28	0.54	NA	0.24	0.46	0.46	NA	0.48	0.42	0.38
1658	0.31	0.39	NA	0.33	0.59	0.54	NA	0.7	0.44	0.53
1659	0.29	0.37	NA	0.33	0.53	0.53	NA	0.76	0.35	0.44
1660	0.26	0.32	NA	0.21	0.52	0.56	NA	0.54	0.28	0.32
1661	0.06	0.09	NA	0.04	0.11	0.11	NA	0.19	0.13	0.06
1662	0.21	0.19	NA	0.13	0.2	0.24	NA	0.26	0.2	0.25
1663	0.32	0.3	NA	0.18	0.36	0.4	NA	0.35	0.37	0.55
1664	0.37	0.43	NA	0.3	0.6	0.63	NA	0.57	0.4	0.92
1665	0.24	0.18	NA	0.18	0.34	0.28	NA	0.39	0.33	0.33
1666	0.2	0.12	NA	0.17	0.41	0.29	NA	0.26	0.23	0.25
1667	0.22	0.21	NA	0.23	0.47	0.36	NA	0.24	0.42	0.51
1668	0.23	0.13	NA	0.11	0.31	0.22	NA	0.09	0.25	0.32
1669	0.18	0.13	NA	0.15	0.27	0.28	NA	0.14	0.21	0.35
1670	0.29	0.33	NA	0.28	0.47	0.45	NA	0.29	0.37	0.51
1671	0.22	0.2	NA	0.2	0.32	0.41	NA	0.28	0.41	0.42
1672	0.35	0.25	NA	0.29	0.37	0.36	NA	0.44	0.56	0.54
1673	0.31	0.23	NA	0.24	0.37	0.33	NA	0.47	0.5	0.5
1674	0.35	0.26	NA	0.23	0.4	0.36	NA	0.42	0.49	0.52
1675	0.02	0.22	NA	0.06	0.03	0.05	NA	0.1	0.15	0.11
1676	0.19	0.26	0.18	0.19	0.14	0.1	NA	0.2	0.28	0.29
1677	0.32	0.15	0.26	0.35	0.27	0.36	NA	0.3	0.59	0.51
1678	0.16	0.04	0.18	0.17	0.21	0.19	NA	0.21	0.43	0.34
1679	0.11	0.03	0.1	0.12	0.18	0.14	NA	0.14	0.3	0.21
1680	0	0	0	0.02	0.05	0	NA	0	0.09	0.05
1681	0.16	0.08	0.12	0.14	0.18	0.16	NA	0.24	0.37	0.19
1682	0.24	0.14	0.18	0.17	0.25	0.22	NA	0.2	0.28	0.38
1683	0.21	0.14	0.17	0.14	0.26	0.16	NA	0.13	0.23	0.23
1684	0.14	0.03	0.18	0.15	0.21	0.16	NA	0.15	0.17	0.12
1685	0.15	0.06	0.24	0.1	0.16	0.11	NA	0.12	0.14	0.07
1686	0.2	0.09	0.22	0.11	0.2	0.2	NA	0.14	0.16	0.16
1687	0.17	0.05	0.28	0.11	0.17	0.16	NA	0.11	0.11	0.1
1688	0.18	0.15	0.3	0.11	0.3	0.2	NA	0.18	0.24	0.1
1689	0.15	0.14	0.4	0.14	0.41	0.25	NA	0.24	0.27	0.12
1690	0.02	0.04	0.11	0.05	0.09	0.08	NA	0.03	0.06	0.02
1691	0.22	0.23	0.32	0.22	0.33	0.26	NA	0.16	0.2	0.2
1692	0.16	0.11	0.22	0.11	0.2	0.16	NA	0.07	0.08	0.13
1693	0.51	0.3	0.55	0.34	0.61	0.37	NA	0.18	0.19	0.23
1694	0.3	0.2	0.42	0.26	0.6	0.31	NA	0.14	0.15	0.12
1695	0	0	0.03	0.02	0.03	0.03	NA	0	0	0.02
1696	0.11	0.06	0.15	0.11	0.18	0.16	NA	0.07	0.07	0
1697	0.34	0.23	0.36	0.21	0.39	0.42	NA	0.16	0.22	0.29
1698	0.1	0	0.12	0.06	0.05	0.14	NA	0.07	0.04	0.06
1699	0.26	0.2	0.23	0.16	0.29	0.41	NA	0.22	0.18	0.17
1700	0.3	0.19	0.27	0.11	0.26	0.41	0.11	0.2	0.17	0.2
1701	0.13	0.21	0.3	0.15	0.31	0.38	0.12	0.2	0.14	0.15
1702	0.2	0.26	0.3	0.13	0.51	0.35	0.09	0.17	0.15	0.14
1703	0.15	0.26	0.31	0.11	0.49	0.3	0.09	0.19	0.2	0.23
1704	0.2	0.27	0.21	0.14	0.48	0.27	0.07	0.2	0.17	0.22
1705	0.16	0.12	0.2	0.09	0.28	0.2	0.07	0.14	0.13	0.2
1706	0.15	0.07	0.2	0.12	0.29	0.15	0.08	0.19	0.17	0.19
1707	0.27	0.26	0.3	0.14	0.48	0.2	0.1	0.21	0.15	0.28
1708	0.15	0.13	0.15	0.12	0.35	0.19	0.05	0.09	0.12	0.19
1709	0.18	0.14	0.22	0.1	0.27	0.16	0.06	0.08	0.13	0.13
1710	0.21	0.16	0.34	0.15	0.33	0.2	0.07	0.13	0.15	0.22
1711	0.08	0.06	0.28	0.06	0.19	0.1	0.03	0.04	0.05	0.14
1712	0.25	0.17	0.39	0.19	0.46	0.28	0.18	0.11	0.18	0.15
1713	0.27	0.15	0.37	0.15	0.4	0.26	0.1	0.1	0.15	0.15
1714	0.2	0.17	0.32	0.11	0.42	0.21	0.17	0.14	0.14	0.11
1715	0.25	0.13	0.32	0.14	0.33	0.18	0.08	0.09	0.11	0.17
1716	0.42	0.29	0.48	0.26	0.58	0.31	0.17	0.2	0.26	0.31
1717	0.1	0.04	0.15	0.07	0.16	0.09	0.07	0.05	0.09	0.1
1718	0.39	0.17	0.3	0.16	0.38	0.26	0.09	0.15	0.13	0.21
1719	0.45	0.15	0.34	0.18	0.35	0.29	0.1	0.15	0.12	0.15
1720	0.47	0.26	0.39	0.21	0.38	0.44	0.14	0.17	0.18	0.16
1721	0.43	0.2	0.24	0.16	0.33	0.4	0.11	0.21	0.19	0.18
1722	0.42	0.2	0.27	0.15	0.32	0.35	0.12	0.24	0.15	0.3
1723	0.46	0.41	0.43	0.29	0.75	0.5	0.19	0.49	0.31	0.39
1724	0.23	0.11	0.29	0.09	0.21	0.28	0.06	0.19	0.1	0.1
1725	0.23	0.21	0.2	0.09	0.27	0.27	0.05	0.2	0.16	0.12
1726	0.69	0.24	0.3	0.15	0.43	0.39	0.12	0.29	0.19	0.18
1727	0.75	0.29	0.41	0.16	0.58	0.61	0.11	0.22	0.16	0.18
1728	0.87	0.31	0.52	0.21	0.84	1.01	0.13	0.35	0.17	0.25
1729	0.24	0.09	0.29	0.09	0.4	0.28	0.04	0.07	0.08	0.09
1730	0.37	0.04	0.15	0.03	0.32	0.18	0	0.08	0.06	0.01
1731	0.59	0.22	0.2	0.21	0.65	0.29	0.15	0.2	0.16	0.2
1732	0.39	0.37	0.53	0.29	1.1	0.64	0.25	0.32	0.18	0.38
1733	0.51	0.19	0.33	0.14	0.51	0.33	0.11	0.2	0.1	0.19
1734	0.22	0.24	0.4	0.2	0.47	0.31	0.1	0.2	0.15	0.15
1735	0.46	0.08	0.16	0.11	0.26	0.16	0.05	0.07	0.06	0.05
1736	0.4	0.25	0.26	0.24	0.6	0.4	0.13	0.21	0.16	0.13
1737	0.29	0.21	0.22	0.16	0.43	0.31	0.06	0.17	0.09	0.13
1738	0.51	0.21	0.21	0.16	0.25	0.15	0.07	0.05	0.07	0.07
1739	0.19	0.34	0.21	0.28	0.43	0.29	0.12	0.09	0.11	0.22
1740	0.23	0.13	0.18	0.08	0.16	0.09	0.03	0.05	0.07	0.09
1741	0.19	0.16	0.25	0.11	0.23	0.17	0.04	0.05	0.11	0.04
1742	0.26	0.12	0.26	0.14	0.3	0.2	0.04	0.1	0.15	0.06
1743	0.29	0.19	0.26	0.18	0.41	0.25	0.09	0.06	0.13	0.11
1744	0.21	0.16	0.13	0.1	0.21	0.15	0.08	0.05	0.08	0.02
1745	0.38	0.29	0.22	0.23	0.46	0.33	0.07	0.13	0.15	0.27
1746	0.18	0.17	0.28	0.17	0.25	0.18	0.07	0.05	0.08	0.1
1747	0.2	0.17	0.33	0.14	0.23	0.22	0.04	0.06	0.1	0.12
1748	0.26	0.19	0.34	0.22	0.38	0.34	0.05	0.12	0.17	0.15
1749	0.37	0.24	0.53	0.27	0.45	0.35	0.1	0.17	0.17	0.16
1750	0.32	0.23	0.28	0.33	0.7	0.31	0.12	0.15	0.11	0.14
1751	0.21	0.1	0.17	0.22	0.31	0.15	0.08	0.06	0.09	0.07
1752	0.31	0.13	0.31	0.25	0.41	0.26	0.03	0.08	0.13	0.12
1753	0.25	0.12	0.29	0.16	0.26	0.21	0.05	0.07	0.1	0.18
1754	0.25	0.1	0.27	0.2	0.34	0.22	0.05	0.07	0.11	0.14
1755	0.64	0.32	0.43	0.31	0.82	0.4	0.05	0.16	0.19	0.27
1756	0.5	0.22	0.34	0.28	0.86	0.39	0.09	0.09	0.14	0.11
1757	0.59	0.4	0.68	0.45	1.01	0.76	0.04	0.26	0.21	0.24
1758	0.39	0.26	0.46	0.31	0.77	0.51	0.08	0.22	0.17	0.18
1759	0.41	0.29	0.34	0.34	0.62	0.43	0.07	0.15	0.13	0.12
1760	0.41	0.27	0.31	0.3	0.55	0.29	0.05	0.12	0.11	0.09
1761	0.31	0.18	0.18	0.18	0.5	0.16	0.05	0.12	0.09	0.12
1762	0.16	0.03	0.09	0.12	0.26	0.09	0.03	0.02	0.04	0.01
1763	0.65	0.34	0.33	0.3	0.67	0.34	0.11	0.17	0.25	0.19
1764	0.52	0.23	0.21	0.25	0.42	0.2	0.07	0.13	0.21	0.17
1765	0.37	0.06	0.25	0.33	0.41	0.17	0.06	0.14	0.15	0.24
1766	0.33	0.23	0.23	0.33	0.63	0.22	0.13	0.14	0.16	0.29
1767	0.37	0.19	0.16	0.22	0.59	0.17	0.06	0.1	0.11	0.19
1768	0.24	0.11	0.11	0.17	0.37	0.14	0.06	0.1	0.13	0.08
1769	0.26	0.13	0.1	0.12	0.36	0.12	0.03	0.07	0.1	0.08
1770	0.22	0.09	0.1	0.11	0.32	0.11	0.03	0.06	0.09	0.08
1771	0.35	0.25	0.15	0.13	0.44	0.18	0.07	0.14	0.14	0.17
1772	0.27	0.18	0.12	0.09	0.38	0.09	0.03	0.09	0.1	0.08
1773	0.42	0.18	0.1	0.1	0.42	0.12	0.08	0.11	0.11	0.11
1774	0.41	0.22	0.11	0.1	0.49	0.11	0.19	0.13	0.14	0.16
1775	0.39	0.23	0.13	0.13	0.42	0.17	0.14	0.14	0.2	0.13
1776	0.39	0.06	0.09	0.07	0.27	0.08	0.02	0.07	0.12	0.04
1777	0.47	0.19	0.12	0.16	0.39	0.19	0.09	0.06	0.19	0.17
1778	0.5	0.21	0.19	0.14	0.61	0.21	0.09	0.11	0.21	0.24
1779	0.12	0.05	0.09	0.03	0.23	0.04	0.02	0.02	0.07	0.02
1780	0.18	0.08	0.02	0.03	0.45	0.05	0.02	0.07	0.12	0.05
1781	0.43	0.17	0.21	0.15	0.72	0.17	0.12	0.18	0.23	0.26
1782	0.39	0.2	0.13	0.09	0.61	0.17	0.12	0.09	0.2	0.18
1783	0.25	0.2	0.13	0.08	0.48	0.15	0.08	0.13	0.16	0.14
1784	0.43	0.27	0.16	0.11	0.67	0.17	0.1	0.18	0.19	0.19
1785	0.45	0.31	0.2	0.2	0.58	0.22	0.13	0.2	0.21	0.23
1786	0.27	0.19	0.12	0.11	0.42	0.16	0.09	0.1	0.13	0.11
1787	0.29	0.2	0.15	0.1	0.38	0.17	0.07	0.09	0.14	0.12
1788	0.21	0.17	0.16	0.08	0.39	0.16	0.13	0.11	0.18	0.07
1789	0.41	0.28	0.15	0.19	0.5	0.26	0.16	0.14	0.17	0.24
1790	0.2	0.17	0.13	0.1	0.29	0.13	0.09	0.06	0.11	0.09
1791	0.33	0.25	0.18	NA	0.37	0.19	0.11	0.06	0.15	0.11
1792	0.29	0.35	0.2	NA	0.32	0.23	0.14	0.13	0.19	0.13
1793	0.31	0.21	0.16	NA	0.24	0.15	0.15	0.1	0.18	0.04
1794	0.1	0.05	0.08	NA	0.13	0.06	0.05	0.06	0.05	0.02
1795	0.1	0.11	0.05	NA	0.15	0.11	0.05	0.1	0.09	0.05
1796	0.12	0.07	0.16	NA	0.22	0.12	0.1	0.1	0.11	0.03
1797	0.17	0.07	0.13	NA	0.2	0.11	0.12	0.13	0.12	0.07
1798	0.24	0.19	0.15	NA	0.25	0.16	0.18	0.14	0.2	0.14
1799	0.23	0.13	0.17	NA	0.23	0.14	0.14	0.12	0.18	0.15
1800	0.24	0.14	0.15	NA	0.2	0.13	0.09	0.14	0.2	0.13
1801	0.04	0.02	0.02	NA	0.1	0.05	0.05	0.08	0.06	0.04
1802	0.29	0.19	0.13	NA	0.2	0.14	0.12	0.14	0.16	0.15
1803	0.22	0.11	0.1	NA	0.16	0.13	0.08	0.1	0.12	0.07
1804	0.14	0.14	0.12	NA	0.17	0.16	0.05	0.11	0.12	0.05
1805	0.29	0.16	0.14	NA	0.21	0.18	0.09	0.12	0.13	0.17
1806	0.23	0.09	0.09	NA	0.12	0.14	0.05	0.09	0.1	0.1
1807	0.23	0.13	0.18	NA	0.14	0.14	0.08	0.1	0.11	0.06
1808	0.22	0.12	0.17	NA	0.23	0.27	0.09	0.18	0.13	0.09
1809	0.13	0.1	0.13	NA	0.17	0.12	0.07	0.11	0.09	0.08
1810	0.23	0.13	0.18	NA	0.2	0.16	0.08	0.11	0.12	0.09
1811	0.32	0.18	0.25	NA	0.35	0.27	0.14	0.2	0.18	0.21
1812	0.16	0.1	0.15	NA	0.13	0.1	0.1	0.05	0.09	0.06
1813	0.09	0.03	0.13	NA	0.09	0.07	0.07	0.08	0.06	0.07
1814	0.07	0.15	0.14	NA	0.17	0.17	0.07	0.07	0.07	0.08
1815	0.12	0.06	0.2	NA	0.18	0.16	0.08	0.05	0.07	0.09
1816	0.22	0.18	0.35	NA	0.25	0.2	0.15	0.06	0.13	0.16
1817	0.13	0.03	0.04	NA	0.1	0.07	0.04	0.06	0.09	0.07
1818	0.05	0.03	0.09	NA	0.07	0.05	0.07	0.11	0.11	0.02
1819	0.09	0.28	0.18	NA	0.35	0.27	0.24	0.06	0.21	0.22
1820	0.17	0.17	0.21	NA	0.43	0.18	0.2	0.18	0.12	0.15
1821	0.3	0.14	0.21	NA	0.18	0.13	0.14	0.11	0.08	0.11
1822	0.14	0.09	0.11	NA	0.09	0.06	0.05	0.07	0.05	0.05
1823	0.19	0.11	0.17	NA	0.22	0.2	0.12	0.03	0.08	0.1
1824	0.12	0.1	0.2	NA	0.23	0.16	0.12	0.09	0.16	0.15
1825	0.15	0.15	0.18	NA	0.23	0.15	0.2	0.16	0.25	0.17
1826	0.11	0.18	0.2	NA	0.39	0.27	0.2	0.23	0.25	0.26
1827	0.08	0.06	0.1	NA	0.23	0.06	0.03	0.19	0.06	0.06
1828	0.17	0.2	0.17	NA	0.64	0.22	0.09	0.06	0.13	0.13
1829	0.21	0.14	0.16	NA	0.78	0.12	0.05	0.13	0.11	0.11
1830	0.18	0.19	0.16	NA	0.46	0.19	0.07	0.09	0.11	0.1
1831	0.17	0.17	0.16	NA	0.48	0.22	0.07	0.14	0.12	0.11
1832	0.19	0.15	0.16	NA	0.34	0.16	0.09	0.07	0.11	0.08
1833	0.25	0.28	0.19	NA	0.62	0.27	0.13	0.13	0.21	0.21
1834	0.25	0.32	0.17	NA	0.38	0.23	0.16	0.18	0.18	0.12
1835	0.34	0.32	0.25	NA	0.5	0.35	0.21	0.16	0.2	0.21
1836	0.48	0.36	0.3	NA	0.49	0.35	0.23	0.22	0.27	0.19
1837	0.05	0.03	0.03	NA	0.06	0.03	0.04	0.17	0	0.02
1838	0.32	0.22	0.08	NA	0.27	0.18	0.11	0.2	0.14	0.14
1839	0.38	0.23	0.17	NA	0.26	0.21	0.14	0.24	0.18	0.16
1840	0.33	0.19	0.19	NA	0.25	0.18	0.16	0.18	0.23	0.14
1841	0.07	0.04	0.03	NA	0.1	0.05	0.06	0.07	0.04	0.2
1842	0.25	0.17	0.18	NA	0.3	0.19	0.16	0.29	0.26	0.17
1843	0.32	0.09	0.19	NA	0.26	0.22	0.16	0.22	0.3	0.05
1844	0.3	0.08	0.19	NA	0.23	0.14	0.11	0.11	0.24	0.17
1845	0.48	0.16	0.27	NA	0.33	0.22	0.14	0.15	0.25	0.15
1846	0.34	0.16	0.26	NA	0.3	0.18	0.17	0.16	0.21	0.16
1847	0.26	0.13	0.25	NA	0.32	0.22	0.23	0.11	0.16	0.03
1848	0.1	0.07	0.17	NA	0.18	0.1	0.14	0.06	0.05	0.05
1849	0.16	0.08	0.07	NA	0.15	0.05	0.05	0.04	0.06	0.03
1850	0.22	0.15	0.28	NA	0.35	0.2	0.2	0.15	0.18	0.16
1851	0.18	0.14	0.3	NA	0.24	0.19	0.14	0.18	0.09	0.21
1852	0.32	0.14	0.29	NA	0.42	0.23	0.14	0.27	0.06	0.15
1853	0.39	0.06	0.24	NA	0.34	0.24	0.17	0.19	0.15	0.13
1854	0.64	0.08	0.2	NA	0.49	0.25	0.2	0.26	0.23	0.12
1855	0.64	0.18	0.36	NA	0.62	0.41	0.35	0.48	0.29	0.27
1856	0.7	0.18	0.27	NA	0.51	0.37	0.2	0.36	0.25	0.25
1857	0.25	0.05	0.15	NA	0.18	0.11	0.08	0.08	0.08	0.12
1858	0.51	0.3	0.54	NA	0.97	0.72	0.52	0.27	0.35	0.3
1859	0.55	0.2	0.34	NA	0.32	0.37	0.35	0.15	0.16	0.11
1860	0.43	0.23	0.44	NA	0.47	0.38	0.27	0.18	0.14	0.2
1861	0.49	0.31	0.4	NA	0.6	0.4	0.33	0.27	0.16	0.28
1862	0.22	0.11	0.25	NA	0.32	0.2	0.17	0.18	0.11	0.09
1863	0.26	0.04	0.24	NA	0.17	0.08	0.08	0.08	0.03	0.04
1864	0.15	0.12	0.11	NA	0.21	0.11	0.11	0.25	0.07	0.08
1865	0.27	0.21	0.34	NA	0.42	0.22	0.22	0.28	0.11	0.22
1866	0.41	0.26	0.36	NA	0.43	0.31	0.28	0.25	0.15	0.2
1867	0.51	0.32	0.36	NA	0.51	0.36	0.36	0.25	0.15	0.22
1868	0.48	0.36	0.27	NA	0.51	0.31	0.29	0.22	0.13	0.25
1869	0.49	0.3	0.22	NA	0.41	0.28	0.2	0.29	0.2	0.26
1870	0.56	0.55	0.32	NA	0.57	0.35	0.37	0.35	0.23	0.34
1871	0.31	0.37	0.18	NA	0.44	0.21	0.21	0.3	0.12	0.1
1872	0.43	0.32	0.28	NA	0.31	0.21	0.15	0.23	0.11	0.08
1873	0.42	0.17	0.31	NA	0.36	0.25	0.23	0.36	0.16	0.2
1874	0.37	0.09	0.18	NA	0.3	0.22	0.13	0.19	0.09	0.15
1875	0.29	0.06	0.13	NA	0.11	0.1	0.1	0.11	0.05	0.08
1876	0.54	0.15	0.27	NA	0.31	0.22	0.19	0.18	0.15	0.15
1877	0.46	0.1	0.32	NA	0.48	0.32	0.21	0.4	0.19	0.2
1878	0.64	0.2	0.38	NA	0.58	0.4	0.32	0.39	0.25	0.24
1879	0.47	0.16	0.28	NA	0.34	0.18	0.24	0.15	0.17	0.14
1880	0.54	0.21	0.4	NA	0.99	0.28	0.22	0.22	0.23	0.22
1881	0.52	0.18	0.52	NA	0.68	0.32	0.18	0.25	0.25	0.21
1882	0.47	0.21	0.49	NA	0.41	0.18	0.18	0.35	0.21	0.16
1883	0.43	0.22	0.57	NA	0.4	0.21	0.23	0.22	0.17	0.18
1884	0.52	0.24	0.48	NA	0.4	0.15	0.17	0.1	0.13	0.09
1885	0.58	0.17	0.47	NA	0.48	0.26	0.21	0.25	0.15	0.19
1886	0.33	0.06	0.28	NA	0.22	0.07	0.09	0.09	0.07	0.14
1887	0.27	0.11	0.24	NA	0.13	0.05	0.04	0.14	0.06	0.05
1888	0.47	0.25	0.27	NA	0.58	0.25	0.19	0.39	0.18	0.21
1889	0.29	0.18	0.39	NA	0.55	0.2	0.14	0.31	0.12	0.19
1890	0.46	0.21	0.49	NA	0.4	0.29	0.2	0.25	0.09	0.25
1891	0.37	0.23	0.34	NA	0.41	0.24	0.18	0.37	0.1	0.17
1892	0.1	0.07	0.12	NA	0.13	0.07	0.07	0.08	0.03	0.05
1893	0.18	0.14	0.18	NA	0.25	0.14	0.06	0.11	0.05	0.06
1894	0.28	0.18	0.38	NA	0.29	0.21	0.15	0.22	0.09	0.18
1895	0.36	0.18	0.52	NA	0.3	0.28	0.21	0.24	0.1	0.15
1896	0.32	0.12	0.46	NA	0.26	0.17	0.16	0.23	0.11	0.09
1897	0.51	0.26	0.68	NA	0.43	0.35	0.26	0.55	0.19	0.16
1898	0.32	0.21	0.48	NA	0.43	0.33	0.24	0.54	0.17	0.14
1899	0.24	0.15	0.51	NA	0.31	0.2	0.17	0.26	0.09	0.11
1900	0.26	0.18	0.67	NA	0.29	0.2	0.13	0.31	0.14	0.15
1901	0.34	0.45	0.77	NA	0.32	0.24	0.22	0.3	0.22	0.18
1902	0.37	0.4	0.98	NA	0.56	0.41	0.44	0.56	0.28	0.33
1903	0.32	0.19	0.87	NA	0.47	0.22	0.35	0.28	0.14	0.15
1904	0.16	0.14	0.51	NA	0.26	0.16	0.21	0.19	0.14	0.11
1905	0.1	0.05	0.42	NA	0.19	0.09	0.12	0.14	0.07	0.06
1906	0.19	0.13	0.34	NA	0.31	0.15	0.09	0.21	0.11	0.08
1907	0.22	0.14	0.29	NA	0.45	0.25	0.22	0.23	0.16	0.13
1908	0.23	0.2	0.51	NA	0.37	0.21	0.22	0.35	0.15	0.1
1909	0.16	0.14	0.46	NA	0.34	0.19	0.36	0.42	0.15	0.12
1910	0.11	0.12	0.26	NA	0.22	0.2	0.21	0.22	0.09	0.05
1911	0.27	0.22	0.43	NA	0.56	0.43	0.26	0.26	0.25	0.21
1912	0.38	0.22	0.61	NA	0.57	0.34	0.25	0.5	0.24	0.25
1913	0.36	0.22	0.37	NA	0.49	0.34	0.35	0.48	0.16	0.19
