# Krusic - BudoRouke - ABSB - ITRDB NEPA011
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3768
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3768.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa011-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa011-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa011.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa011.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-24
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-24
#--------------------
# Title
#   Study_Name: Krusic - BudoRouke - ABSB - ITRDB NEPA011
#--------------------
# Investigators
#   Investigators: Krusic, P.J.; Cook, E.R.(https://orcid.org/0000-0001-7478-4176); Buckley, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: BudoRouke
#   Location: Nepal
#   Northernmost_Latitude: 27.45
#   Southernmost_Latitude: 27.45
#   Easternmost_Longitude: 87.17
#   Westernmost_Longitude: 87.17
#   Elevation_m: 2970
#--------------------
# Data_Collection
#   Collection_Name: NEPA011
#   First_Year: 1683
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies spectabilis (D. Don) Spach
#   Common_Name: silver fir
#   Tree_Species_Code: ABSB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BRAS13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BRAS17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BRAS17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BRAS13A_raw	BRAS10A_raw	BRAS06B_raw	BRAS08B_raw	BRAS05A_raw	BRAS22A_raw	BRAS21A_raw	BRAS14B_raw	BRAS06A_raw	BRAS03A_raw	BRAS18B_raw	BRAS22B_raw	BRAS16A_raw	BRAS18A_raw	BRAS08A_raw	BRAS14A_raw	BRAS03B_raw	BRAS11A_raw	BRAS23B_raw	BRAS23A_raw	BRAS17A_raw	BRAS17B_raw
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.734
1682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.857
1683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.297	6.257
1684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.744	4.315
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.672	4.17
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.944	NA	1.63	NA	NA	NA	NA	NA	NA	NA	4.581	3.22
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.532	NA	3.104	NA	NA	NA	NA	NA	NA	NA	4.024	3.99
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.347	NA	3.789	NA	NA	NA	NA	NA	NA	NA	4.355	4.002
1689	NA	NA	NA	NA	NA	3.565	4.238	NA	NA	NA	2.401	NA	2.905	NA	NA	NA	NA	NA	NA	NA	4.766	3.604
1690	NA	NA	NA	NA	NA	3.772	4.239	NA	NA	NA	2.27	NA	4.414	NA	NA	NA	NA	1.909	NA	NA	5.269	3.33
1691	NA	NA	NA	NA	NA	3.444	3.354	NA	NA	NA	1.624	NA	4.727	NA	NA	NA	NA	1.347	NA	NA	5.092	3.288
1692	NA	NA	NA	NA	NA	4.157	3.697	NA	NA	NA	1.852	2.942	4.769	NA	NA	NA	NA	1.114	NA	NA	6.076	4.098
1693	NA	NA	NA	NA	NA	4.633	3.319	NA	NA	NA	1.716	3.973	4.411	NA	NA	NA	NA	1.137	NA	NA	6.301	3.732
1694	NA	NA	NA	NA	NA	4.672	2.295	NA	NA	NA	2.278	3.202	4.419	NA	NA	NA	NA	1.089	NA	NA	4.056	3.657
1695	NA	NA	NA	NA	NA	4.316	2.279	NA	NA	NA	1.997	3.248	4.369	NA	NA	NA	NA	1.327	NA	NA	3.796	3.646
1696	NA	NA	NA	NA	NA	4	1.733	NA	NA	NA	2.262	3.707	3.955	NA	NA	NA	NA	1.973	NA	NA	4.027	3.578
1697	NA	NA	NA	NA	NA	3.716	1.809	NA	NA	NA	1.944	3.152	4.893	NA	NA	NA	NA	2.345	4.433	NA	4.197	4.376
1698	NA	NA	NA	NA	NA	3.384	1.08	NA	NA	NA	1.738	3.138	4.674	1.916	NA	NA	NA	2.529	3.975	6.475	3.626	3.814
1699	NA	NA	NA	NA	NA	4.175	0.82	NA	NA	NA	3.809	3.462	4.698	1.873	NA	NA	NA	1.116	2.544	3.518	4.412	3.619
1700	NA	NA	NA	NA	NA	5.275	0.989	NA	NA	NA	3.527	3.592	2.853	1.549	NA	NA	NA	1.22	3.971	3.91	5.235	4.067
1701	NA	NA	NA	NA	NA	7.179	1.657	NA	NA	NA	3.539	3.899	0.364	2.083	NA	NA	NA	1.232	2.875	3.591	5.412	4.05
1702	NA	NA	NA	NA	NA	6.214	1.476	NA	NA	NA	3.425	3.85	0.301	2.5	NA	NA	NA	2.943	3.934	4.293	4.585	4.491
1703	NA	NA	NA	NA	NA	4.705	1.289	NA	NA	NA	2.616	3.362	0.318	3.097	NA	NA	NA	2.759	3.737	4.332	4.215	4.929
1704	NA	NA	NA	NA	NA	4.119	1.246	NA	NA	NA	2.017	3.277	0.31	2.041	NA	NA	NA	2.237	2.921	1.794	3.234	3.626
1705	NA	NA	NA	NA	NA	4.696	1.924	NA	NA	NA	1.646	3.472	0.614	1.688	NA	NA	NA	1.802	4.048	2.25	2.741	4.286
1706	NA	NA	NA	NA	NA	4.251	1.527	NA	NA	NA	3.055	3.993	0.933	2.841	NA	NA	NA	2.804	4.598	1.899	3.192	3.589
1707	NA	NA	NA	NA	NA	3.69	1.307	NA	NA	NA	1.66	3.527	0.94	2.674	NA	NA	NA	1.621	3.819	1.675	1.857	2.254
1708	NA	NA	NA	NA	NA	3.891	2.414	NA	NA	NA	1.849	2.825	1.6	2.55	NA	NA	NA	1.641	2.12	2.416	2.631	2.377
1709	NA	NA	NA	NA	NA	3.309	1.896	NA	NA	NA	2.135	2.767	1.427	3.104	NA	NA	NA	1.606	1.979	1.581	2.854	2.615
1710	NA	NA	NA	NA	NA	3.946	1.789	NA	NA	NA	2.95	4.662	1.25	2.722	NA	NA	NA	1.856	2.93	1.547	2.024	2.065
1711	NA	NA	NA	NA	NA	5.064	1.779	NA	NA	NA	2.861	3.459	1.541	3.262	NA	NA	NA	1.139	2.701	1.021	1.932	1.854
1712	NA	NA	NA	NA	NA	3.888	1.766	NA	NA	NA	3.283	2.999	1.472	2.25	NA	NA	NA	1.337	2.053	0.83	2.056	1.839
1713	NA	NA	NA	NA	NA	3.069	0.851	NA	NA	NA	2.779	2.044	1.411	1.801	NA	NA	NA	1.119	1.981	1.246	1.456	1.119
1714	NA	NA	NA	NA	NA	3.769	1.366	NA	NA	NA	4.076	3.075	1.161	2.002	NA	NA	NA	1.613	3.485	3.208	1.688	1.717
1715	NA	NA	NA	NA	NA	3.269	0.962	NA	NA	NA	3.583	2.565	1.448	1.525	NA	NA	NA	1.434	3.695	3.095	1.386	1.529
1716	NA	NA	NA	NA	NA	4.102	0.814	NA	NA	NA	2.643	3.206	1.875	1.813	NA	NA	NA	1.363	3.335	2.346	1.38	1.455
1717	NA	NA	NA	NA	NA	3.062	0.8	NA	NA	NA	2.063	2.555	1.68	1.504	NA	NA	NA	1.487	1.883	1.569	1.355	1.145
1718	NA	NA	NA	NA	NA	3.272	0.663	NA	NA	NA	1.254	2.231	1.747	1.182	NA	NA	NA	1.848	1.192	1.2	1.576	1.236
1719	NA	NA	NA	NA	NA	3.178	0.794	NA	NA	NA	1.312	1.97	1.472	1.085	NA	NA	NA	1.062	1.013	1.301	1.16	1.227
1720	3.169	NA	NA	NA	NA	3.624	1.054	NA	NA	NA	1.428	3.569	2.072	2.1	NA	NA	NA	1.426	1.702	2.062	1.358	1.746
1721	2.77	NA	NA	NA	NA	4	0.978	NA	NA	NA	1.684	1.831	2.07	1.905	NA	NA	NA	1.119	1.75	2.017	1.227	1.398
1722	2.216	NA	NA	NA	NA	4.072	1.001	NA	NA	NA	1.353	1.942	2.087	1.397	NA	NA	NA	0.984	2.539	1.861	1.029	1.339
1723	1.945	NA	NA	NA	NA	3.17	0.797	NA	NA	NA	1.325	1.878	2.256	1.591	NA	NA	NA	0.809	1.717	1.193	0.722	1.083
1724	2.009	NA	NA	NA	NA	2.302	0.519	NA	NA	NA	0.904	1.274	1.833	1.311	NA	2.145	NA	0.701	1.157	0.877	0.58	0.875
1725	1.873	NA	NA	NA	NA	3.017	0.579	NA	NA	NA	1.47	1.665	1.503	1.346	NA	2.059	NA	0.865	1.059	0.854	0.7	0.882
1726	2.379	NA	NA	NA	NA	2.782	0.773	NA	NA	NA	1.255	1.865	1.739	2.1	NA	0.888	NA	1.194	1.363	1.124	1.363	0.902
1727	1.412	NA	NA	NA	NA	2.032	0.726	NA	NA	NA	0.843	1.536	1.344	1.269	NA	1.265	NA	0.932	0.99	0.849	0.962	0.843
1728	1.027	NA	NA	NA	NA	2.036	0.603	NA	NA	NA	0.901	1.704	1.736	1.226	NA	0.879	NA	0.744	0.819	0.842	0.682	1.096
1729	1.39	NA	NA	NA	NA	1.751	0.538	NA	NA	NA	0.917	1.679	2.095	0.962	NA	1.143	NA	0.99	1.004	0.848	0.572	0.797
