# D'Arrigo - Bigin - TEGR - ITRDB INDO001
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3046
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3046.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/indo001-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indo001-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/indo001.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indo001.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: D'Arrigo - Bigin - TEGR - ITRDB INDO001
#--------------------
# Investigators
#   Investigators: D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796); Krusic, P.J.; Jacoby, G.C.; Buckley, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bigin
#   Location: Jawa Timur
#   Northernmost_Latitude: -7.25
#   Southernmost_Latitude: -7.25
#   Easternmost_Longitude: 111.83
#   Westernmost_Longitude: 111.83
#   Elevation_m: 75
#--------------------
# Data_Collection
#   Collection_Name: INDO001
#   First_Year: 1839
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BIGTG04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTG05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTG05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BIGTT05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BIGTT05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BIGTG04_raw	BIGTG03_raw	BIGTG11_raw	BIGTG02_raw	BIGTG01_raw	BIGTG12_raw	BIGTG09_raw	BIGTG08_raw	BIGTG07_raw	BIGTG06_raw	BIGTG05_raw	BIGTT05_raw
1841	NA	NA	NA	NA	NA	NA	74.14	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	65.71	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	77.24	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	43.56	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	41.25	NA	NA	NA	NA	NA
1846	NA	NA	74.03	NA	72.39	NA	51.68	NA	NA	NA	NA	NA
1847	NA	NA	71.53	NA	64.31	NA	70.69	NA	NA	NA	NA	NA
1848	NA	NA	80	NA	54.55	NA	52.7	NA	NA	NA	NA	NA
1849	NA	NA	95.23	NA	49.45	NA	55.44	NA	NA	NA	NA	NA
1850	NA	NA	74.64	NA	43.24	NA	48.7	NA	NA	NA	NA	NA
1851	NA	NA	71.67	NA	61.08	NA	59.01	NA	NA	NA	NA	NA
1852	NA	NA	39.75	NA	39.17	5.52	51.38	NA	NA	NA	NA	NA
1853	NA	NA	33.68	NA	53.26	26.16	79.98	NA	NA	NA	NA	NA
1854	77.3	NA	49.74	NA	69.58	21.82	50.63	NA	NA	NA	NA	NA
1855	32.29	NA	20.9	NA	26.4	8.52	11.96	NA	NA	NA	NA	NA
1856	58.88	NA	20.22	NA	34.32	11.06	28.03	NA	NA	NA	NA	NA
1857	32.89	11.67	18.71	NA	30.2	11.3	29.84	NA	NA	NA	NA	NA
1858	76.04	27.1	28	NA	52.76	30.06	50.96	NA	NA	NA	NA	NA
1859	28.34	20.15	20.93	35.55	43.7	33.63	52.8	NA	NA	NA	NA	NA
1860	20.85	20.85	12.23	18.41	22.77	24.45	23	21.98	NA	NA	NA	NA
1861	52.43	44.86	40.92	52.34	50.25	30.1	62.53	77.96	NA	NA	NA	NA
1862	21.4	25.95	14.63	18.91	35.22	23.58	40.27	38.65	NA	NA	NA	NA
1863	35.65	36.94	28.32	44.11	53.94	22.1	22.96	56.44	NA	NA	NA	NA
1864	33.88	28.54	26.83	34.03	31.38	27.48	38.15	25.3	NA	NA	NA	NA
1865	28.25	37.89	18.11	25.3	26.81	15.24	31.71	42.96	NA	NA	NA	NA
1866	19.52	24.4	31.99	34.48	31.09	15.29	31.55	37.36	NA	NA	NA	NA
1867	22.39	35.95	30.69	35.09	38.74	18.3	56.5	31.8	NA	NA	NA	NA
1868	4.25	11.43	14.67	15.22	21.28	3.28	25.32	14.01	NA	NA	NA	NA
1869	21.74	27.46	22.48	29.83	27.08	13.99	40.55	32.42	NA	NA	NA	NA
1870	29.93	30.03	36.28	35.14	47.12	20.53	15.78	25.92	NA	NA	NA	NA
1871	20.55	26.24	33.95	29.16	36.85	9.25	12.55	23.18	NA	NA	NA	NA
1872	19.73	31.25	24.5	26.92	34.8	16.52	17.44	26.9	NA	NA	NA	NA
1873	9.16	17.02	16.47	20.07	30.87	7.52	6.91	8.73	NA	NA	NA	NA
1874	11.23	40.83	20.93	22.57	42.68	7.51	27.45	12.58	NA	NA	19.7	NA
1875	26.01	44.34	22.98	37.72	45.7	17.29	33.37	13.14	NA	NA	14.91	NA
1876	10.54	21.37	7.42	19.51	17.12	8.86	9.01	9.95	NA	NA	13.63	NA
1877	18.32	31.61	9.17	20.3	18.05	13.3	9.57	7.46	NA	NA	8.61	NA
1878	29.86	17	18.22	32.34	17.56	7.59	31.02	14.22	NA	NA	7.3	NA
1879	52.03	34.33	24.44	45.71	36.69	41.3	55.2	20.81	NA	NA	22.48	NA
1880	34.37	34.23	29.12	33.47	35.33	33.2	21.64	11.85	NA	NA	21.51	NA
1881	34.21	36.97	20.15	31.29	37.12	19.44	25.17	18.86	NA	NA	24.56	NA
1882	16.39	16.79	12.5	15.27	19.16	12.93	9.21	4.53	NA	NA	4.53	NA
1883	17.2	15.65	10.51	21.87	10.47	8.45	11.32	6.62	NA	NA	2.34	NA
1884	28.98	26.27	18.45	22.73	13.98	20.95	21.26	19.62	NA	NA	6.06	NA
1885	22.23	28.61	8.58	20.06	22.29	22.06	24	21.24	NA	NA	5.97	NA
1886	24.86	17.2	9.64	26.05	23.17	21.38	21.53	35.88	NA	NA	6.39	NA
1887	23.91	25.26	17.22	25.72	26.49	14.91	26.45	36.11	NA	NA	8.39	NA
1888	9.72	13.48	4.88	15.59	18.61	14.62	14.98	20.85	NA	NA	6.64	NA
1889	16.28	27.2	6.67	20.72	18.43	8.24	19.33	26.9	11.64	NA	3.52	NA
1890	8.47	28.87	10.24	38.95	29.96	12.83	27.24	27.37	11.62	NA	14.27	NA
1891	6.28	6.99	6.41	15.97	20.34	5.95	6.79	6.48	4.92	NA	4.4	NA
1892	8.98	35.32	9.36	37.19	39.44	11.8	31.75	24.57	25.98	NA	6.51	NA
1893	10.77	46.42	9.29	56.21	36.76	6.19	21.41	19.98	23.78	NA	7.42	NA
1894	13.75	23.15	10.33	43.16	23.92	5.76	26	15.87	18.78	NA	17.12	NA
1895	15.08	18.55	11.05	32.26	27.08	4.7	14.71	16.57	34.84	NA	16.13	NA
1896	7.91	13.75	15.7	37.14	17.1	4.59	8.48	15.55	29.21	NA	6.31	NA
1897	13.48	30.85	9.93	46.59	22.06	10.19	30.87	19.06	42.61	NA	13.07	NA
1898	9.67	16.48	8.9	27.35	16.41	15.37	14.07	10.92	32.87	NA	6.06	NA
1899	5.96	16.28	15.29	23.15	13.35	18.6	23.43	12.66	19.98	NA	9.02	25.46
1900	15.98	28.84	29.88	31.1	23.75	24.27	24.9	35.03	37.2	NA	44.81	29.07
1901	18.7	17.71	28.47	29.56	12.46	12.88	11.3	22.06	22.48	34.58	13.95	9.21
1902	7.67	24.53	7.44	25.96	19.12	6.47	6.44	20.78	16.28	75.25	7.24	6.3
1903	8.51	22.32	9.11	23.22	15.52	12.72	18.91	19.65	17.1	73.35	5.14	4.29
