# Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4627
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4627.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151t-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ151t-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151t.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ151t.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sarekungey (Kirgistan) B
#   Location: Russia
#   Northernmost_Latitude: 41.67
#   Southernmost_Latitude: 41.67
#   Easternmost_Longitude: 76.43
#   Westernmost_Longitude: 76.43
#   Elevation_m: 2800
#--------------------
# Data_Collection
#   Collection_Name: RUSS151
#   First_Year: 1850
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea schrenkiana Fisch. & C.A. Mey.
#   Common_Name: Shrenk's spruce
#   Tree_Species_Code: PCSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 076031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	076031_raw	076032_raw	076041_raw	076042_raw	076111_raw	076112_raw	076121_raw	076122_raw
1850	NA	NA	NA	6.75	NA	NA	NA	NA
1851	NA	NA	NA	6.65	NA	NA	NA	NA
1852	NA	NA	NA	7.4	NA	NA	NA	NA
1853	NA	NA	NA	7.39	NA	NA	NA	NA
1854	NA	NA	NA	7.25	NA	NA	NA	NA
1855	NA	NA	NA	7.19	NA	NA	NA	NA
1856	NA	NA	NA	7.38	NA	NA	NA	NA
1857	NA	NA	NA	7.6	NA	NA	NA	NA
1858	NA	NA	NA	7.27	NA	NA	NA	NA
1859	NA	NA	NA	7.49	NA	NA	NA	NA
1860	NA	NA	NA	7.51	NA	NA	NA	NA
1861	NA	NA	NA	7.68	NA	NA	NA	NA
1862	NA	NA	NA	7.71	NA	NA	NA	NA
1863	NA	NA	NA	7.42	NA	NA	NA	NA
1864	NA	NA	NA	7.37	NA	NA	NA	NA
1865	NA	NA	NA	7.03	NA	NA	NA	NA
1866	NA	NA	NA	7.14	NA	NA	NA	NA
1867	NA	NA	NA	6.97	NA	NA	NA	NA
1868	NA	NA	NA	7.08	NA	NA	NA	NA
1869	NA	NA	NA	6.49	NA	NA	NA	NA
1870	NA	NA	NA	7.37	NA	NA	NA	NA
1871	6.26	NA	NA	7.71	NA	NA	NA	NA
1872	7.62	NA	NA	8.04	NA	NA	NA	NA
1873	6.65	NA	NA	7.71	NA	NA	NA	NA
1874	6.76	NA	NA	7.22	NA	NA	NA	NA
1875	7.24	6.74	NA	7.92	NA	NA	NA	NA
1876	7.34	6.37	NA	7.89	NA	NA	NA	NA
1877	6.96	6.15	NA	7.48	NA	NA	NA	NA
1878	6.85	6.75	6.35	7.75	NA	NA	NA	NA
1879	6.75	7.43	5.83	7.43	NA	NA	NA	NA
1880	7.24	6.68	6.61	7.34	NA	NA	NA	NA
1881	6.93	6.73	7.14	7.28	NA	NA	NA	NA
1882	5.4	5.83	6.22	6.34	NA	NA	NA	NA
1883	5.7	6.17	6.26	6.91	NA	NA	NA	NA
1884	6.16	6.08	6.66	7.48	NA	NA	7.65	NA
1885	5.94	6.77	6.44	6.78	NA	NA	8.56	NA
1886	5.11	5.05	6.31	6.84	NA	NA	7.66	NA
1887	5.03	5.2	5.88	6.67	NA	NA	7.25	NA
1888	5.97	5.54	6.22	7.22	NA	NA	7.4	7.51
1889	6.14	6.12	7.06	6.71	NA	NA	7.37	7.27
1890	5.92	5.78	6.32	6.78	NA	NA	7.29	7.26
1891	6.06	5.92	6.86	7.29	NA	NA	7.64	7.18
1892	6.33	6.24	6.83	7.31	NA	NA	7.01	6.34
1893	6.01	5.98	6.72	7.18	NA	NA	7.22	6.74
1894	6.72	6.3	6.81	6.84	NA	NA	6.78	6.59
1895	7.1	6.37	6.58	6.75	NA	NA	6.96	6.34
1896	6.19	5.59	6.88	6.8	NA	NA	6.45	6.27
1897	6.6	6.04	6.61	7.06	NA	NA	5.75	5.73
1898	5.76	5.99	6.65	7.06	NA	NA	6.35	6.1
1899	6.01	6.26	6.29	7.29	NA	NA	6.51	6.29
1900	6.36	6.07	6.48	6.89	6.49	NA	6.16	6.47
1901	6.24	6.24	6.84	7.28	7.26	NA	5.92	6.26
1902	5.64	5.36	6.02	6.88	7.22	NA	5.78	5.95
1903	5.6	5.56	6.36	6.83	7.03	NA	5.5	5.96
1904	6	6.05	6.78	6.94	7.47	NA	5.82	6.27
1905	5.81	5.9	6.54	6.58	7.09	NA	5.96	6.51
1906	5.83	6.06	6.75	6.69	7.43	NA	6.28	6.49
1907	6.11	6.03	6.78	7.17	7.43	NA	6.37	6.61
1908	5.68	5.79	6.9	7.35	7.09	NA	6.29	6.37
1909	5.71	5.86	6.87	7.42	6.86	6.48	6.56	6.7
1910	6.07	6.2	6.82	7.03	7.62	6.89	6.78	6.73
1911	6.04	6.05	6.83	7.03	6.82	7.24	6.71	6.78
1912	6.43	6.86	7.27	7.32	6.66	7.04	7.13	7.05
1913	6.55	6.46	6.75	7	7.02	7.1	6.32	7.07
1914	7.67	7.76	7.54	7.33	7.66	7.44	7.18	7.47
1915	6.56	6.91	7.05	6.8	7.1	6.86	7.64	7.41
1916	7.6	7.75	7.31	7.33	7.49	6.98	8.08	7.76
1917	7.87	8.19	6.48	6.44	7.39	7.34	8.21	8.19
1918	6.85	6.88	6.58	6.85	6.89	7.12	7.79	7.64
1919	7.54	7.06	6.67	6.89	6.63	6.32	7.5	7.45
1920	5.73	5.19	5.91	6.15	6.08	5.89	6.49	6.33
1921	5.75	5.26	6.72	6.88	5.84	6	6.67	6.72
1922	6.18	5.95	6.55	6.8	6.47	5.98	6.52	6.79
1923	7.17	7.08	7.2	7.18	7.1	6.86	6.97	6.98
1924	6.38	6.32	7.1	7.09	6.87	7.09	7.16	7
1925	7.36	7.07	7.4	7.45	5.98	6.33	7.62	7.18
1926	7.76	7.45	7.34	7.48	7.02	6.88	7.33	7.1
1927	7.3	7.16	7.56	7.64	7.34	7.35	7.36	6.74
1928	6.9	6.94	7.38	7.02	6.34	6.26	7.04	6.85
1929	6.93	6.68	7.43	7.06	6.74	6.27	6.84	7.19
1930	6.54	6.82	6.92	6.99	7.05	6.95	6.38	7.17
1931	6.66	6.11	6.86	6.89	6.68	6.52	6.45	7
1932	6.47	5.76	6.83	7.15	6.46	6.72	5.9	7.05
1933	6.57	6.19	6.84	7.02	6.37	6.14	6.09	6.74
1934	5.94	5.61	6.42	6.2	6.2	6.16	5.89	6.21
1935	6.33	6.12	6.57	7	7.33	7.07	6.58	6.6
1936	6.63	6.2	6.82	7.12	7.39	7.74	6.69	7.04
1937	6.51	6.03	6.95	6.29	6.52	7.61	6.82	6.49
1938	6.73	6.57	6.68	6.97	6.99	8.35	6.75	6.99
1939	6.36	6.77	7.05	6.86	6.82	8.49	6.68	6.74
1940	6.56	6.33	6.86	6.41	6.75	7.86	6.87	6.67
1941	6.53	6.69	6.72	6.67	7	7.39	6.88	6.59
1942	6.44	7	7.17	6.93	7.31	7.38	7	6.94
1943	6.72	6.84	7.23	7.09	7	7.13	7.08	6.87
1944	6.97	7.55	7.62	7.31	7.76	7.69	7.45	6.64
1945	5.66	6.06	6.87	6.54	6.47	6.83	6.43	6.01
1946	6.42	6.8	6.27	6.68	7.18	7.46	6.81	6.35
1947	7.36	7.55	7.15	7.64	7.52	7.39	7.58	7.5
1948	6.48	6.34	6.52	7.23	7.53	7.51	6.9	7.08
1949	6.13	6.12	6.6	6.73	7.18	7.24	6.7	6.88
1950	5.96	5.97	7.06	6.64	7.17	6.89	6.32	6.88
1951	5.87	6.41	6.17	6.59	7.03	6.86	6.02	6.65
1952	5.87	6.51	6.89	6.7	6.93	6.9	6.36	6.89
1953	5.51	6.17	6.07	6.43	6.59	6.53	6	6.42
1954	5.53	5.95	5.51	6.03	5.99	6.06	5.54	5.76
1955	6.51	6.9	6.5	6.85	7.13	6.75	6.11	6.98
1956	5.88	6.02	6.4	6.69	6.83	6.73	6.08	6.86
1957	5.95	6.08	5.52	6.19	6.38	5.89	5.44	6.12
1958	6.16	6.5	5.6	6.14	6.4	6.26	5.43	5.81
1959	6.08	6.44	6.5	6.61	7.37	6.43	6.25	6.47
1960	7.04	7.26	6.73	7.09	8.2	7.01	6.13	6.83
1961	7.28	7.57	7.05	7.42	9.3	7.9	5.57	7.05
1962	6.4	6.74	6.64	6.52	8.66	7.23	5.27	6.58
1963	6.55	6.32	6.01	6.66	6.77	6.74	5.17	6.81
1964	5.77	6.02	5.54	6.4	6.4	6.4	5.06	5.67
1965	6.6	6.74	6.06	7.21	7.29	6.86	5.48	6.59
1966	5.89	6.21	5.85	6.49	6.81	6.91	5.2	6.38
1967	6.57	6.71	5.76	6.86	7.07	6.83	5.87	7.01
1968	6.61	6.51	6.64	6.92	7.13	6.5	5.79	6.62
1969	5.89	6.17	6.43	6.57	6.91	6.29	5.7	6.3
1970	6.27	6.12	5.66	6.71	7	6.51	5.97	6.51
1971	6.38	6.8	6.07	6.75	6.85	6.83	6.77	6.37
1972	5.25	6.27	5.22	6.25	6.36	5.68	6.19	6.24
1973	5.73	6.44	6.28	7.02	7.15	6.84	6.33	6.65
1974	5.4	6.02	5.77	6.8	6.95	6.12	6.77	6.44
1975	6.21	6.93	6.53	7.06	7.21	6.72	7.17	6.43
1976	6.56	7.23	6.39	7.64	7.87	7.67	7.07	7.07
1977	5.63	6.84	6.73	6.81	7.6	7.27	6.69	6.81
1978	6.27	6.97	6.56	7.05	7.59	7.2	7.26	7.31
1979	5.65	6.2	5.42	6.72	7.38	7.35	6.73	6.78
1980	5.96	6.69	6.01	6.98	6.81	7.38	7.29	6.68
1981	4.93	5.99	6.01	6.61	6.65	6.88	6.49	6.28
1982	5.01	6.27	5.53	7.49	6.79	7.29	7.19	6.87
1983	5.65	6.04	6.7	6.84	6.98	7.77	6.91	7.09
1984	6.02	6.56	6.48	7.33	6.44	7.94	8.07	7.26
1985	5.91	5.95	5.97	6.84	6.65	7.22	6.68	6.59
1986	5.94	5.87	5.65	6.42	6.83	7.74	6.46	6.21
1987	6.34	6.08	5.79	6.34	7.23	7.03	6.81	6.76
1988	5.91	5.63	6.33	6.13	7.04	7.12	6.98	6.72
1989	5.23	4.79	5.52	5.59	6.84	6.66	6.18	6.02
1990	7.07	6.73	6.31	6.76	7.24	7.25	6.65	6.53
1991	6.54	6.27	6.31	6.62	6.98	7.05	6.39	6.49
1992	6.57	5.97	6.61	6.6	6.72	6.86	7.03	6.05
1993	6.67	6.38	6.14	6.79	6.47	6.57	6.4	5.93
1994	7.02	7.09	6.3	7.11	7.31	7.1	7.3	6.79
1995	NA	NA	6.56	7.45	6.8	6.67	7.13	6.72
