# Borgaonkar - Gahan - ABPI - ITRDB INDI018
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2789
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2789.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi018-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi018-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi018.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi018.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-09
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-09
#--------------------
# Title
#   Study_Name: Borgaonkar - Gahan - ABPI - ITRDB INDI018
#--------------------
# Investigators
#   Investigators: Borgaonkar, H.P.; Pant, G.B.; Rupa Kumar, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gahan
#   Location: Himachal Pradesh
#   Northernmost_Latitude: 31.18
#   Southernmost_Latitude: 31.18
#   Easternmost_Longitude: 77.27
#   Westernmost_Longitude: 77.27
#   Elevation_m: 2500
#--------------------
# Data_Collection
#   Collection_Name: INDI018
#   First_Year: 1745
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## gahap54a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap54a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap55b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap55b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap56a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap56a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap56b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap56b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap58a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap58a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap60a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap60a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap60b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap60b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap61a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap61a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap62a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap62a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap63a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap63a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap64a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap64a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gahap65a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gahap65a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	gahap54a_raw	gahap55b_raw	gahap56a_raw	gahap56b_raw	gahap58a_raw	gahap60a_raw	gahap60b_raw	gahap61a_raw	gahap62a_raw	gahap63a_raw	gahap64a_raw	gahap65a_raw
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.24	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.84	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.38	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.62	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.41	NA
1751	NA	3.26	NA	NA	NA	NA	NA	NA	NA	NA	2.83	NA
1752	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA
1753	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA
1754	NA	3.1	NA	NA	NA	NA	NA	NA	NA	NA	2.66	NA
1755	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	2.87	NA
1756	NA	3.44	NA	NA	NA	NA	NA	NA	NA	NA	2.35	NA
1757	NA	4.05	NA	NA	NA	NA	NA	NA	NA	NA	2.64	NA
1758	NA	3.52	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA
1759	NA	4.18	NA	NA	NA	NA	NA	NA	NA	NA	3.32	NA
1760	NA	3.16	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA
1761	NA	3.86	NA	NA	NA	NA	NA	NA	NA	NA	2.06	NA
1762	NA	3.65	NA	NA	NA	NA	NA	NA	NA	NA	1.82	NA
1763	NA	3.21	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA
1764	NA	3.02	NA	NA	NA	NA	NA	NA	NA	2.87	1.13	NA
1765	NA	3.56	NA	NA	NA	NA	NA	NA	NA	2.77	2.03	NA
1766	NA	3.54	NA	NA	NA	NA	NA	NA	NA	2.79	1.91	NA
1767	NA	3.32	NA	NA	NA	NA	NA	NA	NA	2.66	1.59	NA
1768	NA	2.42	NA	NA	NA	NA	NA	NA	NA	3.08	1.94	NA
1769	NA	1.99	NA	NA	NA	NA	NA	NA	NA	2.13	1.37	NA
1770	NA	1.77	NA	NA	NA	NA	NA	NA	NA	2.42	0.95	NA
1771	NA	1.87	NA	NA	NA	NA	NA	NA	NA	2.94	1.01	NA
1772	2.11	2	NA	NA	NA	NA	NA	NA	NA	2.72	0.68	NA
1773	1.35	1.55	NA	NA	NA	NA	NA	NA	NA	3.64	0.94	NA
1774	1.08	1.22	NA	NA	NA	NA	NA	NA	NA	2.62	0.66	NA
1775	1.48	2.6	NA	NA	NA	NA	NA	NA	NA	2.46	0.89	NA
1776	0.92	1.78	NA	NA	NA	NA	NA	NA	NA	2	0.86	NA
1777	0.96	1.96	NA	NA	NA	NA	NA	NA	NA	1.86	1.09	NA
1778	1.92	3.49	NA	NA	NA	NA	NA	NA	NA	2	1.2	NA
1779	1.77	3.86	NA	NA	NA	NA	NA	2.89	NA	2.19	0.76	NA
1780	2.2	4.04	NA	NA	NA	NA	NA	3.25	NA	3.04	1	NA
1781	2.6	3.46	NA	NA	NA	NA	NA	3.86	NA	3	1.17	NA
1782	0.64	1.45	NA	NA	NA	NA	NA	2.14	NA	1.6	0.39	NA
1783	1.18	2.4	NA	NA	NA	NA	NA	2.3	NA	3.26	1.37	NA
1784	1.62	1.32	NA	NA	NA	NA	NA	2	NA	3.04	0.97	NA
1785	0.83	0.72	NA	NA	NA	NA	NA	3	NA	2.82	0.85	NA
1786	1.08	1.02	NA	NA	NA	NA	NA	3	NA	3.4	1.03	NA
1787	1.11	1.1	NA	NA	NA	NA	NA	3.22	NA	2.4	1.05	NA
1788	1.13	1.23	NA	NA	NA	NA	NA	2.21	NA	2.1	1.06	NA
1789	0.82	2.52	NA	NA	NA	NA	NA	2.83	NA	1.93	0.92	NA
1790	1.46	3.58	NA	NA	NA	NA	NA	3.5	NA	2.41	1.26	NA
1791	0.78	2.12	NA	NA	NA	NA	NA	2.39	NA	2.18	0.77	NA
1792	0.8	1.42	NA	NA	NA	NA	NA	2.32	NA	2.2	0.95	NA
1793	0.69	1.1	NA	NA	NA	NA	NA	2.4	NA	1.27	0.85	6.3
1794	1.03	1.07	NA	NA	NA	NA	NA	1.66	NA	1.85	0.55	4.04
1795	1.12	1.64	NA	NA	NA	NA	NA	3.3	NA	1.49	0.66	4.64
1796	1.42	3.55	NA	NA	NA	NA	NA	2.59	NA	2.08	0.54	3.98
1797	0.58	1.24	NA	NA	NA	NA	NA	1.67	NA	1.39	0.85	2.92
1798	0.98	2.66	NA	NA	NA	NA	NA	1.22	NA	1.74	0.6	6.19
1799	1.12	4.04	NA	NA	NA	NA	NA	1.57	NA	2.46	0.88	5.69
1800	0.8	3.27	NA	NA	NA	NA	NA	3.95	NA	2.54	0.92	5.21
1801	1.08	2.55	NA	NA	NA	NA	NA	3.04	NA	1.77	0.84	2.78
1802	1.31	2.18	NA	NA	NA	NA	NA	2.67	NA	1.58	1.06	3.48
1803	0.78	1.38	NA	NA	NA	NA	NA	2.52	NA	2.07	0.97	4.81
1804	0.39	0.88	NA	NA	NA	NA	NA	1.34	NA	1.21	0.5	2.39
1805	0.4	0.94	NA	NA	NA	NA	NA	1.22	NA	1.22	0.55	1.47
1806	0.64	1.11	NA	NA	NA	NA	NA	0.58	NA	1.44	0.61	1.65
1807	0.44	1.32	NA	NA	NA	NA	NA	0.34	NA	1.5	0.89	2.03
1808	0.62	2.32	NA	NA	NA	NA	NA	0.78	2.38	1.8	1.59	1.98
1809	0.38	3.65	NA	NA	NA	NA	NA	2.72	2.18	2.29	1.4	1.75
1810	0.34	3.87	2.38	NA	NA	NA	NA	4.12	1.82	2.64	1.1	1.78
