# Slotta - Kubu Island - ADDI - ITRDB BWA001
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#-----------------------------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication,  NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using these data.
# If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35988
#   Landing_Page_Description: NOAA Landing Page of study
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35988.json
#   Study_Level_JSON_Description: Raw Measurements - NOAA Template File
#
# Data_Type: Tree Ring
#
# Dataset_DOI: 
#
# Science_Keywords: 
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/bwa001-noaa.rwl
#   Data_Download_Description: Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/bwa001.rwl
#   Data_Download_Description: Raw Measurements - Tucson Decadal File
#-------------------
# Contribution_Date
#   Date: 2022-02-28
#-------------------
# File_Last_Modified_Date
#   Date: 2022-04-04
#-------------------
# Title
#   Study_Name: Slotta - Kubu Island - ADDI - ITRDB BWA001
#-------------------
# Investigators: Slotta, F.; Helle, G.
#-------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#-------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acu?a-Soto, E. Adenesky-Filho, R. Alfaro-Sanchez, J. Roberto Vieira Arag?o, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Brauning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, A.A. Chavez-Duran, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dunisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. Lopez-Hernandez, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montoia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Junior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Perez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schongart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-Gonzalez, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: 
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring
#  data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#-------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: https://www.erdkunde.uni-bonn.de/archive/2017/tree-ring-studies-in-the-tropics-and-subtropics
#   Abstract: 
#-------------------
# Site Information
#   Site_Name:  Kubu Island
#   Location: Botswana
#   Northernmost_Latitude: -20.8833
#   Southernmost_Latitude: -20.8833
#   Easternmost_Longitude: 25.8167
#   Westernmost_Longitude: 25.8167
#   Elevation_m: 915
#-------------------
# Data Collection
#   Collection_Name:  BWA001
#   Earliest_Year: 1960
#    Most_Recent_Year: 2010
#   Time_Unit: CE
#   Parameter_Keywords: width
#   Core_Length_m:
#   Notes: 
#-------------------
# Species
#
# Tree_Species_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/templates/tree-species-code.csv
#   Tree_Species_Download_Description:  List of accepted tree species names and codes.
#
#   Species_Name: Adansonia digitata
#   Common_Name: baobab
#    Tree_Species_Code: ADDI
#-------------------
# Chronology_Information 
#   Chronology: 
#---------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/PaST-thesaurus/SKOS/past-thesaurus-v1.0.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line; shortname-tab- components: what, material, error, units, seasonality, data_type, detail, method, C or N for Character or Numeric data,additional information)
## age_CE	age,,,,,tree ring,,,N,units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Bao_1_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 1; 
## Bao_3_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 3; 
## Bao_4_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 4; 
## Bao_6_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 6; 
## Bao_9_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 9; 
## Bao_10_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 10; 
## Bao_11_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 11; 
## Bao_14_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 14; 
## Bao_15_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 15; 
## Bao_17_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 17; 
## Bao_19_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 19; 
## Bao_20_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 20; 
## Bao_21_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 21; 
## Bao_22a_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 22a; 
## Bao_23_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 23; 
## Bao_24_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: Bao 24; 
#---------------------
# Data:
# Missing_Values: NaN
age_CE	Bao 1_raw	Bao 3_raw	Bao 4_raw	Bao 6_raw	Bao 9_raw	Bao 10_raw	Bao 11_raw	Bao 14_raw	Bao 15_raw	Bao 17_raw	Bao 19_raw	Bao 20_raw	Bao 21_raw	Bao 22a_raw	Bao 23_raw	Bao 24_raw	
1960	917	NaN	272	312	255	NaN	NaN	NaN	783	482	902	NaN	746	NaN	NaN	NaN	
1961	389	NaN	451	350	123	NaN	NaN	NaN	550	514	632	NaN	511	NaN	NaN	NaN	
1962	650	NaN	1065	914	195	NaN	NaN	NaN	651	200	1079	NaN	530	NaN	NaN	NaN	
1963	746	NaN	469	280	107	NaN	NaN	NaN	408	277	998	NaN	784	NaN	NaN	NaN	
1964	652	NaN	348	469	254	NaN	NaN	NaN	594	510	455	NaN	393	NaN	NaN	NaN	
1965	947	NaN	447	372	263	NaN	NaN	NaN	1061	832	816	NaN	671	NaN	NaN	335	
1966	801	495	661	328	467	NaN	NaN	NaN	1315	523	1336	NaN	616	NaN	NaN	601	
1967	557	375	451	252	346	NaN	NaN	NaN	990	531	313	NaN	462	NaN	NaN	503	
1968	899	533	751	442	129	NaN	NaN	NaN	279	569	420	NaN	632	NaN	NaN	577	
1969	401	659	516	501	392	319	NaN	NaN	619	684	390	NaN	609	NaN	NaN	202	
1970	941	583	286	405	375	1042	NaN	NaN	878	848	694	NaN	589	NaN	NaN	447	
1971	282	729	378	880	197	470	NaN	NaN	847	607	290	NaN	498	NaN	NaN	512	
1972	895	824	450	450	218	365	NaN	NaN	548	593	1826	NaN	533	NaN	NaN	311	
1973	1385	862	630	0	141	1051	NaN	NaN	1118	524	482	NaN	464	NaN	NaN	233	
1974	888	408	337	0	435	654	NaN	NaN	785	638	560	NaN	517	NaN	NaN	159	
1975	835	650	323	0	421	156	NaN	NaN	215	329	540	217	396	NaN	NaN	129	
1976	724	709	643	0	497	461	NaN	NaN	683	871	815	545	544	NaN	NaN	610	
1977	1273	1212	447	0	375	834	NaN	NaN	506	249	1372	856	475	NaN	NaN	664	
1978	550	428	615	472	179	682	NaN	NaN	706	331	316	400	339	NaN	NaN	798	
1979	925	416	926	629	286	800	NaN	NaN	551	585	548	0	443	NaN	NaN	713	
1980	1108	660	522	805	396	476	NaN	NaN	822	597	977	1400	611	NaN	NaN	988	
1981	346	522	201	307	236	348	615	NaN	633	338	480	269	329	NaN	NaN	683	
1982	624	788	403	672	420	544	467	676	515	640	675	538	639	NaN	NaN	538	
1983	648	541	231	509	218	704	250	637	720	224	595	254	593	NaN	NaN	7	
1984	0	504	255	207	150	543	135	662	689	610	399	701	884	NaN	NaN	NaN	
1985	325	833	462	609	321	586	647	685	571	221	756	740	1006	639	NaN	NaN	
1986	845	405	162	507	186	402	620	412	336	284	1133	690	499	193	NaN	NaN	
1987	930	1165	617	875	168	1026	911	1199	1063	446	1178	1102	754	1041	1129	NaN	
1988	844	0	689	263	95	447	328	1057	517	337	922	841	637	1140	393	NaN	
1989	513	0	498	0	193	805	224	0	403	534	679	521	259	510	101	NaN	
1990	857	0	534	742	117	516	465	904	951	418	1320	835	508	343	1460	NaN	
1991	365	0	119	371	182	935	300	324	648	282	237	398	136	309	638	NaN	
1992	884	756	266	622	300	1166	506	752	526	363	297	0	765	281	1640	NaN	
1993	587	891	910	801	301	472	560	0	544	572	649	652	507	627	883	NaN	
1994	447	559	518	541	126	511	314	339	513	137	546	312	335	189	461	NaN	
1995	1278	899	634	441	212	907	569	673	808	277	911	733	496	427	985	NaN	
1996	602	874	942	906	329	747	673	694	924	352	1087	774	295	229	1152	NaN	
1997	527	740	603	880	293	474	640	441	720	187	695	1000	681	365	795	NaN	
1998	591	797	523	139	85	600	257	0	539	246	866	1357	357	303	365	NaN	
1999	616	1558	973	1001	308	1555	1082	614	373	204	1770	3752	587	589	1373	NaN	
2000	874	469	838	895	327	1076	522	501	574	167	1009	889	349	394	1297	NaN	
2001	330	676	494	0	152	353	330	619	522	528	488	1268	146	392	810	NaN	
2002	734	692	610	597	176	357	555	893	293	392	195	1130	274	783	628	NaN	
2003	743	646	741	601	501	1073	431	639	980	383	1395	1410	370	916	836	NaN	
2004	573	541	632	575	135	607	525	1547	422	731	325	1493	120	720	346	NaN	
2005	1177	722	1058	1344	322	327	404	1689	526	459	521	1885	545	141	785	NaN	
2006	710	387	408	458	141	211	234	344	206	202	171	1019	227	228	601	NaN	
2007	870	1068	366	1003	208	498	631	126	864	394	620	1668	634	780	507	NaN	
2008	540	1315	2865	342	290	610	551	302	355	371	240	1474	600	218	665	NaN	
2009	755	NaN	NaN	935	130	1692	296	616	716	329	1193	NaN	437	406	2458	NaN	
2010	2516	NaN	NaN	1472	1324	NaN	4658	4042	1927	1338	NaN	NaN	617	860	NaN	NaN	
