# Wils - Gomia-Mariam - JUPC - ITRDB ETH002
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#-----------------------------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication,  NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using these data.
# If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36034
#   Landing_Page_Description: NOAA Landing Page of study
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36034.json
#   Study_Level_JSON_Description: Raw Measurements - NOAA Template File
#
# Data_Type: Tree Ring
#
# Dataset_DOI: 
#
# Science_Keywords: 
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/eth002-noaa.rwl
#   Data_Download_Description: Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/eth002.rwl
#   Data_Download_Description: Raw Measurements - Tucson Decadal File
#-------------------
# Contribution_Date
#   Date: 2022-02-28
#-------------------
# File_Last_Modified_Date
#   Date: 2022-04-04
#-------------------
# Title
#   Study_Name: Wils - Gomia-Mariam - JUPC - ITRDB ETH002
#-------------------
# Investigators: Wils, T.H.G.; Robertson, I.
#-------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#-------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acu?a-Soto, E. Adenesky-Filho, R. Alfaro-Sanchez, J. Roberto Vieira Arag?o, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Brauning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, A.A. Chavez-Duran, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dunisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. Lopez-Hernandez, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montoia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Junior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Perez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schongart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-Gonzalez, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: 
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring
#  data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#-------------------
# Publication
#   Authors: Wils, Tommy H.G.; Iain Robertson; Zewdu Eshetu; Marcin Koprowski; Ute G.W. Sass-Klaassen; Ramzi Touchan; Neil J. Loader
#   Journal_Name: The Holocene
#   Published_Title: Towards a reconstruction of Blue Nile baseflow from Ethiopian tree rings
#   Published_Date_or_Year: 2010
#   Volume: 20
#   Pages: 8
#   Report_Number: 
#   DOI: 10.1177/0959683610365940
#   Full_Citation: 
#   Abstract: 
#-------------------
# Site Information
#   Site_Name:  Gomia-Mariam
#   Location: Ethiopia
#   Northernmost_Latitude: 13.116667
#   Southernmost_Latitude: 13.116667
#   Easternmost_Longitude: 37.966667
#   Westernmost_Longitude: 37.966667
#   Elevation_m: 2975
#-------------------
# Data Collection
#   Collection_Name:  ETH002
#   Earliest_Year: 1901
#    Most_Recent_Year: 2006
#   Time_Unit: CE
#   Parameter_Keywords: width
#   Core_Length_m:
#   Notes: 
#-------------------
# Species
#
# Tree_Species_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/templates/tree-species-code.csv
#   Tree_Species_Download_Description:  List of accepted tree species names and codes.
#
#   Species_Name: Juniperus procera Hochst. ex Endl.
#   Common_Name: African pencil cedar
#    Tree_Species_Code: JUPC
#-------------------
# Chronology_Information 
#   Chronology: 
#---------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/PaST-thesaurus/SKOS/past-thesaurus-v1.0.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line; shortname-tab- components: what, material, error, units, seasonality, data_type, detail, method, C or N for Character or Numeric data,additional information)
## age_CE	age,,,,,tree ring,,,N,units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## M08A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M08A; 
## M08B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M08B; 
## M08C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M08C; 
## M09A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M09A; 
## M09B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M09B; 
## M09C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M09C; 
## M10A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M10A; 
## M10B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M10B; 
## M10C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M10C; 
## M11A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M11A; 
## M11B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M11B; 
## M11C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M11C; 
## M12A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M12A; 
## M12B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M12B; 
## M12C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M12C; 
## M13A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M13A; 
## M13B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M13B; 
## M13C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M13C; 
## M14A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M14A; 
## M14B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M14B; 
## M14C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M14C; 
## M15A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M15A; 
## M15B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M15B; 
## M15C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M15C; 
## M16A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M16A; 
## M16B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M16B; 
## M16C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M16C; 
## M17A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M17A; 
## M17C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M17C; 
## M18A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M18A; 
## M18B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M18B; 
## M18C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M18C; 
## M19A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M19A; 
## M19B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M19B; 
## M19C_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: M19C; 
#---------------------
# Data:
# Missing_Values: NaN
age_CE	M08A_raw	M08B_raw	M08C_raw	M09A_raw	M09B_raw	M09C_raw	M10A_raw	M10B_raw	M10C_raw	M11A_raw	M11B_raw	M11C_raw	M12A_raw	M12B_raw	M12C_raw	M13A_raw	M13B_raw	M13C_raw	M14A_raw	M14B_raw	M14C_raw	M15A_raw	M15B_raw	M15C_raw	M16A_raw	M16B_raw	M16C_raw	M17A_raw	M17C_raw	M18A_raw	M18B_raw	M18C_raw	M19A_raw	M19B_raw	M19C_raw	
1901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1903	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1904	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1905	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1910	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1916	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24000	20100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28100	22800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24200	21300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1919	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19800	16300	34100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1920	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21400	15100	26000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25700	15600	32000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24000	11000	23700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22800	9900	40500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37400	12400	28900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48000	17000	36500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1926	NaN	NaN	NaN	18300	NaN	NaN	NaN	16200	22600	NaN	NaN	10700	NaN	NaN	NaN	NaN	NaN	NaN	33800	16100	31500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1927	NaN	NaN	NaN	27800	NaN	NaN	NaN	10400	18000	NaN	NaN	9700	NaN	NaN	NaN	NaN	NaN	NaN	26100	14600	27300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1928	9400	NaN	NaN	25700	NaN	NaN	NaN	10900	18400	NaN	NaN	5000	NaN	NaN	NaN	NaN	NaN	NaN	25300	14400	27800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1929	14800	NaN	NaN	32000	NaN	NaN	NaN	23700	36300	NaN	NaN	9600	NaN	NaN	NaN	NaN	NaN	NaN	30500	19500	31300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1930	10300	NaN	NaN	29600	NaN	NaN	NaN	21700	30700	NaN	NaN	19400	NaN	NaN	NaN	NaN	NaN	NaN	34000	21100	45900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1931	10900	NaN	NaN	19800	NaN	NaN	NaN	16100	22400	NaN	NaN	12200	NaN	NaN	NaN	NaN	NaN	NaN	24400	18600	35900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1932	6500	9800	NaN	22600	NaN	NaN	NaN	19800	27000	NaN	NaN	9000	NaN	NaN	NaN	NaN	NaN	NaN	27100	22800	33900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1933	8000	7600	NaN	27600	NaN	NaN	NaN	13300	21800	NaN	18700	7400	NaN	NaN	NaN	NaN	NaN	NaN	24400	17700	28900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1934	8800	11600	NaN	24300	NaN	NaN	NaN	19900	18900	NaN	22100	6400	NaN	NaN	NaN	NaN	NaN	NaN	33800	22900	45800	15600	10100	NaN	NaN	50000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1935	7400	9700	NaN	21400	NaN	NaN	NaN	10900	10200	NaN	11700	10000	NaN	NaN	NaN	NaN	NaN	NaN	26300	19000	36300	11000	5400	NaN	NaN	39600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1936	15000	15600	NaN	24600	NaN	30100	NaN	14900	22300	NaN	43700	22600	NaN	NaN	NaN	NaN	NaN	NaN	33500	21600	40100	10600	6700	NaN	NaN	47700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
