# Sass-Klaassen - Menagesha-Suba - JUPC - ITRDB ETH005
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#-----------------------------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication,  NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using these data.
# If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36037
#   Landing_Page_Description: NOAA Landing Page of study
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36037.json
#   Study_Level_JSON_Description: Raw Measurements - NOAA Template File
#
# Data_Type: Tree Ring
#
# Dataset_DOI: 
#
# Science_Keywords: 
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/eth005-noaa.rwl
#   Data_Download_Description: Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/eth005.rwl
#   Data_Download_Description: Raw Measurements - Tucson Decadal File
#-------------------
# Contribution_Date
#   Date: 2022-02-28
#-------------------
# File_Last_Modified_Date
#   Date: 2022-04-04
#-------------------
# Title
#   Study_Name: Sass-Klaassen - Menagesha-Suba - JUPC - ITRDB ETH005
#-------------------
# Investigators: Sass-Klaassen, U.; Couralet, C.
#-------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#-------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acu?a-Soto, E. Adenesky-Filho, R. Alfaro-Sanchez, J. Roberto Vieira Arag?o, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Brauning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, A.A. Chavez-Duran, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dunisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. Lopez-Hernandez, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montoia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Junior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Perez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schongart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-Gonzalez, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: 
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring
#  data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#-------------------
# Publication
#   Authors: Sass-Klaassen, Ute; Camille Couralet; Yishak Sahle; Frank J. Sterck
#   Journal_Name: International Journal of Plant Sciences
#   Published_Title: Juniper from Ethiopia Contains a Large-Scale Precipitation Signal
#   Published_Date_or_Year: 2008
#   Volume: 169
#   Pages: 1
#   Report_Number: 
#   DOI: 10.1086/590473
#   Full_Citation: 
#   Abstract: 
#-------------------
# Site Information
#   Site_Name:  Menagesha-Suba
#   Location: Ethiopia
#   Northernmost_Latitude: 8.977437
#   Southernmost_Latitude: 8.977437
#   Easternmost_Longitude: 38.552588
#   Westernmost_Longitude: 38.552588
#   Elevation_m: 2600
#-------------------
# Data Collection
#   Collection_Name:  ETH005
#   Earliest_Year: 1869
#    Most_Recent_Year: 2004
#   Time_Unit: CE
#   Parameter_Keywords: width
#   Core_Length_m:
#   Notes: 
#-------------------
# Species
#
# Tree_Species_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/templates/tree-species-code.csv
#   Tree_Species_Download_Description:  List of accepted tree species names and codes.
#
#   Species_Name: Juniperus procera Hochst. ex Endl.
#   Common_Name: African pencil cedar
#    Tree_Species_Code: JUPC
#-------------------
# Chronology_Information 
#   Chronology: 
#---------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/PaST-thesaurus/SKOS/past-thesaurus-v1.0.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line; shortname-tab- components: what, material, error, units, seasonality, data_type, detail, method, C or N for Character or Numeric data,additional information)
## age_CE	age,,,,,tree ring,,,N,units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ETme101m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme101m; 
## ETme102m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme102m; 
## ETme103M_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme103M; 
## ETme104m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme104m; 
## ETme201m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme201m; 
## ETme202m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme202m; 
## ETme203m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme203m; 
## ETme204m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme204m; 
## ETme301m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme301m; 
## ETme3021_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme3021; 
## ETme303m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme303m; 
## ETme401M_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme401M; 
## ETme402M_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme402M; 
## ETme404m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme404m; 
## ETme501m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme501m; 
## ETme502m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme502m; 
## ETme503m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme503m; 
## ETme504m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme504m; 
## ETme601m_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme601m; 
## ETme6021_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme6021; 
## ETme6031_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme6031; 
## ETme604M_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: ETme604M; 
#---------------------
# Data:
# Missing_Values: NaN
age_CE	ETme101m_raw	ETme102m_raw	ETme103M_raw	ETme104m_raw	ETme201m_raw	ETme202m_raw	ETme203m_raw	ETme204m_raw	ETme301m_raw	ETme3021_raw	ETme303m_raw	ETme401M_raw	ETme402M_raw	ETme404m_raw	ETme501m_raw	ETme502m_raw	ETme503m_raw	ETme504m_raw	ETme601m_raw	ETme6021_raw	ETme6031_raw	ETme604M_raw	
1869	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1870	NaN	62	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1871	NaN	66	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1872	NaN	59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1873	NaN	97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1874	NaN	123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1875	NaN	152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1876	NaN	96	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1877	NaN	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1878	NaN	58	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1879	NaN	66	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17	NaN	NaN	NaN	NaN	NaN	NaN	
1880	NaN	59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35	NaN	NaN	NaN	NaN	NaN	NaN	
1881	NaN	55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46	NaN	NaN	NaN	NaN	NaN	NaN	
1882	NaN	117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31	NaN	NaN	NaN	NaN	NaN	NaN	
1883	NaN	135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29	NaN	NaN	NaN	NaN	NaN	NaN	
1884	NaN	104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42	NaN	NaN	NaN	NaN	NaN	NaN	
1885	NaN	112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46	NaN	NaN	NaN	NaN	NaN	NaN	
1886	NaN	37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17	NaN	NaN	NaN	NaN	NaN	NaN	
1887	NaN	32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	NaN	NaN	NaN	NaN	NaN	NaN	
1888	NaN	55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23	NaN	NaN	NaN	NaN	NaN	NaN	
1889	NaN	79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22	NaN	NaN	NaN	NaN	NaN	NaN	
1890	NaN	113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24	NaN	NaN	NaN	NaN	NaN	NaN	
1891	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33	NaN	NaN	NaN	NaN	NaN	NaN	
1892	NaN	74	NaN	NaN	NaN	NaN	182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	NaN	NaN	NaN	NaN	NaN	NaN	
1893	NaN	59	NaN	NaN	NaN	NaN	164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18	NaN	NaN	NaN	NaN	NaN	NaN	
1894	NaN	108	NaN	NaN	NaN	NaN	78	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19	NaN	NaN	NaN	NaN	NaN	NaN	
1895	NaN	85	NaN	NaN	NaN	NaN	49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14	NaN	NaN	NaN	NaN	NaN	NaN	
1896	NaN	83	NaN	NaN	NaN	NaN	52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14	NaN	NaN	NaN	NaN	NaN	NaN	
1897	NaN	85	NaN	NaN	NaN	NaN	64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14	NaN	NaN	NaN	NaN	NaN	NaN	
1898	NaN	70	NaN	NaN	NaN	NaN	42	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14	NaN	NaN	NaN	NaN	NaN	NaN	
1899	NaN	62	NaN	NaN	NaN	NaN	73	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15	NaN	NaN	NaN	NaN	NaN	NaN	
1900	NaN	91	NaN	NaN	NaN	NaN	115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	NaN	NaN	NaN	NaN	NaN	NaN	
1901	NaN	84	NaN	NaN	NaN	NaN	211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20	NaN	NaN	NaN	NaN	NaN	NaN	
1902	NaN	96	NaN	NaN	NaN	NaN	107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22	NaN	NaN	NaN	NaN	NaN	NaN	
1903	NaN	111	NaN	NaN	NaN	NaN	79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19	NaN	NaN	NaN	NaN	NaN	NaN	
1904	NaN	89	NaN	NaN	NaN	NaN	82	NaN	NaN	NaN	NaN	NaN	105	NaN	NaN	19	NaN	NaN	NaN	NaN	NaN	NaN	
1905	NaN	145	NaN	NaN	NaN	NaN	30	NaN	NaN	NaN	NaN	NaN	35	NaN	NaN	22	NaN	NaN	NaN	NaN	NaN	NaN	
1906	NaN	156	NaN	NaN	NaN	NaN	84	NaN	NaN	NaN	NaN	NaN	42	NaN	NaN	20	NaN	NaN	NaN	NaN	NaN	NaN	
1907	NaN	150	NaN	NaN	NaN	NaN	105	NaN	NaN	NaN	NaN	NaN	27	NaN	NaN	37	NaN	NaN	NaN	NaN	NaN	NaN	
1908	NaN	129	NaN	NaN	NaN	NaN	63	NaN	NaN	NaN	NaN	NaN	45	NaN	NaN	23	NaN	NaN	NaN	NaN	NaN	NaN	
1909	NaN	137	216	NaN	NaN	NaN	80	NaN	NaN	NaN	NaN	NaN	59	NaN	NaN	24	NaN	NaN	NaN	NaN	NaN	NaN	
1910	NaN	74	254	NaN	NaN	NaN	132	NaN	NaN	NaN	NaN	NaN	45	NaN	NaN	35	NaN	NaN	NaN	NaN	NaN	NaN	
1911	NaN	48	197	NaN	NaN	NaN	109	NaN	NaN	NaN	NaN	NaN	63	NaN	NaN	29	NaN	NaN	NaN	NaN	NaN	NaN	
1912	NaN	64	487	NaN	NaN	182	151	NaN	NaN	NaN	NaN	NaN	52	NaN	NaN	24	NaN	NaN	NaN	NaN	NaN	NaN	
1913	NaN	55	202	NaN	NaN	60	70	NaN	NaN	NaN	308	NaN	28	NaN	NaN	19	NaN	NaN	65	NaN	NaN	NaN	
1914	NaN	68	125	NaN	NaN	45	78	NaN	NaN	NaN	143	NaN	52	111	NaN	38	NaN	NaN	46	NaN	NaN	NaN	
1915	NaN	158	333	NaN	NaN	82	76	NaN	NaN	NaN	114	NaN	65	153	NaN	69	NaN	NaN	35	NaN	NaN	NaN	
1916	NaN	125	361	NaN	NaN	78	99	NaN	NaN	NaN	76	NaN	56	123	NaN	81	NaN	NaN	66	NaN	NaN	NaN	
1917	NaN	35	207	NaN	NaN	51	74	NaN	NaN	NaN	98	NaN	31	96	NaN	16	NaN	NaN	59	NaN	NaN	NaN	
1918	NaN	35	250	NaN	NaN	72	56	NaN	NaN	NaN	131	NaN	20	24	NaN	22	NaN	NaN	42	NaN	NaN	NaN	
1919	NaN	55	304	NaN	NaN	75	57	NaN	NaN	148	129	82	34	43	NaN	41	NaN	NaN	93	NaN	NaN	NaN	
1920	80	87	324	NaN	NaN	114	102	NaN	NaN	180	122	78	43	154	NaN	31	NaN	NaN	78	NaN	NaN	NaN	
1921	77	174	266	NaN	NaN	113	102	NaN	134	208	145	35	68	136	NaN	23	NaN	NaN	29	NaN	NaN	NaN	
