# Esper - Atlas Mountains CS - CDAT - ITRDB MORC019
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#-----------------------------------------------------------------------
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite original publication, online resource and date accessed when using these data,
# If there is no publication information, please cite investigator, title, online resource and date accessed.
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/13890
#             Description: NOAA Landing Page of study
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/treering/measurements/africa/morc019n-noaa.rwl
#    Description: Raw Measurements - NOAA Template File
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/treering/measurements/africa/morc019n.rwl
#    Description: Raw Measurements - Tucson Decadal File
#
# Archive: Treering
#
# Dataset_DOI: 
#
# Parameter_Keywords: minimum density, latewood width, earlywood width, ring width, maximum density
#-------------------
# Contribution_Date
# Date: 2010-06-10
#-------------------
# File_Last_Modified_Date
# Date: 2020-01-09
#-------------------
# Title
#   Study_Name: Esper - Atlas Mountains CS - CDAT - ITRDB MORC019
#-------------------
# Investigators: Esper, J.; Frank, D.C.; Gartner, H.; Verstege, A.; Nievergelt, D.
#-------------------
# Description_Notes_and_Keywords
#     Description: NOAA Template Raw Measurements file added 2019-05-01. NOAA Template Raw Measurements file added 2020-01-09.
#-------------------
# Publication
# Authors: 
# Journal_Name: 
# Published_Title: 
# Published_Date_or_Year: 
# Volume: 
# Pages: 
# Report_Number: 
# DOI: 
# Full_Citation: 
# Abstract: 
#-------------------
# Site Information
# Site_Name:  Atlas Mountains CS
# Location: Morocco
# Northernmost_Latitude: 32.9667
# Southernmost_Latitude: 32.9667
# Easternmost_Longitude: -5.0667
# Westernmost_Longitude: -5.0667
# Elevation: 2200
#-------------------
# Data Collection
# Collection_Name:  MORC019
# Earliest_Year: 1776
# Most_Recent_Year: 2001
# Time_Unit: AD
# Notes: 
#-------------------
# Species
# Species_Name: Cedrus atlantica (Endl.) Manetti ex Carriere
# Common_Name: Atlantic cedar
# Tree_Species_Code: CDAT
#-------------------
# Chronology_Information 
#      Chronology: 
#---------------------
# Variables 
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line; shortname-tab- components: what, material, error, units, seasonality, data_type, detail, method, C or N for Character or Numeric data,additional information)
## age_CE age,,,time unit>age unit>year Common Era,,tree ring,,,N,
## 118226a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118226a; 
## 118226b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118226b; 
## 118232a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118232a; 
## 118232b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118232b; 
## 118234a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118234a; 
## 118234b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118234b; 
## 118238a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118238a; 
## 118238b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118238b; 
## 118245a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118245a; 
## 118245b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118245b; 
## 11822a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 11822a; 
## 11822b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 11822b; 
## 11823a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 11823a; 
## 11823b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 11823b; 
## 118211a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118211a; 
## 118211b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118211b; 
## 118212a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118212a; 
## 118212b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118212b; 
## 118213a_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118213a; 
## 118213b_raw	minimum density ,,,linear density unit>gram per decimeter,,tree ring,,,N,Tree ID: 118213b; 
#---------------------
# Data:
# Missing_Values: NaN
age_CE	118226a_raw	118226b_raw	118232a_raw	118232b_raw	118234a_raw	118234b_raw	118238a_raw	118238b_raw	118245a_raw	118245b_raw	11822a_raw	11822b_raw	11823a_raw	11823b_raw	118211a_raw	118211b_raw	118212a_raw	118212b_raw	118213a_raw	118213b_raw	
1807	NaN	NaN	NaN	NaN	310	280	NaN	NaN	240	290	330	NaN	NaN	NaN	NaN	270	280	260	NaN	NaN	
1808	NaN	NaN	NaN	NaN	300	270	NaN	NaN	260	280	300	NaN	NaN	NaN	NaN	280	290	250	NaN	NaN	
1809	NaN	NaN	NaN	NaN	320	290	NaN	NaN	250	280	290	NaN	NaN	NaN	NaN	300	310	250	NaN	NaN	
1810	NaN	NaN	NaN	NaN	330	290	NaN	NaN	260	290	340	NaN	NaN	NaN	NaN	290	320	250	NaN	NaN	
1811	NaN	NaN	NaN	NaN	310	270	NaN	NaN	270	290	350	NaN	NaN	NaN	NaN	290	290	270	NaN	NaN	
1812	NaN	NaN	NaN	NaN	320	290	NaN	NaN	270	290	350	NaN	NaN	NaN	NaN	280	320	260	NaN	NaN	
1813	NaN	NaN	NaN	NaN	310	290	NaN	NaN	250	280	330	NaN	NaN	NaN	NaN	270	320	270	NaN	NaN	
1814	NaN	NaN	NaN	NaN	320	280	NaN	NaN	270	290	340	NaN	NaN	NaN	NaN	290	320	260	NaN	NaN	
1815	NaN	NaN	NaN	NaN	330	290	NaN	NaN	280	290	330	NaN	NaN	NaN	NaN	290	330	270	NaN	NaN	
1816	NaN	NaN	NaN	NaN	320	290	NaN	NaN	270	260	350	NaN	NaN	NaN	NaN	300	301	250	NaN	NaN	
1817	NaN	NaN	NaN	NaN	320	280	NaN	NaN	240	230	350	NaN	NaN	NaN	NaN	290	180	260	NaN	NaN	
1818	NaN	NaN	NaN	NaN	330	280	NaN	NaN	240	170	320	NaN	NaN	NaN	500	280	340	260	NaN	NaN	
1819	NaN	NaN	NaN	NaN	310	280	NaN	NaN	230	140	310	NaN	NaN	NaN	290	300	330	250	NaN	NaN	
1820	NaN	NaN	NaN	NaN	300	290	NaN	NaN	250	90	350	NaN	NaN	NaN	290	330	330	290	NaN	NaN	
1821	NaN	NaN	NaN	NaN	300	320	NaN	NaN	230	120	390	NaN	NaN	320	280	320	340	280	NaN	NaN	
1822	NaN	NaN	NaN	NaN	320	320	NaN	NaN	240	220	370	NaN	NaN	310	270	300	330	290	NaN	NaN	
1823	NaN	NaN	NaN	NaN	320	320	NaN	NaN	230	260	360	NaN	NaN	320	280	300	320	270	NaN	NaN	
1824	NaN	NaN	NaN	NaN	360	350	NaN	NaN	260	290	370	NaN	NaN	330	300	280	360	270	NaN	NaN	
1825	NaN	NaN	NaN	NaN	350	320	NaN	NaN	280	300	410	NaN	NaN	310	300	320	340	250	NaN	NaN	
1826	NaN	NaN	NaN	NaN	330	280	NaN	NaN	250	280	340	NaN	NaN	320	280	290	200	230	NaN	NaN	
1827	NaN	NaN	NaN	NaN	330	310	NaN	NaN	260	270	350	NaN	NaN	330	300	290	320	240	NaN	NaN	
1828	NaN	NaN	NaN	NaN	350	320	NaN	NaN	270	280	380	NaN	NaN	350	300	320	330	240	NaN	NaN	
1829	NaN	NaN	NaN	NaN	330	300	NaN	NaN	250	270	350	NaN	NaN	320	300	320	330	250	NaN	NaN	
1830	NaN	NaN	NaN	NaN	330	300	NaN	NaN	270	260	350	NaN	NaN	320	300	310	310	240	NaN	NaN	
1831	NaN	NaN	NaN	NaN	320	290	NaN	NaN	260	290	350	NaN	NaN	310	310	320	310	260	NaN	NaN	
1832	NaN	NaN	NaN	NaN	310	290	NaN	NaN	260	280	330	NaN	NaN	310	290	320	290	260	NaN	NaN	
1833	NaN	NaN	NaN	NaN	310	290	NaN	NaN	260	280	340	NaN	NaN	310	300	290	300	270	NaN	NaN	
1834	NaN	NaN	NaN	NaN	370	340	NaN	NaN	270	320	420	NaN	NaN	310	340	330	320	270	NaN	NaN	
1835	NaN	NaN	NaN	NaN	320	300	NaN	NaN	240	250	330	NaN	NaN	330	290	310	300	270	NaN	NaN	
1836	NaN	NaN	NaN	NaN	320	290	NaN	NaN	260	260	340	NaN	NaN	300	300	310	286	300	NaN	NaN	
1837	NaN	NaN	NaN	NaN	300	280	NaN	NaN	260	250	330	NaN	NaN	290	300	310	210	260	NaN	NaN	
1838	NaN	NaN	NaN	NaN	320	310	NaN	NaN	280	260	370	NaN	NaN	310	280	320	240	270	NaN	NaN	
1839	NaN	NaN	NaN	NaN	320	300	NaN	NaN	270	260	370	NaN	NaN	320	300	320	300	270	NaN	NaN	
1840	NaN	NaN	NaN	NaN	310	280	NaN	NaN	250	260	350	NaN	NaN	310	300	300	290	280	NaN	NaN	
1841	NaN	NaN	NaN	NaN	290	290	NaN	NaN	290	270	360	NaN	NaN	340	300	320	280	370	NaN	NaN	
1842	NaN	NaN	NaN	NaN	310	270	NaN	NaN	280	270	370	NaN	NaN	320	290	330	290	310	NaN	NaN	
1843	NaN	NaN	NaN	NaN	330	300	NaN	NaN	300	260	380	NaN	NaN	310	320	330	290	340	NaN	NaN	
1844	NaN	NaN	NaN	NaN	320	270	NaN	NaN	290	260	370	NaN	NaN	290	300	300	290	300	NaN	NaN	
1845	NaN	NaN	NaN	NaN	310	280	NaN	NaN	280	250	370	NaN	NaN	290	330	330	280	280	NaN	NaN	
1846	NaN	NaN	NaN	NaN	330	290	NaN	NaN	290	260	370	NaN	NaN	310	320	320	290	280	NaN	NaN	
1847	NaN	NaN	NaN	NaN	320	270	NaN	NaN	270	240	340	NaN	NaN	280	290	310	280	300	NaN	NaN	
1848	NaN	NaN	NaN	NaN	320	290	NaN	NaN	280	270	350	NaN	NaN	280	310	300	280	270	NaN	NaN	
1849	NaN	NaN	NaN	NaN	300	270	NaN	NaN	280	260	330	NaN	NaN	260	280	310	280	260	NaN	NaN	
1850	NaN	NaN	NaN	NaN	320	280	NaN	NaN	300	290	360	NaN	NaN	260	290	320	280	310	NaN	NaN	
1851	NaN	NaN	NaN	310	310	290	350	340	290	260	330	340	350	260	300	320	270	290	240	260	
1852	NaN	NaN	270	320	330	330	380	350	290	280	380	380	310	270	310	300	280	270	280	300	
1853	NaN	NaN	270	290	290	290	310	340	290	280	330	330	330	270	310	320	290	220	250	270	
1854	NaN	NaN	310	310	300	310	350	340	280	280	340	330	300	270	300	290	280	210	260	270	
1855	NaN	NaN	280	290	280	270	310	330	280	270	330	310	300	260	330	300	280	190	240	240	
1856	NaN	NaN	310	320	280	300	330	360	290	290	350	360	340	290	340	300	260	240	270	260	
1857	NaN	NaN	330	310	310	280	310	340	290	280	350	340	330	300	320	130	220	240	250	260	
1858	NaN	NaN	340	290	330	310	340	350	290	290	350	360	310	300	350	320	270	270	270	280	
1859	NaN	NaN	360	330	350	330	340	360	310	280	370	370	320	300	330	350	290	250	260	270	
1860	NaN	NaN	320	300	310	330	310	330	290	510	340	330	410	240	330	450	310	390	250	240	
1861	NaN	NaN	310	310	320	347	330	350	320	330	330	320	320	260	340	290	330	240	260	240	
1862	NaN	NaN	350	330	340	340	350	370	300	290	350	330	310	270	330	320	510	300	280	280	
1863	NaN	NaN	370	310	330	310	330	350	300	280	330	320	290	260	310	300	350	250	260	260	
1864	NaN	NaN	330	330	320	320	350	350	310	290	330	330	310	270	320	334	320	250	280	270	
1865	NaN	NaN	330	310	290	290	330	320	290	250	320	310	300	290	320	301	500	470	240	240	
1866	NaN	NaN	340	340	300	300	360	390	310	270	340	320	320	310	360	333	310	360	250	260	
1867	NaN	NaN	340	330	330	320	360	380	320	280	360	350	320	330	340	333	300	250	270	260	
1868	NaN	NaN	300	300	300	300	360	330	310	250	330	310	330	310	320	299	280	230	230	250	
1869	NaN	NaN	340	310	300	320	350	340	290	280	330	310	290	300	320	320	270	240	260	260	
1870	NaN	NaN	290	300	310	300	310	300	280	250	320	310	300	310	300	290	260	210	260	250	
1871	NaN	NaN	340	310	310	300	330	320	270	250	320	310	360	290	310	310	300	210	260	280	
1872	NaN	NaN	310	330	310	300	320	300	280	250	330	320	290	320	310	290	280	210	290	270	
1873	NaN	NaN	330	330	320	300	340	320	300	252	320	300	320	300	340	300	290	220	240	280	
1874	NaN	NaN	320	330	330	320	350	350	310	265	340	340	280	310	320	300	300	240	290	320	
1875	NaN	NaN	320	290	290	280	330	330	280	229	330	310	190	290	300	300	310	220	230	240	
1876	NaN	NaN	320	290	300	300	350	320	270	238	340	320	260	290	290	310	300	260	280	260	
1877	NaN	NaN	290	290	330	300	320	330	270	234	330	320	250	290	290	300	280	250	270	280	
1878	NaN	NaN	340	300	480	370	380	370	290	260	380	420	270	310	300	320	340	310	460	430	
1879	NaN	NaN	370	330	360	310	340	330	270	250	320	350	260	270	280	300	300	260	310	280	
1880	NaN	NaN	320	300	330	300	320	330	270	260	320	330	260	270	290	310	300	250	290	290	
1881	NaN	NaN	280	290	320	320	340	340	270	250	340	340	260	270	290	310	290	260	320	300	
1882	NaN	NaN	490	490	458	434	510	470	320	300	500	510	300	340	300	350	400	330	486	480	
1883	NaN	NaN	330	320	300	290	320	330	270	250	320	320	270	300	280	300	280	250	290	260	
1884	NaN	NaN	290	300	310	290	340	360	280	250	320	320	300	310	260	290	290	270	310	300	
1885	NaN	NaN	290	300	330	310	340	350	280	240	350	330	270	290	270	300	290	270	300	280	
1886	NaN	NaN	330	330	340	310	340	380	290	250	360	340	280	340	310	320	300	280	330	280	
1887	NaN	NaN	310	320	350	320	360	350	280	300	370	380	270	340	280	310	320	280	420	390	
1888	NaN	NaN	300	290	300	280	330	320	270	270	320	320	300	320	270	320	290	260	250	270	
1889	NaN	NaN	310	290	310	330	350	350	270	300	380	340	280	310	290	300	310	270	310	280	
1890	NaN	NaN	330	310	310	310	340	330	270	250	360	360	300	320	280	310	320	270	300	310	
1891	NaN	NaN	310	280	310	310	310	300	270	260	330	300	330	290	290	310	330	260	300	290	
1892	NaN	NaN	300	290	280	300	340	340	260	260	340	340	330	300	300	320	330	280	270	310	
1893	NaN	NaN	300	300	270	320	330	350	260	290	370	370	320	280	280	330	320	270	310	310	
1894	NaN	NaN	280	270	290	310	310	330	270	250	330	320	310	280	280	300	350	240	290	260	
1895	NaN	NaN	290	310	290	300	340	370	280	270	360	320	310	290	310	320	350	270	310	320	
1896	NaN	NaN	280	290	290	310	320	360	280	260	350	320	320	290	300	290	320	270	280	280	
1897	NaN	NaN	300	300	320	330	340	350	280	270	350	310	320	270	270	320	330	270	290	310	
1898	NaN	NaN	310	300	310	320	310	340	280	270	340	320	320	260	290	310	310	260	290	290	
1899	NaN	NaN	290	300	290	310	310	350	290	280	330	320	310	260	280	320	300	270	280	310	
1900	NaN	NaN	270	260	280	310	280	340	300	280	300	310	330	260	300	320	310	270	270	300	
1901	NaN	NaN	260	280	280	290	290	320	270	280	290	300	320	270	280	300	290	240	260	260	
1902	NaN	NaN	280	290	290	300	310	330	280	280	330	340	310	280	300	320	300	220	280	300	
1903	NaN	NaN	270	280	300	330	310	340	290	290	330	360	300	260	310	330	290	220	310	320	
1904	NaN	NaN	280	300	290	320	300	330	290	280	330	330	310	250	280	310	280	240	270	270	
1905	NaN	NaN	290	290	300	330	320	340	300	280	340	340	300	290	300	310	280	260	340	360	
1906	NaN	NaN	290	320	290	300	290	310	270	270	320	320	350	300	260	320	300	220	270	270	
1907	NaN	NaN	322	310	310	290	310	370	290	290	310	320	330	330	260	330	260	250	280	280	
1908	NaN	NaN	341	310	310	310	310	350	280	280	310	320	320	310	280	340	290	260	270	300	
1909	NaN	NaN	401	370	330	320	360	370	290	270	340	330	300	330	290	320	280	280	320	290	
1910	NaN	NaN	376	320	310	320	330	350	280	270	330	330	270	320	280	330	280	260	310	310	
1911	NaN	NaN	345	300	300	310	310	340	270	250	320	310	320	300	270	320	280	250	270	290	
1912	NaN	NaN	351	310	300	310	320	340	280	239	300	300	320	300	260	290	250	270	260	300	
1913	NaN	NaN	520	340	320	320	340	370	280	286	320	330	330	300	280	300	300	250	280	400	
1914	NaN	NaN	400	340	280	300	360	380	290	288	300	330	330	310	280	310	310	250	280	490	
1915	NaN	NaN	360	360	310	300	330	360	280	269	300	320	310	320	290	310	270	240	260	330	
1916	NaN	500	350	300	290	300	330	360	290	247	300	300	290	320	270	320	300	240	280	290	
1917	NaN	450	380	320	280	290	330	360	280	240	300	290	270	300	290	320	280	240	260	360	
1918	NaN	520	420	340	320	290	340	380	270	250	310	310	235	330	270	320	300	270	290	310	
1919	NaN	500	420	450	340	330	370	410	260	250	350	340	10	370	260	300	330	240	300	330	
1920	NaN	510	310	540	310	310	340	370	260	260	310	320	204	350	250	310	300	270	270	290	
1921	NaN	440	330	280	320	320	330	370	250	250	300	290	194	350	250	320	290	240	290	290	
1922	NaN	440	320	310	300	300	330	390	260	240	290	310	176	320	240	300	300	270	260	290	
1923	NaN	450	290	340	330	310	340	360	260	260	320	310	201	330	260	330	250	270	270	320	
1924	NaN	410	340	350	310	300	300	330	250	250	290	300	184	320	250	280	220	270	260	310	
1925	450	420	310	360	350	320	350	360	250	250	320	310	238	310	260	320	290	270	280	330	
1926	380	410	330	450	350	350	370	360	270	250	360	370	297	350	260	310	290	260	330	360	
1927	360	400	300	290	320	320	330	350	270	240	300	300	218	330	250	330	260	260	240	250	
1928	650	420	330	290	300	320	320	330	260	250	310	300	160	330	270	320	260	280	280	280	
