# Esper - Atlas Mountains CS - CDAT - ITRDB MORC019
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#-----------------------------------------------------------------------
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite original publication, online resource and date accessed when using these data,
# If there is no publication information, please cite investigator, title, online resource and date accessed.
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/13890
#             Description: NOAA Landing Page of study
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/treering/measurements/africa/morc019l-noaa.rwl
#    Description: Raw Measurements - NOAA Template File
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/treering/measurements/africa/morc019l.rwl
#    Description: Raw Measurements - Tucson Decadal File
#
# Archive: Treering
#
# Dataset_DOI: 
#
# Parameter_Keywords: minimum density, latewood width, earlywood width, ring width, maximum density
#-------------------
# Contribution_Date
# Date: 2010-06-10
#-------------------
# File_Last_Modified_Date
# Date: 2020-01-09
#-------------------
# Title
#   Study_Name: Esper - Atlas Mountains CS - CDAT - ITRDB MORC019
#-------------------
# Investigators: Esper, J.; Frank, D.C.; Gartner, H.; Verstege, A.; Nievergelt, D.
#-------------------
# Description_Notes_and_Keywords
#     Description: NOAA Template Raw Measurements file added 2019-05-01. NOAA Template Raw Measurements file added 2020-01-09.
#-------------------
# Publication
# Authors: 
# Journal_Name: 
# Published_Title: 
# Published_Date_or_Year: 
# Volume: 
# Pages: 
# Report_Number: 
# DOI: 
# Full_Citation: 
# Abstract: 
#-------------------
# Site Information
# Site_Name:  Atlas Mountains CS
# Location: Morocco
# Northernmost_Latitude: 32.9667
# Southernmost_Latitude: 32.9667
# Easternmost_Longitude: -5.0667
# Westernmost_Longitude: -5.0667
# Elevation: 2200
#-------------------
# Data Collection
# Collection_Name:  MORC019
# Earliest_Year: 1776
# Most_Recent_Year: 2001
# Time_Unit: AD
# Notes: 
#-------------------
# Species
# Species_Name: Cedrus atlantica (Endl.) Manetti ex Carriere
# Common_Name: Atlantic cedar
# Tree_Species_Code: CDAT
#-------------------
# Chronology_Information 
#      Chronology: 
#---------------------
# Variables 
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line; shortname-tab- components: what, material, error, units, seasonality, data_type, detail, method, C or N for Character or Numeric data,additional information)
## age_CE age,,,time unit>age unit>year Common Era,,tree ring,,,N,
## 118226a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118226a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118226b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118226b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118232a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118232a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118232b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118232b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118234a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118234a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118234b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118234b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118238a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118238a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118238b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118238b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118245a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118245a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118245b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118245b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11822a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 11822a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11822b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 11822b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11823a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 11823a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 11823b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 11823b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118211a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118211a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118211b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118211b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118212a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118212a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118212b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118212b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118213a_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118213a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 118213b_raw	latewood width ,,,length unit>millimeter,,tree ring,,,N,Tree ID: 118213b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NaN
age_CE	118226a_raw	118226b_raw	118232a_raw	118232b_raw	118234a_raw	118234b_raw	118238a_raw	118238b_raw	118245a_raw	118245b_raw	11822a_raw	11822b_raw	11823a_raw	11823b_raw	118211a_raw	118211b_raw	118212a_raw	118212b_raw	118213a_raw	118213b_raw	
1776 	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130	NaN	NaN	NaN	NaN	
1777	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120	NaN	NaN	NaN	NaN	
1778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120	NaN	NaN	NaN	NaN	
1779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110	NaN	NaN	NaN	NaN	
1780	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	140	NaN	NaN	NaN	NaN	
1781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120	NaN	NaN	NaN	NaN	
1782	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130	NaN	NaN	NaN	NaN	
1783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130	NaN	NaN	NaN	NaN	
1784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150	NaN	NaN	NaN	NaN	
1785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	140	NaN	NaN	NaN	NaN	
1786	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130	NaN	NaN	NaN	NaN	
1787	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150	NaN	NaN	NaN	NaN	
1788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	160	NaN	NaN	NaN	NaN	
1789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	NaN	NaN	NaN	NaN	
1790	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80	NaN	NaN	NaN	NaN	
1791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60	NaN	NaN	NaN	NaN	
1792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60	NaN	NaN	NaN	NaN	
1793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150	NaN	NaN	NaN	NaN	80	NaN	NaN	NaN	NaN	
1794	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	230	NaN	NaN	NaN	NaN	70	NaN	NaN	NaN	NaN	
1795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	250	NaN	NaN	NaN	NaN	50	NaN	NaN	NaN	NaN	
1796	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	210	NaN	NaN	NaN	NaN	60	NaN	NaN	NaN	NaN	
1797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	230	NaN	NaN	NaN	NaN	70	NaN	NaN	NaN	NaN	
1798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	270	NaN	NaN	NaN	NaN	50	NaN	NaN	NaN	NaN	
1799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	230	NaN	NaN	NaN	NaN	70	NaN	NaN	NaN	NaN	
1800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	210	NaN	NaN	NaN	NaN	80	NaN	NaN	NaN	NaN	
1801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150	100	240	NaN	NaN	NaN	NaN	60	90	160	NaN	NaN	
1802	NaN	NaN	NaN	NaN	140	70	NaN	NaN	150	100	160	NaN	NaN	NaN	NaN	70	100	160	NaN	NaN	
1803	NaN	NaN	NaN	NaN	170	160	NaN	NaN	170	90	180	NaN	NaN	NaN	NaN	80	80	160	NaN	NaN	
1804	NaN	NaN	NaN	NaN	170	190	NaN	NaN	180	110	200	NaN	NaN	NaN	NaN	60	100	160	NaN	NaN	
1805	NaN	NaN	NaN	NaN	140	160	NaN	NaN	200	150	470	NaN	NaN	NaN	NaN	90	140	170	NaN	NaN	
1806	NaN	NaN	NaN	NaN	160	60	NaN	NaN	130	100	250	NaN	NaN	NaN	NaN	80	110	130	NaN	NaN	
1807	NaN	NaN	NaN	NaN	130	80	NaN	NaN	140	120	200	NaN	NaN	NaN	NaN	80	170	140	NaN	NaN	
1808	NaN	NaN	NaN	NaN	150	130	NaN	NaN	150	90	220	NaN	NaN	NaN	NaN	120	190	160	NaN	NaN	
1809	NaN	NaN	NaN	NaN	140	110	NaN	NaN	200	160	240	NaN	NaN	NaN	NaN	140	280	180	NaN	NaN	
1810	NaN	NaN	NaN	NaN	150	130	NaN	NaN	140	100	320	NaN	NaN	NaN	NaN	110	220	170	NaN	NaN	
1811	NaN	NaN	NaN	NaN	110	100	NaN	NaN	140	150	160	NaN	NaN	NaN	NaN	130	290	130	NaN	NaN	
1812	NaN	NaN	NaN	NaN	130	80	NaN	NaN	110	130	150	NaN	NaN	NaN	NaN	90	150	160	NaN	NaN	
1813	NaN	NaN	NaN	NaN	150	100	NaN	NaN	140	160	170	NaN	NaN	NaN	NaN	120	310	150	NaN	NaN	
1814	NaN	NaN	NaN	NaN	160	130	NaN	NaN	130	160	190	NaN	NaN	NaN	NaN	120	330	170	NaN	NaN	
1815	NaN	NaN	NaN	NaN	150	190	NaN	NaN	130	180	260	NaN	NaN	NaN	NaN	120	460	180	NaN	NaN	
1816	NaN	NaN	NaN	NaN	160	140	NaN	NaN	130	190	320	NaN	NaN	NaN	NaN	130	338	150	NaN	NaN	
