# Touchan - Faden-Ahmed - PIHA - ITRDB TUN005
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39309
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39309.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/tun005-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/tun005.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tun005.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-04-05
#--------------------
# File_Last_Modified_Date
#   Date: 2024-04-05
#--------------------
# Title
#   Study_Name: Touchan - Faden-Ahmed - PIHA - ITRDB TUN005
#--------------------
# Investigators
#   Investigators: Touchan, Ramzi
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Touchan, Ramzi; Kevin J Anchukaitis; David M Meko; Dalila Kerchouche; Said Slimani; Rachid Ilmen; Fouad Hasnaoui; Frederic Guibal; Jesus Julio Camarero; Raúl Sánchez-Salguero; Alma Piermattei; Abdessadek Sesbou; Benjamin I Cook; Mohamed Sabir; Hayat Touchane
#   Published_Date_or_Year: 2017
#   Published_Title: Climate controls on tree growth in the Western Mediterranean
#   Journal_Name: The Holocene
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1177/0959683617693901
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Faden-Ahmed
#   Location: Tunisia
#   Northernmost_Latitude: 35.84
#   Southernmost_Latitude: 35.84
#   Easternmost_Longitude: 9.35
#   Westernmost_Longitude: 9.35
#   Elevation_m: 947
#--------------------
# Data_Collection
#   Collection_Name: TUN005
#   First_Year: 1898
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus halepensis Mill.
#   Common_Name: Aleppo pine
#   Tree_Species_Code: PIHA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FAA01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAA20C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAA20C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FAA01A_raw	FAA01B_raw	FAA02A_raw	FAA02B_raw	FAA03A_raw	FAA04A_raw	FAA04B_raw	FAA05A_raw	FAA06A_raw	FAA06B_raw	FAA07A_raw	FAA07B_raw	FAA08A_raw	FAA08B_raw	FAA09A_raw	FAA10A_raw	FAA10B_raw	FAA11A_raw	FAA11B_raw	FAA12A_raw	FAA12B_raw	FAA13A_raw	FAA13B_raw	FAA14A_raw	FAA14B_raw	FAA15A_raw	FAA15B_raw	FAA16A_raw	FAA16B_raw	FAA17A_raw	FAA17B_raw	FAA18A_raw	FAA18B_raw	FAA19A_raw	FAA19B_raw	FAA20A_raw	FAA20B_raw	FAA20C_raw
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3	NA	2.36	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.55	NA	2.14	NA	NA	2.64	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	1.93	NA	NA	1.5	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	NA	2.8	NA	NA	2.68	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	1.86	NA	NA	1.57	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.27	NA	3.74	NA	NA	2.99	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA	2.36	NA	2.82	1.85	1.16
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	1.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	1.5	NA	1.83	1.58	1.09
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.06	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA	1.22	NA	1.41	1.16	0.74
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.73	NA	NA	NA	NA	NA	NA	NA	3.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48	NA	2.26	NA	3.15	1.98	1.43
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	1.77	NA	NA	NA	NA	NA	NA	NA	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08	NA	1.85	NA	3.28	1.98	1.39
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	2.99	NA	NA	NA	NA	NA	NA	NA	2.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	NA	1.39	NA	2.92	1.7	1.53
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	2.23	NA	NA	NA	NA	NA	NA	NA	4.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	1.14	NA	3.73	2.09	1.8
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	1.33	NA	NA	NA	NA	NA	NA	NA	3.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	0.92	NA	2.11	1.26	0.91
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	1.42	NA	NA	NA	NA	NA	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.65	NA	1.01	0.8	0.69
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51	3.98	NA	NA	NA	NA	NA	NA	NA	3.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA	1.46	NA	3.2	2.43	1.9
1922	0.78	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	1.45	NA	NA	NA	NA	NA	NA	NA	1.75	2.45	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	0.59	NA	1.12	1.05	0.61
1923	1.17	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	1	NA	NA	NA	NA	NA	NA	NA	1.9	2.44	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.89	1.54	2.26	1.54	1.39
1924	0.4	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.72	NA	NA	NA	NA	NA	NA	NA	0.86	0.73	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.94	0.53	0.88	1.41	1.13	1.09
1925	0.7	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	1.43	NA	NA	NA	NA	NA	NA	NA	1.28	1.78	NA	NA	NA	NA	NA	NA	NA	NA	0.85	1.06	0.86	1.28	1.82	1.37	1.2
1926	1.35	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	1.86	NA	NA	NA	NA	NA	NA	NA	1.57	2.38	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.44	0.85	1.99	3.67	2.13	1.72
1927	0.84	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.66	NA	NA	NA	NA	NA	NA	NA	0.56	0.79	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.66	0.7	0.88	1.2	0.71	0.5
1928	1.57	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	1.59	NA	NA	NA	NA	NA	NA	NA	1.2	2.27	NA	NA	NA	NA	NA	NA	NA	NA	1.54	1.77	1.27	1.89	3.38	1.85	1.56
1929	1.91	1.51	NA	NA	NA	NA	NA	NA	NA	NA	1.53	1.29	1.63	2.87	NA	2.08	2.2	NA	NA	NA	NA	3.15	2.8	NA	NA	NA	NA	NA	NA	NA	NA	1.51	1.87	1.64	2.72	3.9	2.78	2
1930	1.64	1.35	NA	NA	NA	NA	NA	NA	NA	NA	2.06	1.99	1.09	1.95	NA	1.53	2.07	1.56	2.53	NA	NA	3.78	2.19	NA	NA	NA	NA	NA	NA	NA	NA	1.12	1.04	0.94	1.36	1.33	2.11	1.24
1931	2.2	1.47	NA	NA	NA	NA	NA	NA	NA	NA	1.25	1.22	1.08	1.6	NA	2.26	2.15	1.07	1.64	NA	NA	2.27	1.94	NA	NA	NA	NA	NA	NA	1.73	1.81	1.11	0.97	0.72	1.34	1.08	1.75	1.17
1932	2.2	1.51	NA	NA	NA	NA	NA	NA	NA	NA	2.29	3.38	1.87	2.28	NA	2.27	3.51	1.49	2.12	NA	NA	3.16	3.72	NA	NA	NA	NA	NA	NA	1.58	2.98	1.45	2.24	0.28	3.27	2.53	4.81	3.91
1933	2.51	1.86	NA	NA	NA	1.42	1.4	NA	NA	NA	1.9	1.56	1.62	1.53	NA	1.3	1.38	1.19	1.61	NA	NA	1.65	2.93	NA	NA	NA	NA	NA	NA	1.04	1.3	1.23	1.43	0.31	3.28	1.89	3.65	3.11
1934	1.72	1.46	NA	2.26	NA	1.23	1.43	NA	NA	NA	1.8	1.37	0.89	0.98	NA	1.18	1.26	0.8	1.02	NA	NA	1.04	1.79	NA	NA	NA	NA	NA	NA	1.12	1.99	0.75	0.8	0.65	1.45	0.91	1.93	1.74
1935	2.46	1.72	1.32	1.56	NA	1.07	1.47	NA	NA	NA	1.99	1.86	1.95	2.03	NA	1.57	2.07	1.57	2.7	NA	NA	2.5	3.32	NA	NA	NA	NA	NA	NA	1.35	2.29	1.05	1.07	0.56	2.33	2.2	2.69	2.75
1936	1.6	1.47	1.15	1.17	NA	0.84	1.04	NA	1.37	1.41	1.41	1.43	1.22	1.3	NA	0.98	1.76	1.09	1.66	NA	NA	1.77	2.7	NA	NA	0.89	0.88	1.84	2.01	0.94	1.41	0.74	0.59	0.49	1.93	1.3	1.97	1.87
1937	1.32	1.08	0.71	0.96	NA	0.67	0.78	NA	0.81	0.6	1.06	1.38	0.71	0.78	NA	0.61	1.04	0.95	1.46	NA	NA	1.14	2.24	NA	NA	0.71	0.66	1.17	1.66	0.75	0.89	0.61	0.49	0.38	1.38	0.57	1.08	0.98
1938	1.09	0.92	0.58	0.81	NA	0.45	0.62	NA	0.86	0.54	0.65	0.71	0.5	0.62	NA	0.41	0.52	0.46	0.62	NA	NA	0.63	1.58	NA	NA	0.31	0.28	1.01	1.43	0.41	0.43	0.44	0.31	0.72	0.8	0.22	0.39	0.24
1939	2.67	2.42	1.32	2.02	NA	1.91	1.83	NA	2.3	1.39	1.87	1.72	1.57	1.83	NA	0.71	1.05	1.64	2.58	NA	NA	2.23	3.83	NA	NA	1.79	1.53	0.97	1.69	1.1	1.12	1.04	1.06	0.48	3.17	1.66	1.6	1.68
