# Ngoma - Sesheke - BAPL - ITRDB ZMB001
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#-----------------------------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication,  NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using these data.
# If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35994
#   Landing_Page_Description: NOAA Landing Page of study
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35994.json
#   Study_Level_JSON_Description: Raw Measurements - NOAA Template File
#
# Data_Type: Tree Ring
#
# Dataset_DOI: 
#
# Science_Keywords: 
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/zmb001-noaa.rwl
#   Data_Download_Description: Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/zmb001.rwl
#   Data_Download_Description: Raw Measurements - Tucson Decadal File
#-------------------
# Contribution_Date
#   Date: 2022-02-28
#-------------------
# File_Last_Modified_Date
#   Date: 2022-04-04
#-------------------
# Title
#   Study_Name: Ngoma - Sesheke - BAPL - ITRDB ZMB001
#-------------------
# Investigators: Ngoma, J.; Speer, J.H.
#-------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#-------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acu?a-Soto, E. Adenesky-Filho, R. Alfaro-Sanchez, J. Roberto Vieira Arag?o, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Brauning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, A.A. Chavez-Duran, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dunisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. Lopez-Hernandez, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montoia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Junior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Perez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schongart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-Gonzalez, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: 
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring
#  data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#-------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: https://www.sciencedirect.com/science/article/pii/S1125786516300510
#   Abstract: 
#-------------------
# Site Information
#   Site_Name:  Sesheke
#   Location: Zambia
#   Northernmost_Latitude: -17.38
#   Southernmost_Latitude: -17.38
#   Easternmost_Longitude: 24.66
#   Westernmost_Longitude: 24.66
#   Elevation_m: 969
#-------------------
# Data Collection
#   Collection_Name:  ZMB001
#   Earliest_Year: 1958
#    Most_Recent_Year: 2013
#   Time_Unit: CE
#   Parameter_Keywords: width
#   Core_Length_m:
#   Notes: 
#-------------------
# Species
#
# Tree_Species_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/templates/tree-species-code.csv
#   Tree_Species_Download_Description:  List of accepted tree species names and codes.
#
#   Species_Name: Baikiaea plurijuga Harms
#   Common_Name: Zambezi teak
#    Tree_Species_Code: BAPL
#-------------------
# Chronology_Information 
#   Chronology: 
#---------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/PaST-thesaurus/SKOS/past-thesaurus-v1.0.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line; shortname-tab- components: what, material, error, units, seasonality, data_type, detail, method, C or N for Character or Numeric data,additional information)
## age_CE	age,,,,,tree ring,,,N,units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SES02A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: SES02A; 
## SES07A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: SES07A; 
## SES07b_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: SES07b; 
## SES11A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: SES11A; 
## SES11b_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: SES11b; 
## SES21a_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: SES21a; 
## SES24A_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: SES24A; 
## SES24B_raw	total ring width ,,,millimeter,,tree ring,,,N,Tree ID: SES24B; 
#---------------------
# Data:
# Missing_Values: NaN
age_CE	SES02A_raw	SES07A_raw	SES07b_raw	SES11A_raw	SES11b_raw	SES21a_raw	SES24A_raw	SES24B_raw	
1958	NaN	107	97	NaN	NaN	NaN	NaN	NaN	
1959	NaN	66	61	NaN	NaN	NaN	NaN	NaN	
1960	NaN	151	119	NaN	NaN	NaN	NaN	NaN	
1961	NaN	219	231	NaN	NaN	NaN	NaN	NaN	
1962	NaN	67	26	NaN	NaN	NaN	NaN	NaN	
1963	386	219	192	NaN	NaN	NaN	NaN	NaN	
1964	149	242	228	NaN	NaN	NaN	NaN	NaN	
1965	62	64	47	NaN	NaN	NaN	NaN	NaN	
1966	301	134	143	NaN	NaN	NaN	NaN	NaN	
1967	213	136	136	NaN	NaN	NaN	NaN	NaN	
1968	227	189	120	NaN	NaN	NaN	NaN	NaN	
1969	323	147	60	NaN	NaN	NaN	NaN	NaN	
1970	171	274	220	NaN	NaN	NaN	NaN	NaN	
1971	292	200	282	NaN	NaN	NaN	NaN	NaN	
1972	275	190	157	NaN	NaN	NaN	NaN	NaN	
1973	239	147	133	NaN	244	NaN	NaN	NaN	
1974	199	161	167	NaN	123	NaN	NaN	NaN	
1975	424	131	160	NaN	186	NaN	85	NaN	
1976	225	194	188	370	371	NaN	73	83	
1977	215	176	178	456	536	NaN	108	32	
1978	137	65	69	164	187	NaN	79	45	
1979	290	147	156	381	407	NaN	61	59	
1980	265	204	351	40	60	NaN	61	33	
1981	157	110	173	63	66	NaN	44	51	
1982	264	138	161	199	200	NaN	67	65	
1983	42	130	112	202	228	NaN	78	146	
1984	56	119	111	38	95	NaN	215	189	
1985	36	56	34	105	124	NaN	73	114	
1986	137	72	46	79	80	190	70	108	
1987	150	83	46	153	259	166	198	90	
1988	200	45	52	42	107	160	350	209	
1989	45	88	104	106	111	135	141	224	
1990	85	119	70	119	162	135	174	159	
1991	124	87	115	226	434	234	162	269	
1992	212	54	72	108	95	93	250	118	
1993	111	172	58	238	142	93	102	126	
1994	88	151	140	169	146	195	120	291	
1995	76	199	155	332	333	171	228	163	
1996	176	300	72	55	246	82	92	297	
1997	141	139	171	75	209	124	171	147	
1998	62	145	78	126	74	187	119	97	
1999	183	205	258	103	176	188	119	151	
2000	85	40	36	79	153	107	52	80	
2001	107	125	135	1	63	90	97	155	
2002	27	115	57	237	205	72	65	46	
2003	37	152	89	153	161	141	131	105	
2004	194	143	221	105	147	171	46	304	
2005	62	226	294	32	64	160	62	202	
2006	260	176	254	136	140	205	201	508	
2007	225	221	141	55	185	142	111	224	
2008	225	309	331	239	271	117	280	354	
2009	185	445	443	356	548	341	289	329	
2010	307	395	474	127	251	439	197	333	
2011	183	313	463	101	160	272	25	138	
2012	120	345	448	104	206	166	291	195	
2013	198	474	479	190	264	144	242	332	
