# Touchan - Besbassa - PIHA - ITRDB DZA010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39245
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39245.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/dza010-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/dza010.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/dza010.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-04-05
#--------------------
# File_Last_Modified_Date
#   Date: 2024-04-05
#--------------------
# Title
#   Study_Name: Touchan - Besbassa - PIHA - ITRDB DZA010
#--------------------
# Investigators
#   Investigators: Touchan, Ramzi
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Touchan, Ramzi; Kevin J Anchukaitis; David M Meko; Dalila Kerchouche; Said Slimani; Rachid Ilmen; Fouad Hasnaoui; Frederic Guibal; Jesus Julio Camarero; Raúl Sánchez-Salguero; Alma Piermattei; Abdessadek Sesbou; Benjamin I Cook; Mohamed Sabir; Hayat Touchane
#   Published_Date_or_Year: 2017
#   Published_Title: Climate controls on tree growth in the Western Mediterranean
#   Journal_Name: The Holocene
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1177/0959683617693901
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Besbassa
#   Location: Algeria
#   Northernmost_Latitude: 34.93
#   Southernmost_Latitude: 34.93
#   Easternmost_Longitude: 3.43
#   Westernmost_Longitude: 3.43
#   Elevation_m: 1223
#--------------------
# Data_Collection
#   Collection_Name: DZA010
#   First_Year: 1887
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus halepensis Mill.
#   Common_Name: Aleppo pine
#   Tree_Species_Code: PIHA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BES01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BES22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BES22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BES01A_raw	BES01B_raw	BES02A_raw	BES02B_raw	BES03A_raw	BES03B_raw	BES04A_raw	BES04B_raw	BES05A_raw	BES05B_raw	BES06A_raw	BES06B_raw	BES07A_raw	BES07B_raw	BES08A_raw	BES08B_raw	BES09A_raw	BES09B_raw	BES10A_raw	BES10B_raw	BES11A_raw	BES11B_raw	BES12A_raw	BES12B_raw	BES13A_raw	BES13B_raw	BES14A_raw	BES14B_raw	BES15A_raw	BES15B_raw	BES16A_raw	BES16B_raw	BES17A_raw	BES17B_raw	BES18A_raw	BES18B_raw	BES19A_raw	BES19B_raw	BES20A_raw	BES20B_raw	BES21A_raw	BES21B_raw	BES22A_raw	BES22B_raw
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.32	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.52	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.31	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.44	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.58	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.84	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	2.76
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA	2.4	1.83
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	NA	NA	NA	1.62	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	2.4	2.22
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	2.1	NA	NA	NA	NA	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	NA	3.69	NA	NA	2.53	2.67
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37	2.85	NA	NA	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	2.59	NA	NA	2.37	2.06
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.54	3.66	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	3.41	NA	NA	4.13	2.75
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.87	4.18	NA	NA	NA	NA	NA	NA	2.34	2.57	NA	NA	NA	NA	NA	NA	NA	4.53	NA	NA	4.09	3.03
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.73	4.41	NA	NA	NA	NA	NA	NA	2.72	2.6	NA	NA	NA	NA	NA	NA	NA	3.96	NA	NA	3.4	2.56
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.82	5.08	NA	NA	NA	NA	NA	NA	3.73	3.68	NA	NA	NA	NA	NA	NA	NA	3.98	NA	NA	3.01	2.78
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3.71	NA	NA	NA	NA	NA	NA	2.07	2.78	NA	NA	NA	NA	NA	NA	NA	2.45	NA	NA	2.25	2.25
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.75	5.15	NA	NA	NA	NA	NA	NA	2.77	3.37	NA	NA	NA	NA	NA	NA	NA	2.31	NA	NA	2.59	2.41
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.31	3.64	NA	NA	NA	NA	NA	NA	1.4	1.86	NA	NA	NA	NA	NA	NA	NA	3.43	NA	NA	1.57	1.66
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.49	3.92	NA	NA	NA	NA	NA	NA	2.76	2.73	NA	3	NA	NA	NA	NA	NA	4.46	NA	NA	2.74	2.75
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.08	4.19	NA	NA	NA	NA	NA	NA	2.23	3.16	NA	2.3	NA	NA	NA	NA	NA	4.01	NA	NA	2.21	2.3
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61	3.54	NA	NA	NA	NA	NA	NA	2.47	2.91	NA	1.51	NA	NA	NA	NA	NA	4.4	NA	NA	2.12	1.87
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.89	2.79	NA	NA	NA	NA	NA	NA	2.49	2.44	NA	1.98	NA	NA	NA	NA	6.35	3.81	NA	NA	2.25	1.97
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87	3.26	NA	NA	NA	NA	NA	NA	2.46	2.23	NA	2.26	NA	NA	NA	NA	5.84	3.24	NA	NA	1.64	1.69
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91	3.44	NA	NA	NA	NA	NA	NA	2.85	2.72	NA	3.51	NA	NA	NA	NA	5.21	3.57	NA	NA	2.03	2.27
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.52	4.7	NA	NA	NA	NA	NA	NA	3.84	3.63	NA	3.54	NA	NA	NA	NA	6.42	5.14	NA	NA	3.6	4.41
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02	3.01	NA	NA	NA	NA	NA	NA	1.6	1.63	NA	1.88	NA	NA	NA	NA	4.04	3.23	NA	NA	1.64	2.08
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.75	2.36	NA	NA	NA	NA	NA	NA	1.48	1.41	NA	1.95	NA	NA	NA	NA	3.36	3.17	NA	NA	1.53	1.98
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.57	2.93	NA	NA	NA	NA	NA	NA	2.27	2.56	NA	2.59	NA	NA	NA	NA	4.13	3.99	NA	NA	2.85	3.72
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.77	2.5	NA	NA	NA	NA	NA	NA	1.67	2.29	2.86	2.45	NA	NA	NA	NA	3.58	3	NA	NA	1.95	2.6
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48	2.38	NA	NA	NA	NA	NA	NA	1.83	2.37	3.81	2.97	NA	NA	NA	NA	3	3.66	NA	NA	2.55	3.16
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	2.34	2.26	2.24	NA	NA	NA	NA	1.95	2.81	4.03	3.05	NA	NA	NA	NA	3.21	3.38	NA	NA	3.08	3.88
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	2.74	1.91	2.67	NA	NA	NA	NA	2.34	3.06	4.14	3.86	NA	NA	NA	NA	4.44	3.63	NA	NA	3.79	4.73
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.51	0.47	0.43	NA	NA	NA	NA	0.47	0.32	1.01	0.89	NA	NA	NA	NA	1.1	0.9	NA	NA	0.74	0.92
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	1.16	1.39	0.98	NA	NA	NA	NA	1.09	0.9	1.17	1.56	NA	NA	NA	NA	1.56	1.46	NA	NA	1.58	1.44
1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.37	0.41	0.35	NA	NA	NA	NA	0.3	0.19	0.16	0.33	NA	NA	NA	NA	0.55	0.74	NA	NA	0.41	0.63
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	1.55	2.77	2.14	NA	NA	NA	NA	1.89	2.05	1.61	2.79	NA	NA	NA	NA	2.09	2	NA	NA	2.48	2.95
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.99	0.78	0.69	NA	NA	NA	NA	0.93	1.33	1.2	1.27	NA	NA	NA	NA	1.59	1.16	NA	NA	1.76	1.7
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.2	1.43	1.39	NA	NA	NA	NA	1.39	1.45	1.64	1.61	NA	NA	NA	NA	2.29	1.87	NA	NA	1.92	1.97
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	NA	NA	NA	NA	1.22	1.71	1.4	1.3	NA	NA	NA	NA	1.84	2.02	2.41	2.07	NA	NA	NA	NA	2.34	2.34	NA	NA	2.03	2.31
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	0.82	0.78	1.17	1.02	NA	NA	NA	NA	0.89	0.91	1.27	1.16	NA	NA	NA	NA	1.19	1.12	NA	NA	0.86	0.92
