# Touchan - Machraa Hamadi - PIHA - ITRDB MAR038
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39296
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39296.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/mar038-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/africa/mar038.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mar038.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-04-05
#--------------------
# File_Last_Modified_Date
#   Date: 2024-04-05
#--------------------
# Title
#   Study_Name: Touchan - Machraa Hamadi - PIHA - ITRDB MAR038
#--------------------
# Investigators
#   Investigators: Touchan, Ramzi
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Touchan, Ramzi; Kevin J Anchukaitis; David M Meko; Dalila Kerchouche; Said Slimani; Rachid Ilmen; Fouad Hasnaoui; Frederic Guibal; Jesus Julio Camarero; Raúl Sánchez-Salguero; Alma Piermattei; Abdessadek Sesbou; Benjamin I Cook; Mohamed Sabir; Hayat Touchane
#   Published_Date_or_Year: 2017
#   Published_Title: Climate controls on tree growth in the Western Mediterranean
#   Journal_Name: The Holocene
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1177/0959683617693901
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Machraa Hamadi
#   Location: Morocco
#   Northernmost_Latitude: 34.69
#   Southernmost_Latitude: 34.69
#   Easternmost_Longitude: -2.64
#   Westernmost_Longitude: -2.64
#   Elevation_m: 820
#--------------------
# Data_Collection
#   Collection_Name: MAR038
#   First_Year: 1923
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus halepensis Mill.
#   Common_Name: Aleppo pine
#   Tree_Species_Code: PIHA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MAH01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAH20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAH20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MHA17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MHA17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MAH01B_raw	MAH02A_raw	MAH02B_raw	MAH03A_raw	MAH03B_raw	MAH04A_raw	MAH04B_raw	MAH05A_raw	MAH05B_raw	MAH06A_raw	MAH06B_raw	MAH07A_raw	MAH07B_raw	MAH08A_raw	MAH08B_raw	MAH09A_raw	MAH10A_raw	MAH10B_raw	MAH11A_raw	MAH11B_raw	MAH12A_raw	MAH12B_raw	MAH13A_raw	MAH13B_raw	MAH14A_raw	MAH14B_raw	MAH15A_raw	MAH15B_raw	MAH16A_raw	MAH16B_raw	MAH17A_raw	MAH18A_raw	MAH18B_raw	MAH19A_raw	MAH19B_raw	MAH20A_raw	MAH20B_raw	MHA17B_raw
1923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.64	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.18	NA	3.23	NA	5.02	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.54	NA	3.96	NA	4.1	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.34	NA	NA
1926	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.92	NA	1.63	NA	4.76	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	3.7	NA	NA
1927	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.56	NA	3.68	NA	3.1	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	4.41	NA	NA
1928	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	2.05	NA	2.24	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	2.11	NA	NA	NA	NA	NA	2.29	NA	NA
1929	NA	NA	1.67	NA	NA	NA	NA	2.32	NA	NA	NA	NA	NA	3.87	7.62	4.2	NA	3.7	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	2.32	3.62	1.08	NA	NA	NA	6.24	NA	NA
1930	NA	NA	3.16	NA	NA	NA	NA	4.79	NA	NA	NA	NA	NA	5.91	10.08	4.44	NA	4.41	NA	NA	NA	NA	NA	1.33	NA	NA	3.05	NA	NA	4.07	1.12	1.99	NA	NA	NA	6.62	6.97	NA
1931	NA	NA	2.13	NA	NA	NA	NA	4.11	NA	4.3	NA	NA	NA	4.1	7.98	4.36	7.87	5.92	NA	NA	NA	NA	NA	0.83	NA	NA	5.24	NA	NA	4.38	1.52	0.71	NA	NA	NA	5.38	8.58	NA
1932	NA	NA	3.35	NA	NA	4.33	NA	1.15	NA	0.67	NA	4.73	4.45	1.33	1.99	1.1	1.98	1.32	NA	NA	NA	NA	NA	1.02	NA	NA	0.71	NA	NA	1.07	2.72	0.37	NA	NA	NA	0.98	1.33	NA
1933	0.13	NA	0.83	NA	NA	1.34	NA	1.41	NA	0.93	NA	0.37	0.6	1.89	2.07	1.59	1.84	1.7	NA	NA	NA	NA	NA	0.8	NA	1.23	1.23	NA	NA	0.64	1.43	0.23	NA	NA	NA	2.36	1.9	NA
1934	0.26	NA	2.06	NA	NA	2.16	NA	3.36	NA	1.87	NA	1.89	1.44	3.78	4.04	2.66	2.52	1.69	NA	3.65	NA	NA	NA	1.22	NA	0.18	3.42	NA	NA	2.26	1.44	0.83	NA	NA	NA	4.95	2.86	NA
1935	2.42	9.4	3.99	NA	NA	4.77	NA	4.75	NA	2.72	NA	3.4	4.2	5.37	5.99	4.46	5.51	3.79	NA	5.75	NA	NA	NA	2.71	NA	2.97	7.36	NA	NA	3.58	1.94	2.41	NA	NA	NA	7.52	5.68	NA
1936	2.79	6.81	3.53	NA	NA	2.56	NA	5.55	NA	2.4	NA	3.01	4.08	3.67	5.04	3.11	3.65	3.21	NA	4.23	NA	NA	NA	2.41	5.04	2.87	6.72	NA	NA	2.92	3.65	1.54	NA	NA	NA	5.42	4.53	NA
1937	4.47	10.41	7.32	NA	NA	4.54	NA	6.84	NA	2.74	NA	4.65	4.77	1.29	6.87	4.32	6.12	3.62	NA	5.91	NA	9.11	NA	2.92	1.95	3.88	8.7	NA	NA	4.14	3.12	3.03	NA	NA	NA	7.14	4.24	NA
1938	1.03	4.71	5.43	NA	NA	2.2	NA	3.04	4.21	1.58	NA	1.99	2.98	4.51	5.26	3.18	4.52	2.89	NA	4.94	NA	4.16	NA	2.02	0.85	2.23	4.18	NA	4.14	2.64	4.45	0.6	2.57	NA	0.77	4.27	3.46	NA
1939	1.23	3.15	3.28	NA	NA	0.46	NA	2.12	3.81	0.2	NA	1.22	1.38	4.12	3.61	2.22	2.39	2.5	NA	2.9	0.41	1.06	NA	1.24	2.4	2.13	2.12	NA	2.95	1.29	4.56	0.68	0.65	1.76	0.89	2.37	4.07	NA
1940	2.45	3.26	3.24	NA	NA	1.03	NA	3.02	3.91	1.63	NA	3.37	3.53	3.34	4	3.09	2.8	4.29	NA	4.4	2.14	3.11	NA	3.2	2.31	2.81	2.73	NA	4.08	1.75	1.79	1.67	3.76	3.5	2.49	3.04	5.55	4.11
1941	0.99	1.27	2.13	NA	NA	0.81	NA	1.51	1.98	1.18	NA	2.1	1.64	2.27	2.18	2.38	2.48	3.09	NA	2.57	1.3	1.76	NA	2.03	1.55	1.89	1.44	NA	2.5	0.95	1.06	1.05	2.12	4.35	0.5	2.32	3.04	3.52
1942	1.54	1.97	2.59	NA	2.39	1.25	NA	2.38	2.6	1.48	NA	2.32	1.81	3.08	3.75	2.77	3.48	3.65	2.61	3.16	1.93	2.95	NA	2.55	1.83	1.86	1.25	NA	3.05	1.41	1.63	1.62	2.3	4.22	1.94	3.15	4.43	4.69
1943	0.41	1.15	1.81	NA	1.65	0.13	NA	1	1.27	0.92	NA	0.31	0.17	1.62	2.07	1.31	1.62	2.61	1.67	1.85	1.78	1.51	NA	1.16	0.63	0.57	0.3	NA	1.16	0.83	0.45	0.7	0.72	0.63	1.1	1.49	2.98	0.73
1944	2.92	3.69	5.02	NA	3.81	1.32	NA	1.98	2.94	2.28	NA	1.76	1.64	4.6	4.53	2.04	3.01	4.1	3.72	3.98	3.07	2.73	NA	2.91	2	1.67	2.94	NA	3.59	2.57	0.59	2.11	1.82	2.97	4.14	5.03	5.15	1.52
1945	2.17	4.66	4.57	NA	1.36	1.77	NA	3.92	4.37	2.61	NA	2.14	2.43	4.8	4.59	3.48	2.72	4.6	5.57	4.5	3.5	2.79	NA	3.54	2.14	1.79	3.05	1.79	3.39	2.91	1.29	0.96	0.84	4.06	2.36	6.11	5.91	2.34
1946	0.52	0.97	0.68	NA	1.8	0.25	NA	0.75	0.88	0.58	NA	0.74	0.78	1.17	1	1.01	1.17	1.55	2.24	1.69	0.92	0.75	NA	1.69	0.54	0.39	0.37	0.34	0.74	0.54	0.52	0.91	0.64	2.02	2.4	1.55	1.38	0.9
1947	0.72	0.47	0.63	NA	0.33	0.3	NA	0.74	0.57	0.32	NA	0.82	0.56	1.14	1.34	0.85	1.52	2.34	1.78	1.59	0.7	0.38	NA	1.7	0.45	0.43	0.19	0.22	0.68	0.25	0.81	0.12	0	2.95	3.38	2.19	2.3	1.05
1948	0.92	0.36	0.34	NA	1.86	0.38	NA	0.54	0.52	0.29	NA	1.28	1.02	0.99	1.78	1.07	2	2.08	1.65	1.33	0.7	0.33	NA	1.96	0.57	0.54	0.33	0.16	0.52	0.21	0.71	0.79	1.11	3.38	2.35	3.16	3.14	1.05
1949	4.44	0.89	0.78	NA	2.42	1.28	NA	0.95	1.18	1.37	NA	1.19	1.45	1.63	3.12	1.86	2.65	2.49	1.89	1.5	2.09	1.76	NA	2.36	1.5	1.32	1	0.79	1.81	0.77	1.94	1.7	2.47	3.47	0.93	4.46	4.5	2.71
1950	4.07	2.34	2.2	NA	0.74	2.6	NA	1.66	2.28	2.15	NA	2.12	2.29	3.59	4.31	1.99	3.5	2.75	2.94	2.44	3.92	4.27	NA	3.26	2.33	2.55	1.69	1.82	2.33	1.66	2.39	4.11	4.49	4.4	4.06	4.99	5.08	2.95
1951	5	3.59	4.07	5.17	1.95	3	NA	3.56	3.69	2.71	NA	2.97	2.98	4.14	4.52	1.89	3.1	3.1	8.58	5.56	7.1	7.68	NA	4.11	3.83	3.73	3.28	4.43	4.69	2.47	2.89	5.97	5.13	4.09	5.66	5.37	6.23	3.58
1952	4.12	3	4.05	5.12	2.06	1.79	7.51	4.09	3.44	2.79	6.93	3.13	2.1	5.15	5.21	2.01	2.72	2.41	9.17	5.99	6.12	5.53	4.29	4.97	3.78	3.28	2.36	6.37	4.97	2.92	3.46	3.26	1.39	5.95	4.87	4.66	5.56	4.72
1953	2.4	1.75	2.08	2.31	1.41	0.71	2.88	3.26	3.18	1.59	3.49	2.1	1.55	3.39	4.73	1.66	2.4	2.12	4.95	3.67	4.02	3.2	3.54	3.18	3.03	2.05	1.36	5.13	3.56	2.2	2.23	3.3	5.55	3.8	2.21	3.07	3.75	3
1954	1.76	0.99	1.39	4.89	1.42	0.67	2.45	1.72	1.94	1.01	1.82	0.9	1.19	1.64	2.27	0.74	1.65	1.55	2.44	1.23	2.57	1.62	2.53	2.65	1.68	1.29	1.04	3.55	1.64	1.3	1.04	1	3.3	2	1.71	1.38	1.31	1.41
1955	3.51	2.59	4.01	7.39	0.49	0.23	2.04	2.95	4.09	0.96	2.69	1.33	2.11	3.03	3.99	1.64	2.98	3.8	4.31	1.53	4.38	2.17	3.01	3.61	2.02	1.69	2.28	5.63	2.35	1.54	1.11	1.37	1.35	2.3	3.18	3.02	2.78	1.6
1956	5.63	4.86	4.1	4.31	1.91	1.56	4.45	2.79	4.86	2	4.29	2.33	3.28	3.18	4.36	2.21	5.37	4.81	5.04	4.76	5.74	4.04	6.28	4.44	2.26	2.09	3.73	5.18	4.34	2.09	1.83	2.77	1.33	3.76	4.68	6.75	4.33	3.61
1957	2.18	2.38	2.47	3.9	3.07	1.64	2.53	2.06	2.15	1.58	2.92	1.35	1.43	2.03	2.45	1.75	2.81	2.05	3.4	2.87	3.43	3.04	3.93	3.35	1.89	2	1.9	2.63	2.45	2.17	1.66	2.82	2.88	3.17	3.25	3.19	2.66	3.02
1958	3.48	1.96	1.72	6.37	3.99	1.93	2.43	2.03	2.27	1.6	2.59	1.85	1.75	2.22	2.91	2.59	3.27	1.88	3.95	2.61	4.55	3.89	3.43	2.79	2.84	1.73	1.55	2.52	2.15	2.03	1.72	3	3	2.71	2.3	2.3	2.42	2.49
1959	4.82	5.3	5.25	2.89	3	3.45	4.73	3.85	3.55	3.05	4.89	3.26	3.23	4.93	5.22	3.5	5.08	3.64	5.39	3.82	6.05	4.79	4.81	4.66	4.18	2.4	2.54	4.56	3.88	2.72	2.73	4.09	2.93	5.75	4.02	4.99	5.43	4.09
1960	2.5	4.31	4.32	1.66	1.75	1.79	4.69	2.62	2.14	2.53	2.97	1.57	1.95	5.5	4.84	3.13	3.75	2.94	3.13	2.85	3.63	3.07	5.5	4.15	3.71	1.94	1.55	3.14	2.9	1.95	3.04	3.69	3.8	4.64	4.56	6.07	6.14	5.84
