# Bunn - Darcey Lake - PCMA - ITRDB CANA299
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/9935
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-9935.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana299-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana299-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana299.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana299.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-08-31
#--------------------
# File_Last_Modified_Date
#   Date: 2010-08-31
#--------------------
# Title
#   Study_Name: Bunn - Darcey Lake - PCMA - ITRDB CANA299
#--------------------
# Investigators
#   Investigators: Bunn, A.G.(https://orcid.org/0000-0001-9027-2162); Lloyd, A.H.; Berner, L.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Darcey Lake
#   Location: Northwest Territories
#   Northernmost_Latitude: 60.9167
#   Southernmost_Latitude: 60.9167
#   Easternmost_Longitude: -111.6
#   Westernmost_Longitude: -111.6
#   Elevation_m: 240
#--------------------
# Data_Collection
#   Collection_Name: CANA299
#   First_Year: 1909
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea mariana (Mill.) Britton, Sterns, & Poggenb.
#   Common_Name: black spruce
#   Tree_Species_Code: PCMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DAR004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR012A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR012A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR012B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR012B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR013A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR013A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR014B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR014B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR019A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR019A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR020A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR020A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR020B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR020B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR023A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR023A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR023B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR023B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR024A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR024A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DAR024B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DAR024B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DAR004A_raw	DAR004B_raw	DAR006A_raw	DAR006B_raw	DAR009A_raw	DAR009B_raw	DAR012A_raw	DAR012B_raw	DAR013A_raw	DAR014B_raw	DAR019A_raw	DAR020A_raw	DAR020B_raw	DAR023A_raw	DAR023B_raw	DAR024A_raw	DAR024B_raw
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.828	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.997	NA	1.896	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.945	NA	1.938	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	1.365	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.718	NA	1.067	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.966	NA	1.477	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.049	NA	1.115	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	1.592	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.133	1.679	1.599	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	1.268	NA	1.236	1.345	1.091	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	1.496	NA	1.45	1.687	1.571	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	1.142	NA	1.024	1.501	1.456	NA	NA	0.749	0.811
1921	NA	NA	NA	NA	NA	NA	NA	NA	1.773	NA	1.435	2.738	2.141	NA	NA	0.645	0.616
1922	NA	NA	NA	NA	NA	NA	NA	NA	1.508	NA	1.367	2.51	1.72	NA	NA	1.121	1.115
1923	NA	NA	NA	NA	NA	NA	NA	NA	0.971	NA	1.01	1.794	1.432	NA	NA	0.695	0.715
1924	NA	NA	NA	NA	NA	NA	NA	NA	1.482	NA	1.285	1.884	1.158	NA	NA	0.432	0.65
1925	NA	NA	NA	NA	NA	NA	NA	NA	1.348	NA	1.374	2.08	1.215	NA	NA	0.561	0.417
1926	NA	NA	NA	NA	NA	NA	NA	NA	1.055	NA	1.167	1.707	1.163	NA	NA	0.55	0.475
1927	NA	NA	NA	NA	NA	NA	NA	NA	0.978	NA	1.172	1.304	0.741	NA	NA	0.409	0.636
1928	NA	NA	NA	NA	NA	NA	NA	NA	0.282	NA	0.252	0.74	0.333	NA	NA	0.396	0.432
1929	NA	NA	NA	NA	NA	NA	NA	NA	0.193	NA	0.658	0.938	0.282	NA	NA	0.541	0.735
1930	NA	NA	NA	NA	NA	NA	NA	NA	0.173	2.625	1.412	1.542	0.41	NA	NA	0.758	1.062
1931	NA	NA	NA	NA	NA	NA	NA	NA	0.323	2.548	2.09	1.896	0.543	NA	NA	0.769	1.174
1932	NA	NA	NA	NA	NA	NA	NA	NA	1.084	2.436	3.219	2.07	0.846	NA	NA	1.364	1.395
1933	NA	NA	NA	NA	NA	NA	NA	NA	1.549	2.431	2.721	1.951	1.14	NA	NA	0.838	1.233
1934	NA	NA	NA	NA	NA	NA	NA	NA	1.355	2.773	2.017	1.697	0.958	NA	NA	0.909	1.186
1935	NA	NA	NA	NA	NA	NA	NA	NA	1.134	3.11	2.824	1.958	1.21	NA	NA	0.845	0.977
1936	NA	NA	NA	NA	NA	NA	NA	NA	1.082	3.438	2.442	1.487	0.982	NA	NA	0.635	0.87
1937	NA	NA	NA	NA	NA	NA	NA	NA	1.026	2.404	3.523	1.612	1.331	NA	NA	0.546	0.969
1938	NA	NA	NA	NA	NA	NA	NA	NA	1.411	3.722	3.027	1.774	1.358	NA	NA	0.579	0.987
1939	NA	NA	NA	NA	NA	NA	NA	NA	1.439	2.948	2.61	1.529	1.499	NA	NA	0.779	1.18
1940	NA	NA	NA	NA	NA	NA	NA	NA	1.659	2.407	2.24	1.95	1.793	NA	NA	0.842	1.12
1941	NA	NA	NA	NA	NA	NA	NA	NA	2.05	2.554	2.55	2.5	1.848	NA	NA	0.716	1.084
1942	NA	NA	NA	NA	NA	NA	NA	NA	1.512	2.522	2.636	1.872	1.505	NA	NA	0.67	0.957
1943	NA	NA	NA	NA	NA	NA	NA	NA	1.755	3.502	2.446	1.744	1.432	NA	NA	1.013	0.971
1944	NA	NA	NA	NA	NA	NA	NA	NA	1.598	3.055	2.432	2.097	1.688	NA	NA	0.93	1.118
1945	NA	NA	NA	NA	NA	NA	NA	NA	1.471	2.968	2.554	2.286	1.695	NA	NA	0.69	1.111
1946	NA	NA	NA	NA	NA	NA	NA	NA	1.273	3.308	3.235	2.422	2.011	NA	NA	1.11	1.352
1947	NA	NA	NA	NA	NA	NA	NA	NA	1.745	3.2	2.741	2.269	2.342	NA	NA	0.743	1.216
1948	NA	NA	NA	NA	NA	NA	NA	NA	1.662	2.096	3.041	2.107	2.003	NA	NA	0.588	1.044
1949	NA	NA	NA	NA	NA	NA	NA	NA	1.922	2.74	2.788	2.074	1.677	NA	NA	0.716	1.206
1950	NA	NA	NA	NA	NA	NA	NA	NA	1.479	1.932	1.981	1.687	1.53	NA	NA	0.442	0.791
1951	NA	NA	NA	NA	NA	NA	NA	NA	1.814	2.115	1.948	1.618	1.843	NA	NA	0.596	1.161
1952	NA	NA	NA	NA	NA	NA	NA	NA	1.397	1.596	1.549	1.119	1.286	NA	NA	0.407	0.673
1953	NA	NA	NA	NA	0.831	0.796	NA	NA	1.749	1.534	1.911	1.825	1.93	NA	NA	0.622	1.196
1954	NA	NA	NA	NA	1.114	0.897	NA	NA	1.528	2.105	2.347	2.166	2.511	NA	NA	0.536	0.804
1955	NA	NA	NA	NA	1.176	0.959	NA	NA	1.319	2.37	1.622	1.548	1.481	NA	NA	0.47	0.755
1956	NA	NA	NA	NA	1.32	1.626	NA	NA	2.038	2.988	2.401	2.472	2.386	NA	NA	0.739	0.962
1957	NA	NA	NA	NA	1.495	1.563	NA	NA	1.68	2.722	1.816	2.228	2.298	NA	NA	0.639	1.033
1958	NA	NA	NA	NA	1.051	1.006	NA	NA	1.309	1.944	1.472	1.427	1.436	1.769	NA	0.416	0.754
1959	NA	NA	NA	NA	1.144	1.319	NA	NA	1.559	2.263	1.329	1.403	1.463	2.048	1.775	0.665	1.027
1960	NA	NA	NA	NA	0.98	1.236	NA	NA	1.441	2.172	1.454	1.539	1.598	2.178	1.824	0.451	0.743
1961	NA	NA	NA	NA	0.971	1.342	NA	NA	1.254	2.177	1.121	1.125	1.176	1.999	1.869	0.383	0.65
1962	NA	NA	NA	NA	1.062	1.247	0.76	NA	1.686	2.108	1.224	1.385	1.304	2.519	2.247	0.366	0.692
1963	NA	NA	NA	NA	1.066	1.327	1.04	NA	2.338	3.081	1.745	2.017	1.975	2.734	2.708	0.556	0.825
