# Bonney - Upper Credit CA B (Site 14) - THOC - ITRDB CANA669
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36614
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36614.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana669-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana669-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana669.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana669.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-06-17
#--------------------
# File_Last_Modified_Date
#   Date: 2022-06-17
#--------------------
# Title
#   Study_Name: Bonney - Upper Credit CA B (Site 14) - THOC - ITRDB CANA669
#--------------------
# Investigators
#   Investigators: Bonney, M.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-09-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Upper Credit CA B (Site 14)
#   Location: Canada
#   Northernmost_Latitude: 43.881389
#   Southernmost_Latitude: 43.881389
#   Easternmost_Longitude: -80.06
#   Westernmost_Longitude: -80.06
#   Elevation_m: 402
#--------------------
# Data_Collection
#   Collection_Name: CANA669
#   First_Year: 1922
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Thuja occidentalis L.
#   Common_Name: northern white-cedar
#   Tree_Species_Code: THOC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 1410a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1410a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1410b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1410b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1411a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1411a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1411b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1411b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1412a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1412a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1412b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1412b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1413a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1413a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1413b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1413b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1414a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1414a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1414b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1414b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1415a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1415a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1416a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1416a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1416b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1416b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1417a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1417a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1417b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1417b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1418a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1418a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1418b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1418b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1419a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1419a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1419b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1419b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1420a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1420a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1420b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1420b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1421a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1421a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1421b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1421b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1424a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1424a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1424b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1424b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1425a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1425a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1425b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1425b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1427a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1427a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1427b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1427b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1429a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1429a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1429b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1429b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1402a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1402a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1402b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1402b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1403a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1403a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1403b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1403b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1407b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1407b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1408a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1408a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1408b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1408b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	1410a_raw	1410b_raw	1411a_raw	1411b_raw	1412a_raw	1412b_raw	1413a_raw	1413b_raw	1414a_raw	1414b_raw	1415a_raw	1416a_raw	1416b_raw	1417a_raw	1417b_raw	1418a_raw	1418b_raw	1419a_raw	1419b_raw	1401a_raw	1401b_raw	1420a_raw	1420b_raw	1421a_raw	1421b_raw	1424a_raw	1424b_raw	1425a_raw	1425b_raw	1427a_raw	1427b_raw	1429a_raw	1429b_raw	1402a_raw	1402b_raw	1403a_raw	1403b_raw	1407a_raw	1407b_raw	1408a_raw	1408b_raw	1409a_raw	1409b_raw
1922	NA	NA	NA	NA	5.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	3.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	4.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	1.995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	1.807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24	3.552	NA	NA
1929	NA	NA	NA	NA	1.188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.751	1.7	NA	NA
1930	NA	NA	NA	NA	0.776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.411	1.626	NA	NA
1931	NA	NA	NA	NA	1.252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.525	2.392	NA	NA
1932	NA	NA	NA	NA	1.638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.974	2.807	NA	NA
1933	NA	NA	NA	NA	1.833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	2.499	NA	NA
1934	NA	NA	NA	NA	1.816	NA	NA	NA	3.481	NA	NA	NA	NA	NA	NA	0.911	NA	NA	NA	NA	NA	NA	2.554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.679	1.6	NA	NA
1935	NA	NA	NA	NA	3.687	NA	NA	NA	2.414	NA	NA	NA	NA	NA	NA	2.499	NA	NA	NA	NA	NA	NA	2.836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.726	2.436	NA	NA
1936	NA	NA	NA	NA	3.091	NA	NA	NA	1.435	NA	NA	NA	NA	NA	NA	2.144	NA	NA	NA	NA	NA	NA	2.214	1.408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.662	1.264	NA	NA
1937	NA	NA	NA	NA	1.926	NA	NA	NA	1.101	1.358	NA	NA	2.567	NA	NA	1.757	NA	NA	NA	NA	NA	NA	1.647	1.841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.611	0.985	NA	NA
1938	NA	NA	NA	NA	4.541	NA	NA	NA	1.46	1.341	NA	NA	1.75	NA	NA	2.912	NA	NA	NA	NA	NA	NA	2.357	2.999	NA	NA	3.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.256	1.618	NA	NA
1939	NA	NA	NA	NA	5.822	NA	NA	NA	1.622	1.457	NA	NA	2.931	NA	NA	3.197	NA	NA	NA	NA	NA	NA	3.743	3.136	NA	NA	3.221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	1.514	NA	NA
1940	NA	NA	NA	NA	6.76	NA	NA	NA	2.021	1.777	NA	NA	3.092	NA	NA	3.622	NA	NA	NA	NA	NA	NA	3.549	2.921	NA	NA	2.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.425	2.61	2.973	NA
1941	NA	NA	NA	NA	4.626	NA	NA	NA	1.655	1.574	NA	NA	3.206	NA	NA	3.154	NA	NA	NA	5.006	4.2	NA	2.411	1.996	NA	NA	1.922	NA	NA	NA	2.552	NA	NA	NA	NA	NA	NA	NA	NA	1.481	1.589	1.97	NA
1942	NA	NA	NA	NA	5.61	NA	NA	NA	1.321	1.532	NA	NA	3.864	NA	NA	3.325	NA	NA	NA	6.325	5.58	NA	1.636	1.756	NA	NA	2.396	NA	NA	NA	2.467	NA	NA	NA	NA	NA	NA	NA	NA	1.334	2.404	3.041	NA
1943	NA	NA	NA	NA	4.699	NA	NA	NA	1.395	0.984	NA	NA	3.27	NA	NA	3.377	NA	NA	NA	4.29	4.249	NA	1.53	2.297	3.134	NA	1.46	NA	NA	NA	2.815	NA	NA	NA	NA	NA	NA	NA	NA	1.122	1.954	2.316	NA
1944	NA	NA	NA	NA	3.229	NA	NA	NA	1.634	0.847	NA	2.809	3.027	NA	NA	3.902	NA	NA	NA	4.052	5.016	NA	1.796	2.488	2.064	NA	0.725	NA	NA	NA	2.858	NA	NA	NA	NA	NA	NA	NA	NA	1.058	1.491	1.913	NA
1945	NA	NA	NA	3.055	4.7	NA	NA	NA	1.656	0.91	NA	2.579	3.271	NA	NA	4.36	NA	NA	NA	4.797	5.257	NA	2.135	3.715	3.257	2.801	0.712	NA	NA	NA	2.54	NA	NA	NA	NA	NA	NA	NA	NA	2.032	3.751	1.88	NA
1946	NA	NA	NA	2.353	4.439	NA	NA	NA	1.657	1.049	NA	2.521	2.318	NA	NA	4.076	NA	NA	2.149	4.508	7.11	NA	2.156	3.548	2.657	1.955	0.578	NA	NA	NA	3.799	NA	NA	NA	NA	NA	NA	NA	NA	1.672	1.588	1.688	NA
1947	NA	3.594	NA	2.837	3.145	NA	NA	NA	0.904	0.665	NA	1.762	1.683	NA	NA	3.863	NA	NA	1.872	6.347	6.552	NA	2.87	3.789	2.32	2.001	0.371	NA	NA	NA	4.007	NA	NA	NA	NA	NA	NA	NA	NA	1.948	1.551	2.371	NA
1948	NA	2.487	NA	2.466	4.285	NA	NA	NA	1.132	1.188	NA	1.94	1.916	NA	NA	3.165	3.724	1.938	1.412	5.15	6.251	NA	3.238	2.996	2.765	1.709	0.403	NA	NA	NA	2.932	NA	NA	NA	NA	NA	NA	NA	NA	1.809	1.296	2.649	NA
1949	NA	0.99	NA	2.117	2.714	NA	NA	NA	0.887	0.89	NA	1.243	1.788	NA	NA	1.894	2.474	1.596	1.322	5.082	3.411	NA	1.352	2.541	2.167	1.735	0.592	NA	NA	1.748	1.997	NA	NA	NA	NA	NA	NA	NA	NA	1.227	0.729	1.599	NA
1950	NA	1.58	NA	2.193	2.841	NA	NA	NA	0.617	0.757	NA	1.093	2.562	NA	NA	2.159	2.106	2.147	1.888	4.686	4.496	NA	1.801	2.266	1.973	1.592	0.537	NA	NA	1.171	1.615	NA	0.796	NA	NA	NA	NA	NA	NA	1.239	0.796	2.021	NA
1951	NA	3.149	NA	2.51	4.167	NA	NA	NA	0.82	1.222	NA	1.739	3.577	NA	NA	2.572	2.139	1.969	2.447	5.573	4.809	NA	2.491	3.79	2.849	3.263	1.065	4.635	6.052	2.206	3.926	NA	1.742	NA	NA	NA	NA	2.421	NA	1.788	1.815	2.608	NA
1952	NA	2.188	NA	4.335	5.576	NA	NA	NA	0.768	0.857	NA	2.022	3.261	NA	NA	2.741	2.906	1.746	1.964	6.234	7.169	NA	2.364	3.79	2.955	2.836	2.196	4.495	4.577	1.855	3.162	NA	2.428	NA	NA	NA	NA	3.355	NA	2.032	1.199	2.408	NA
1953	NA	2.267	NA	4.025	3.117	NA	NA	NA	0.408	0.455	0.98	1.92	2.244	NA	NA	1.905	1.636	1.577	2.047	6.056	7.384	NA	1.347	2.634	1.252	2.448	1.633	4.057	4.756	1.379	2.482	NA	1.694	NA	6.027	NA	NA	2.838	NA	1.556	1.386	2.223	NA
1954	NA	1.552	NA	4.339	2.435	NA	NA	NA	0.239	0.735	0.735	1.506	1.513	2.478	NA	1.45	2.519	1.693	1.539	3.287	5.286	NA	1.293	2.281	2.308	0.998	1.056	2.297	3.831	1.543	1.875	NA	1.282	NA	3.407	NA	NA	1.46	NA	1.513	1.202	1.792	2.011
1955	NA	1.29	NA	3.94	3.242	NA	NA	NA	0.205	0.767	0.672	1.692	1.884	2.633	NA	2.159	3.626	1.78	1.994	4.325	4.923	1.725	0.975	2.13	2.376	1.084	0.754	2.159	3.99	1.78	1.827	NA	1.417	4.479	3.759	NA	NA	1.376	NA	1.344	1.883	1.715	2.02
1956	1.202	1.153	NA	2.92	1.81	NA	NA	NA	0.319	0.467	0.341	1.334	1.344	1.973	NA	1.049	2.458	2.332	1.783	2.752	4.309	1.03	0.902	0.71	1.306	0.573	0.354	1.928	2.921	0.934	1.344	NA	0.94	4.028	3.717	NA	NA	1.407	NA	1.323	1.915	2.055	2.33
1957	2.55	2.324	NA	3.999	4.86	3.082	NA	NA	0.711	1.489	0.566	2.371	1.598	3.306	NA	2.187	3.656	2.312	2.388	4.814	4.955	2.56	1.431	1.739	2.307	0.956	1.307	3.434	3.619	1.551	2.097	NA	1.958	4.323	4.74	5.685	NA	2.393	NA	3.399	3.301	2.847	3.309
1958	1.828	1.669	2.794	2.896	3.229	2.699	NA	NA	0.884	0.808	0.606	2.122	1.133	2.364	2.812	1.484	2.756	1.832	1.231	4.986	5.008	1.634	1.272	1.919	2.381	0.848	2.353	3.103	3.377	2	2.231	1.918	1.618	4.295	3.339	3.874	NA	1.752	NA	2.435	2.584	1.694	1.673
1959	1.193	0.95	1.38	1.687	2.636	3.232	NA	NA	0.584	0.522	0.501	1.034	0.688	1.143	1.216	0.754	2.177	1.27	1.433	3.166	3.102	1.101	0.86	1.145	1.325	0.619	1.608	1.299	1.894	1.092	0.992	0.872	0.596	2.949	3.136	3.812	NA	1.111	NA	1.747	1.681	1.249	1.358
