# Luckman - Whitewater Ski Hill - LALY - ITRDB CANA424
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16580
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16580.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana424-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana424-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana424.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana424.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-12-04
#--------------------
# File_Last_Modified_Date
#   Date: 2013-12-04
#--------------------
# Title
#   Study_Name: Luckman - Whitewater Ski Hill - LALY - ITRDB CANA424
#--------------------
# Investigators
#   Investigators: Luckman, B.H.(https://orcid.org/0000-0003-0365-6059); Watson, E.; Pederson, G.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Whitewater Ski Hill
#   Location: British Columbia
#   Northernmost_Latitude: 49.4361
#   Southernmost_Latitude: 49.4361
#   Easternmost_Longitude: -117.1294
#   Westernmost_Longitude: -117.1294
#   Elevation_m: 2060
#--------------------
# Data_Collection
#   Collection_Name: CANA424
#   First_Year: 1658
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix lyallii Parl.
#   Common_Name: subalpine larch
#   Tree_Species_Code: LALY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## W0602A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0602A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0603A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0603A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0603B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0603B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0604A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0604A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0605A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0605A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0605B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0605B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0607A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0607A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0607B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0607B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0608A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0608A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0609A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0609A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0609B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0609B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0610A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0610A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0610B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0610B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0611A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0611A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0611B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0611B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0613A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0613A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0613B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0613B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## W0615A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: W0615A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	W0602A_raw	W0603A_raw	W0603B_raw	W0604A_raw	W0605A_raw	W0605B_raw	W0607A_raw	W0607B_raw	W0608A_raw	W0609A_raw	W0609B_raw	W0610A_raw	W0610B_raw	W0611A_raw	W0611B_raw	W0613A2_raw	W0613B_raw	W0615A_raw
1658	NA	NA	NA	NA	NA	NA	11.7	NA	NA	NA	NA	NA	NA	NA	NA	10.76	NA	NA
1659	NA	NA	NA	NA	NA	NA	7.99	NA	NA	NA	NA	NA	NA	NA	NA	5.5	NA	NA
1660	NA	NA	NA	NA	NA	NA	8.48	NA	NA	NA	NA	NA	NA	NA	NA	6.01	NA	NA
1661	NA	NA	NA	NA	NA	NA	10.89	14.38	NA	NA	NA	NA	NA	NA	NA	9.81	NA	NA
1662	NA	NA	NA	NA	NA	NA	9.02	11.75	NA	NA	NA	5.53	NA	NA	NA	6.45	NA	NA
1663	NA	NA	NA	NA	NA	NA	12.49	13.39	NA	NA	NA	4.66	NA	NA	NA	6.48	NA	NA
1664	NA	NA	NA	NA	NA	NA	4.17	6.05	NA	NA	NA	1.61	NA	NA	NA	4.83	NA	NA
1665	NA	NA	NA	NA	NA	NA	5.98	13.64	NA	NA	NA	3.8	NA	NA	NA	6.22	NA	NA
1666	NA	NA	NA	NA	NA	NA	3.03	6.02	NA	NA	NA	2.48	NA	NA	NA	3.97	NA	NA
1667	NA	NA	NA	NA	NA	NA	5.82	10.31	NA	NA	NA	5.75	NA	NA	NA	6.63	NA	NA
1668	NA	NA	NA	NA	NA	NA	0.84	5.14	NA	NA	NA	0.75	NA	NA	NA	4.43	NA	NA
1669	NA	NA	NA	NA	NA	NA	2.57	8.72	NA	NA	NA	0.77	NA	NA	NA	4.75	NA	NA
1670	NA	NA	NA	NA	NA	NA	2.81	6.37	NA	NA	NA	0.63	NA	NA	NA	2.78	NA	NA
1671	NA	NA	NA	NA	NA	NA	5.18	7.05	NA	NA	NA	1.61	NA	NA	NA	3.99	NA	NA
1672	NA	NA	NA	NA	NA	NA	2.26	3.29	NA	NA	NA	0.75	NA	NA	NA	2.38	NA	NA
1673	NA	NA	NA	NA	NA	NA	3.1	4.12	NA	NA	NA	1.26	NA	NA	NA	4.26	NA	NA
1674	NA	NA	NA	NA	NA	NA	4.14	6.28	NA	NA	NA	1.7	NA	NA	NA	5.08	NA	NA
1675	NA	NA	NA	NA	NA	NA	4.22	8.26	NA	NA	NA	2.38	NA	NA	NA	4.98	NA	NA
1676	NA	NA	NA	NA	NA	NA	3.03	4.07	NA	NA	NA	0.88	NA	NA	NA	4.42	NA	NA
1677	NA	NA	NA	NA	NA	NA	6.36	8.69	NA	NA	NA	4.21	NA	NA	NA	5.97	NA	NA
1678	NA	NA	NA	NA	NA	NA	9.74	8.34	NA	NA	NA	4.44	NA	NA	NA	5.2	NA	NA
1679	NA	NA	NA	NA	NA	NA	6.54	6.66	NA	NA	NA	3.16	NA	NA	NA	4.59	NA	NA
1680	NA	NA	NA	NA	NA	NA	6	7.84	NA	NA	NA	3.8	NA	NA	NA	3.02	NA	NA
1681	NA	NA	NA	NA	NA	NA	2.5	2.98	NA	NA	NA	1.8	NA	NA	NA	3.8	NA	NA
1682	NA	NA	NA	NA	NA	NA	5.84	7.51	NA	NA	NA	7.71	NA	NA	NA	4.27	NA	NA
1683	NA	NA	NA	NA	NA	NA	5.27	10.21	NA	NA	NA	5.81	NA	NA	NA	7.1	NA	NA
1684	NA	NA	NA	NA	NA	NA	5.94	8.27	NA	NA	NA	3.83	NA	NA	NA	3.94	NA	NA
1685	NA	NA	NA	NA	NA	NA	3.91	5.88	NA	NA	NA	2.14	NA	NA	NA	6.7	NA	NA
1686	NA	NA	NA	NA	NA	NA	7.21	6.23	NA	NA	NA	1.7	NA	NA	NA	2.74	NA	NA
1687	NA	NA	NA	NA	NA	NA	7.42	7.12	NA	NA	NA	4.99	NA	NA	NA	3.56	NA	NA
1688	NA	NA	NA	NA	NA	NA	5.75	13.36	NA	NA	NA	2.3	NA	NA	NA	5.05	NA	NA
1689	6.98	NA	NA	NA	NA	NA	9.77	13.45	NA	NA	NA	3.83	NA	NA	NA	11.35	NA	NA
1690	4.74	NA	NA	NA	NA	NA	6.74	12.67	NA	NA	NA	1.99	NA	NA	NA	10.08	NA	NA
1691	2.51	NA	NA	NA	NA	NA	6.65	13.6	NA	NA	NA	1.92	NA	NA	NA	5.77	NA	NA
1692	3.69	NA	NA	NA	NA	NA	10.49	11.11	NA	NA	NA	3.17	NA	NA	NA	3.06	NA	NA
1693	3.44	NA	NA	NA	NA	NA	4.35	3.91	NA	NA	NA	1.75	NA	NA	NA	2.51	NA	NA
1694	2.45	NA	NA	NA	NA	NA	3.26	1.58	NA	NA	NA	0.97	NA	NA	NA	2.21	NA	NA
1695	3.37	NA	NA	NA	NA	NA	3.11	1.95	NA	NA	NA	2.89	NA	NA	NA	1.46	NA	NA
1696	2.74	NA	NA	NA	NA	NA	0	1.46	NA	NA	NA	1.09	NA	NA	NA	2.73	NA	NA
1697	1.35	NA	NA	NA	NA	NA	0.2	1.31	NA	NA	NA	0.61	NA	NA	NA	2.86	NA	NA
1698	1.36	NA	NA	NA	NA	NA	0.63	1.28	NA	NA	NA	1.14	NA	NA	NA	3.65	NA	NA
1699	0.71	NA	NA	NA	NA	NA	1.65	0.89	NA	NA	NA	2.45	NA	NA	NA	3.19	NA	NA
1700	1.76	NA	NA	NA	NA	NA	1.28	0.82	NA	NA	NA	3.12	NA	NA	NA	2.94	NA	NA
1701	2.46	NA	NA	NA	NA	NA	1.49	0.72	NA	NA	NA	3.58	NA	NA	NA	3.94	NA	NA
1702	2.34	NA	NA	NA	NA	NA	1.24	0.57	NA	NA	NA	4.19	NA	NA	NA	2.99	NA	NA
1703	2.39	NA	NA	NA	NA	NA	1.09	0.77	NA	NA	NA	1.23	NA	NA	NA	2.79	NA	NA
1704	1.85	NA	NA	NA	NA	NA	0.95	1.19	NA	NA	NA	1.16	NA	NA	NA	3.46	NA	NA
1705	4.37	NA	NA	NA	NA	NA	2.9	0.78	NA	NA	NA	3.38	NA	NA	NA	1.81	NA	NA
1706	5.53	NA	NA	NA	NA	NA	1.75	2.43	NA	NA	NA	1.12	NA	NA	NA	2.94	NA	NA
1707	3.84	NA	NA	NA	NA	NA	0.34	0	NA	NA	NA	0.74	NA	NA	NA	2.86	NA	NA
1708	6.33	NA	NA	NA	NA	NA	3.55	5.13	NA	NA	NA	3.29	NA	NA	NA	3.26	NA	NA
1709	2.32	NA	NA	NA	NA	NA	3.42	2.53	NA	NA	NA	1.86	NA	NA	NA	2.53	NA	NA
1710	7.75	NA	NA	NA	NA	NA	4.18	3.01	NA	NA	NA	2.59	NA	NA	NA	3.86	NA	NA
1711	8.95	NA	NA	NA	NA	NA	4.75	1.63	NA	NA	NA	2.06	NA	NA	NA	3.94	NA	NA
1712	10.36	NA	NA	NA	NA	NA	3.59	2.5	NA	NA	NA	5.68	NA	NA	NA	3.2	NA	NA
