# Wilson - Coal Lake Road - PCGL - ITRDB CANA594
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28852
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28852.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana594-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana594-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana594.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana594.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-01-12
#--------------------
# File_Last_Modified_Date
#   Date: 2020-01-12
#--------------------
# Title
#   Study_Name: Wilson - Coal Lake Road - PCGL - ITRDB CANA594
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904); Luckman, B.H.(https://orcid.org/0000-0003-0365-6059)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: R. Wilson, K. Anchukaitis, L. Andreu-Hayles, E. Cook, R. D'Arrigo, N. Davi, L. Haberbauer, P. Krusic, B. Luckman, D. Morimoto, R. Oelkers, G. Wiles, C. Wood
#   Journal_Name: The Holocene
#   Published_Title: Improved dendroclimatic calibration using blue intensity in the southern Yukon
#   Published_Date_or_Year: 2019
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1177/0959683619862037
#   Full_Citation: None
#   Abstract: In north-western North America, the so-called divergence problem (DP) is expressed in tree ring width (RW) as an unstable temperature signal in recent decades. Maximum latewood density (MXD), from the same region, shows minimal evidence of DP. While MXD is a superior proxy for summer temperatures, there are very few long MXD records from North America. Latewood blue intensity (LWB) measures similar wood properties as MXD, expresses a similar climate response, is much cheaper to generate and thereby could provide the means to profoundly expand the extant network of temperature sensitive tree-ring (TR) chronologies in North America. In this study, LWB is measured from 17 white spruce sites (Picea glauca) in south-western Yukon to test whether LWB is immune to the temporal calibration instabilities observed in RW. A number of detrending methodologies are examined. The strongest calibration results for both RW and LWB are consistently returned using age-dependent spline (ADS) detrending within the signal-free (SF) framework. RW data calibrate best with June-July maximum temperatures (Tmax), explaining up to 28% variance, but all models fail validation and residual analysis. In comparison, LWB calibrates strongly (explaining 43-51% of May-August Tmax) and validates well. The reconstruction extends to 1337 CE, but uncertainties increase substantially before the early 17th century because of low replication. RW-, MXD- and LWB-based summer temperature reconstructions from the Gulf of Alaska, the Wrangell Mountains and Northern Alaska display good agreement at multi-decadal and higher frequencies, but the Yukon LWB reconstruction appears potentially limited in its expression of centennial-scale variation. While LWB improves dendroclimatic calibration, future work must focus on suitably preserved sub-fossil material to increase replication prior to 1650 CE.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: AGS 1159430, AGS 1502186, AGS 1502150, PLR 15-04134, PIRE 1743738, AGS-15-167, PLR16-03473
#--------------------
# Site_Information
#   Site_Name: Coal Lake Road
#   Location: Yukon Territory
#   Northernmost_Latitude: 60.5833
#   Southernmost_Latitude: 60.5833
#   Easternmost_Longitude: -135.0
#   Westernmost_Longitude: -135.0
#   Elevation_m: 1070
#--------------------
# Data_Collection
#   Collection_Name: CANA594
#   First_Year: 1729
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## YC401S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC401S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC402N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC402N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC402S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC402S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC403E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC403E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC403N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC403N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC404E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC404E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC406A (_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC406A (; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC406C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC406C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC406D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC406D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC407A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC407A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC407B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC407B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC407C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC407C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC407D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC407D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC410E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC410E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC410S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC410S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC411N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC411N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC412N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC412N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC414S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC414S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC415E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC415E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC426E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC426E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC432E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC432E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC433W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC433W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC434S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC434S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC442W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC442W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC443E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC443E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC444N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC444N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC444W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC444W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC445E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC445E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC447N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC447N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC448N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC448N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC449A (_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC449A (; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YC46EW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YC46EW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	YC401S_raw	YC402N_raw	YC402S_raw	YC403E_raw	YC403N_raw	YC404E_raw	YC406A (_raw	YC406C_raw	YC406D_raw	YC407A_raw	YC407B_raw	YC407C_raw	YC407D_raw	YC410E_raw	YC410S_raw	YC411N_raw	YC412N_raw	YC414S_raw	YC415E_raw	YC426E_raw	YC432E_raw	YC433W_raw	YC434S_raw	YC442W_raw	YC443E_raw	YC444N_raw	YC444W_raw	YC445E_raw	YC447N_raw	YC448N_raw	YC449A (_raw	YC46EW_raw
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	0.571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	0.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	0.556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	0.698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	0.731	0.554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	0.793	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	0.826	0.563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	0.581	0.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	0.762	0.692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	0.58	0.595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	0.611	0.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	0.62	0.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	0.659	0.574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	0.724	0.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	0.869	0.613	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	0.784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	0.563	0.382	NA	NA	NA	NA	NA	NA	NA	NA	0.713	NA	NA	NA	NA	NA	NA	0.424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	0.904	0.548	NA	NA	NA	NA	NA	NA	NA	NA	0.838	NA	NA	NA	NA	NA	NA	0.583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	0.643	0.473	NA	NA	NA	NA	NA	NA	NA	NA	0.681	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	0.791	0.572	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	0.705	NA	NA	0.664	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	0.743	0.596	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	0.616	NA	NA	0.802	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	0.742	0.673	NA	NA	NA	NA	NA	NA	NA	NA	1.096	NA	NA	NA	NA	NA	NA	0.707	NA	NA	0.559	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	0.719	0.696	NA	NA	NA	NA	NA	NA	NA	NA	1.356	NA	NA	NA	NA	NA	NA	0.931	NA	NA	0.771	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	0.647	0.677	NA	NA	NA	NA	NA	NA	0.506	NA	1.243	NA	NA	NA	NA	NA	NA	0.626	NA	NA	0.867	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	0.838	0.806	NA	NA	NA	NA	NA	NA	0.637	NA	1.306	NA	NA	NA	NA	NA	NA	0.722	NA	NA	0.886	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	1.062	0.696	NA	NA	NA	NA	NA	NA	0.72	NA	1.379	NA	NA	NA	NA	NA	NA	0.64	NA	NA	0.808	NA	NA	NA	NA	NA	0.815	NA	NA
1767	NA	NA	NA	1.07	0.774	NA	NA	NA	NA	NA	NA	1.006	NA	1.389	NA	NA	NA	NA	NA	NA	0.683	NA	NA	0.871	NA	2.141	NA	NA	NA	1.051	NA	NA
1768	NA	NA	NA	0.965	0.653	NA	NA	NA	NA	NA	NA	0.866	NA	1.248	NA	NA	NA	NA	NA	NA	0.69	NA	NA	0.893	NA	1.254	NA	NA	NA	0.821	NA	NA
1769	NA	NA	NA	1.264	0.753	NA	NA	NA	NA	NA	NA	1.088	NA	1.376	NA	NA	NA	NA	NA	NA	0.868	NA	NA	0.909	NA	1.651	NA	NA	NA	0.927	NA	NA
1770	NA	NA	NA	1.119	0.782	NA	NA	NA	NA	NA	NA	0.949	NA	1.413	NA	NA	NA	NA	NA	NA	0.582	NA	NA	0.642	NA	1.643	NA	NA	NA	1.204	NA	NA
1771	NA	NA	NA	1.532	1.111	NA	NA	NA	NA	0.811	NA	1.042	NA	1.496	1.28	NA	NA	NA	NA	NA	0.681	NA	NA	0.782	NA	1.605	NA	NA	NA	1.543	NA	NA
1772	NA	NA	NA	1.476	0.942	NA	NA	NA	NA	0.548	NA	0.885	NA	1.221	1.025	NA	NA	NA	NA	NA	0.492	1.29	NA	0.799	1.063	1.314	NA	NA	NA	1.449	NA	NA
1773	NA	NA	NA	1.469	0.933	NA	NA	1.215	NA	0.66	NA	1.084	NA	1.56	1.311	NA	NA	NA	NA	NA	0.639	1.216	NA	0.873	1.018	1.343	NA	NA	NA	1.94	NA	NA
1774	NA	0.185	NA	1.278	0.876	NA	NA	1.169	NA	0.612	NA	1.044	NA	1.317	1.066	NA	NA	NA	NA	NA	0.624	1.208	NA	0.813	1.346	1.378	NA	NA	NA	1.38	NA	NA
1775	NA	0.197	NA	1.296	1.038	NA	NA	1.28	NA	0.748	NA	1.052	NA	1.342	0.969	NA	NA	NA	NA	NA	0.676	1.254	NA	0.902	1.476	1.465	NA	NA	NA	1.228	NA	NA
1776	NA	0.189	NA	1.393	1.007	NA	NA	1.24	1.319	1.096	NA	1.419	NA	1.912	1.263	NA	NA	NA	NA	NA	0.794	1.437	0.902	1.093	1.476	1.659	NA	NA	NA	1.236	NA	NA
1777	NA	0.119	NA	2.076	0.981	NA	NA	1.213	1.396	0.897	0.849	1.434	NA	1.664	1.094	NA	NA	NA	NA	1.379	0.778	1.357	0.839	1.023	1.356	1.574	NA	NA	NA	1.661	NA	NA
1778	NA	0.079	0.185	1.254	0.822	NA	NA	1.171	1.422	0.771	0.738	1.156	NA	1.73	1.104	NA	NA	NA	NA	1.14	0.549	1.262	0.724	0.78	1.213	1.346	NA	NA	NA	1.399	NA	NA
1779	NA	0.078	0.185	1.214	0.89	NA	NA	1.317	1.507	0.707	0.643	1.085	1.059	1.777	1.23	NA	NA	NA	NA	1.023	0.622	1.445	0.789	0.862	1.331	1.334	NA	NA	NA	1.5	NA	NA
1780	NA	0.091	0.118	0.881	0.665	NA	0.688	0.816	0.954	0.477	0.461	0.701	0.678	1.527	0.88	NA	NA	NA	NA	0.832	0.4	0.643	0.468	0.476	0.96	1.083	NA	NA	NA	1.105	NA	NA
