# St. George - Maynard Lake - PIST - ITRDB CANA256
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6161
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6161.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana256-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana256-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana256.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana256.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-04
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-04
#--------------------
# Title
#   Study_Name: St. George - Maynard Lake - PIST - ITRDB CANA256
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Maynard Lake
#   Location: Ontario
#   Northernmost_Latitude: 50.38
#   Southernmost_Latitude: 50.38
#   Easternmost_Longitude: -93.88
#   Westernmost_Longitude: -93.88
#   Elevation_m: 321
#--------------------
# Data_Collection
#   Collection_Name: CANA256
#   First_Year: 1801
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus strobus L.
#   Common_Name: eastern white pine
#   Tree_Species_Code: PIST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## m0501a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0501a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0501b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0501b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0502a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0502a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0502b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0502b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0503a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0503a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0503b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0503b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0504a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0504a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0504b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0504b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0505a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0505a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0505b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0505b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0506a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0506a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0506b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0506b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0507a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0507a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0507b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0507b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0508a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0508a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0508b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0508b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0509a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0509a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0509b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0509b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0510a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0510a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0510b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0510b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0511a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0511a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0511b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0511b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0512a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0512a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0512b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0512b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0513a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0513a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0513b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0513b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0514a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0514a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0514b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0514b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0515a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0515a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0515b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0515b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0516a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0516a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0516b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0516b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0517a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0517a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## m0517b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: m0517b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	m0501a_raw	m0501b_raw	m0502a_raw	m0502b_raw	m0503a_raw	m0503b_raw	m0504a_raw	m0504b_raw	m0505a_raw	m0505b_raw	m0506a_raw	m0506b_raw	m0507a_raw	m0507b_raw	m0508a_raw	m0508b_raw	m0509a_raw	m0509b_raw	m0510a_raw	m0510b_raw	m0511a_raw	m0511b_raw	m0512a_raw	m0512b_raw	m0513a_raw	m0513b_raw	m0514a_raw	m0514b_raw	m0515a_raw	m0515b_raw	m0516a_raw	m0516b_raw	m0517a_raw	m0517b_raw
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.508	2.036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.245	NA	1.622	2.205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.348	NA	2.697	1.251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.313	NA	1.564	2.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.553	NA	1.954	1.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.151	NA	1.57	1.622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.056	NA	2.21	1.531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.435	NA	2.086	0.598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.618	NA	0.798	0.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	0.484	0.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	0.998	0.417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.189	NA	0.65	0.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.952	NA	0.78	0.648	NA	NA	NA	NA	NA	NA	1.941	NA	NA	3.185
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.924	NA	0.852	0.226	NA	NA	NA	NA	NA	NA	2.662	NA	NA	4.899
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.682	NA	0.507	0.167	NA	NA	NA	NA	NA	NA	1.311	NA	NA	3.494
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.819	1.243	0.527	0.444	NA	NA	NA	NA	NA	NA	0.97	NA	NA	2.33
1822	NA	1.851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	1.482	0.364	0.368	NA	NA	NA	NA	NA	NA	0.902	NA	NA	2.91
1823	NA	1.857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.827	0.964	0.175	0.226	NA	NA	NA	NA	NA	NA	0.738	NA	2.852	3.603
1824	NA	2.178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	1.462	0.307	0.641	NA	NA	NA	NA	NA	NA	0.87	NA	3.055	4.655
1825	NA	2.262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.424	1.657	0.658	1.318	NA	NA	NA	NA	NA	NA	1.132	NA	2.908	4.094
1826	NA	2.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.227	1.155	0.69	1.138	NA	NA	NA	NA	NA	NA	0.931	NA	2.491	2.898
1827	NA	2.712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.852	1.931	1.687	1.695	NA	NA	NA	NA	NA	NA	1.575	NA	3.114	2.99
1828	NA	2.743	NA	NA	2.139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.637	1.468	1.252	1.351	NA	NA	NA	NA	NA	NA	1.464	NA	2.879	2.716
1829	NA	2.214	NA	NA	1.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.309	1.379	0.994	1.074	NA	NA	NA	NA	NA	NA	1.609	NA	2.746	2.547
1830	NA	1.778	NA	2.118	1.369	2.128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.013	0.923	0.96	1.173	NA	NA	NA	NA	NA	NA	1.561	NA	2.937	2.675
1831	NA	1.746	NA	2.757	1.918	1.446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	1.085	1.58	1.328	NA	NA	NA	NA	NA	NA	2.109	NA	3.152	3.042
1832	NA	2.271	NA	2.854	1.677	1.933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.853	1.46	2.346	1.959	NA	NA	NA	NA	NA	NA	1.89	NA	3.136	3.251
1833	NA	2.366	NA	3.757	2.515	2.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.263	1.823	3.288	2.593	NA	NA	NA	NA	NA	NA	2.477	1.52	3.012	3.395
1834	NA	2.507	4.289	4.365	3.412	1.856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.567	NA	NA	2.068	1.884	2.702	2.766	NA	NA	NA	NA	NA	NA	2.47	2.196	3.96	3.789
1835	NA	1.76	2.403	1.657	2.644	2.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.824	NA	NA	1.512	1.733	2.076	1.696	NA	NA	NA	NA	NA	NA	1.476	1.21	3.068	3.409
1836	NA	1.996	2.459	1.905	2.585	3.502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.128	NA	NA	1.584	2.302	2.703	2.188	NA	NA	NA	NA	NA	NA	1.854	1.541	3.618	3.708
1837	NA	2.368	3.225	2.638	2.223	2.785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.101	NA	NA	2.298	2.885	2.571	2.872	NA	1.314	NA	NA	NA	NA	1.359	1.155	3.256	3.331
1838	NA	1.311	2.616	2.172	2.084	2.537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.964	NA	2.257	1.397	1.435	1.904	1.506	0.88	0.798	NA	NA	NA	NA	0.785	0.788	2.036	2.459
1839	NA	1.745	1.552	1.839	2.467	2.168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.431	NA	1.799	1.075	0.871	1.465	1.159	0.75	0.518	NA	NA	NA	NA	0.757	0.467	0.983	1.279
1840	NA	1.276	1	0.87	1.847	1.893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.054	NA	1.358	1.068	0.692	1.233	0.757	0.646	0.41	NA	NA	NA	NA	0.705	0.402	0.842	1.267
1841	NA	1.338	1.337	1.261	2.178	2.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.021	NA	1.054	1.457	0.849	1.64	0.729	0.855	0.349	NA	NA	NA	NA	0.905	0.32	0.888	1.375
1842	NA	1.644	1.45	1.401	1.975	2.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.649	NA	0.921	1.189	0.951	1.571	0.817	0.83	0.397	NA	NA	NA	NA	0.579	0.317	0.839	0.98
