# St. George - Onaway Lodge - PIRE - ITRDB CANA259
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6164
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6164.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana259-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana259-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana259.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana259.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-04
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-04
#--------------------
# Title
#   Study_Name: St. George - Onaway Lodge - PIRE - ITRDB CANA259
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Onaway Lodge
#   Location: Ontario
#   Northernmost_Latitude: 50.43
#   Southernmost_Latitude: 50.43
#   Easternmost_Longitude: -93.1
#   Westernmost_Longitude: -93.1
#   Elevation_m: 396
#--------------------
# Data_Collection
#   Collection_Name: CANA259
#   First_Year: 1807
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus resinosa Aiton
#   Common_Name: red pine
#   Tree_Species_Code: PIRE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## o0501a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0501a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0501b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0501b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0502a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0502a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0502b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0502b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0503a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0503a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0503b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0503b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0504a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0504a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0504b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0504b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0505a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0505a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0505b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0505b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0506a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0506a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0506b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0506b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0507a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0507a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0507b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0507b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0508a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0508a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0508b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0508b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0509a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0509a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0509b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0509b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0510a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0510a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0510b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0510b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0511a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0511a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0511b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0511b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0512a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0512a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0512b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0512b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0513a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0513a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0513b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0513b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0514a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0514a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0514b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0514b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0515a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0515a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## o0515b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: o0515b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	o0501a_raw	o0501b_raw	o0502a_raw	o0502b_raw	o0503a_raw	o0503b_raw	o0504a_raw	o0504b_raw	o0505a_raw	o0505b_raw	o0506a_raw	o0506b_raw	o0507a_raw	o0507b_raw	o0508a_raw	o0508b_raw	o0509a_raw	o0509b_raw	o0510a_raw	o0510b_raw	o0511a_raw	o0511b_raw	o0512a_raw	o0512b_raw	o0513a_raw	o0513b_raw	o0514a_raw	o0514b_raw	o0515a_raw	o0515b_raw
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.412	2.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.106	2.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.755	1.794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.801	2.818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.535	3.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.029	3.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.871	NA	NA	NA	NA	NA	2.999	2.891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.264	NA	NA	NA	NA	NA	2.431	2.615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.036	NA	NA	NA	NA	NA	2.595	3.184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.718	NA	NA	NA	NA	NA	2.506	2.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.475	NA	NA	NA	2.393	NA	2.05	2.207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA	NA	2.091	NA	2.636	3.341	NA	NA	NA	NA	NA	NA	NA	NA	2.725	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	1.626	NA	NA	2.269	NA	NA	NA	2.72	NA	2.541	2.938	NA	3.102	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	0.936	NA	NA	1.458	NA	0.898	NA	1.028	NA	1.59	2.044	NA	2.11	NA	NA	1.298	NA	NA	NA	2.06	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	1.084	NA	NA	1.643	NA	1.096	NA	1.106	NA	1.008	1.515	NA	1.078	NA	NA	1.407	NA	NA	NA	1.992	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	1.1	1.168	NA	2.405	2.428	NA	1.173	NA	1.879	NA	1.791	2.326	NA	2.275	NA	NA	2.128	NA	NA	NA	2.808	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	0.882	1.023	NA	2.103	2.229	NA	1.325	NA	2.171	NA	1.723	2.292	NA	2.092	NA	NA	1.755	NA	NA	NA	2.637	NA	NA	NA
1824	NA	0.917	NA	NA	NA	NA	1.276	1.168	NA	1.937	2.007	2.51	1.263	NA	2.083	NA	1.715	2.321	NA	1.958	NA	NA	1.869	NA	NA	NA	2.471	NA	NA	NA
1825	NA	1.054	NA	NA	NA	NA	1.536	1.258	1.863	1.877	2.201	2.462	1.05	NA	1.854	NA	2.018	2.82	NA	1.535	NA	NA	1.775	NA	NA	0.764	2.229	NA	NA	NA
1826	NA	1.205	NA	NA	NA	NA	0.985	0.927	1.161	1.377	2.082	2.429	0.673	NA	1.522	NA	1.732	1.718	NA	1.006	NA	NA	1.386	NA	NA	0.578	2.897	NA	NA	NA
1827	NA	0.561	NA	NA	NA	NA	1.389	1.299	1.398	1.895	2.157	2.954	0.847	NA	1.786	NA	1.856	1.868	NA	1.464	NA	NA	1.318	NA	NA	0.95	3.204	NA	NA	NA
1828	NA	0.721	NA	NA	NA	NA	1.622	1.426	2.313	2.522	2.634	3.628	1.364	NA	2.308	NA	2.897	2.893	NA	2.125	NA	NA	1.581	NA	NA	1.054	3.569	NA	NA	NA
1829	NA	0.476	NA	NA	NA	NA	1.177	1.06	1.684	1.811	1.784	2.861	1.123	0.998	2.128	NA	1.819	2.015	NA	1.785	NA	NA	0.893	NA	NA	1.005	2.222	NA	NA	NA
1830	NA	0.875	NA	NA	NA	NA	1.569	1.439	1.551	1.402	1.713	2.823	1.183	1.04	2.006	NA	1.942	2.498	NA	2.005	NA	NA	0.903	NA	NA	0.977	2.663	NA	NA	NA
1831	NA	0.575	NA	NA	NA	NA	1.238	1.083	1.161	1.353	1.664	2.098	0.774	0.776	1.214	NA	1.491	1.122	NA	1.12	NA	NA	1.052	NA	NA	0.745	2.057	2.679	1.195	NA
1832	NA	0.728	NA	NA	NA	NA	1.117	1.105	1.102	1.073	1.293	1.721	0.833	1.003	1.225	NA	1.446	1.239	NA	0.909	NA	NA	0.955	NA	NA	0.831	2.243	2.576	1.046	NA
1833	NA	1.108	NA	NA	NA	NA	1.672	1.384	1.361	1.405	1.459	1.934	1.084	1.288	1.732	NA	1.409	1.803	NA	1.246	NA	NA	1.198	NA	NA	1.13	2.142	2.669	1.361	NA
1834	NA	0.992	NA	NA	NA	NA	1.465	1.336	1.439	1.628	1.633	2.084	0.716	1.078	1.934	NA	1.432	2.124	NA	1.124	NA	1.587	1.4	NA	NA	0.843	2.152	2.358	1.349	NA
1835	NA	0.593	NA	NA	NA	NA	0.807	0.653	0.942	0.855	1.628	1.576	0.43	0.76	1.347	NA	0.966	1.486	NA	0.777	NA	1.184	0.986	0.636	NA	0.467	1.907	1.954	0.886	NA
1836	NA	0.571	NA	NA	NA	NA	0.909	0.862	0.99	0.972	1.266	1.522	0.701	0.883	1.309	NA	0.97	1.472	NA	0.937	NA	1.129	0.835	1.001	NA	0.653	2.472	1.496	0.824	NA
1837	NA	0.542	NA	NA	NA	NA	1.009	0.915	0.886	1.158	1.271	1.946	0.827	0.836	1.185	NA	1.285	1.734	NA	1.051	NA	1.007	1.042	1.168	NA	0.567	2.136	1.411	1.074	NA
1838	NA	0.408	NA	NA	NA	NA	0.982	1.029	0.715	0.973	1.054	1.442	0.504	0.529	0.807	NA	1.02	1.257	NA	1.08	NA	0.665	0.517	0.781	NA	0.368	1.332	1.03	0.59	NA
1839	NA	0.497	NA	NA	NA	NA	1.231	1.047	0.522	0.717	1.042	1.806	0.495	0.617	0.692	NA	0.962	1.188	NA	0.752	NA	0.749	0.457	0.568	NA	0.447	0.998	1.047	0.539	NA
1840	NA	0.356	NA	NA	NA	NA	0.616	0.607	0.546	0.607	0.742	1.385	0.315	0.655	0.42	NA	0.699	0.912	NA	0.572	NA	0.612	0.495	0.464	NA	0.414	1.046	0.715	0.466	NA
1841	NA	0.335	NA	NA	NA	NA	0.716	0.649	0.89	0.836	0.941	2.029	0.32	0.651	0.497	NA	0.713	0.906	NA	0.68	NA	0.541	0.603	0.772	NA	0.419	1.078	0.848	0.47	NA
1842	NA	0.441	NA	NA	NA	NA	0.71	0.834	0.883	0.704	1.044	1.88	0.414	0.659	0.665	NA	1.157	1.189	NA	0.936	NA	0.618	0.677	0.785	NA	0.417	0.881	1.214	0.418	NA
1843	NA	0.564	NA	NA	NA	NA	0.899	0.913	1.343	0.957	1.228	2.16	0.448	0.829	1.153	0.786	1.457	1.524	NA	1.208	NA	0.603	0.909	1.186	NA	0.455	2.031	1.609	0.803	NA
1844	NA	0.446	NA	NA	NA	NA	1.102	0.878	0.967	0.803	1.585	1.884	0.425	0.714	1.19	0.897	1.332	1.377	NA	0.956	NA	0.738	0.8	0.812	NA	0.488	1.632	1.371	0.563	0.706
1845	NA	0.542	NA	NA	NA	NA	1.157	1.053	1.5	1.105	1.711	2.114	0.512	0.67	1.191	0.794	1.499	1.444	NA	1.395	NA	0.869	0.945	1.235	NA	0.718	2.091	1.445	0.924	0.725
1846	NA	0.476	NA	NA	NA	NA	1.052	0.844	1.693	1.5	2.382	2.28	0.532	0.883	1.221	1.01	1.192	1.909	NA	1.877	NA	0.907	1.154	1.332	NA	0.59	1.963	2.042	0.945	0.814
1847	NA	0.498	NA	NA	NA	NA	0.834	0.501	1.591	1.124	1.694	2.294	0.242	0.455	0.756	0.84	1.02	1.195	NA	0.941	NA	0.47	0.897	0.962	NA	0.237	1.626	1.424	0.589	0.643
