# Coulthard - Lower Joffre - TSME - ITRDB CANA641
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35015
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35015.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana641-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana641-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana641.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana641.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-11-29
#--------------------
# File_Last_Modified_Date
#   Date: 2021-11-29
#--------------------
# Title
#   Study_Name: Coulthard - Lower Joffre - TSME - ITRDB CANA641
#--------------------
# Investigators
#   Investigators: Coulthard, B.L.; Brice, B.L.(https://orcid.org/0000-0003-0023-5988); Homfeld, I.K.; Dye, L.A.(https://orcid.org/0000-0002-1311-9815); Anchukaitis, K.J.(https://orcid.org/0000-0002-8509-8080)
#--------------------
# Description_Notes_and_Keywords
#   Description: Fraser River Basin, British Columbia, Canada Tree-Ring Data NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Becky L. Brice, Bethany Lynn Coulthard, Inga K. Homfeld, Laura Dye and Kevin J. Anchukaitis
#   Journal_Name: Environmental Research Letters
#   Published_Title: Paleohydrological context for recent floods and droughts in the Fraser River Basin, British Columbia, Canada
#   Published_Date_or_Year: 2021
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1088/1748-9326/ac3daf
#   Full_Citation: None
#   Abstract: The recent intensification of floods and droughts in the Fraser River Basin of British Columbia has had profound cultural, ecological, and economic impacts that are expected to be exacerbated further by anthropogenic climate change. In part due to short instrumental runoff records, the long-term stationarity of hydroclimatic extremes in this major North American watershed remains poorly understood, highlighting the need to use high-resolution paleoenvironmental proxies to inform on past streamflow. Here we use a network of tree-ring proxy records to develop 11 subbasin-scale, complementary flood- and drought-season reconstructions, the first of their kind. The reconstructions explicitly target management-relevant flood and drought seasons within each basin, and are examined in tandem to provide an expanded assessment of extreme events across the Fraser River Basin with immediate implications for water management. We find that past high flood-season flows have been of greater magnitude and occurred in more consecutive years than during the observational record alone. Early 20th century low flows in the drought season were especially severe in both duration and magnitude in some subbasins relative to recent dry periods. Our Fraser subbasin-scale reconstructions provide long-term benchmarks for the natural flood and drought variability prior to anthropogenic forcing. These reconstructions demonstrate that the instrumental streamflow records upon which current management is based likely underestimate the full natural magnitude, duration, and frequency of extreme seasonal flows in the Fraser River Basin, as well as the potential severity of future anthropogenically forced events.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: AGS-1803995
#--------------------
# Site_Information
#   Site_Name: Lower Joffre
#   Location: British Columbia
#   Northernmost_Latitude: 50.35795
#   Southernmost_Latitude: 50.35795
#   Easternmost_Longitude: -122.4875
#   Westernmost_Longitude: -122.4875
#   Elevation_m: 1345
#--------------------
# Data_Collection
#   Collection_Name: CANA641
#   First_Year: 1687
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LJO01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LJO11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LJO11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LJO01A_raw	LJO01B_raw	LJO02A_raw	LJO03A_raw	LJO03B_raw	LJO04A_raw	LJO04B_raw	LJO05A_raw	LJO05B_raw	LJO06A_raw	LJO06B_raw	LJO07A_raw	LJO07B_raw	LJO08A_raw	LJO08B_raw	LJO09A_raw	LJO09B_raw	LJO10A_raw	LJO10B_raw	LJO11A_raw	LJO11B_raw
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	NA	NA	NA	NA	NA	NA	NA	0.536	NA	NA	0.909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1702	NA	NA	NA	NA	NA	NA	NA	0.604	NA	NA	1.152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1703	NA	NA	NA	NA	NA	NA	NA	0.703	NA	NA	0.922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1704	NA	NA	NA	NA	NA	NA	NA	1.206	NA	NA	1.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1705	NA	NA	NA	NA	1.1	NA	NA	1.129	NA	NA	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1706	NA	NA	NA	NA	1.601	NA	NA	0.972	NA	NA	1.089	NA	NA	NA	NA	1.018	NA	NA	NA	NA	NA
1707	NA	NA	NA	NA	1.537	NA	NA	1.018	NA	NA	1.427	NA	1.978	NA	NA	1.588	NA	NA	NA	NA	NA
1708	NA	NA	NA	NA	1.235	NA	NA	0.979	NA	NA	1.888	NA	2.048	NA	NA	1.233	NA	NA	NA	NA	NA
1709	NA	NA	NA	NA	1.751	NA	NA	1.016	NA	NA	1.747	NA	1.662	NA	NA	1.362	NA	NA	NA	NA	NA
1710	NA	NA	NA	NA	2.103	NA	NA	1.381	NA	NA	1.749	NA	1.763	NA	NA	1.393	NA	NA	NA	NA	NA
1711	NA	NA	NA	NA	1.467	NA	NA	1.68	NA	NA	1.539	NA	1.151	NA	NA	0.97	NA	NA	1.508	NA	NA
1712	NA	NA	NA	NA	2.003	NA	NA	1.898	1.132	NA	1.465	NA	1.724	NA	NA	1.253	NA	NA	2.015	NA	NA
1713	NA	NA	NA	NA	1.308	NA	NA	0.978	1.096	NA	1.211	NA	1.302	NA	NA	1.128	NA	NA	0.998	NA	NA
1714	NA	NA	NA	NA	1.42	NA	NA	0.818	0.963	NA	0.967	NA	0.889	NA	NA	0.742	NA	NA	0.886	NA	NA
1715	NA	NA	NA	NA	1.042	NA	NA	0.525	0.608	NA	0.752	NA	0.705	NA	NA	0.333	NA	NA	0.693	NA	NA
1716	NA	NA	NA	NA	0.97	NA	NA	0.698	0.531	NA	0.541	NA	1	NA	NA	0.56	NA	NA	0.551	NA	NA
1717	NA	NA	NA	NA	0.765	NA	NA	0.593	0.77	NA	0.465	NA	0.821	NA	NA	0.495	NA	NA	0.802	NA	NA
1718	NA	NA	NA	NA	0.575	NA	NA	0.655	1.577	NA	0.441	NA	0.822	NA	NA	0.539	NA	NA	0.804	NA	NA
1719	NA	NA	NA	NA	0.58	NA	NA	0.598	1.747	NA	0.432	NA	0.663	NA	NA	0.745	NA	NA	0.8	NA	NA
1720	NA	NA	NA	0.732	0.441	0.955	NA	0.446	1.091	NA	0.309	NA	0.638	NA	NA	0.422	NA	NA	0.83	NA	NA
1721	NA	NA	NA	0.737	0.427	1.169	NA	0.545	0.91	NA	0.406	1.424	0.756	NA	NA	0.553	NA	NA	0.883	NA	NA
1722	NA	NA	NA	0.609	0.299	1.093	NA	0.444	0.896	NA	0.604	1.296	0.648	NA	NA	0.593	NA	0.663	0.619	NA	NA
1723	NA	NA	NA	0.743	0.392	1.14	NA	0.422	0.799	NA	1.144	1.1	0.568	NA	NA	0.532	NA	0.895	0.833	NA	0.634
1724	NA	NA	NA	0.788	0.402	0.899	1.079	0.4	0.779	NA	1.137	0.939	0.592	NA	NA	0.597	NA	0.934	0.684	NA	0.626
1725	NA	NA	NA	0.854	0.535	1.186	1.063	0.442	0.721	NA	1.062	1.024	0.602	NA	NA	0.554	NA	0.964	0.685	NA	0.541
1726	NA	NA	NA	0.96	0.665	1.025	1.241	0.471	1.11	NA	1.131	1.185	0.715	NA	NA	0.642	NA	1.366	1.011	NA	1.051
1727	NA	NA	NA	1.226	0.832	1.141	1.552	0.483	0.932	NA	1.12	1.347	0.647	NA	NA	0.661	NA	2.363	1.432	NA	1.37
1728	NA	NA	NA	0.943	0.81	1.076	1.179	0.588	0.965	NA	1.133	1.323	0.595	NA	NA	0.777	NA	1.89	1.296	NA	0.839
1729	NA	NA	NA	0.789	0.898	1.112	1.469	0.598	1.101	NA	1.145	1.136	0.473	NA	NA	0.639	NA	1.69	1.395	NA	0.833
1730	NA	NA	NA	0.739	0.816	0.939	1.014	0.495	1.226	NA	1.12	1.021	0.418	NA	NA	0.475	NA	1.715	1.262	NA	0.715
1731	NA	NA	NA	0.813	0.995	0.867	0.922	0.766	1.332	NA	1.04	1.404	0.507	NA	NA	0.674	NA	1.56	1.239	NA	0.485
1732	NA	NA	NA	1.253	1.059	0.701	0.987	0.794	1.157	NA	1.114	1.686	0.521	NA	NA	0.893	NA	1.863	1.32	NA	0.769
1733	NA	NA	NA	1.498	1.06	0.702	0.972	0.792	1.277	1.757	1.203	1.473	0.641	NA	NA	1.093	NA	1.924	1.258	NA	0.705
1734	NA	NA	NA	1.256	0.904	0.642	0.797	0.503	0.988	1.229	0.927	0.906	0.454	NA	NA	0.67	NA	1.776	1.32	NA	0.797
1735	NA	NA	NA	1.151	0.925	0.671	0.93	0.374	0.699	1.431	0.94	1.114	0.505	NA	NA	0.733	NA	1.857	1.555	NA	0.955
1736	NA	NA	NA	1.144	0.815	0.727	0.67	0.423	0.771	1.436	0.754	0.857	0.359	NA	NA	0.702	NA	1.775	1.51	NA	0.671
1737	NA	NA	NA	0.953	0.827	0.885	0.653	0.367	0.636	1.135	0.644	0.624	0.251	NA	NA	0.821	NA	2.048	1.478	NA	0.724
1738	NA	NA	NA	1.074	0.832	0.794	0.794	0.423	0.954	1.265	0.655	0.717	0.365	NA	NA	0.745	NA	1.778	1.667	NA	0.613
1739	NA	NA	NA	1.043	0.911	0.767	0.743	0.406	0.776	0.981	0.595	0.827	0.3	NA	NA	0.854	NA	1.378	1.407	NA	0.611
1740	NA	NA	NA	1.264	0.986	0.643	0.874	0.5	0.911	1.031	0.606	0.727	0.302	NA	NA	0.658	NA	1.279	1.327	NA	0.631
1741	NA	NA	NA	1.148	1.022	0.753	0.839	0.783	0.873	1.223	0.583	0.862	0.298	NA	NA	0.81	NA	1.777	1.752	NA	0.708
1742	NA	NA	NA	0.777	0.878	0.776	0.868	0.527	0.733	0.854	0.57	0.763	0.241	NA	NA	0.924	NA	1.41	1.537	NA	0.616
1743	NA	NA	NA	0.803	0.828	0.778	0.91	0.429	0.568	1.106	0.793	0.738	0.19	NA	NA	1.003	NA	1.237	1.572	NA	0.626
1744	NA	NA	0.425	0.89	0.869	0.815	0.68	0.53	0.543	0.924	0.732	0.686	0.185	NA	NA	0.874	NA	1.417	1.577	NA	0.571
1745	NA	NA	0.402	0.834	0.924	0.606	0.875	0.516	0.672	1.03	0.632	0.777	0.301	NA	NA	0.878	NA	1.134	1.553	NA	0.517
1746	NA	NA	0.664	0.937	1.088	0.734	0.819	0.6	0.777	0.888	0.543	0.763	0.323	NA	NA	0.948	NA	1.294	1.438	NA	0.463
