# St. George - Sheila Falls - THOC - ITRDB CANA261
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6166
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6166.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana261-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana261-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana261.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana261.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-04
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-04
#--------------------
# Title
#   Study_Name: St. George - Sheila Falls - THOC - ITRDB CANA261
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sheila Falls
#   Location: Ontario
#   Northernmost_Latitude: 49.7
#   Southernmost_Latitude: 49.7
#   Easternmost_Longitude: -93.78
#   Westernmost_Longitude: -93.78
#   Elevation_m: 401
#--------------------
# Data_Collection
#   Collection_Name: CANA261
#   First_Year: 1853
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Thuja occidentalis L.
#   Common_Name: northern white-cedar
#   Tree_Species_Code: THOC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## s0401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0402a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0402a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0402b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0402b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0403a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0403a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0403b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0403b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0404a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0404a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0404b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0404b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0405a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0405a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0406a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0406a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0406b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0406b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0408a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0408a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0408b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0408b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0412a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0412a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0412b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0412b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0413a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0413a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0413b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0413b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0414a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0414a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0415a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0415a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0415b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0415b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0416a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0416a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0416b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0416b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0417a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0417a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0417b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0417b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0418b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0418b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0418c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0418c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0418d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0418d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0419a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0419a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0419b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0419b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0420a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0420a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0420b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0420b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0421b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0421b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0422a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0422a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0423a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0423a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0423b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0423b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	s0401a_raw	s0401b_raw	s0402a_raw	s0402b_raw	s0403a_raw	s0403b_raw	s0404a_raw	s0404b_raw	s0405a_raw	s0406a_raw	s0406b_raw	s0407a_raw	s0408a_raw	s0408b_raw	s0409a_raw	s0412a_raw	s0412b_raw	s0413a_raw	s0413b_raw	s0414a_raw	s0415a_raw	s0415b_raw	s0416a_raw	s0416b_raw	s0417a_raw	s0417b_raw	s0418b_raw	s0418c_raw	s0418d_raw	s0419a_raw	s0419b_raw	s0420a_raw	s0420b_raw	s0421b_raw	s0422a_raw	s0423a_raw	s0423b_raw
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.139	1.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.126	0.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.759	NA	NA	NA	1.417	1.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.092	NA	NA	NA	0.916	0.612	NA	0.294	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.774	NA	NA	NA	0.438	0.459	NA	0.285	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.254	NA	NA	NA	0.509	0.459	NA	0.351	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.202	NA	NA	NA	0.64	0.562	NA	0.295	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	0.992	0.79	NA	0.437	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.917	NA	NA	NA	0.681	0.507	NA	0.339	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.903	NA	NA	NA	0.766	0.365	NA	0.599	NA	0.343	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.537	NA	NA	NA	0.736	0.514	NA	1.02	NA	0.239	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.663	NA	0.731	0.749	0.693	0.446	NA	1.224	NA	0.183	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.489	NA	0.888	0.874	0.821	0.501	NA	0.742	NA	0.258	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.502	NA	1.363	1.342	1.01	0.613	NA	0.632	NA	0.277	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.143	NA	0.717	0.702	0.528	0.326	NA	0.518	NA	0.147	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.197	NA	0.651	0.492	0.606	0.425	NA	0.76	NA	0.114	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.962	NA	0.424	0.341	0.475	0.347	NA	0.43	NA	0.166	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.726	NA	0.68	0.571	0.69	0.475	NA	0.513	NA	0.353	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.017	NA	0.365	0.357	0.446	0.329	NA	0.475	NA	0.335	0.474	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.135	NA	0.587	0.471	0.596	0.558	NA	0.502	NA	0.357	0.407	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.577	NA	0.594	0.4	0.618	0.404	NA	0.64	NA	0.358	0.527	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.328	NA	0.508	0.437	0.692	0.346	NA	0.536	NA	0.23	0.353	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	0.647	0.374	0.554	0.391	NA	0.596	NA	0.125	0.232	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.519	NA	NA	NA	NA	NA	1.182	NA	0.65	0.439	0.668	0.496	NA	0.521	NA	0.245	0.366	NA	NA	NA	2.589	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.454	NA	NA	NA	NA	NA	1.307	NA	0.612	0.546	0.781	0.512	NA	0.66	NA	0.241	0.391	NA	NA	NA	2.066	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.211	NA	NA	NA	NA	1.843	1.58	NA	0.604	0.565	0.817	0.487	NA	0.607	NA	0.404	0.453	NA	NA	NA	1.98	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.301	NA	NA	NA	NA	1.334	1.658	1.598	0.997	0.611	0.973	0.49	NA	0.726	NA	0.415	0.471	NA	NA	NA	2.145	NA	NA
1886	NA	NA	NA	1.054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.352	NA	NA	NA	NA	0.976	1.589	1.08	0.536	0.448	0.801	0.501	NA	0.647	NA	0.414	0.385	NA	NA	NA	2.646	NA	NA
1887	NA	NA	NA	1.029	NA	NA	NA	NA	NA	NA	NA	NA	0.974	NA	1.258	NA	NA	NA	NA	0.717	1.22	0.867	0.28	0.287	0.411	0.294	NA	0.342	NA	0.463	0.304	NA	NA	NA	1.852	NA	NA
1888	NA	NA	NA	0.997	NA	NA	NA	NA	NA	NA	NA	1.093	0.723	NA	1.306	NA	NA	NA	NA	1.073	1.624	1.349	0.358	0.334	0.438	0.304	NA	0.483	NA	0.403	0.277	1.571	NA	NA	1.76	NA	NA
1889	NA	NA	NA	1.176	NA	NA	NA	NA	NA	NA	NA	1.321	1.03	NA	1.726	0.377	NA	NA	2.042	1.161	1.695	1.393	0.663	0.565	0.64	0.403	NA	0.692	NA	0.461	0.382	1.651	1.487	NA	1.884	NA	NA
1890	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	1.046	0.708	NA	1.576	0.306	NA	NA	1.915	0.747	1.213	0.81	0.61	0.435	0.426	0.3	NA	0.527	NA	0.479	0.406	2.537	1.566	NA	1.672	NA	NA
1891	NA	NA	NA	1.172	NA	NA	NA	NA	NA	NA	NA	1.112	0.697	NA	2.081	0.609	NA	NA	2.544	1.611	1.763	0.672	0.857	0.723	0.578	0.505	NA	0.841	NA	0.374	0.285	2.099	1.316	NA	1.953	NA	NA
1892	NA	NA	NA	1.128	NA	NA	NA	NA	NA	NA	NA	1.002	0.908	NA	2.017	0.54	NA	NA	2.287	1.145	1.527	0.881	0.914	0.605	0.689	0.648	NA	0.915	NA	0.348	0.262	2.263	1.768	NA	1.411	NA	NA
1893	NA	NA	NA	1.582	NA	NA	NA	NA	NA	NA	NA	0.935	0.944	NA	0.201	0.575	NA	NA	2.788	0.959	1.763	1.414	0.602	0.551	0.637	0.451	NA	0.843	NA	0.3	0.313	1.488	2.007	NA	2.212	NA	NA
