# Beriault - Ithingo Lake - PIBN - ITRDB CANA201
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2725
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2725.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana201-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana201-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana201.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana201.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2005-01-14
#--------------------
# Title
#   Study_Name: Beriault - Ithingo Lake - PIBN - ITRDB CANA201
#--------------------
# Investigators
#   Investigators: Beriault, A.; Sauchyn, D.J.; Stroich, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ithingo Lake
#   Location: Saskatchewan
#   Northernmost_Latitude: 56.82
#   Southernmost_Latitude: 56.82
#   Easternmost_Longitude: -107.58
#   Westernmost_Longitude: -107.58
#   Elevation_m: 500
#--------------------
# Data_Collection
#   Collection_Name: CANA201
#   First_Year: 1875
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## IL01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## IL21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: IL21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	IL01A_raw	IL01B_raw	IL03A_raw	IL05A_raw	IL05B_raw	IL06A_raw	IL08B_raw	IL09B_raw	IL11A_raw	IL11B_raw	IL12A_raw	IL14B_raw	IL15A_raw	IL16A_raw	IL16B_raw	IL19A_raw	IL19B_raw	IL20A_raw	IL20B_raw	IL21B_raw
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	1.197	NA	NA	1.331	1.272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	1.338	NA	NA	1.507	1.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	1.747	NA	NA	2.139	1.683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	3.507	NA	2.082	NA	NA	1.878	1.651	1.859	NA	NA	NA	NA	NA	NA	2.552	NA	NA
1881	NA	NA	NA	2.905	NA	1.779	NA	NA	1.571	1.246	2.452	NA	NA	NA	NA	NA	NA	2.185	NA	NA
1882	NA	NA	NA	2.848	NA	1.578	NA	NA	1.231	1.223	2.241	NA	NA	NA	NA	NA	NA	1.843	2.396	NA
1883	NA	NA	1.739	2.164	2.647	1.596	NA	NA	1.478	1.384	1.943	NA	NA	NA	NA	NA	NA	1.319	1.558	NA
1884	NA	NA	1.586	2.21	2.908	1.316	1.498	NA	1.395	1.182	2.352	NA	NA	NA	NA	NA	NA	1.662	1.228	1.668
1885	NA	NA	1.536	2.139	2.387	1.216	0.951	NA	1.036	1.121	1.74	NA	NA	NA	NA	NA	1.802	1.117	1.524	1.441
1886	NA	1.273	1.329	2.105	2.348	1.167	0.721	NA	1.113	1.318	1.376	NA	NA	NA	NA	1.504	1.601	1.349	1.059	1.209
1887	NA	1.178	2.022	1.914	1.976	1.414	0.791	NA	1.113	1.726	1.27	NA	NA	1.021	NA	1.378	1.597	1.104	0.9	1.084
1888	NA	1.199	1.566	1.7	1.712	1.097	0.609	NA	1.256	1.265	1.223	NA	NA	0.866	NA	1.172	1.332	1.088	0.891	1.081
1889	NA	1.107	1.119	1.828	2.42	0.689	0.538	NA	0.978	1.22	1.435	NA	NA	0.735	NA	1.054	1.359	0.707	0.689	1.305
1890	NA	0.737	1.124	1.216	1.848	0.425	0.409	NA	0.831	0.798	0.996	NA	NA	0.496	NA	1.083	1.182	0.645	0.457	0.691
1891	NA	0.654	1.36	1.367	2.108	0.522	0.636	NA	0.853	0.943	1.094	NA	NA	0.678	NA	1.532	1.161	0.52	0.697	0.98
1892	NA	0.726	1.816	1.747	1.507	0.37	0.52	NA	0.713	0.91	1.096	NA	NA	0.809	0.847	1.159	1.338	0.68	0.607	1.121
1893	NA	0.948	2.103	1.462	1.818	0.466	0.468	NA	0.893	1.134	1.354	NA	NA	1.21	0.687	1.492	1.677	0.976	0.603	1.366
1894	NA	1.083	1.457	1.443	1.605	0.647	0.505	NA	0.881	0.854	1.364	NA	NA	0.74	0.46	1.282	1.426	1.033	0.555	0.929
1895	NA	1.225	1.312	1.343	1.484	0.731	0.525	NA	0.751	1.006	1.364	NA	NA	1.018	0.687	1.284	1.62	0.892	0.652	0.784
1896	NA	1.281	0.979	1.281	1.481	0.616	0.432	NA	1.055	0.868	1.01	NA	NA	0.699	0.678	1.095	1.642	0.738	0.607	0.729
1897	NA	1.324	1.146	1.123	1.651	0.704	0.377	NA	1.019	0.888	1.086	NA	NA	0.851	0.609	1.063	1.5	0.639	0.85	1.185
1898	1.694	1.111	0.867	0.776	1.131	0.544	0.215	NA	0.952	0.876	0.922	NA	NA	0.697	0.635	1.003	1.204	0.705	0.717	0.91
1899	1.087	0.568	0.631	0.581	0.906	0.335	0.198	0.426	0.577	0.649	0.792	NA	NA	0.437	0.408	0.642	1.039	0.548	0.539	0.591
1900	1.352	0.702	0.779	0.691	0.944	0.374	0.267	0.853	0.605	0.644	0.658	1.555	NA	0.491	0.331	0.576	1.166	0.702	0.567	0.584
1901	1.035	0.515	0.525	0.661	0.877	0.346	0.253	0.706	0.607	0.407	0.68	0.75	NA	0.461	0.446	0.576	1.143	0.623	0.658	0.567
1902	0.985	0.621	0.522	0.727	0.904	0.297	0.226	0.761	0.536	0.383	0.692	1.283	NA	0.482	0.442	0.792	0.967	0.374	0.871	0.421
1903	0.898	0.712	0.496	0.8	0.923	0.412	0.375	0.843	0.665	0.522	0.951	1.315	NA	0.627	0.605	0.744	0.927	0.518	0.543	0.532
1904	0.921	0.702	0.625	0.789	0.734	0.476	0.501	0.687	0.62	0.437	0.935	1.119	1.449	0.591	0.594	0.737	0.882	0.489	0.5	0.477
1905	0.982	0.751	0.59	0.914	0.747	0.418	0.393	1.111	0.692	0.494	1.406	0.963	1.361	0.532	0.597	0.599	0.998	0.373	0.502	0.372
1906	0.817	0.493	0.447	0.472	0.787	0.402	0.376	0.645	0.419	0.251	1.978	0.622	0.597	0.347	0.256	0.539	0.647	0.298	0.488	0.146
1907	0.997	0.453	0.236	0.381	0.445	0.257	0.23	0.281	0.254	0.156	0.942	0.574	0.474	0.146	0.197	0.254	0.46	0.035	0.358	0.124
1908	1.398	0.796	0.237	0.395	0.331	0.233	0.15	0.291	0.374	0.185	0.734	0.439	0.692	0.155	0.137	0.243	0.424	0.108	0.114	0.199
1909	1.395	0.832	0.157	0.293	0.308	0.199	0.158	0.425	0.374	0.207	0.655	0.622	0.947	0.102	0.039	0.184	0.241	0.15	0.085	0.26
1910	1.897	1.161	0.36	0.276	0.221	0.33	0.232	0.414	0.298	0.26	0.466	0.887	1.417	0.193	0.103	0.072	0.148	0.358	0.141	0.237
1911	2.147	1.174	0.42	0.395	0.365	0.724	0.405	0.528	0.381	0.439	0.66	0.739	1.593	0.3	0.234	0.137	0.197	0.422	0.188	0.318
1912	2.108	1.134	0.344	0.609	0.63	0.726	0.422	0.761	0.307	0.488	0.879	0.76	1.16	0.458	0.414	0.192	0.421	0.414	0.179	0.434
1913	1.779	1.095	0.493	0.536	0.518	0.697	0.439	0.384	0.313	0.31	0.911	0.573	1.17	0.366	0.36	0.195	0.498	0.289	0.186	0.464
1914	1.241	0.876	0.48	0.425	0.992	0.538	0.372	0.715	0.34	0.503	0.882	0.802	1.294	0.573	0.502	0.173	0.693	0.375	0.167	0.3
1915	0.889	0.701	0.517	0.535	1.279	0.713	0.409	1.083	0.32	0.474	0.813	0.572	1.909	0.56	0.388	0.19	0.481	0.374	0.213	0.392
1916	0.519	0.511	0.561	0.483	0.763	0.589	0.271	0.696	0.191	0.317	0.859	0.521	1.169	0.406	0.309	0.205	0.418	0.352	0.166	0.333
1917	0.712	0.787	0.642	0.463	0.59	0.532	0.212	0.882	0.285	0.355	0.612	0.637	1.286	0.397	0.424	0.307	0.451	0.363	0.079	0.276
1918	0.697	0.725	0.706	0.584	0.803	0.555	0.222	0.703	0.314	0.346	0.461	0.934	1.557	0.614	0.651	0.267	0.727	0.529	0.153	0.379
1919	0.609	0.494	0.791	0.832	0.939	0.591	0.346	0.698	0.391	0.441	0.471	0.785	1.63	0.845	0.606	0.307	1.101	0.823	0.334	0.261
