# St. George - St. Vital Park - QUMA - ITRDB CANA191
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4804
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4804.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana191-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana191-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana191.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana191.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: St. George - St. Vital Park - QUMA - ITRDB CANA191
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: St. Vital Park
#   Location: Manitoba
#   Northernmost_Latitude: 49.75
#   Southernmost_Latitude: 49.75
#   Easternmost_Longitude: -97.13
#   Westernmost_Longitude: -97.13
#   Elevation_m: 230
#--------------------
# Data_Collection
#   Collection_Name: CANA191
#   First_Year: 1855
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## v12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9103a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9103a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9103b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9103b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9301a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9301a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9301b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9301b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9302a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9302a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9302b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9302b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9311a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9311a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9311b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9311b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9601a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9601a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9601b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9601b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9901a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9901a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9902a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9902a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9903a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9903a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9904n_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9904n; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9904w_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9904w; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9905a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9905a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9906a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9906a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9906b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9906b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9909a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9909a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9910a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9910a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9911a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9911a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## v9912a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: v9912a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9104a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9104a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## w9104b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: w9104b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	v12a_raw	v12b_raw	v9103a_raw	v9103b_raw	v9301a_raw	v9301b_raw	v9302a_raw	v9302b_raw	v9311a_raw	v9311b_raw	v9601a_raw	v9601b_raw	v9901a_raw	v9902a_raw	v9903a_raw	v9904n_raw	v9904w_raw	v9905a_raw	v9906a_raw	v9906b_raw	v9909a_raw	v9910a_raw	v9911a_raw	v9912a_raw	w9104a_raw	w9104b_raw
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	0.957	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.271	1.393
1850	NA	NA	1.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.357	NA	NA	NA	NA	NA	NA	NA	0.477	NA	NA	NA	1.369	1.176
1851	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781	NA	NA	NA	NA	NA	NA	NA	0.813	NA	NA	NA	1.105	0.821
1852	NA	NA	0.857	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.871	NA	NA	NA	NA	NA	NA	NA	0.797	NA	NA	NA	1.306	1.022
1853	NA	NA	1.058	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.645	NA	NA	NA	NA	NA	NA	NA	1.098	NA	NA	NA	0.848	0.838
1854	NA	NA	1.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.515	NA	NA	0.497	NA	NA	NA	NA	0.881	NA	NA	NA	1.062	1.174
1855	NA	NA	0.417	NA	NA	NA	NA	NA	1.444	1.356	NA	NA	1.771	NA	NA	0.386	NA	NA	NA	NA	0.509	NA	NA	NA	1.302	1.233
1856	NA	NA	0.736	NA	NA	NA	NA	NA	1.891	1.472	NA	NA	2.041	NA	NA	0.513	NA	NA	NA	NA	0.559	NA	NA	NA	1.359	1.239
1857	NA	NA	0.565	NA	NA	NA	NA	NA	0.81	0.934	NA	NA	1.222	NA	NA	0.42	NA	NA	NA	NA	0.436	1.279	NA	NA	1.099	0.665
1858	NA	NA	0.49	NA	NA	NA	NA	NA	1.157	0.815	NA	NA	1.041	NA	NA	0.357	NA	NA	NA	NA	0.291	0.703	NA	NA	0.541	0.456
1859	NA	NA	0.334	NA	NA	NA	NA	NA	0.31	0.195	NA	NA	0.718	NA	NA	0.295	NA	NA	NA	NA	0.27	0.387	NA	NA	0.424	0.3
1860	NA	NA	0.467	NA	NA	NA	NA	NA	0.615	0.557	NA	NA	0.774	NA	NA	0.588	NA	NA	NA	NA	0.25	0.33	NA	NA	0.448	0.387
1861	NA	NA	0.303	NA	1.672	1.873	NA	NA	0.645	0.438	NA	NA	0.988	NA	NA	0.456	NA	NA	NA	NA	0.427	0.281	NA	NA	0.463	0.463
1862	NA	NA	0.309	NA	2.01	1.981	NA	NA	0.799	0.222	0.815	0.694	0.849	NA	NA	0.574	NA	NA	NA	NA	0.381	0.305	NA	NA	0.215	0.381
1863	NA	NA	0.251	NA	0.611	1.441	NA	NA	1	0.433	0.975	0.38	0.537	NA	NA	0.619	NA	NA	NA	NA	0.373	0.351	NA	NA	0.238	0.246
1864	NA	NA	0.225	NA	1.658	1.153	NA	NA	1.055	0.515	0.328	0.222	0.612	NA	NA	0.574	NA	NA	NA	NA	0.425	0.403	NA	NA	0.127	0.221
1865	NA	NA	0.295	NA	2.203	1.793	NA	NA	1.237	0.685	1.234	0.578	0.898	NA	NA	1.093	NA	NA	NA	NA	0.572	0.48	NA	NA	0.185	0.835
1866	NA	NA	0.545	NA	2.523	1.548	2.078	1.878	0.839	0.702	1.385	0.731	1.393	NA	NA	1.137	NA	NA	NA	NA	0.753	0.907	NA	NA	0.612	0.666
1867	NA	NA	0.442	NA	2.639	2.229	2.26	2.731	0.697	0.372	0.959	0.724	1.225	NA	NA	0.87	NA	NA	NA	NA	0.598	0.759	NA	NA	0.614	0.854
1868	NA	NA	0.326	NA	2.402	1.914	1.192	1.605	0.557	0.421	0.855	0.925	0.969	NA	NA	0.659	NA	NA	NA	NA	0.291	0.601	NA	NA	0.501	0.691
1869	NA	NA	0.343	NA	1.662	1.104	1.463	1.617	0.237	0.287	0.862	0.739	0.722	NA	NA	0.848	NA	NA	NA	NA	0.232	0.471	NA	NA	0.418	0.447
1870	NA	NA	0.368	NA	2.1	1.99	1.448	2.015	0.41	0.265	0.855	0.875	0.704	NA	NA	0.895	0.56	NA	NA	NA	0.218	0.603	NA	NA	0.553	0.758
1871	NA	NA	0.234	NA	2.545	2.121	1.618	1.889	0.941	0.647	0.809	0.717	0.644	NA	NA	1.074	0.734	NA	NA	NA	0.28	0.671	NA	NA	0.622	0.76
1872	NA	NA	0.331	NA	2.808	2.067	1.785	2.13	1.078	0.591	0.847	0.903	0.819	NA	NA	1.346	1.095	NA	NA	NA	0.411	0.597	NA	NA	0.777	0.894
1873	NA	NA	0.298	NA	1.593	1.996	1.356	1.817	1.181	0.724	0.791	0.68	0.665	NA	NA	0.94	0.963	NA	NA	NA	0.284	0.75	NA	NA	0.718	0.938
1874	NA	NA	0.236	NA	1.572	2.149	1.5	2.357	1.17	0.617	0.77	0.842	0.826	NA	NA	0.935	0.959	NA	NA	NA	0.401	0.867	NA	NA	0.581	0.86
1875	NA	NA	0.333	NA	1.514	1.741	1.461	2.068	1.33	0.722	0.784	0.574	0.733	NA	NA	0.828	0.796	NA	NA	NA	0.23	0.46	NA	NA	0.401	0.733
