# Kaiser - Sakiw Creek Nf Burwash Landing - PCMA - ITRDB CANA4
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3668
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3668.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana4-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana4-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana4.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana4.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2011-10-25
#--------------------
# File_Last_Modified_Date
#   Date: 2011-10-25
#--------------------
# Title
#   Study_Name: Kaiser - Sakiw Creek Nf Burwash Landing - PCMA - ITRDB CANA4
#--------------------
# Investigators
#   Investigators: Kaiser, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sakiw Creek Nf Burwash Landing
#   Location: Yukon Territory
#   Northernmost_Latitude: 61.47
#   Southernmost_Latitude: 61.47
#   Easternmost_Longitude: -139.27
#   Westernmost_Longitude: -139.27
#   Elevation_m: 880
#--------------------
# Data_Collection
#   Collection_Name: CANA4
#   First_Year: 1787
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea mariana (Mill.) Britton, Sterns, & Poggenb.
#   Common_Name: black spruce
#   Tree_Species_Code: PCMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SAKI0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKI0160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKI0160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SAKICH00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SAKICH00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SAKI0010_raw	SAKI0030_raw	SAKI0040_raw	SAKI0050_raw	SAKI0060_raw	SAKI0070_raw	SAKI0080_raw	SAKI0090_raw	SAKI0100_raw	SAKI0110_raw	SAKI0120_raw	SAKI0130_raw	SAKI0140_raw	SAKI0150_raw	SAKI0160_raw	SAKICH00_raw
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	0.26
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	0.72
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	0.71
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	1.08
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA	1.12
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	0.99
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	0.9
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	0.75
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	0.4
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	0.7
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	0.99
1798	NA	NA	NA	NA	NA	NA	NA	0.73	NA	1.08	NA	0.22	NA	NA	NA	0.68
1799	NA	NA	NA	NA	NA	NA	NA	0.9	NA	1.36	NA	0.56	NA	NA	NA	0.94
1800	NA	NA	NA	NA	NA	NA	NA	1.26	NA	1	NA	0.77	NA	NA	NA	1.01
1801	NA	1.13	NA	NA	NA	NA	NA	1.06	NA	1.37	NA	0.8	NA	NA	NA	1.09
1802	NA	1.01	NA	NA	NA	NA	NA	1.57	NA	1.18	NA	0.83	NA	NA	NA	1.15
1803	NA	1.14	NA	NA	NA	NA	NA	1.03	NA	1.6	NA	0.92	NA	NA	NA	1.17
1804	NA	0.91	NA	NA	NA	NA	1.08	1.14	NA	1.29	NA	1.08	NA	NA	NA	1.1
1805	NA	0.92	NA	NA	NA	NA	1.05	0.75	NA	0.82	NA	0.82	NA	NA	0.38	0.79
1806	NA	0.8	NA	NA	NA	NA	1.17	0.48	NA	0.93	NA	0.85	NA	NA	0.69	0.8
1807	NA	0.93	NA	NA	NA	NA	0.89	0.62	NA	0.99	NA	0.64	NA	0.77	0.6	0.76
1808	NA	1.16	NA	NA	NA	NA	1.04	0.52	NA	1.24	NA	0.91	NA	0.82	0.8	0.92
1809	NA	0.93	NA	NA	NA	NA	0.76	0.75	NA	0.85	NA	0.77	NA	0.48	0.84	0.76
1810	0.65	0.71	NA	1.1	NA	NA	0.71	0.65	NA	0.74	NA	0.7	NA	0.44	0.6	0.7
1811	0.73	0.87	NA	0.95	NA	NA	0.81	0.7	NA	0.87	NA	0.75	NA	0.39	0.87	0.77
1812	0.47	0.57	NA	0.73	NA	NA	0.49	0.71	NA	0.67	NA	0.55	NA	0.31	0.63	0.57
1813	0.75	0.74	NA	1.01	NA	NA	0.49	0.67	NA	0.61	NA	0.57	NA	0.44	0.88	0.68
1814	0.75	0.58	NA	0.88	NA	NA	0.42	0.61	NA	0.47	NA	0.55	NA	0.36	0.58	0.58
1815	0.64	0.64	0.78	0.78	NA	NA	0.47	0.71	NA	0.57	NA	0.47	NA	0.18	0.37	0.56
1816	0.21	0.33	0.65	0.52	NA	NA	0.31	0.54	NA	0.33	NA	0.47	NA	0.12	0.44	0.39
1817	0.27	0.37	0.41	0.43	NA	NA	0.26	0.49	NA	0.35	NA	0.19	NA	0.09	0.28	0.31
1818	0.44	0.31	0.6	0.95	NA	0.37	0.2	0.49	NA	0.39	NA	0.64	NA	0.25	0.5	0.47
1819	0.54	0.44	0.41	0.71	NA	0.21	0.29	0.52	NA	0.53	NA	0.52	NA	0.14	0.48	0.44
1820	0.91	0.67	0.61	1.04	NA	0.28	0.41	0.76	NA	0.88	NA	0.64	NA	0.22	0.82	0.66
1821	0.78	0.73	0.86	1.24	NA	0.45	0.47	0.82	NA	0.81	NA	0.68	NA	0.27	0.86	0.72
1822	0.67	0.78	0.77	1.09	NA	0.41	0.47	1.2	NA	0.81	NA	0.85	NA	0.29	0.76	0.74
1823	0.69	0.95	0.69	0.93	NA	0.44	0.66	1.26	NA	1.04	NA	0.86	NA	0.31	0.71	0.78
1824	0.5	0.62	0.62	0.83	NA	0.38	0.53	1.19	0.14	1.1	NA	0.73	NA	0.22	0.55	0.62
1825	0.56	0.71	0.93	1.01	NA	0.67	0.53	1.13	0.38	0.8	NA	0.67	NA	0.35	1.01	0.73
1826	0.61	0.68	1.16	1.01	NA	0.5	0.48	0.97	0.18	0.96	NA	0.69	NA	0.33	0.7	0.69
1827	0.67	0.75	1.15	0.96	NA	0.52	0.52	1.06	0.18	0.95	NA	0.62	NA	0.36	0.68	0.7
1828	0.85	0.85	1.12	0.75	NA	0.68	0.5	1.19	0.19	0.98	NA	0.76	NA	0.37	0.78	0.75
1829	0.92	0.81	1.07	0.81	NA	0.71	0.43	1.21	0.19	0.99	NA	0.73	NA	0.43	0.89	0.77
1830	0.82	0.78	0.95	0.91	1.49	0.58	0.44	1.13	0.26	1.09	NA	0.7	NA	0.41	0.8	0.8
1831	0.94	0.65	1.2	1.1	1.54	0.55	0.65	1	0.18	1.15	NA	0.86	NA	0.46	1.1	0.88
1832	1.16	0.8	1.13	1.57	1.7	0.64	0.61	1.38	1.17	1.45	NA	0.86	NA	0.57	0.93	1.07
1833	0.97	0.73	1.16	1.54	1.33	0.74	0.51	1.41	1.57	1.33	NA	0.72	NA	0.43	0.77	1.02
1834	0.81	0.46	0.85	0.91	1.23	0.55	0.45	1.45	1.06	0.88	NA	0.57	NA	0.31	0.58	0.78
1835	0.66	0.37	0.6	0.81	1.22	0.43	0.37	1.04	1.09	0.71	NA	0.54	NA	0.25	0.62	0.67
1836	0.87	0.43	0.61	0.94	1.37	0.37	0.34	1.14	1	1.01	0.66	0.64	NA	0.27	0.58	0.73
1837	0.82	0.39	0.67	0.99	1.26	0.42	0.3	1.12	1.06	0.82	0.77	0.72	NA	0.29	0.76	0.74
1838	0.91	0.59	0.78	1.06	1.31	0.79	0.4	1.22	1.04	0.68	1.59	0.8	NA	0.37	0.88	0.89
1839	0.84	0.72	1.17	1.09	1.1	0.7	0.38	1.42	1.05	0.69	1.2	0.82	NA	0.4	0.82	0.89
1840	0.84	0.91	1.13	1.11	1.1	0.7	0.43	1.4	1.31	0.67	1.23	0.85	NA	0.39	0.72	0.91
1841	0.84	0.91	0.9	1.02	0.98	0.56	0.42	1.21	0.86	0.61	1.23	0.71	NA	0.38	0.91	0.82
