# Copenheaver - Edwards - ACSH - ITRDB CANA648
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35053
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35053.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana648-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana648-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana648.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana648.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-12-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-12-03
#--------------------
# Title
#   Study_Name: Copenheaver - Edwards - ACSH - ITRDB CANA648
#--------------------
# Investigators
#   Investigators: Copenheaver, C.A.(https://orcid.org/0000-0003-1778-3593); Pisaric, M.F.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: These sugar maple trees were not tapped for maple syrup production NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Carolyn A. Copenheaver, Rebekah C. McCune, Emily A. Sorensen, Michael F.J. Pisaric, B. Jacob Beale
#   Journal_Name: The Forestry Chronicle
#   Published_Title: Decreased radial growth in sugar maple trees tapped for maple syrup
#   Published_Date_or_Year: 2014
#   Volume: 90
#   Pages: 771-777
#   Issue: 6
#   Report_Number: 
#   DOI: 10.5558/tfc2014-149
#   Full_Citation: None
#   Abstract: The conversion of sap from sugar maple (Acer saccharum) to syrup is a multi-million dollar agroforestry industry in North America. Sugar maple trees take decades to reach a size that can be tapped; therefore, maintaining vigorous trees is crucial to the industry's sustainability. Our objectives were to identify whether syrup production altered radial growth or cambium miner activity. We extracted increment cores and measured ring widths from trees tapped for syrup production and untapped reference trees. In Pennsylvania and Ontario, radial growth in tapped trees was significantly reduced compared to reference trees. In New York, there was no significant difference in radial growth between tapped and reference trees. All sites showed a significant reduction in radial growth following commencement of tapping, compared to growth rates prior to tapping. This pattern was not identified in reference trees, which indicates that it was not an artifact of age-related growth trends. There was no significant difference between cambium miner activity in tapped and reference trees. We concluded that the reduction in sugar maple radial growth is likely due to reallocation of resources as the tree heals the damage to the stem during tapping.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2009-38411-19754
#--------------------
# Site_Information
#   Site_Name: Edwards
#   Location: Ontario
#   Northernmost_Latitude: 45.25
#   Southernmost_Latitude: 45.25
#   Easternmost_Longitude: -75.43
#   Westernmost_Longitude: -75.43
#   Elevation_m: 82
#--------------------
# Data_Collection
#   Collection_Name: CANA648
#   First_Year: 1906
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ONR01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONR25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONR25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ONR01B_raw	ONR02A_raw	ONR02B_raw	ONR03A_raw	ONR03B_raw	ONR04A_raw	ONR04B_raw	ONR05A_raw	ONR05B_raw	ONR06A_raw	ONR08B_raw	ONR09A_raw	ONR10B_raw	ONR11B_raw	ONR13A_raw	ONR13B_raw	ONR15A_raw	ONR15B_raw	ONR16A_raw	ONR16B_raw	ONR18B_raw	ONR19A_raw	ONR20A_raw	ONR21A_raw	ONR21B_raw	ONR22A_raw	ONR22B_raw	ONR23A_raw	ONR23B_raw	ONR24A_raw	ONR24B_raw	ONR25A_raw	ONR25B_raw
1906	NA	NA	NA	NA	NA	NA	1.416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	0.608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	0.448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	1.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	1.012	0.882	NA	0.466	NA	0.956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	1.754	0.658	NA	0.14	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	2.314	1.336	NA	0.116	NA	0.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	3.46	2.054	NA	0.278	NA	1.976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	4.382	1.524	NA	0.932	NA	4.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	4.776	2.21	NA	1.196	NA	4.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	2.12	4.266	NA	1.968	NA	4.396	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	2.422	3.18	NA	2.368	NA	4.698	NA	NA	1.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	3.606	3.386	NA	2.976	NA	2.724	NA	NA	1.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	1.742	5.21	NA	1.62	NA	3.996	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	2.286	2.834	NA	2.044	NA	3.592	NA	NA	2.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	2.196	4.202	NA	1.932	2.534	3.288	NA	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	2.888	4.454	NA	1.688	2.488	2.68	NA	NA	2.378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	1.832	3.648	NA	1.978	3.66	3.068	NA	NA	2.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	1.658	2.426	NA	1.386	3.128	3.634	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	2.154	1.914	NA	1.662	2.314	2.256	3.536	NA	2.992	NA	3.244	NA	NA	NA	NA	NA	NA	NA	NA	2.648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	2.126	2.238	NA	1.59	3.668	3.368	1.482	2.362	2.524	NA	1.728	NA	NA	NA	NA	NA	NA	NA	NA	1.812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	2.874	2.34	1.902	0.488	3.36	3.968	2.126	2.284	1.492	NA	1.588	NA	NA	NA	NA	NA	NA	NA	NA	1.648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	3.042	2.294	1.466	0.514	1.73	2.678	2.626	2.016	2.414	NA	2.302	NA	NA	NA	NA	NA	NA	NA	NA	2.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	2.034	2.382	0.71	0.13	2.534	2.514	1.494	2.308	1.524	NA	1.414	NA	NA	NA	NA	NA	NA	NA	NA	2.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	2.958	1.878	1.012	0.108	1.806	1.95	1.986	1.98	2.94	NA	1.348	NA	NA	NA	NA	NA	NA	NA	NA	3.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	NA	NA	NA	2.24	1.918	0.61	0.19	0.914	0.226	0.962	0.63	1.73	NA	1.562	NA	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	1.166	2.078	1.042	0.344	1.596	0.316	1.448	1.994	1.7	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	NA	1.634	1.468	1.262	0.486	1.65	0.538	2.818	2.444	3.396	NA	1.958	NA	NA	NA	NA	NA	NA	NA	NA	2.676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	NA	NA	NA	1.85	4.02	1.02	0.67	2.29	0.928	3.776	0.922	3.384	NA	2.666	NA	NA	NA	NA	NA	NA	NA	NA	1.706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1935	NA	NA	NA	2.9	5.832	1.698	0.878	1.906	0.808	3.442	1.986	3.442	NA	3.434	NA	NA	NA	NA	NA	NA	NA	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1936	NA	NA	NA	1.42	3.44	0.56	0.39	2.28	1.46	1.718	2.79	2.108	NA	1.858	NA	NA	NA	NA	NA	NA	NA	NA	1.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	NA	NA	NA	2.342	3.778	0.694	0.696	3.362	2.918	1.576	2.208	3.178	NA	2.012	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1938	NA	NA	NA	2.848	4.486	1.522	0.876	1.992	2.362	2.152	1.432	2.696	NA	2.514	NA	NA	NA	NA	NA	NA	NA	NA	2.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1939	NA	NA	NA	2.152	3.58	1.726	1.48	0.992	0.766	2.122	1.536	1.61	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	1.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1940	NA	NA	NA	2.054	2.63	0.782	2.09	2.376	2.626	2.25	0.37	2.048	1.766	2.582	NA	NA	NA	NA	NA	NA	NA	NA	1.958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1941	NA	NA	NA	1.364	1.552	0.968	1.408	2.55	1.786	1.382	1.22	1.19	0.8	1.824	NA	NA	NA	NA	NA	NA	NA	NA	1.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1942	NA	NA	NA	1.508	1.558	1.17	1.69	1.984	2.256	0.884	1.216	1.792	0.45	1.18	NA	NA	NA	NA	NA	NA	NA	NA	0.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1943	NA	NA	NA	5.484	4.658	2.468	2.276	3.22	3.084	1.538	2.338	3.342	0.596	2.51	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1944	NA	NA	NA	2.34	2.084	1.166	1.168	2.132	2.068	0.938	0.998	1.492	0.644	0.884	NA	NA	NA	NA	NA	NA	NA	NA	0.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1945	NA	NA	NA	1.908	1.792	0.566	0.398	2.462	1.018	0.316	0.174	1.194	0.69	0.322	NA	NA	NA	NA	NA	NA	NA	NA	0.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1946	NA	NA	NA	2.504	2.698	0.89	1.074	2.636	1.676	0.4	0.692	1.176	1.33	1.524	NA	NA	NA	NA	NA	NA	NA	NA	0.938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1947	NA	NA	NA	2.356	3.116	1.798	1.618	1.988	2.17	1.144	1.936	1.936	1.808	2.248	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1948	NA	NA	NA	2.56	2.202	1.53	1.618	1.242	1.896	1.33	1.756	1.342	1.1	2.206	NA	NA	NA	NA	NA	NA	NA	NA	0.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1949	NA	NA	NA	2.126	1.852	1.434	1.04	1.636	1.678	0.614	0.874	1.024	1.178	1.816	NA	NA	NA	NA	NA	NA	NA	NA	0.302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1950	1.46	NA	NA	2.292	2.182	2.954	1.714	2.92	2.7	0.974	0.254	1.684	1.284	0.932	NA	NA	NA	NA	NA	NA	NA	NA	0.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1951	1.634	NA	NA	2.468	2.878	1.908	1.466	2.004	2.632	0.552	1.542	1.188	1.228	1.3	NA	NA	NA	NA	NA	NA	NA	NA	1.466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1952	2.716	NA	3.684	3.212	4.046	3.574	2.554	3.896	3.38	0.38	2.174	1.238	0.8	1.828	NA	NA	NA	NA	NA	NA	NA	NA	1.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1953	2.554	NA	2.902	2.186	2.33	2.136	1.958	4.168	2.666	0.32	1.446	1.27	1.028	1.076	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
