# St. George - Shay - QUMA - ITRDB CANA187
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4800
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4800.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana187-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana187-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana187.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana187.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-09-13
#--------------------
# File_Last_Modified_Date
#   Date: 2002-09-13
#--------------------
# Title
#   Study_Name: St. George - Shay - QUMA - ITRDB CANA187
#--------------------
# Investigators
#   Investigators: St. George, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Shay
#   Location: Manitoba
#   Northernmost_Latitude: 49.65
#   Southernmost_Latitude: 49.65
#   Easternmost_Longitude: -97.12
#   Westernmost_Longitude: -97.12
#   Elevation_m: 230
#--------------------
# Data_Collection
#   Collection_Name: CANA187
#   First_Year: 1907
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## s0001a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0001a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0002a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0002a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0003a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0003a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0004a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0004a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0005a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0005a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0006a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0006a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0007a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0007a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0008a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0008a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0009a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0009a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0010a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0010a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0011a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0011a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0012a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0012a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0013a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0013a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## s0014a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: s0014a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	s0001a_raw	s0002a_raw	s0003a_raw	s0004a_raw	s0005a_raw	s0006a_raw	s0007a_raw	s0008a_raw	s0009a_raw	s0010a_raw	s0011a_raw	s0012a_raw	s0013a_raw	s0014a_raw
1907	NA	NA	NA	NA	NA	0.536	NA	NA	NA	NA	2.611	NA	NA	0.833
1908	NA	NA	NA	NA	NA	0.659	NA	1.289	NA	NA	1.889	NA	0.92	1.182
1909	NA	NA	NA	NA	NA	0.672	NA	1.208	1.152	NA	1.073	NA	2.007	1.163
1910	NA	NA	NA	NA	NA	0.676	NA	0.687	1.231	NA	1.11	NA	2.638	1.023
1911	NA	NA	NA	NA	NA	1.184	NA	0.957	2.075	NA	1.752	NA	2.44	2.139
1912	NA	NA	NA	NA	NA	1.427	NA	1.224	0.605	NA	1.884	NA	1.75	2.604
1913	2.111	NA	NA	NA	0.912	1.815	NA	1.002	1.131	NA	1.867	NA	0.359	2.532
1914	1.918	NA	NA	NA	1.158	2.256	NA	1.177	1.04	NA	3.593	NA	0.671	2.473
1915	1.085	NA	NA	NA	0.546	1.342	NA	0.69	0.846	NA	0.759	NA	0.529	1.425
1916	1.223	NA	NA	NA	0.421	0.647	NA	0.51	1.255	NA	1.94	NA	0.966	1.593
1917	1.085	NA	NA	NA	0.223	0.713	NA	0.562	1.521	NA	0.684	NA	0.991	1.158
1918	1.039	NA	NA	NA	0.225	0.696	NA	0.843	1.248	NA	1.034	NA	1.111	1.431
1919	0.947	0.933	NA	NA	0.335	0.417	NA	0.64	0.781	NA	0.761	NA	0.913	1.071
1920	0.958	0.787	NA	NA	0.548	0.832	NA	0.703	1.26	NA	0.545	2.196	1.345	1.631
1921	0.871	0.694	NA	NA	0.567	0.77	NA	0.899	1.296	NA	0.398	1.914	1.56	1.79
1922	1.13	0.752	NA	NA	0.489	0.94	NA	1.475	1.397	NA	0.345	2.256	1.816	2.114
1923	1.109	0.542	NA	0.98	0.613	0.815	NA	1	1.125	NA	0.345	1.493	1.471	1.734
1924	0.692	0.547	NA	1.057	0.634	0.763	NA	0.684	0.796	NA	0.327	1.266	0.773	1.802
1925	0.833	0.64	2.111	0.722	0.75	0.965	NA	0.79	1.086	NA	0.434	2.088	1.495	1.979
1926	0.77	0.327	2.374	0.871	0.5	0.485	NA	0.6	0.6	NA	0.263	0.946	0.743	1.94
1927	0.762	0.348	2.769	0.64	0.898	0.695	NA	0.767	1.117	NA	0.976	1.477	1.339	1.91
1928	0.937	0.475	2.806	0.52	1.272	0.379	NA	0.878	0.834	NA	1.405	1.51	1.092	2.263
1929	0.957	0.553	2.343	0.52	1.411	0.391	NA	1.458	0.662	2.401	1.608	1.163	0.877	1.932
1930	0.701	0.649	2.663	0.444	1.084	0.615	NA	1.412	0.471	2.625	1.167	1.152	0.843	1.687
1931	0.515	0.439	1.993	0.443	1.08	0.47	NA	1.135	0.409	2.012	1.139	0.674	0.538	1.346
1932	0.453	0.449	1.886	0.635	0.888	0.364	1.125	1.1	0.416	1.544	0.972	0.677	0.69	1.249
1933	0.614	0.699	2.371	1.1	1.214	0.597	1.114	2.327	0.699	2.263	1.114	0.843	0.748	1.666
1934	0.609	1.129	2.715	1.202	1.446	0.736	1.62	2.993	0.636	2.932	1.1	0.917	0.787	1.894
1935	0.649	1.519	4.694	1.289	2.541	0.895	1.809	3.616	0.841	3	1.378	1.077	0.872	2.315
1936	0.554	1.25	3.287	0.904	1.75	0.847	1.39	2.545	0.329	2.293	1.317	0.817	0.506	1.571
1937	0.732	1.189	3.002	1.409	2.116	1.442	1.514	2.726	0.441	2.28	1.418	0.93	0.49	1.518
1938	0.552	0.901	2.101	1.175	1.857	0.898	1.328	1.986	0.402	1.42	1.406	0.739	0.368	1.088
1939	0.412	1.173	2.651	1.578	1.944	1.146	1.703	2.638	0.847	1.697	1.595	0.804	0.448	1.065
1940	0.803	1.758	2.972	2.286	2.084	1.472	2.118	3.424	1.257	2.18	1.671	0.788	0.345	1.138
1941	1.228	2.81	3.921	3.133	2.702	2.828	2.573	4.173	1.731	2.552	2.402	1.178	0.881	1.695
1942	0.791	2.666	2.225	2.639	3.093	2.279	1.866	3.088	1.061	1.846	2.394	0.993	0.583	1.403
1943	1.415	2.826	2.202	2.312	2.395	1.7	1.762	2.157	1.018	1.892	2.238	1.114	0.646	1.548
1944	2.741	3.812	3.465	3.335	2.847	2.296	2.246	2.742	1.581	3.086	2.843	1.466	0.694	1.866
1945	2.936	3.734	4.44	2.623	3.239	2.475	2.281	2.974	1.931	3.398	2.699	1.958	1.32	2.034
1946	1.624	3.715	4.125	2.48	2.539	1.943	2.056	2.251	1.771	2.534	1.841	1.324	1.814	1.514
1947	1.964	5.664	5.542	3.397	2.371	3.118	2.218	3.314	2.186	2.944	2.454	1.573	2.733	1.806
1948	1.832	5.709	4.944	3.51	2.255	3.283	1.847	2.605	2.522	2.743	1.811	1.85	2.272	1.985
1949	1.238	3.532	3.087	2.639	1.977	1.856	1.115	1.797	2.053	1.826	1.354	1.5	1.496	1.329
1950	2.183	4.597	5.004	3.747	3.259	3.205	1.737	3.543	3.906	3.079	2.895	2.104	2.861	3.174
1951	2.023	2.841	5.393	3.672	2.373	2.84	2.209	2.402	2.829	2.512	1.288	2.088	2.215	2.52
1952	1.677	3.267	5.658	3.165	2.548	2.425	1.92	1.856	3.284	2.514	1.421	1.868	2.461	2.918
1953	2.041	4.137	6.69	4.158	3.885	3.292	2.298	2.944	3.504	3.289	2.741	2.185	3.187	2.672
1954	2.176	4.008	5.703	4.303	3.724	2.792	2.559	2.825	3.222	2.93	2.097	2.366	2.6	2.35
1955	1.91	3.277	5.61	3.801	3.342	3.026	2.665	1.9	2.985	2.863	1.906	2.059	2.194	2.098
1956	1.657	3.193	3.593	3.796	2.945	2.426	2.598	1.898	3.106	2.402	1.741	2.022	2.006	1.635
1957	2.236	3.502	4.376	3.71	3.521	2.749	2.91	2.231	2.974	2.568	1.958	2.388	2.936	1.737
1958	1.902	3.089	3.813	3.43	2.652	2.411	1.959	1.484	2.436	2.315	2.037	2.298	2.339	1.829
