# Campbell - Prince Albert - PIBN - ITRDB CANA8
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2927
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2927.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana8bm-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana8bm-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana8bm.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana8bm.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Campbell - Prince Albert - PIBN - ITRDB CANA8
#--------------------
# Investigators
#   Investigators: Campbell, I.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Prince Albert
#   Location: Saskatchewan
#   Northernmost_Latitude: 53.92
#   Southernmost_Latitude: 53.92
#   Easternmost_Longitude: -104.68
#   Westernmost_Longitude: -104.68
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: CANA8
#   First_Year: 1919
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SOJ123C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ123C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ130C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ130C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ159C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ159C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ188C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ188C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ172C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ172C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ154C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ154C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SOJ099C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SOJ099C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SOJ123C_raw	SOJ130C_raw	SOJ159C_raw	SOJ188C_raw	SOJ172C_raw	SOJ154C_raw	SOJ099C_raw
1919	NA	NA	NA	0.41	NA	NA	NA
1920	NA	NA	0.77	1.27	NA	NA	NA
1921	0.38	NA	3.73	3.98	NA	NA	NA
1922	1.1	2.15	8.04	8.6	1.62	NA	NA
1923	1.8	5.79	12.2	12.41	4.68	NA	NA
1924	2.2	7.05	13.86	18.29	7.08	0.59	NA
1925	3.46	13.09	22.27	28.28	13.1	2.77	NA
1926	4.14	13.78	21.29	30.49	14	3.7	0.51
1927	4.33	12.26	18.71	26.86	13.98	5.54	1.1
1928	4.22	12.26	15.41	26.29	13.01	6.97	1.5
1929	3.72	11.92	18.21	24.55	17.32	9.68	1.88
1930	3.92	14.12	17.18	25.86	17.48	12.42	1.87
1931	3.72	13.77	11.31	26.03	21.81	13.32	2.05
1932	2.88	10.45	10.77	22.8	23.75	9.05	2.26
1933	1.57	5.54	6.57	10.89	16.57	4.47	2.05
1934	2.02	4.2	7.34	15.4	16.8	5.17	2.4
1935	1.98	5.06	10.46	14.94	15.9	6.6	3.23
1936	2.11	5.62	8.34	11.07	9.82	5.8	2.64
1937	4.09	11.95	14.51	18.71	11.52	8.63	3.95
1938	4.6	15.37	18.23	22.65	20.68	10.15	4.4
1939	6.72	11.38	18.98	30.91	17.99	14.08	5.25
1940	5.53	12.71	16.63	17.21	17.13	13.78	3.78
1941	3.51	10.62	16.48	18.78	15.6	9.29	3.01
1942	3.71	8.63	15.83	17.53	13.64	6.81	3.09
1943	3.98	7.81	8.64	17.55	11.26	5.44	3.22
1944	5.39	12.52	13.87	20.89	17.47	8.24	4.81
1945	5.93	13.88	14.51	21.63	18.23	8.86	5.65
1946	6.27	13.13	17.21	18.57	19.05	8.14	8
1947	7.81	18.72	20.6	17.47	19.54	9.87	7.34
1948	5.61	17.48	17.56	16.77	15.42	8.26	5.18
1949	9.45	17.38	14.04	22.33	18.76	11.79	6.39
1950	6.45	15.93	12	16.24	16.26	11.84	4.21
1951	5.5	14.85	13.09	17.54	17.82	14.05	3.53
1952	6.04	12.62	10.4	16.18	16.22	12.2	4.43
1953	6.45	14.63	12.8	14.23	17.2	9.89	4.79
1954	6.92	16.96	14.76	17.97	20.56	7.62	4.87
1955	10.29	16.61	16.03	16.11	21.61	7.32	4.08
1956	8.21	8.17	14.81	18.09	18.05	7.37	5.14
1957	9.91	11.25	12.68	18.79	20.98	14.26	6.35
1958	7.18	7.52	13.59	21.28	16.23	16.7	4.72
1959	7.96	7.9	13.3	22.95	17.36	16.27	3.7
1960	11.16	13.9	12.42	22.28	18.68	14.49	4.89
1961	5.66	8.76	9.54	14.12	15.44	9.46	3.42
1962	4.82	5.85	8.8	12.35	17.07	7.78	0.93
1963	5.24	4.56	6.16	9.26	13.12	8	0.63
1964	4.15	4.32	5.88	6.22	7.4	5.35	1.23
1965	6.11	4.76	7.88	11.94	11.16	8.41	1.53
1966	4.63	4.27	8.8	12.32	9.38	5.94	2.35
1967	6.17	5.67	10.11	16.04	11.92	8.71	3.55
1968	7.1	6.1	12.5	15.86	10.87	10.16	3.91
1969	9.43	8.24	13.14	16.19	15.36	14.66	5.59
1970	7.85	7.03	8.23	11.49	12.55	12.23	3.92
1971	10.92	6.5	10.07	21.69	15.34	10.73	4.47
1972	8.5	6.87	14.47	20.95	14.01	8.77	5.02
1973	8.12	5.6	10.19	17.62	13.11	10.44	5.15
1974	9.16	6.09	10.99	18.16	15.11	10.35	4.33
1975	9.18	8.51	13.18	24	22.84	14.36	6.64
1976	11.06	10.35	18.59	23.88	30.83	18.26	9.11
1977	5.74	5.33	11.89	17.61	21.29	13.22	2.84
1978	4.01	4.17	9.09	10.21	16.23	12.5	2.81
1979	3.47	1.56	5.13	8.43	8.09	8.32	2.19
1980	3.38	2.75	3.6	9.66	6.02	5.28	1.99
1981	2.64	3.58	4.51	11.98	8.08	4.49	2.32
1982	2.16	3.43	4.59	9.8	6.37	1.72	2.42
1983	3.35	2.84	4.2	11.18	7.24	3.15	2.48
1984	6.54	5.9	7.63	17.23	13.98	7.48	6.31
1985	4.58	2.45	5.46	14.38	15.43	10.25	4.81
1986	3.32	1.15	4.55	13.02	12.28	7.39	3.06
1987	4.73	0.76	4.19	14.26	6.73	7.96	3.15
1988	4.11	0.76	6.7	14.29	7.17	6.24	2.75
1989	5.23	1.13	10.89	18.55	10.95	6.93	4.31
1990	4.73	1.09	7.6	13.71	9.86	6.19	3.02
1991	4.07	0.7	6.22	12.71	9.81	7.05	2.21
1992	5.07	1.04	6.44	9.45	12.46	7.78	2.47
1993	3.31	0.72	3.77	9.52	11.18	8.24	1.62
1994	3.03	1.54	2.37	5.21	7.77	8.25	1.55
