# Birch - George LaRoi Forest Plot - PCGL - ITRDB CANA559
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/26791
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-26791.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana559-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana559-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana559.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana559.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-15
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-15
#--------------------
# Title
#   Study_Name: Birch - George LaRoi Forest Plot - PCGL - ITRDB CANA559
#--------------------
# Investigators
#   Investigators: Birch, J.D.(https://orcid.org/0000-0001-8644-7345)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronologies of four co-occurring tree species within a long-term forest plot at the southern ecotone of the Canadian boreal forest. The naming format for each species' cores is as follows: Picea glauca (GLP01A), Betula papyrifera (GLB01A), Pinus banksiana (GLJ01A), Populus tremuloides (GLA01A). NOAA Template Raw Measurements file added 2019-08-22.
#--------------------
# Publication
#   Authors: Joseph D. Birch, James A. Lutz, E. H. Hogg, Suzanne W. Simard, Rick Pelletier, George H. LaRoi, Justine Karst
#   Journal_Name: Ecosphere
#   Published_Title: Decline of an ecotone forest: 50 years of demography in the southern boreal forest
#   Published_Date_or_Year: 2019
#   Volume: 10
#   Pages: 
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1002/ecs2.2698
#   Full_Citation: None
#   Abstract: Variation in tree recruitment, mortality, and growth can alter forest community composition and structure. Because tree recruitment and mortality events are generally infrequent, long-time scales are needed to confirm trends in forests. We performed a 50-yr demographic census of a forest plot located on the southern edge of the Canadian boreal forest, a region currently experiencing forest die-back in response to direct and indirect effects of recent severe droughts. Here, we show that over the last 30 yr biomass, basal area, growth, and recruitment have decreased along with a precipitous rise in mortality across the dominant tree species. The stand experienced periods of drought in combination with multiple outbreaks of forest tent caterpillar (Malacosoma disstria) and bark beetles. These insect disturbances interacted to increase mortality rates within the stand and decrease stand density. The interaction of endogenous and exogenous factors may shift forests in this region onto novel successional trajectories with the possibility of changes in regional vegetation type.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council of Canada (NSERC)
#   Grant:
#--------------------
# Site_Information
#   Site_Name: George LaRoi Forest Plot
#   Location: Alberta
#   Northernmost_Latitude: 53.40765
#   Southernmost_Latitude: 53.40765
#   Easternmost_Longitude: -113.7517
#   Westernmost_Longitude: -113.7517
#   Elevation_m: 712
#--------------------
# Data_Collection
#   Collection_Name: CANA559
#   First_Year: 1926
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GLP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLP26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLP26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GLP01A_raw	GLP02A_raw	GLP02B_raw	GLP03A_raw	GLP03B_raw	GLP04A_raw	GLP04B_raw	GLP05A_raw	GLP05B_raw	GLP06A_raw	GLP06B_raw	GLP07A_raw	GLP07B_raw	GLP08A_raw	GLP08B_raw	GLP09A_raw	GLP09B_raw	GLP10B_raw	GLP11A_raw	GLP12B_raw	GLP13A_raw	GLP13B_raw	GLP14A_raw	GLP14B_raw	GLP15A_raw	GLP15B_raw	GLP16A_raw	GLP16B_raw	GLP17A_raw	GLP18A_raw	GLP18B_raw	GLP19A_raw	GLP19B_raw	GLP20A_raw	GLP21B_raw	GLP22A_raw	GLP22B_raw	GLP23A_raw	GLP23B_raw	GLP24A_raw	GLP25A_raw	GLP26A_raw
1926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29	NA	NA
1927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	NA
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	NA	NA
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	NA	NA
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.93	NA	NA
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3	NA	NA
1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21	NA	NA
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	NA	NA
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	NA	NA
1938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.43	NA	NA
1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	NA	NA
1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	NA	NA
1941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	1.48	NA	NA
1942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	1.04	NA	NA
1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	0.4	0.38	NA	NA	NA	2.29	NA	NA
1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	NA	NA	NA	0.97	NA	NA	NA	NA	NA	0.81	1.33	NA	NA	NA	1.41	NA	NA
1945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.59	NA	NA	1.24	NA	NA	NA	NA	NA	0.79	0.96	NA	NA	NA	2.13	NA	NA
1946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.81	1.74	NA	NA	1.2	NA	NA	NA	NA	NA	1.01	1.31	NA	NA	NA	2.18	1.08	0.96
1947	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.59	NA	1.82	1.91	NA	NA	1.74	NA	NA	NA	NA	NA	0.36	0.76	NA	NA	NA	2.4	0.86	1.14
1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22	NA	1.59	1.83	NA	NA	2.34	NA	NA	NA	NA	NA	0.64	1.42	NA	NA	NA	1.62	1.34	2.07
1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	2.66	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73	NA	1.24	1.18	NA	NA	1.38	NA	NA	NA	NA	NA	0.3	0.91	NA	NA	NA	1.09	1.46	1.2
1950	NA	NA	NA	NA	NA	NA	NA	NA	1.65	1.5	2.12	2.53	NA	NA	NA	NA	1.77	NA	NA	NA	NA	NA	2.41	2.46	1.54	1.81	NA	2.96	1.92	NA	NA	NA	NA	0.8	0.49	1.08	NA	NA	NA	2.31	1.38	1.46
1951	NA	NA	NA	NA	NA	NA	NA	NA	2.15	2.12	2.96	3.67	NA	NA	NA	NA	2.53	NA	NA	NA	NA	2.5	3.11	3.56	2.91	2.7	NA	3.31	3.51	3.73	NA	NA	NA	0.93	0.73	1.73	NA	0.8	NA	2.28	2.1	2.17
1952	NA	NA	NA	NA	NA	NA	NA	NA	2.15	2.41	4.79	3.41	NA	NA	NA	NA	3.13	NA	NA	NA	2.07	1.74	3.49	3.75	2.49	2.67	NA	3.45	3.71	4	NA	NA	NA	0.98	0.97	1.65	NA	1.37	NA	2.54	2.15	2.09
1953	NA	NA	NA	NA	NA	NA	NA	NA	2.7	2.97	4.54	6.37	NA	NA	NA	NA	2.64	NA	NA	NA	2.52	2.56	3.71	4.49	2.44	2.76	4.21	3.22	3.24	3.13	NA	NA	NA	1.61	1.49	1.83	NA	1.51	NA	2.94	2.77	2.85
1954	NA	NA	NA	NA	NA	NA	NA	NA	2.63	3.1	4.87	5.66	NA	NA	NA	NA	2.33	NA	NA	NA	2.38	2.57	3.43	4.59	2.14	2.48	3.07	3.07	3.93	3.41	NA	NA	NA	1.64	1.89	1.69	NA	1.84	NA	2.59	3.38	3.4
1955	NA	NA	NA	NA	NA	1.92	NA	NA	2.42	2.64	3.81	5.15	NA	NA	NA	NA	2.25	NA	NA	NA	0.49	0.81	3.47	4.59	2.51	2.91	3.34	2.58	4.29	2.01	NA	NA	2.38	1.64	1.71	1.91	NA	1.93	NA	2.26	3.47	3.43
1956	NA	NA	NA	0.86	NA	1.81	NA	NA	2.71	3.09	5.34	4.86	1.2	NA	NA	3.26	3.17	NA	NA	NA	0.3	0.24	4.13	5.15	2.75	2.38	4.08	3.22	4.06	4.55	NA	NA	2.88	1.98	2.14	1.75	NA	1.99	NA	2.58	3.54	3.54
1957	NA	1.44	NA	0.93	NA	1.33	NA	NA	2.15	2.73	3.29	4.45	1.52	NA	4.76	2.78	2.45	NA	NA	NA	0.21	0.27	3.35	4.49	2.23	2.46	3.18	2.43	3.45	2.6	2.38	NA	2.43	1.35	1.49	1.83	NA	1.71	NA	2.23	3.34	3.3
1958	2.06	1.7	NA	1.52	NA	1.5	NA	NA	2.34	2.73	2.66	3.78	1.56	NA	3.97	2.21	1.64	NA	NA	NA	0.49	0.67	2.31	3.47	1.95	2.11	2.41	2.1	3	1.86	2.48	NA	2.47	1.14	1.28	1.31	NA	1.02	NA	2.55	2.65	2.67
1959	1.79	1.66	NA	1	NA	1.68	NA	NA	2.43	2.98	3.43	4.81	1.58	NA	4.76	2.11	2.32	NA	NA	NA	0.93	0.9	2.88	4.34	2.01	2.67	2.71	2.07	3.71	2.35	3.15	2.68	2.92	1.63	1.87	1.47	NA	1.5	NA	3.06	3.18	3.12
1960	2.13	2.31	1.53	1.03	NA	1.84	NA	NA	2.57	3.44	3.76	5.55	2.59	2.89	5.45	1.94	2.33	NA	NA	NA	1.35	0.52	3.52	5	2.4	2.98	2.75	2.18	4.22	3.11	4.76	3.2	3.47	2.05	2.17	1.51	NA	1.71	NA	2.24	3.87	3.92
1961	1.88	1.46	1.45	0.89	NA	1.22	NA	NA	2.06	2.39	2.54	3.83	2.35	2.04	3.08	1.51	1.53	0.93	NA	NA	0.68	0.45	2.69	3.58	1.76	1.93	1.78	1.31	3.74	1.91	3.22	2.31	2.83	0.95	1.28	1.08	NA	0.71	0.89	2.06	2.97	3.01
1962	3.12	2.82	1.64	1.4	2.6	2.32	NA	NA	3	3.59	3.52	5.49	3.58	3.41	3.67	2.32	1.76	1.29	NA	NA	0.89	0.55	3.54	4.38	2.83	3.4	2.54	1.76	5.3	3.05	3.6	3.27	4.01	1.82	1.78	1.41	NA	0.88	1.14	2.19	3.9	3.9
1963	1.82	1.89	1.18	1.23	2.08	1.47	NA	NA	1.68	2.28	2.54	3.83	2.29	2.37	2.78	1.64	1.31	1.09	NA	NA	0.99	1.09	2.29	3.62	2.25	2.46	1.9	1.25	3.77	2.27	2.93	3.02	3.37	1.31	1.58	1.51	NA	0.74	1.01	1.78	2.99	2.93
1964	2.47	2.37	1.53	1.48	1.74	1.4	NA	NA	2.17	2.61	1.88	2.6	2.55	2.54	2.36	1.31	1.07	1.12	NA	NA	0.94	1.57	2.9	3.85	1.72	2.5	1.59	0.97	2.88	2.79	2.75	2.9	3.4	1.32	1.74	1.05	NA	0.64	0.72	2.5	2.9	2.91
1965	2.59	2.67	1.9	1.57	2.49	2	4.87	NA	2.22	2.49	3.71	5.68	3.11	3.36	4.58	1.51	1.29	1.28	NA	NA	1.4	2.5	3.22	3.9	2.13	3.43	2.26	1.21	5.08	3.6	3.87	3.66	4.18	2.15	2.39	1.84	NA	1.13	1.6	2.91	3.83	3.8
1966	2.54	2.3	1.48	1.36	1.85	1.53	5.02	3.36	1.77	2.11	2.84	4.46	2.95	3.57	3.13	1.85	1.63	1.17	1.77	NA	1.03	1.24	2.75	3.62	1.82	3.5	1.8	1.06	5.12	2.43	3.81	3.12	3.67	1.75	1.91	1.86	NA	1.24	1.46	2.69	2.93	2.92
1967	2.83	3.03	1.4	1.22	2.04	1.8	5.35	4.37	1.95	2.31	2.55	3.92	3.09	3.79	2.95	2.01	1.89	1.14	1.96	NA	1.28	1.2	2.52	3.43	2.74	3.55	1.29	0.85	4.93	2.86	3.64	3.86	3.77	1.94	1.84	1.72	NA	1.01	1.22	1.71	3.1	3.21
1968	2.38	2.56	1.21	1.11	1.55	1.36	4.09	4.1	1.39	1.91	1.2	1.7	2.17	2.06	1.09	1.31	1.02	1.37	1.98	NA	1.33	0.87	2.01	2.48	1.66	2.86	1.16	0.66	3.68	1.52	2.26	2.54	2.84	0.99	0.94	1.16	NA	0.69	0.93	0.91	2.86	2.86
