# Smith - Hope Glacier - ABLA - ITRDB CANA494
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19633
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19633.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana494-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana494-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana494.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana494.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-12-20
#--------------------
# File_Last_Modified_Date
#   Date: 2015-12-20
#--------------------
# Title
#   Study_Name: Smith - Hope Glacier - ABLA - ITRDB CANA494
#--------------------
# Investigators
#   Investigators: Smith, D.J.; Coulthard, B.L.; Larocque, S.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hope Glacier
#   Location: British Columbia
#   Northernmost_Latitude: 51.52
#   Southernmost_Latitude: 51.52
#   Easternmost_Longitude: -124.89
#   Westernmost_Longitude: -124.89
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: CANA494
#   First_Year: 1723
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01A409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A410a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A410a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A410b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A410b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A412b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A412b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A413a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A413a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A414a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A414a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A414b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A414b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A415a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A415a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A416a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A416a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A417a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A417a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A417b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A417b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A418b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A418b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A419a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A419a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A419b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A419b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A420a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A420a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A420b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A420b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A422a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A422a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A422b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A422b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A423a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A423a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A423b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A423b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A424a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A424a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A425a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A425a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A425b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A425b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A426a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A426a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01A426b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01A426b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01A409a_raw	01A410a_raw	01A410b_raw	01A412b_raw	01A413a_raw	01A414a_raw	01A414b_raw	01A415a_raw	01A416a_raw	01A417a_raw	01A417b_raw	01A418b_raw	01A419a_raw	01A419b_raw	01A420a_raw	01A420b_raw	01A422a_raw	01A422b_raw	01A423a_raw	01A423b_raw	01A424a_raw	01A425a_raw	01A425b_raw	01A426a_raw	01A426b_raw
1723	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA
1725	NA	NA	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA
1726	NA	NA	NA	NA	NA	NA	1.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA
1727	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA
1728	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA
1729	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1730	NA	NA	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA
1731	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1732	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1733	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA
1734	NA	NA	NA	NA	NA	0.36	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA
1735	NA	NA	NA	NA	NA	1.44	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA
1736	NA	NA	NA	NA	NA	0.8	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1737	NA	NA	NA	NA	NA	1.08	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA	NA
1738	NA	NA	NA	NA	NA	0.86	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA
1739	NA	NA	NA	NA	NA	1.04	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA
1740	NA	NA	NA	NA	NA	0.38	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA
1741	NA	NA	NA	NA	NA	0.23	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA
1742	NA	NA	NA	NA	NA	0.49	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA
1743	NA	NA	NA	NA	NA	0.4	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA
1744	NA	NA	NA	NA	NA	0.13	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA	0.87	NA	NA
1745	NA	NA	NA	NA	NA	0.28	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	0.87	NA	NA
1746	NA	NA	NA	NA	NA	0.47	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	0.9	NA	NA
1747	NA	NA	NA	NA	NA	1.13	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	NA	1.02	NA	NA
1748	NA	NA	NA	NA	NA	0.78	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	1.17	NA	NA
1749	NA	NA	NA	NA	NA	0.97	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	NA	0.91	NA	NA
1750	NA	NA	NA	NA	NA	1.33	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA	0.98	NA	NA
1751	NA	NA	NA	NA	NA	0.51	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	0.75	NA	NA
1752	NA	NA	NA	NA	NA	0.38	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	0.68	NA	NA
1753	NA	NA	NA	NA	NA	0.59	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	0.87	NA	NA
1754	NA	NA	NA	NA	NA	0.36	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	0.75	NA	NA
1755	NA	NA	NA	NA	NA	0.53	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	0.72	NA	NA
1756	NA	NA	NA	NA	NA	1.15	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	0.83	NA	NA
1757	NA	NA	NA	NA	NA	1.07	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	0.87	NA	NA
1758	NA	NA	NA	NA	NA	1.14	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	0.91	NA	NA
1759	NA	NA	NA	NA	NA	0.89	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	0.83	NA	NA
1760	NA	NA	NA	NA	NA	1.18	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	0.98	NA	NA
1761	NA	NA	0.45	NA	NA	0.87	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	0.87	NA	NA
1762	NA	NA	0.39	NA	NA	0.79	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	0.87	NA	NA
1763	NA	NA	0.35	NA	NA	0.71	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.64	0.76	NA	NA
1764	NA	NA	0.45	NA	NA	0.69	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.53	0.95	NA	NA
1765	NA	NA	0.6	NA	NA	0.84	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.45	0.76	NA	NA
1766	NA	NA	0.72	NA	NA	1.04	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.6	1.02	NA	NA
1767	NA	NA	0.44	NA	NA	0.87	1.28	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	0.25	0.53	0.79	NA	NA
1768	NA	NA	0.29	NA	NA	0.5	0.75	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	0.37	0.49	0.68	NA	NA
1769	NA	NA	0.47	NA	NA	0.46	1.05	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	NA	0.65	0.57	0.72	NA	NA
1770	NA	NA	0.52	NA	NA	0.59	0.94	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	0.42	0.57	0.83	NA	NA
1771	NA	NA	0.47	NA	NA	0.88	0.83	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	NA	0.57	0.61	0.6	NA	NA
