# Beriault - MacIntyre Lake - PIBN - ITRDB CANA204
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2727
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2727.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana204-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana204-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana204.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana204.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Beriault - MacIntyre Lake - PIBN - ITRDB CANA204
#--------------------
# Investigators
#   Investigators: Beriault, A.; Sauchyn, D.J.; Stroich, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: MacIntyre Lake
#   Location: Saskatchewan
#   Northernmost_Latitude: 57.42
#   Southernmost_Latitude: 57.42
#   Easternmost_Longitude: -106.13
#   Westernmost_Longitude: -106.13
#   Elevation_m: 500
#--------------------
# Data_Collection
#   Collection_Name: CANA204
#   First_Year: 1854
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ML01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ML17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ML17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ML01A_raw	ML02A_raw	ML02B_raw	ML03A_raw	ML03B_raw	ML05A_raw	ML06B_raw	ML07A_raw	ML07B_raw	ML08A_raw	ML09A_raw	ML11A_raw	ML11B_raw	ML12A_raw	ML12B_raw	ML13B_raw	ML14A_raw	ML14B_raw	ML15A_raw	ML15B_raw	ML16A_raw	ML16B_raw	ML17A_raw	ML17B_raw
1854	NA	NA	NA	1.951	2.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	2.336	2.244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	1.897	2.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	1.631	1.902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	1.589	NA	NA	1.916	1.829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	1.699	NA	NA	1.558	2.267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	1.713	NA	NA	1.575	1.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	1.888	1.611	NA	1.646	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	2.193	1.509	NA	1.806	1.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	1.907	1.403	NA	1.733	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	1.6	1.357	NA	2.028	2.177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	1.208	0.844	NA	2.429	2.279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	1.66	1.063	NA	1.741	3.024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	1.255	1.063	NA	1.84	3.097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	1.266	0.792	NA	1.477	2.343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	0.609	0.673	NA	0.871	2.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	0.849	0.642	NA	1.291	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	1.106	0.958	NA	1.515	1.789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	1.001	0.863	NA	1.445	1.268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	0.95	0.941	NA	1.422	0.915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.726	3.808	NA	NA	NA	NA	NA	NA
1874	0.606	0.863	NA	1.167	1.146	NA	NA	2.387	2.565	NA	NA	NA	NA	NA	NA	NA	2.115	2.736	NA	NA	NA	NA	NA	NA
1875	0.858	0.281	NA	0.847	0.888	NA	NA	3.265	2.715	1.992	NA	NA	NA	NA	NA	NA	1.971	2.255	NA	NA	NA	NA	NA	NA
1876	0.925	0.538	NA	1.409	0.895	NA	NA	3.936	3.653	2.333	NA	NA	NA	NA	NA	NA	2.644	2.17	NA	NA	NA	2.152	3.34	4.477
1877	1.172	0.717	NA	0.823	1.553	NA	NA	2.081	1.566	3.332	NA	NA	NA	NA	NA	NA	1.812	1.696	NA	NA	1.94	1.656	2.723	2.525
1878	0.71	0.678	NA	0.986	1.031	NA	NA	2.756	2.8	4.077	NA	NA	NA	3.827	NA	NA	1.994	1.612	NA	NA	2.217	2.114	2.911	3.543
1879	0.648	0.81	NA	1.129	1.023	NA	NA	3.321	2.427	3.504	NA	NA	NA	3.175	NA	NA	2.892	2.708	NA	3.8	2.615	1.998	2.625	3.488
1880	1.232	0.855	NA	1.352	1.133	NA	2.604	3.168	3.686	2.771	NA	NA	NA	3.186	3.668	2.744	3.689	2.881	4.14	3.653	2.916	2.202	2.586	3.18
1881	1.44	1.055	NA	1.347	1.495	NA	2.861	2.228	3.606	2.788	NA	NA	NA	2.975	3.455	2.683	3.044	2.333	3.719	3.242	3.336	1.97	2.503	2.712
1882	1.355	1.071	NA	1.343	1.269	1.225	2.665	2.62	2.843	2.256	NA	2.289	NA	3.582	3.292	2.721	2.555	1.619	4.005	3.315	2.218	2.072	3.155	3.795
1883	1.149	0.882	1.303	1.374	1.072	1.069	2.722	3.003	2.755	2.74	NA	2.518	2.169	3.677	3.281	3	2.603	2.141	4.008	2.621	2.783	2.624	2.987	3.43
1884	0.998	1.073	1.546	1.179	1.67	1.572	2.151	2.064	2.276	2.779	NA	2.592	1.724	3.126	3.122	2.262	2.059	1.977	3.193	2.405	2.52	2.684	2.604	2.937
1885	1.099	0.924	1.898	1.365	1.455	1.408	1.881	2.062	1.938	2.378	NA	2.262	1.833	2.486	2.835	2.543	1.738	1.805	3.121	2.034	2.852	2.898	2.406	3.568
1886	0.829	0.734	1.278	1.104	1.242	1.602	1.544	1.358	1.67	1.928	NA	1.914	1.529	2.597	2.514	1.981	1.386	1.157	2.959	1.96	3.269	2.475	2.746	3.297
1887	1.041	0.629	1.028	0.929	0.895	1.207	1.33	1.543	1.626	1.565	NA	1.757	1.84	2.33	2.53	2.137	1.297	0.974	2.401	1.317	2.328	2.538	2.063	3.428
1888	0.831	0.7	0.949	1.252	1.083	0.92	1.522	1.323	1.9	1.498	NA	1.492	1.565	2.805	2.165	1.369	1.295	0.786	1.742	1.453	1.92	2.012	2.199	2.395
1889	1.035	0.687	1.332	0.9	1.326	1.321	1.525	1.886	1.983	1.629	NA	1.763	1.816	2.367	2.84	1.371	1.969	1.164	1.944	1.781	2.392	2.301	2.053	3.035
1890	0.976	0.589	0.903	0.777	0.905	0.88	0.912	1.234	1.141	1.325	NA	1.387	1.677	1.708	1.728	1.377	1.358	1.09	2.066	1.44	2.5	2.146	1.84	2.174
1891	0.931	0.589	0.902	0.681	0.768	0.8	1.049	1.029	0.792	1.353	NA	1.841	1.219	1.978	1.398	1.598	1.004	1.027	1.303	1.018	1.796	1.485	2.148	1.694
1892	0.655	0.693	1.239	0.77	0.629	0.661	0.866	1.584	1.24	2.1	NA	1.985	1.633	3.023	1.795	1.869	1.842	1.549	1.483	1.126	1.974	1.91	2.442	1.886
1893	0.955	0.733	1.288	1.128	0.8	0.594	1.114	1.722	1.932	1.79	NA	2.101	1.743	2.927	2.201	1.858	1.632	1.448	1.921	1.485	2.202	2.111	2.522	2.509
1894	1.07	0.861	1.118	1.164	0.973	0.902	1.325	1.241	1.413	1.441	NA	2.305	1.503	1.776	1.569	2.359	1.245	1.4	1.285	1.162	2.499	1.775	2.112	1.582
1895	0.994	0.875	1.587	1.124	0.864	0.842	1.148	1.459	1.665	1.365	NA	2.237	1.496	1.915	1.485	1.983	1.116	1.381	1.594	1.005	2.138	1.812	1.896	1.476
1896	0.994	0.853	1.676	1.04	1.068	0.925	1.3	1.613	1.448	1.105	NA	2.154	1.417	1.77	1.394	2.128	0.78	1.275	1.431	0.886	1.634	1.774	1.757	1.756
1897	0.642	1.008	1.841	0.973	1.331	0.93	1.189	1.315	1.416	1.181	NA	2.145	0.939	1.845	1.033	1.728	1.105	0.865	1.295	0.824	1.706	1.505	1.489	1.544
