# Bunn - Falls - PCGL - ITRDB CANA296
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/9932
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-9932.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana296-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana296-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana296.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana296.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-08-31
#--------------------
# File_Last_Modified_Date
#   Date: 2010-08-31
#--------------------
# Title
#   Study_Name: Bunn - Falls - PCGL - ITRDB CANA296
#--------------------
# Investigators
#   Investigators: Bunn, A.G.(https://orcid.org/0000-0001-9027-2162); Lloyd, A.H.; Berner, L.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Falls
#   Location: Northwest Territories
#   Northernmost_Latitude: 61.2
#   Southernmost_Latitude: 61.2
#   Easternmost_Longitude: -120.0
#   Westernmost_Longitude: -120.0
#   Elevation_m: 270
#--------------------
# Data_Collection
#   Collection_Name: CANA296
#   First_Year: 1819
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FAL003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL013A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL013A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL013B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL013B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL015A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL015A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL015B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL015B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL020A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL020A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL020B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL020B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL025A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL025A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL025B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL025B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FAL003A_raw	FAL003B_raw	FAL007A_raw	FAL007B_raw	FAL008A_raw	FAL008B_raw	FAL010A_raw	FAL010B_raw	FAL013A_raw	FAL013B_raw	FAL015A_raw	FAL015B_raw	FAL020A_raw	FAL020B_raw	FAL025A_raw	FAL025B_raw
1940	0.7	0.521	0.402	0.458	0.36	0.661	0.283	0.276	0.905	0.725	0.55	0.659	1.156	0.96	0.478	0.514
1941	0.675	0.448	0.764	0.513	0.649	1.13	0.328	0.344	2.009	1.682	0.609	0.687	1.545	1.496	0.345	0.585
1942	0.584	0.414	0.357	0.33	0.426	0.847	0.301	0.228	1.378	1.236	0.522	0.546	0.844	0.895	0.294	0.443
1943	0.598	0.373	0.369	0.272	0.285	0.576	0.259	0.239	1.287	1.11	0.541	0.613	0.633	0.645	0.249	0.475
1944	0.506	0.393	0.401	0.376	0.244	0.444	0.231	0.292	1.571	1.513	0.505	0.6	0.546	0.636	0.212	0.395
1945	0.616	0.461	0.335	0.389	0.317	0.481	0.265	0.275	1.575	1.355	0.652	0.679	0.641	1.08	0.202	0.381
1946	0.752	0.37	0.351	0.466	0.34	0.623	0.281	0.308	1.897	1.822	0.676	0.686	0.672	1.123	0.287	0.416
1947	0.704	0.375	0.336	0.412	0.272	0.487	0.268	0.298	1.299	1.408	0.598	0.639	0.609	0.74	0.278	0.458
1948	0.611	0.442	0.344	0.519	0.302	0.412	0.287	0.293	1.393	1.65	0.559	0.614	0.515	0.527	0.25	0.43
1949	0.73	0.484	0.334	0.439	0.299	0.534	0.304	0.304	1.437	1.963	0.685	0.682	0.761	0.624	0.25	0.377
1950	0.573	0.429	0.398	0.445	0.352	0.825	0.309	0.329	1.374	1.568	0.598	0.721	0.665	0.684	0.303	0.357
1951	0.532	0.431	0.321	0.45	0.349	1.026	0.273	0.297	1.191	1.513	0.561	0.562	0.507	0.52	0.294	0.36
1952	0.488	0.39	0.454	0.385	0.253	0.867	0.33	0.296	1.541	1.691	0.617	0.566	0.489	0.347	0.31	0.431
1953	0.692	0.525	0.83	0.575	0.631	0.841	0.461	0.373	1.566	1.972	0.678	0.781	0.657	0.611	0.412	0.464
1954	0.386	0.407	0.386	0.334	0.297	0.494	0.308	0.291	1.051	1.198	0.406	0.513	0.34	0.464	0.274	0.276
1955	0.544	0.407	0.382	0.355	0.311	0.388	0.345	0.291	1.223	1.328	0.41	0.491	0.385	0.39	0.237	0.241
1956	0.62	0.387	0.35	0.502	0.322	0.436	0.303	0.302	1.336	1.668	0.585	0.688	0.44	0.419	0.251	0.34
1957	0.454	0.46	0.273	0.397	0.255	0.368	0.262	0.282	1.641	1.568	0.604	0.564	0.365	0.444	0.233	0.365
1958	0.485	0.362	0.364	0.481	0.269	0.487	0.289	0.225	1.298	1.214	0.423	0.438	0.307	0.406	0.239	0.275
1959	0.525	0.443	0.456	0.479	0.293	0.686	0.265	0.223	1.485	1.669	0.476	0.47	0.312	0.361	0.203	0.226
1960	0.708	0.448	0.824	0.498	0.282	0.644	0.248	0.231	1.308	1.421	0.494	0.435	0.361	0.469	0.198	0.218
1961	0.554	0.334	0.467	0.382	0.259	0.596	0.246	0.322	1.221	1.553	0.49	0.38	0.282	0.373	0.29	0.258
1962	0.515	0.343	0.303	0.289	0.25	0.467	0.279	0.326	1.15	1.581	0.388	0.427	0.318	0.336	0.196	0.198
1963	0.694	0.445	0.417	0.441	0.278	0.621	0.317	0.296	1.336	1.578	0.571	0.543	0.347	0.308	0.295	0.312
1964	0.717	0.386	0.438	0.387	0.359	0.661	0.293	0.266	1.236	1.515	0.568	0.468	0.342	0.394	0.306	0.321
1965	0.631	0.505	0.444	0.353	0.262	0.471	0.345	0.272	1.234	1.479	0.584	0.528	0.315	0.242	0.307	0.299
1966	0.539	0.426	0.355	0.409	0.272	0.449	0.269	0.247	1.074	1.338	0.454	0.4	0.176	0.186	0.292	0.266
1967	0.412	0.361	0.271	0.246	0.189	0.282	0.178	0.19	0.811	1.009	0.362	0.293	0.15	0.148	0.199	0.202
1968	0.412	0.329	0.155	0.2	0.184	0.249	0.206	0.265	0.832	0.93	0.423	0.334	0.178	0.19	0.196	0.181
1969	0.377	0.354	0.182	0.266	0.185	0.22	0.205	0.216	0.723	0.766	0.332	0.337	0.183	0.166	0.264	0.277
1970	0.355	0.353	0.218	0.236	0.196	0.275	0.17	0.226	0.664	0.747	0.296	0.297	0.218	0.199	0.262	0.179
1971	0.297	0.325	0.231	0.223	0.156	0.216	0.17	0.2	0.75	0.76	0.351	0.338	0.162	0.196	0.242	0.218
1972	0.249	0.26	0.143	0.156	0.125	0.157	0.182	0.154	0.65	0.576	0.257	0.253	0.151	0.152	0.167	0.158
1973	0.351	0.228	0.16	0.159	0.138	0.192	0.194	0.179	0.804	0.575	0.32	0.293	0.166	0.133	0.139	0.129
1974	0.405	0.273	0.15	0.192	0.177	0.208	0.19	0.225	0.679	0.486	0.364	0.282	0.158	0.162	0.145	0.11
1975	0.403	0.287	0.243	0.308	0.137	0.277	0.199	0.173	0.965	0.689	0.339	0.303	0.134	0.148	0.134	0.253
1976	0.471	0.287	0.192	0.235	0.18	0.31	0.159	0.148	0.82	0.49	0.366	0.286	0.115	0.128	0.092	0.16
1977	0.383	0.265	0.291	0.429	0.188	0.25	0.201	0.207	0.683	0.486	0.318	0.304	0.14	0.132	0.122	0.162
1978	0.432	0.291	0.189	0.308	0.192	0.31	0.2	0.184	0.761	0.454	0.285	0.3	0.162	0.148	0.146	0.133
1979	0.406	0.28	0.21	0.431	0.216	0.296	0.227	0.157	0.825	0.465	0.291	0.302	0.149	0.151	0.107	0.15
1980	0.237	0.197	0.148	0.234	0.194	0.26	0.169	0.116	0.797	0.614	0.201	0.206	0.09	0.084	0.128	0.126
1981	0.29	0.315	0.157	0.334	0.217	0.242	0.153	0.144	0.591	0.476	0.276	0.288	0.134	0.116	0.115	0.138
1982	0.234	0.382	0.194	0.219	0.229	0.378	0.184	0.163	0.666	0.539	0.246	0.291	0.129	0.129	0.126	0.158
1983	0.189	0.294	0.179	0.143	0.242	0.247	0.228	0.162	0.616	0.613	0.263	0.202	0.167	0.127	0.132	0.102
1984	0.234	0.251	0.232	0.211	0.189	0.175	0.22	0.177	0.995	0.712	0.222	0.205	0.142	0.173	0.104	0.133
1985	0.243	0.213	0.23	0.163	0.174	0.192	0.242	0.209	0.828	0.791	0.233	0.212	0.146	0.127	0.109	0.142
1986	0.243	0.269	0.329	0.182	0.206	0.163	0.183	0.194	0.732	0.63	0.204	0.201	0.185	0.119	0.107	0.152
1987	0.185	0.236	0.208	0.185	0.195	0.175	0.152	0.187	0.762	0.576	0.188	0.193	0.156	0.094	0.088	0.132
1988	0.214	0.21	0.272	0.225	0.213	0.251	0.186	0.195	0.692	0.817	0.227	0.241	0.167	0.137	0.077	0.138
1989	0.198	0.254	0.36	0.178	0.216	0.256	0.163	0.198	0.846	0.669	0.221	0.28	0.174	0.158	0.133	0.192
1990	0.213	0.209	0.254	0.15	0.227	0.207	0.183	0.193	0.731	0.573	0.205	0.237	0.189	0.094	0.122	0.13
1991	0.199	0.236	0.287	0.136	0.227	0.231	0.186	0.239	0.869	0.796	0.207	0.215	0.181	0.14	0.125	0.123
1992	0.191	0.252	0.332	0.251	0.311	0.243	0.148	0.141	0.816	0.638	0.223	0.198	0.165	0.182	0.102	0.103
1993	0.213	0.258	0.195	0.155	0.219	0.218	0.161	0.136	0.715	0.734	0.284	0.238	0.22	0.197	0.098	0.085
1994	0.198	0.227	0.202	0.279	0.194	0.235	0.218	0.156	0.655	0.698	0.278	0.247	0.149	0.109	0.085	0.113
1995	0.123	0.196	0.15	0.07	0.198	0.213	0.126	0.126	0.603	0.503	0.215	0.214	0.15	0.124	0.098	0.094
1996	0.075	0.218	0.106	0.066	0.185	0.172	0.144	0.126	0.356	0.333	0.201	0.165	0.117	0.097	0.079	0.101
1997	0.083	0.261	0.155	0.075	0.171	0.193	0.173	0.117	0.646	0.446	0.249	0.172	0.157	0.101	0.055	0.08
1998	0.096	0.229	0.194	0.098	0.22	0.207	0.201	0.164	0.557	0.345	0.227	0.216	0.196	0.151	0.084	0.093
1999	0.129	0.224	0.227	0.113	0.201	0.216	0.206	0.181	0.678	0.238	0.259	0.217	0.15	0.121	NA	0.072
2000	0.13	0.298	0.217	0.129	0.174	0.204	0.263	0.173	0.905	0.405	0.219	0.28	0.176	0.154	NA	0.077
2001	0.133	0.241	0.215	0.096	0.157	0.269	0.183	0.183	0.722	0.496	0.234	0.249	0.161	0.153	NA	0.065
2002	0.127	0.199	0.188	0.115	0.217	0.338	0.227	0.196	0.613	0.365	0.301	0.24	0.172	0.115	NA	0.091
2003	0.171	0.198	0.199	0.144	0.136	0.295	0.272	0.236	0.706	0.468	0.275	0.206	0.194	0.173	NA	0.078
2004	0.124	0.334	0.124	0.18	0.205	0.268	0.199	0.224	0.558	0.407	0.297	0.246	0.202	0.156	NA	0.053
2005	0.108	0.234	0.112	0.147	0.15	0.218	0.191	0.173	0.403	0.205	0.227	0.168	0.162	0.113	NA	0.049
2006	0.172	0.213	0.102	0.286	0.256	0.227	0.232	0.176	0.598	0.347	0.235	0.264	0.179	0.123	NA	0.067
2007	0.127	0.166	0.113	0.181	0.176	0.186	0.176	0.202	0.628	0.304	0.219	0.232	0.207	0.103	NA	0.059
2008	0.158	0.261	0.143	0.227	0.174	0.224	0.195	0.301	0.79	0.458	0.281	0.336	0.247	0.153	NA	0.083
