# Bonney - UTM A (Site 03) - ACSH - ITRDB CANA656
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36601
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36601.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: trends, Vegetation Reconstruction
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana656-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana656-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana656.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana656.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-06-17
#--------------------
# File_Last_Modified_Date
#   Date: 2022-06-17
#--------------------
# Title
#   Study_Name: Bonney - UTM A (Site 03) - ACSH - ITRDB CANA656
#--------------------
# Investigators
#   Investigators: Bonney, M.T.; He, H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-09-08.
#--------------------
# Publication
#   Authors: Mitchell T. Bonney and Yuhong He
#   Journal_Name: International Journal of Applied Earth Observations and Geoinformation
#   Published_Title: Temporal connections between long-term Landsat time-series and tree-rings in an urban-rural temperate forest
#   Published_Date_or_Year: 2021
#   Volume: 103
#   Pages: 
#   Issue: 
#   Report_Number: 102523
#   DOI: https://doi.org/10.1016/j.jag.2021.102523
#   Full_Citation: None
#   Abstract: Time-series of satellite-derived vegetation proxies and tree-rings widths (TRW) are similar, providing temporal records of forest productivity change from different perspectives and processes. Previous research on this relationship has focused on temperature or moisture limited coniferous forests, using lower spatial resolution (e.g., 8000 m) satellites and normalized difference vegetation index (NDVI) to test relationships over 15-30 years. There is an opportunity to leverage recent advances in building Landsat (30 m) time-series to expand comparisons into new forest types (e.g., coniferous vs. deciduous), areas (e.g., fragmented forests) and over longer periods (e.g., nearly 50 years). However, a better understanding of factors that influence relationship strength is required. We compared tree-ring measurements, converted to a ring width index (RWI), and Landsat tasseled cap angle (TCA) derived canopy cover (CC) from 1972 to 2018 across 16 deciduous, mixed, and coniferous stands in southern Ontario, Canada. For all chronologies, overall relationship strength was assessed with correlation approaches (RWI-CC, both vs. climate), and shorter-term increase-decline trends were compared with segmented regression. There were significant forest type differences, with coniferous chronologies correlating stronger with CC than deciduous. Deciduous chronologies and CC had opposite connections with summer temperature, with climate warming increasing CC and coniferous RWI but not deciduous RWI from 1980 to 2010. More recent decline at most sites appears related to a major ice storm, but multiple factors may be coexisting. We tested the utility of tree-rings for validating nearly 50 years of Landsat-observed change in urban-rural temperate forests, identifying useful connections at coniferous sites. However, there are limitations to comparing long-term Landsat time-series (based on yearly summer data) with annual tree-ring growth.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council of Canada (NSERC)
#   Grant: RGPIN-386183
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council (NSERC) Postgraduate Fellowship
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Centre for Urban Environments
#   Grant:
#--------------------
# Site_Information
#   Site_Name: UTM A (Site 03)
#   Location: Canada
#   Northernmost_Latitude: 43.552778
#   Southernmost_Latitude: 43.552778
#   Easternmost_Longitude: -79.663611
#   Westernmost_Longitude: -79.663611
#   Elevation_m: 128
#--------------------
# Data_Collection
#   Collection_Name: CANA656
#   First_Year: 1897
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 0300a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0300a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0300b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0300b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0310a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0310a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0310b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0310b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0312a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0312a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0312b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0312b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0313a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0313a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0313b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0313b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0314a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0314a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0314b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0314b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0317a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0317a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0317b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0317b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0320b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0320b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0322a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0322a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0322b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0322b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0324a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0324a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0324b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0324b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0326a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0326a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0326b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0326b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0302a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0302a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0302b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0302b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0304a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0304a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0304b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0304b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0307a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0307a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0307b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0307b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0308a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0308a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 0308b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 0308b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	0300a_raw	0300b_raw	0310a_raw	0310b_raw	0312a_raw	0312b_raw	0313a_raw	0313b_raw	0314a_raw	0314b_raw	0317a_raw	0317b_raw	0320b_raw	0322a_raw	0322b_raw	0324a_raw	0324b_raw	0326a_raw	0326b_raw	0302a_raw	0302b_raw	0304a_raw	0304b_raw	0307a_raw	0307b_raw	0308a_raw	0308b_raw
1897	NA	NA	NA	NA	NA	NA	NA	NA	2.562	NA	1.436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	1.88	NA	NA	NA	1.716	NA	NA	NA	1.257	NA	1.425	0.797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	1.747	1.954	NA	NA	1.581	NA	NA	NA	1.148	NA	1.174	1.265	NA	NA	NA	NA	NA	NA	0.905	NA	NA	NA	NA	NA	NA	NA	NA
1900	1.533	1.918	NA	NA	1.544	NA	NA	NA	0.938	NA	1.397	1.326	NA	NA	NA	NA	NA	NA	0.853	NA	0.981	NA	NA	NA	NA	NA	NA
1901	1.629	1.99	NA	1.264	1.846	NA	NA	NA	0.989	NA	1.037	1.151	NA	NA	NA	NA	NA	NA	0.546	NA	1.44	NA	NA	NA	NA	NA	NA
1902	2.156	2.391	NA	0.774	1.075	NA	NA	NA	1.115	NA	1.556	1.565	2.063	NA	NA	NA	NA	NA	0.352	NA	1.396	NA	NA	2.393	NA	NA	NA
1903	1.69	1.981	NA	0.666	0.438	NA	NA	NA	1.061	NA	1.627	1.724	2.235	NA	NA	NA	NA	NA	0.394	NA	0.966	NA	NA	2.772	NA	NA	0.976
1904	1.928	0.836	0.601	0.405	0.337	NA	NA	NA	0.794	NA	1.579	1.806	1.841	NA	NA	0.807	NA	NA	0.499	NA	0.337	NA	NA	0.951	1.048	2.081	1.019
1905	1.967	1.069	0.925	0.532	1.008	NA	NA	NA	0.944	NA	2.07	2.012	2.244	NA	1.135	1.195	NA	NA	0.635	NA	0.265	NA	NA	1.857	0.965	1.606	1.989
1906	1.314	1.323	0.711	0.465	1.024	NA	NA	NA	0.881	NA	0.789	0.955	1.601	0.739	0.8	1.193	NA	NA	0.655	NA	0.359	NA	NA	2.504	0.816	1.952	1.801
1907	1.451	1.431	0.502	0.508	1.108	NA	NA	NA	0.733	NA	0.867	0.753	1.008	0.688	0.871	1.283	NA	NA	1.374	0.35	0.303	NA	NA	1.32	0.922	0.67	1.712
1908	0.857	1.281	0.487	0.362	0.436	NA	NA	NA	0.55	NA	0.334	0.313	0.749	0.27	0.368	1.046	NA	NA	1.209	0.139	0.218	NA	NA	0.398	0.459	0.374	1.046
1909	0.816	1.441	0.449	0.666	0.523	NA	NA	1.079	0.604	NA	0.283	0.252	0.322	0.674	0.771	1.297	NA	NA	0.711	0.291	0.308	NA	NA	1.856	1.111	0.781	0.711
1910	0.529	1.472	0.308	0.259	0.409	NA	NA	0.966	0.455	NA	0.288	0.161	0.592	0.483	0.467	0.605	NA	NA	0.402	0.085	0.171	NA	NA	1.366	1.303	0.666	0.872
1911	0.72	1.381	0.585	0.488	0.46	NA	NA	0.798	0.987	NA	0.314	0.291	0.632	0.692	0.749	1.068	NA	0.524	0.941	0.284	0.244	NA	NA	1.194	1.038	0.592	0.492
1912	0.455	0.841	0.383	0.304	0.66	NA	NA	0.883	0.65	NA	0.289	0.218	0.509	0.804	0.546	0.844	NA	0.445	0.994	0.462	0.334	NA	NA	0.957	0.776	0.496	0.652
1913	0.529	1.028	0.741	0.547	0.709	NA	1.354	1.063	0.678	NA	0.291	0.214	0.863	0.752	0.735	1.025	NA	0.717	1.744	0.683	0.578	NA	NA	1.236	1.17	0.722	0.932
1914	0.522	1.049	0.669	0.884	1.355	NA	1.453	1.246	0.786	NA	0.741	0.504	1.386	1.03	0.876	1.262	NA	0.991	0.991	0.68	0.587	NA	NA	2.177	2.196	0.934	1.311
1915	0.434	0.53	0.587	0.488	0.668	NA	1.026	0.976	0.394	NA	0.314	0.208	0.743	0.775	0.729	1	NA	0.77	0.582	0.291	0.309	NA	NA	1.285	1.095	0.578	0.725
1916	0.275	0.61	0.621	0.841	0.998	NA	1.416	1.12	0.374	NA	0.374	0.362	1.154	0.77	0.606	1.246	NA	0.955	0.76	0.429	0.279	NA	NA	1.741	1.379	1.116	1.342
1917	0.402	0.674	0.489	0.56	0.8	NA	1.383	0.96	0.639	NA	0.535	0.244	0.778	0.754	0.62	1.065	1.85	0.979	0.552	0.649	0.447	NA	NA	1.021	1.055	0.869	0.837
1918	0.129	0.228	0.322	0.537	0.237	NA	0.733	0.584	0.383	NA	0.127	0.261	0.282	0.37	0.238	0.673	1.478	0.501	0.257	0.157	0.452	NA	NA	0.803	0.543	0.272	0.261
1919	0.216	0.424	0.749	0.685	0.368	NA	1.343	2.024	0.833	NA	0.386	0.449	1.751	1.008	0.781	1.665	2.982	0.874	0.393	0.83	0.589	NA	NA	2.153	2.038	0.686	0.603
1920	0.409	0.361	0.604	0.588	0.719	NA	1.746	1.32	0.682	NA	0.508	0.576	1.25	0.64	0.646	1.171	2.38	0.953	0.582	0.744	0.979	NA	NA	1.316	1.484	0.507	0.496
1921	0.682	0.742	0.82	0.875	0.877	NA	1.684	1.537	0.609	NA	0.266	0.411	1.48	0.998	0.75	1.138	2.066	1.426	0.485	0.771	0.63	NA	NA	1.731	1.738	0.795	0.58
1922	0.735	0.632	0.961	0.674	0.377	1.075	1.144	0.879	0.741	NA	0.425	0.37	0.764	0.834	0.616	0.706	1.423	0.92	0.248	0.505	0.582	NA	NA	1.437	1.159	0.165	0.256
1923	1.166	0.786	1.305	0.873	0.87	1.072	1.026	1.213	0.856	0.672	0.35	0.324	0.383	0.65	0.633	0.667	1.233	1.173	0.701	2.27	1.141	NA	NA	1.277	1.647	0.837	0.853
1924	1.183	0.92	0.844	0.659	0.693	0.71	0.901	0.705	0.303	0.648	0.933	1.395	0.501	0.409	0.359	0.965	1.101	1.134	0.413	1.56	1.411	NA	NA	1.059	1.248	0.805	0.774
1925	1.297	1.144	1.647	1.641	0.916	0.786	1.529	1.498	0.532	1.085	2.441	2.234	0.639	0.809	0.683	0.528	2.053	1.931	0.582	1.663	2.224	NA	NA	1.812	1.747	1.803	1.039
1926	2.141	1.726	2.153	1.992	1.048	0.731	1.668	1.558	0.749	1.1	2.087	2.3	0.641	0.771	0.66	0.714	1.947	1.64	1.266	1.775	1.881	NA	NA	2.074	1.838	2.259	1.253
1927	3.801	3.058	1.847	2.148	1.273	0.924	1.617	1.515	1.415	1.727	3.525	3.046	0.684	0.814	0.808	1.284	1.89	1.617	1.003	1.995	2.276	NA	NA	1.884	1.606	1.889	1.459
1928	3.341	2.551	1.669	1.757	1.242	0.807	1.135	1.395	1.473	1.946	3.516	2.941	0.458	0.732	0.745	1.393	1.747	1.659	1.24	1.86	1.942	NA	NA	1.503	1.757	1.451	1.306
1929	2.874	1.873	1.515	1.333	1.022	0.931	1.11	1.081	1.202	2	2.932	1.955	0.856	0.757	0.558	1.476	1.941	0.978	0.871	1.52	1.973	NA	NA	1.27	1.916	1.125	1.03
1930	3.06	1.779	1.848	1.663	1.019	0.656	1.236	1.376	1.263	2.098	2.995	1.337	0.765	0.57	0.334	1.641	2.547	0.827	0.934	1.702	2.259	NA	NA	1.661	2.304	1.171	0.915
1931	2.332	2.16	1.764	1.761	0.942	0.848	1.536	1.81	1.391	2.088	2.255	1.818	1.07	0.577	0.418	1.537	2.181	1.01	1.291	1.531	1.772	NA	3.168	1.937	2.01	1.021	0.871
1932	1.65	1.387	1.333	1.197	0.815	0.868	0.998	1.271	0.998	1.631	1.841	1.519	0.818	0.418	0.44	0.994	1.517	0.688	0.873	1.717	2.09	NA	3.056	1.43	1.206	1.005	0.865
1933	1.394	1.397	0.998	1.081	0.615	0.879	0.798	0.767	0.771	1.166	1.736	0.832	0.444	0.334	0.365	0.847	1.372	0.542	0.667	1.51	1.172	NA	2.349	1.047	1.269	0.736	0.874
1934	1.213	1.408	1.115	1.028	0.635	0.773	0.777	0.977	0.993	1.012	2.032	0.884	0.429	0.293	0.214	0.953	1.636	0.648	0.578	1.083	0.911	NA	2.946	1.409	2.049	0.657	0.793
1935	1.251	1.058	1.028	0.889	0.582	0.543	0.554	0.568	1.215	0.81	1.175	0.924	0.321	0.336	0.181	0.74	0.911	0.571	0.416	0.891	0.819	NA	1.803	0.974	1.276	0.332	0.341
1936	1.389	0.635	0.973	1.1	0.709	0.934	0.442	0.295	1.3	0.333	1.868	0.857	0.204	0.235	0.191	1.143	1.046	0.442	0.398	0.954	1.157	NA	2.45	0.943	1.035	0.311	0.325
1937	1.209	0.794	1.019	1.514	1.101	1.07	0.914	0.821	1.292	0.723	1.716	1.201	0.906	0.276	0.376	2.456	4.282	0.871	0.717	2.226	1.738	NA	3.427	1.389	1.81	0.834	1.099
1938	1.599	1.852	1.121	1.345	0.584	0.981	1.033	1.443	1.387	1.288	1.983	1.126	0.363	0.191	0.415	1.581	1.717	0.978	1.105	2.264	1.675	NA	2.799	1.704	1.142	0.765	0.932
1939	1.291	0.943	0.55	1.255	0.391	0.429	0.379	0.981	0.921	0.466	1.467	1.048	0.206	0.16	0.31	1.473	0.805	0.861	0.922	1.983	1.186	NA	2.449	1.863	1.037	0.291	0.517
1940	0.751	0.963	0.652	1.398	0.574	0.76	0.814	1.141	0.985	0.911	1.465	1.363	0.623	0.31	0.35	1.547	1.348	0.666	0.792	2.411	1.694	3.173	2.14	1.28	0.881	0.425	0.74
1941	1.101	1.695	1.168	2.244	0.964	1.063	1.054	1.31	1.283	1.401	2.732	2.262	0.803	0.48	0.852	2.37	2.114	1.272	1.238	2.66	2.023	4.061	3.408	2.754	1.249	1.085	1.427
1942	1.206	0.668	0.596	1.091	0.382	0.351	0.688	0.877	1.407	0.953	1.472	1.63	0.226	0.237	0.268	1.031	1.544	0.672	0.989	1.619	1.583	2.684	3.073	1.832	0.484	0.486	0.582
1943	1.789	1.428	1.363	1.368	0.572	0.67	0.83	1.118	1.778	1.479	1.727	2.418	0	0.523	0.371	0.986	1.858	0.564	0.675	2.339	2.074	3.176	2.719	1.99	0.856	0.947	0.938
