# Coulthard - Upper Joffre - TSME - ITRDB CANA640
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35014
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35014.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana640-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana640-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana640.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana640.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-11-29
#--------------------
# File_Last_Modified_Date
#   Date: 2021-11-29
#--------------------
# Title
#   Study_Name: Coulthard - Upper Joffre - TSME - ITRDB CANA640
#--------------------
# Investigators
#   Investigators: Coulthard, B.L.; Brice, B.L.(https://orcid.org/0000-0003-0023-5988); Homfeld, I.K.; Dye, L.A.(https://orcid.org/0000-0002-1311-9815); Anchukaitis, K.J.(https://orcid.org/0000-0002-8509-8080)
#--------------------
# Description_Notes_and_Keywords
#   Description: Fraser River Basin, British Columbia, Canada Tree-Ring Data NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Becky L. Brice, Bethany Lynn Coulthard, Inga K. Homfeld, Laura Dye and Kevin J. Anchukaitis
#   Journal_Name: Environmental Research Letters
#   Published_Title: Paleohydrological context for recent floods and droughts in the Fraser River Basin, British Columbia, Canada
#   Published_Date_or_Year: 2021
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1088/1748-9326/ac3daf
#   Full_Citation: None
#   Abstract: The recent intensification of floods and droughts in the Fraser River Basin of British Columbia has had profound cultural, ecological, and economic impacts that are expected to be exacerbated further by anthropogenic climate change. In part due to short instrumental runoff records, the long-term stationarity of hydroclimatic extremes in this major North American watershed remains poorly understood, highlighting the need to use high-resolution paleoenvironmental proxies to inform on past streamflow. Here we use a network of tree-ring proxy records to develop 11 subbasin-scale, complementary flood- and drought-season reconstructions, the first of their kind. The reconstructions explicitly target management-relevant flood and drought seasons within each basin, and are examined in tandem to provide an expanded assessment of extreme events across the Fraser River Basin with immediate implications for water management. We find that past high flood-season flows have been of greater magnitude and occurred in more consecutive years than during the observational record alone. Early 20th century low flows in the drought season were especially severe in both duration and magnitude in some subbasins relative to recent dry periods. Our Fraser subbasin-scale reconstructions provide long-term benchmarks for the natural flood and drought variability prior to anthropogenic forcing. These reconstructions demonstrate that the instrumental streamflow records upon which current management is based likely underestimate the full natural magnitude, duration, and frequency of extreme seasonal flows in the Fraser River Basin, as well as the potential severity of future anthropogenically forced events.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: AGS-1803995
#--------------------
# Site_Information
#   Site_Name: Upper Joffre
#   Location: British Columbia
#   Northernmost_Latitude: 50.35543
#   Southernmost_Latitude: 50.35543
#   Easternmost_Longitude: -122.4852
#   Westernmost_Longitude: -122.4852
#   Elevation_m: 1463
#--------------------
# Data_Collection
#   Collection_Name: CANA640
#   First_Year: 1695
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JOF01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOF11C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOF11C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JOF01A_raw	JOF01B_raw	JOF02A_raw	JOF02B_raw	JOF03A_raw	JOF03B_raw	JOF04A_raw	JOF04B_raw	JOF05A_raw	JOF05B_raw	JOF06A_raw	JOF06B_raw	JOF07A_raw	JOF07B_raw	JOF08A_raw	JOF08B_raw	JOF09A_raw	JOF11B_raw	JOF11C_raw
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
1705	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	NA	0.431	NA	NA	NA
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	NA	NA	NA	NA	NA	0.372	NA	NA	NA
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.62	NA	NA	NA	NA	NA	0.387	NA	NA	NA
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	NA	NA	NA	NA	NA	0.503	NA	NA	NA
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	NA	NA	NA	NA	NA	0.533	NA	NA	NA
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	NA	NA	NA	NA	NA	0.505	NA	NA	NA
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	NA	NA	NA	NA	0.367	NA	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.62	NA	NA	NA	NA	NA	0.534	NA	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26	NA	NA	NA	NA	NA	0.605	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.99	NA	NA	NA	NA	NA	0.521	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	NA	NA	NA	NA	NA	0.307	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	0.381	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	0.351	NA	NA	NA
1719	NA	NA	NA	NA	NA	0.322	NA	NA	NA	2.23	NA	NA	NA	NA	NA	0.44	NA	NA	NA
1720	NA	NA	NA	NA	NA	0.594	NA	NA	NA	2.58	NA	NA	NA	NA	NA	0.371	NA	NA	NA
1721	NA	NA	NA	NA	NA	0.522	NA	NA	NA	1.76	NA	NA	NA	NA	NA	0.435	NA	NA	NA
1722	NA	NA	NA	NA	NA	0.616	NA	NA	NA	2.5	NA	NA	NA	NA	NA	0.45	NA	NA	NA
1723	NA	NA	NA	NA	NA	0.617	NA	NA	NA	1.68	NA	NA	NA	NA	NA	0.312	NA	NA	0.57
1724	NA	NA	NA	NA	NA	0.831	NA	NA	NA	1.66	NA	NA	NA	NA	NA	0.365	NA	NA	0.611
1725	NA	NA	NA	NA	NA	0.645	NA	NA	NA	1.68	NA	NA	NA	NA	NA	0.262	NA	NA	0.556
1726	NA	NA	NA	NA	NA	0.526	NA	NA	NA	1.55	NA	NA	NA	NA	NA	0.319	NA	NA	0.468
1727	NA	NA	NA	NA	0.876	0.71	NA	NA	NA	2.62	NA	NA	NA	NA	NA	0.485	NA	NA	0.753
1728	NA	NA	NA	NA	0.831	0.834	NA	NA	NA	2.4	NA	NA	NA	NA	NA	0.593	NA	NA	0.799
1729	NA	NA	NA	NA	0.811	0.874	NA	NA	NA	1.94	NA	NA	NA	NA	NA	0.643	NA	NA	0.656
1730	NA	NA	NA	0.335	0.741	0.828	NA	NA	NA	1.93	NA	NA	NA	NA	NA	0.349	NA	NA	0.459
1731	NA	NA	NA	0.293	0.53	0.412	NA	NA	NA	1.94	NA	0.47	NA	NA	NA	0.363	NA	NA	0.329
1732	NA	NA	NA	0.392	0.32	0.441	NA	NA	NA	2.37	NA	0.744	NA	NA	NA	0.859	NA	NA	0.39
1733	NA	NA	NA	0.473	0.385	0.575	NA	NA	NA	3.78	NA	0.668	NA	NA	NA	1.081	NA	NA	0.985
1734	NA	NA	NA	0.493	0.501	0.615	NA	NA	NA	4.59	NA	0.819	NA	NA	NA	1.249	NA	NA	1.587
1735	NA	NA	NA	0.166	0.547	0.673	NA	NA	NA	3.57	NA	0.79	NA	NA	NA	0.968	NA	NA	1.621
1736	NA	NA	NA	0.339	0.556	0.535	NA	NA	14	5.11	NA	0.701	NA	NA	NA	0.889	0.093	NA	1.531
1737	NA	NA	NA	0.466	0.731	0.601	NA	NA	11.68	4.55	NA	0.53	NA	NA	NA	0.616	0.085	NA	1.074
1738	NA	NA	NA	0.442	0.857	0.659	NA	NA	10.65	5.21	NA	0.501	NA	NA	NA	0.486	0.857	NA	1.041
1739	NA	NA	NA	0.557	0.869	0.59	NA	NA	9.27	5.12	NA	0.511	NA	NA	NA	0.516	0.061	NA	0.707
1740	NA	NA	NA	0.601	0.62	0.546	NA	NA	5.92	3.69	NA	0.546	NA	NA	NA	0.51	0.054	NA	0.802
1741	NA	NA	NA	0.391	0.597	0.459	NA	NA	5.52	3.55	NA	0.407	NA	NA	NA	0.377	0.042	NA	0.666
1742	NA	NA	NA	0.825	0.754	0.628	NA	NA	5.15	4.81	NA	0.714	NA	NA	NA	0.6	0.061	NA	0.762
1743	NA	NA	NA	0.374	0.533	0.51	NA	NA	3.51	3	NA	0.624	NA	NA	NA	0.352	0.042	NA	0.458
1744	NA	NA	NA	0.326	0.514	0.469	NA	NA	2.92	2.87	NA	0.769	NA	NA	NA	0.404	0.036	NA	0.458
1745	NA	NA	NA	0.412	0.532	0.579	NA	NA	3.31	3.02	NA	0.736	NA	NA	NA	0.286	0.08	NA	0.502
1746	NA	NA	NA	0.329	0.502	0.488	NA	NA	4.19	2.81	NA	0.855	NA	NA	NA	0.443	0.038	NA	0.557
1747	NA	NA	NA	0.31	0.423	0.435	NA	NA	3.64	4.29	NA	0.9	NA	NA	NA	0.401	0.523	NA	0.457
1748	NA	NA	NA	0.729	0.669	0.586	NA	NA	7.23	6.78	0.504	1.019	NA	NA	NA	0.493	0.042	NA	0.749
1749	NA	NA	NA	0.594	0.749	0.634	NA	NA	5.66	4.63	0.542	0.825	NA	NA	NA	0.468	0.06	NA	0.692
1750	NA	NA	NA	0.792	0.826	0.72	NA	NA	7.44	6.29	0.494	0.993	NA	NA	NA	0.493	0.048	NA	0.785
1751	NA	NA	NA	0.865	0.728	0.623	NA	NA	6.34	5.61	0.826	0.751	NA	NA	NA	0.516	0.048	NA	0.776
1752	NA	NA	NA	0.715	0.742	0.727	NA	NA	6.12	5.84	0.785	0.643	NA	NA	0.901	0.484	0.031	NA	0.667
1753	NA	NA	NA	0.678	0.527	0.527	NA	NA	6.61	4.49	0.759	0.612	NA	1.75	0.812	0.449	0.054	NA	0.491
1754	NA	NA	NA	0.561	0.509	0.473	NA	NA	5.21	4.51	0.808	0.555	NA	1.64	0.945	0.483	0.038	NA	0.528
1755	NA	NA	NA	0.453	0.398	0.455	NA	NA	5.76	4.19	0.687	0.743	NA	1.07	0.979	0.412	0.048	NA	0.55
1756	NA	NA	NA	0.62	0.418	0.424	NA	NA	5.7	4.82	0.694	0.638	NA	1.63	0.844	0.494	0.042	NA	0.552
1757	NA	NA	NA	1.032	0.681	0.656	NA	NA	9.59	6.5	0.71	0.78	NA	1.44	1.088	0.783	0.562	NA	0.766
1758	NA	NA	NA	1.134	0.743	0.583	NA	NA	7.56	5.2	0.727	0.638	NA	1.02	0.996	0.589	0.049	NA	0.602
