# Beriault - Bolen Lake - PCGL - ITRDB CANA197
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2720
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2720.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana197-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana197-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana197.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana197.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-11
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-11
#--------------------
# Title
#   Study_Name: Beriault - Bolen Lake - PCGL - ITRDB CANA197
#--------------------
# Investigators
#   Investigators: Beriault, A.; Sauchyn, D.J.; Stroich, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bolen Lake
#   Location: Saskatchewan
#   Northernmost_Latitude: 57.85
#   Southernmost_Latitude: 57.85
#   Easternmost_Longitude: -103.83
#   Westernmost_Longitude: -103.83
#   Elevation_m: 426
#--------------------
# Data_Collection
#   Collection_Name: CANA197
#   First_Year: 1852
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BL01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL13C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL13C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BL15C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BL15C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBL01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBL01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DBL01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DBL01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BL01A_raw	BL01B_raw	BL02A_raw	BL04A_raw	BL04B_raw	BL05A_raw	BL05B_raw	BL06A_raw	BL07A_raw	BL07B_raw	BL08A_raw	BL08B_raw	BL09A_raw	BL09B_raw	BL10A_raw	BL10B_raw	BL11A_raw	BL11B_raw	BL13A_raw	BL13C_raw	BL14A_raw	BL14B_raw	BL15A_raw	BL15B_raw	BL15C_raw	DBL01A_raw	DBL01B_raw
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.437	1.545
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.623	1.772
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	1.452
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.503	1.431
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.399	2.313
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.774	1.845
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.638	3.23
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.162	3.656
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.066	4.956
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.231	3.848
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.898	4.318
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.438	3.131
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.286	2.27
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.596	3.323
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.775	3.986
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.597	4.129
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.389	5.464
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.989	NA	NA	NA	1.817	NA	NA	NA	NA	NA	NA	NA	3.019	2.632
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.887	NA	NA	NA	2.047	NA	NA	NA	NA	NA	NA	NA	4.533	3.499
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.958	NA	NA	NA	1.948	NA	NA	NA	NA	NA	NA	NA	4.517	4.069
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.467	NA	NA	NA	2.094	NA	NA	NA	NA	NA	NA	NA	3.86	4.811
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.664	NA	NA	NA	2.477	NA	NA	NA	NA	NA	NA	NA	3.757	5.892
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.606	NA	NA	NA	1.983	NA	NA	NA	NA	NA	NA	NA	4.054	6.635
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.079	NA	NA	NA	1.655	NA	NA	NA	NA	NA	NA	NA	3.591	5.481
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	1.287	NA	NA	NA	NA	NA	NA	NA	2.758	3.066
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.394	NA	NA	NA	1.521	NA	NA	NA	NA	NA	NA	NA	3.12	3.633
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.081	NA	NA	NA	1.621	NA	NA	NA	NA	NA	NA	NA	3.478	3.839
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.749	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	2.555	1.405
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.634	NA	NA	NA	2.13	NA	NA	NA	NA	NA	NA	NA	2.02	2.108
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.657	NA	NA	NA	2.207	NA	NA	NA	NA	NA	NA	NA	2.621	2.833
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.478	NA	NA	NA	1.993	NA	NA	NA	NA	NA	NA	NA	1.416	3.245
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.336	NA	NA	1.168	1.703	NA	NA	NA	NA	NA	NA	NA	1.34	3.011
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.406	NA	NA	1.181	1.771	NA	NA	NA	NA	NA	NA	NA	2.222	3.209
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.448	NA	NA	1.086	1.614	NA	NA	NA	NA	NA	NA	NA	2.079	2.622
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.303	NA	NA	1.083	1.268	NA	NA	NA	NA	NA	NA	NA	1.295	2.526
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.117	NA	NA	1.432	1.996	NA	NA	NA	NA	NA	NA	NA	1.57	3.498
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.344	NA	NA	1.611	1.939	NA	NA	NA	NA	NA	NA	NA	1.952	2.985
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.488	NA	3.646	1.957	NA	NA	1.425	1.519	NA	NA	NA	NA	NA	NA	NA	1.785	2.791
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.296	NA	4.693	1.52	NA	NA	1.025	1.27	NA	NA	NA	NA	NA	NA	NA	1.299	1.717
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.296	NA	3.294	1.268	NA	NA	1.566	1.347	NA	NA	NA	NA	NA	NA	NA	1.595	2.184
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.535	NA	2.758	2.034	NA	NA	1.634	1.343	NA	NA	NA	NA	NA	NA	NA	1.728	2.285
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.434	NA	2.816	0.628	NA	NA	2.08	1.711	NA	NA	NA	NA	NA	NA	NA	1.728	2.707
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.039	NA	3.415	0.594	NA	NA	1.755	1.523	NA	NA	NA	NA	NA	NA	NA	1.302	2.564
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.175	NA	2.355	1.134	NA	3.154	2.095	1.8	NA	2.47	NA	NA	NA	NA	NA	1.364	2.913
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	3.552	1.766	NA	3.349	1.217	1.003	NA	1.91	NA	NA	NA	NA	NA	1.088	2.599
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.008	NA	3.574	1.351	NA	4.163	1.652	1.33	NA	1.779	NA	NA	NA	NA	NA	1.423	2.636
1898	NA	NA	NA	NA	NA	NA	1.735	NA	NA	NA	1.94	NA	3.043	1.036	2.985	3.465	2.149	1.75	NA	2.413	NA	NA	NA	NA	NA	1.664	2.53
