# Birch - George LaRoi Forest Plot - PIBN - ITRDB CANA560
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/26792
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-26792.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana560-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana560-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana560.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana560.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-15
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-15
#--------------------
# Title
#   Study_Name: Birch - George LaRoi Forest Plot - PIBN - ITRDB CANA560
#--------------------
# Investigators
#   Investigators: Birch, J.D.(https://orcid.org/0000-0001-8644-7345)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronologies of four co-occurring tree species within a long-term forest plot at the southern ecotone of the Canadian boreal forest. The naming format for each species' cores is as follows: Picea glauca (GLP01A), Betula papyrifera (GLB01A), Pinus banksiana (GLJ01A), Populus tremuloides (GLA01A). NOAA Template Raw Measurements file added 2019-08-22.
#--------------------
# Publication
#   Authors: Joseph D. Birch, James A. Lutz, E. H. Hogg, Suzanne W. Simard, Rick Pelletier, George H. LaRoi, Justine Karst
#   Journal_Name: Ecosphere
#   Published_Title: Decline of an ecotone forest: 50 years of demography in the southern boreal forest
#   Published_Date_or_Year: 2019
#   Volume: 10
#   Pages: 
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1002/ecs2.2698
#   Full_Citation: None
#   Abstract: Variation in tree recruitment, mortality, and growth can alter forest community composition and structure. Because tree recruitment and mortality events are generally infrequent, long-time scales are needed to confirm trends in forests. We performed a 50-yr demographic census of a forest plot located on the southern edge of the Canadian boreal forest, a region currently experiencing forest die-back in response to direct and indirect effects of recent severe droughts. Here, we show that over the last 30 yr biomass, basal area, growth, and recruitment have decreased along with a precipitous rise in mortality across the dominant tree species. The stand experienced periods of drought in combination with multiple outbreaks of forest tent caterpillar (Malacosoma disstria) and bark beetles. These insect disturbances interacted to increase mortality rates within the stand and decrease stand density. The interaction of endogenous and exogenous factors may shift forests in this region onto novel successional trajectories with the possibility of changes in regional vegetation type.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Natural Sciences and Engineering Research Council of Canada (NSERC)
#   Grant:
#--------------------
# Site_Information
#   Site_Name: George LaRoi Forest Plot
#   Location: Alberta
#   Northernmost_Latitude: 53.40765
#   Southernmost_Latitude: 53.40765
#   Easternmost_Longitude: -113.7517
#   Westernmost_Longitude: -113.7517
#   Elevation_m: 712
#--------------------
# Data_Collection
#   Collection_Name: CANA560
#   First_Year: 1927
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GLJ01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GLJ13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GLJ13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GLJ01A_raw	GLJ01B_raw	GLJ14A_raw	GLJ02B_raw	GLJ03A_raw	GLJ03B_raw	GLJ04A_raw	GLJ05A_raw	GLJ05B_raw	GLJ06A_raw	GLJ06B_raw	GLJ07A_raw	GLJ07B_raw	GLJ08A_raw	GLJ08B_raw	GLJ09A_raw	GLJ09B_raw	GLJ10A_raw	GLJ10B_raw	GLJ11A_raw	GLJ11B_raw	GLJ12A_raw	GLJ13A_raw
1927	NA	NA	NA	NA	NA	NA	4.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	5.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	7.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	6.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.99
1931	NA	NA	NA	NA	NA	NA	8.11	NA	NA	NA	NA	NA	NA	NA	NA	4.04	NA	NA	NA	NA	NA	NA	4.33
1932	NA	NA	NA	NA	NA	NA	6.44	NA	NA	NA	NA	NA	NA	NA	NA	3.58	NA	NA	NA	NA	NA	NA	2.73
1933	NA	NA	NA	NA	NA	NA	5.94	NA	NA	NA	NA	NA	NA	NA	NA	4.43	5.04	NA	NA	NA	NA	NA	3.7
1934	NA	NA	NA	NA	NA	NA	7.14	NA	NA	NA	NA	NA	NA	NA	NA	4.39	6.79	NA	NA	NA	NA	NA	4.03
1935	NA	NA	NA	NA	NA	NA	5.97	NA	NA	NA	NA	NA	NA	NA	NA	4.97	5.12	NA	NA	NA	NA	NA	2.66
1936	NA	NA	NA	NA	NA	NA	5.9	NA	NA	NA	NA	NA	NA	NA	NA	5.44	4.91	NA	NA	NA	NA	NA	3.49
1937	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	NA	NA	NA	NA	NA	5.53	5.86	NA	NA	NA	NA	NA	3.79
1938	NA	NA	NA	NA	NA	NA	3.08	NA	NA	NA	NA	NA	NA	NA	NA	6.6	7.36	NA	NA	NA	NA	NA	4.37
1939	NA	NA	NA	NA	NA	NA	4.73	NA	NA	NA	NA	NA	NA	NA	NA	7.29	7.28	NA	NA	NA	NA	NA	4.29
1940	NA	NA	NA	NA	NA	NA	5.37	NA	NA	NA	NA	NA	NA	NA	NA	6.59	7.13	NA	1.99	NA	NA	NA	2.96
1941	NA	NA	NA	NA	NA	NA	5.39	NA	NA	NA	NA	NA	NA	NA	NA	6.58	7.03	NA	1.25	NA	NA	NA	3.27
1942	NA	NA	NA	NA	NA	NA	4.15	NA	NA	NA	NA	NA	NA	NA	NA	6.6	6.79	NA	1.53	NA	NA	2.79	3.16
1943	NA	NA	NA	NA	NA	NA	5.19	NA	NA	NA	NA	NA	NA	NA	NA	5.57	7.3	NA	1.63	NA	NA	3.06	3.28
1944	NA	NA	NA	NA	NA	NA	4.68	NA	NA	NA	NA	NA	NA	NA	NA	7.2	8.65	NA	1.97	NA	NA	4.76	3.64
1945	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	NA	NA	NA	NA	NA	4.38	4.89	NA	1.4	NA	NA	3.63	2.95
1946	NA	NA	NA	NA	NA	NA	3.61	NA	NA	NA	NA	NA	NA	NA	NA	4.42	5.28	NA	1.71	NA	NA	4.34	2.94
1947	NA	NA	NA	NA	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA	3.9	5.03	NA	1.83	NA	NA	4.47	3.04
1948	NA	NA	NA	NA	NA	NA	2.9	NA	NA	NA	NA	NA	NA	NA	NA	5.44	5.03	NA	0.89	NA	NA	4.01	3.03
1949	NA	NA	NA	NA	NA	NA	3.09	NA	NA	NA	NA	NA	NA	NA	NA	3.59	4.51	NA	1.13	NA	NA	3.78	2.21
1950	NA	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	3.87	4	NA	1.16	NA	NA	3.36	2.3
1951	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	NA	NA	4.58	4.78	NA	1.65	NA	NA	4.84	3.39
1952	NA	NA	NA	NA	NA	NA	2.49	NA	NA	NA	NA	NA	4.99	NA	NA	6.04	5.02	NA	2.2	NA	NA	4.69	3.46
1953	NA	NA	NA	NA	3.39	NA	2.32	NA	3.21	NA	NA	NA	3.97	NA	1.89	6.18	6.23	2.32	2.24	NA	NA	4.44	3.26
1954	NA	NA	NA	NA	4.28	4.22	2.05	NA	3	NA	NA	NA	4.09	NA	2.33	5.82	6.2	2.18	2.41	3.67	NA	4.86	3.34
1955	NA	NA	NA	NA	3.39	4.16	2.7	2.28	2.5	NA	NA	NA	3.49	NA	2.67	6.31	6.61	2.5	2.04	3.82	3.91	5.11	4.26
1956	NA	NA	NA	NA	3.78	2.84	2.02	2.17	1.87	2.85	NA	NA	3.72	NA	2.69	4.02	4.42	2.53	2.04	3.57	3.52	3.68	3.5
1957	NA	NA	NA	NA	3.4	3.36	1.97	2.02	2.28	3.21	NA	NA	3.98	NA	3.22	3.27	4.16	2.26	2	4.61	4.41	4.57	2.63
1958	NA	NA	NA	NA	2.99	2.32	1.42	1.89	1.83	2.55	2.53	3.52	4.08	NA	2.39	2.54	3.8	1.94	1.34	4.63	3.82	3.61	2.81
1959	NA	NA	NA	NA	2.33	2.8	1.27	2.5	2.81	3.3	2.83	3.48	5.29	NA	2.78	2.68	4.32	2.77	1.61	4.88	4.02	3.75	1.85
1960	NA	NA	NA	NA	3.37	2.57	1.5	2.97	2.59	3.26	3.1	4.47	4.33	NA	3.16	3.22	4.03	2.4	1.8	5.57	4.29	4.28	2.01
1961	1.45	NA	NA	NA	3.56	2.62	1.17	2.66	2.33	2.93	2.91	3.57	3.18	NA	2.63	2.47	2.82	2.26	1.89	5.68	4.57	4.09	2.12
1962	1.29	NA	NA	NA	4.27	3.35	1.5	2.92	2.84	2.78	2.94	4.88	4.54	NA	3.16	2.57	3.57	1.97	1.84	5.41	4.56	3.63	1.95
1963	1.33	NA	NA	NA	4.63	3.67	2.08	2.42	2.54	3.18	3.42	4.14	4.61	NA	3.45	3.26	3.04	1.93	2.01	4.87	4.26	3.52	2.24
1964	0.96	NA	NA	NA	3.68	3.09	1.19	2.63	2.19	2.56	2.62	3.38	2.85	2.14	2.38	1.5	1.64	1.83	1.52	3.57	3.26	2.9	1.43
1965	0.64	NA	NA	NA	3.25	2.48	1.66	2.86	2.2	2.92	2.51	3.02	3.13	2.14	2.75	2.2	2.65	2.46	1.61	4.41	3.33	3.32	1.97
1966	0.49	NA	NA	NA	3.47	2.89	1.09	2.91	2.77	2.48	2.81	3.12	3.29	1.74	2.02	2.41	3.05	2.58	2.25	4.11	4.04	4.13	2.45
1967	0.66	NA	NA	NA	4.11	3.23	1.21	3.04	2.6	2.87	2.75	3.27	3.34	2.43	1.38	2.74	3.48	2.23	2.48	4.36	4.14	5.1	2.33
1968	0.87	1.48	NA	NA	2.91	2.85	1.33	2.7	2.64	2.41	2.34	2.71	2.76	1.86	0.38	1.76	1.59	1.44	1.66	3.96	3.6	3.24	1.7
1969	0.94	1.76	1.78	NA	2.97	2.33	1.42	2.68	2.64	2.54	2.1	2.67	2.7	2.01	0.33	1.91	1.91	1.77	1.43	3.89	4.58	4	1.82
1970	1.03	1.4	1.44	2.29	3.52	2.43	1.25	2.2	2.36	2.45	2.51	2.64	2.69	3.64	1.13	2.13	2.22	1.57	1.55	3.9	4.36	4.28	2.07
1971	0.91	1.36	1.38	2.14	3.14	2.45	0.47	2.41	2.04	2.28	2.3	2.3	2.46	2.93	1.76	2.22	1.93	1.34	1.72	3.96	3.44	4.09	1.7
1972	0.83	1.38	1.33	2.67	2.84	2.02	0.55	1.96	2.16	2.57	2.67	3.03	2.69	3.18	1.72	2.36	2.37	1.86	1.97	3.52	3.32	3.11	1.53
1973	1.36	1.38	1.4	3.08	3.2	2.63	1.08	2.57	2.65	3.02	4.09	3.32	3.2	2.26	1.79	2.14	2.95	1.44	2.29	4.05	3.17	4.21	1.8
1974	1.22	1.24	1.27	2.71	2.31	1.7	1.46	2.08	2.41	2.8	3	2.4	2.54	2.29	1.25	2.12	2.55	1.69	2.27	2.79	2.94	3.77	2.02
1975	1.72	1.4	1.5	2.8	2.27	1.67	1.74	2.42	2.56	2.83	2.83	2.51	1.99	1.96	0.83	2.46	2.47	1.62	2.1	2.79	2.89	3.45	2.43
1976	1.65	1.66	1.63	2.41	3.11	2.73	1.78	2.78	2.96	3.38	3.29	3.78	3.05	1.2	0.56	2.31	2.63	1.76	2.29	3.46	4	3.54	2.52
1977	1.96	1.58	1.59	2.29	3.57	3.42	1.59	3.22	2.77	3.59	3.56	3.49	3.41	1.4	1.07	2.94	2.7	2.15	2.27	3.96	4.21	3.48	2.16
1978	1.87	2.02	1.99	1.16	3.06	3.22	1.57	2.86	2.37	2.76	1.78	2.8	2.56	0.69	0.03	2.27	2.63	1.37	1	3.66	3.6	3.64	2.23
1979	2.05	1.96	1.89	1.63	1.91	2.32	1.54	2.56	1.67	2.37	1.48	1.97	2.12	1.56	1.52	1.69	2.35	1.11	0.83	3.5	3.02	4.3	2.59
