# Smith - Byamee Glacier - ABLA - ITRDB CANA483
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19622
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19622.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana483-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana483-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana483.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana483.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-12-03
#--------------------
# File_Last_Modified_Date
#   Date: 2015-12-03
#--------------------
# Title
#   Study_Name: Smith - Byamee Glacier - ABLA - ITRDB CANA483
#--------------------
# Investigators
#   Investigators: Smith, D.J.; Coulthard, B.L.; Larocque, S.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Byamee Glacier
#   Location: British Columbia
#   Northernmost_Latitude: 51.63
#   Southernmost_Latitude: 51.63
#   Easternmost_Longitude: -125.19
#   Westernmost_Longitude: -125.19
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: CANA483
#   First_Year: 1721
#   Last_Year: 2000
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01G401a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G401a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G401b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G401b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G402b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G402b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G405a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G405a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G405b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G405b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G406a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G406a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G406b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G406b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G407a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G407a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G407b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G407b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G408b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G408b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G410a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G410a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G410b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G410b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G414a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G414a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G414b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G414b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G416a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G416a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G416b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G416b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G417a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G417a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G417b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G417b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G418a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G418a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G418b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G418b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G419a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G419a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01G419b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01G419b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01G401a_raw	01G401b_raw	01G402b_raw	01G405a_raw	01G405b_raw	01G406a_raw	01G406b_raw	01G407a_raw	01G407b_raw	01G408b_raw	01G409a_raw	01G409b_raw	01G410a_raw	01G410b_raw	01G414a_raw	01G414b_raw	01G416a_raw	01G416b_raw	01G417a_raw	01G417b_raw	01G418a_raw	01G418b_raw	01G419a_raw	01G419b_raw
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	1.75	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	1.01	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	1.08	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	1.19	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	1.32	NA	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.81	NA	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	1.01	NA	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	1.69	NA	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.54	NA	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.21	NA	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.98	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.82	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.65	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	0.87	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.95	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.87	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.76	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.74	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.88	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.79	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.77	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.58	NA	NA	NA	NA	NA	NA	NA	NA
1756	0.93	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.75	NA	NA	NA	NA	1.08	NA	NA	NA
1757	0.85	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.8	NA	NA	NA	NA	0.79	NA	NA	NA
1758	0.85	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.69	NA	NA	NA	NA	0.76	NA	NA	NA
1759	0.85	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	0.7	NA	NA	NA	NA	0.38	NA	NA	NA
1760	1.07	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.81	NA	NA	NA	NA	0.67	NA	NA	NA
1761	0.45	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.61	NA	NA	NA	NA	0.73	NA	NA	NA
1762	0.37	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.7	NA	NA	NA	NA	0.35	NA	NA	NA
1763	0.48	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.67	NA	NA	NA	NA	0.65	NA	NA	NA
1764	0.9	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.87	NA	NA	NA	NA	0.87	NA	NA	NA
1765	0.84	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.59	NA	NA	NA	NA	0.82	NA	NA	NA
1766	1.15	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.93	NA	NA	NA	NA	0.44	1.04	NA	NA
1767	1.45	1.55	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	0.78	0.93	NA	NA	NA	NA	0.44	1.17	NA	NA
1768	0.89	0.87	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	0.63	0.73	NA	NA	NA	NA	0.22	0.48	NA	NA
1769	0.99	1.44	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	0.61	0.82	NA	NA	NA	NA	0.28	0.85	NA	NA
1770	0.76	0.9	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	0.53	0.73	NA	NA	NA	NA	0.38	0.88	NA	NA
1771	1.04	1.3	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	0.66	0.73	NA	NA	NA	NA	0.35	0.5	NA	NA
