# Dietrich - NEBIE - PIBN - ITRDB CANA556
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22171
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22171.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana556-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana556-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana556.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana556.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-10-20
#--------------------
# File_Last_Modified_Date
#   Date: 2016-10-20
#--------------------
# Title
#   Study_Name: Dietrich - NEBIE - PIBN - ITRDB CANA556
#--------------------
# Investigators
#   Investigators: Dietrich, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: Rachel Dietrich, F. Wayne Bell, Lucas C. R. Silva, Alice Cecile, William R. Horwath, Madhur Anand
#   Journal_Name: Journal of Geophysical Research: Biogeosciences
#   Published_Title: Climatic sensitivity, water-use efficiency, and growth decline in boreal jack pine (Pinus banksiana) forests in Northern Ontario
#   Published_Date_or_Year: 2016
#   Volume: 121
#   Pages: 2761-2774
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1002/2016JG003440
#   Full_Citation: None
#   Abstract: Rises in atmospheric carbon dioxide (atmCO2) levels are known to stimulate photosynthesis and increase intrinsic water-use efficiency (iWUE) in trees. Stand-level increases in iWUE depend on the physiological response of dominant species to increases in atmCO2, while tree-level response to increasing atmCO2 depends on the balance between the direct effects of atmCO2 on photosynthetic rate and the indirect effects of atmCO2 on drought conditions. The aim of this study was to characterize the response of boreal jack pine (Pinus banksiana) stands in Northern Ontario to changes in atmCO2 and associated climatic change over the past 100 years. The impact of changes in growing season length, temperature, and precipitation, as well as atmCO2 on tree growth, was determined using stable carbon isotopes and dendrochronological analysis. Jack pine stands in this study were shown to be in progressive decline. As expected, iWUE was found to increase in association with rising atmCO2. However, increases in iWUE were not directly coupled with atmCO2, suggesting that the degree of iWUE improvement is limited by alternative factors. Water-use efficiency was negatively associated with tree growth, suggesting that warming- and drought-induced stomatal closure has likely led to deviations from expected atmCO2-enhanced growth. This finding corroborates that boreal forest stands are likely to face continued stress under future climatic warming.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: NEBIE
#   Location: Ontario
#   Northernmost_Latitude: 50.0167
#   Southernmost_Latitude: 50.0167
#   Easternmost_Longitude: -91.35
#   Westernmost_Longitude: -91.35
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: CANA556
#   First_Year: 1912
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus banksiana Lamb.
#   Common_Name: jack pine
#   Tree_Species_Code: PIBN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## F12011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## F12102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: F12102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	F12011_raw	F12012_raw	F12021_raw	F12022_raw	F12031_raw	F12032_raw	F12041_raw	F12051_raw	F12052_raw	F12061_raw	F12062_raw	F12071_raw	F12072_raw	F12081_raw	F12082_raw	F12091_raw	F12092_raw	F12101_raw	F12102_raw
1912	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	1.36	NA	1.09	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	1.25	NA	1.39	NA	NA	1.51	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	0.83	NA	1.31	NA	2.6	2.41	NA	NA	1.75	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	0.93	NA	1.5	NA	2.56	2.35	1.1	NA	3.27	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	1.21	NA	1.52	NA	2.93	1.3	3	NA	3.01	NA	NA	NA	NA	0.3
1919	0.64	NA	NA	NA	NA	0.97	NA	1.26	NA	1.78	1.06	1.17	0.82	2.2	NA	NA	NA	NA	1.48
1920	1.56	NA	NA	NA	NA	1.42	NA	1.13	0.68	1.11	1.3	1.19	1.31	2.13	NA	NA	NA	NA	1.44
1921	1.51	0.55	NA	NA	NA	1.43	NA	1.12	1.14	1.39	1.34	1.14	1.53	2.04	NA	NA	NA	NA	1.36
1922	0.93	0.85	NA	NA	NA	1.7	NA	1.14	1.01	1.61	1.57	1.17	1.62	1.93	NA	NA	NA	NA	1.46
1923	0.65	0.55	NA	NA	NA	1.78	NA	0.97	1.18	1.48	1.33	1.52	2.08	1.87	NA	0.85	NA	NA	0.86
1924	0.94	0.76	NA	NA	NA	1.86	NA	0.93	0.75	1.4	1.66	1.48	1.66	2.1	NA	1.35	NA	0.06	1.1
1925	0.82	0.68	NA	NA	0.55	1.69	NA	1.02	0.73	1.69	1.52	1.76	1.99	1.81	NA	1.19	NA	1.16	1.39
1926	0.87	0.69	NA	NA	1.48	1.87	NA	1.1	0.84	1.48	1.25	1.49	1.68	1.98	NA	1.51	NA	1.44	1.69
1927	0.95	0.91	NA	NA	1.44	1.88	NA	1.14	0.94	1.52	1.3	1.25	1.28	1.82	0.5	0.79	NA	1.57	1.87
1928	0.73	0.88	NA	NA	1.39	1.97	NA	1.4	1.1	1.57	1.5	1.48	1.61	1.77	1.47	1.16	0.63	1.61	1.59
1929	0.63	0.78	NA	NA	1.43	1.69	0.17	0.97	1.15	1.57	1.42	1.28	1.71	1.86	1.43	1	1.21	1.67	1.5
1930	0.75	0.69	NA	NA	1.83	1.79	0.84	1.31	1.13	1.4	1.16	1.49	1.46	2.29	2.01	1.17	1.18	1.49	1.33
1931	0.91	1.04	NA	NA	1.43	1.75	0.76	1.31	1.43	1.36	1.2	1.54	1.41	1.95	2.02	1	0.83	1.65	1.52
1932	0.82	0.88	NA	NA	1.22	1.42	0.95	1.19	1.33	1.44	1.04	1.22	1.24	1.98	2.04	0.66	1.14	1.28	1.2
1933	0.74	0.73	NA	NA	1.11	1.05	1.23	1.06	1.19	1.27	0.79	0.84	0.99	1.26	1.39	0.82	0.91	0.88	0.83
1934	0.86	0.83	NA	0.64	0.54	0.71	1.01	0.93	1	0.8	0.59	0.89	1.08	1.05	1.28	0.58	1.05	0.88	0.75
1935	0.9	0.9	NA	0.89	0.67	0.8	0.82	1.06	0.91	0.76	0.71	1.01	1.45	1.25	1.32	0.95	1.44	0.89	0.92
1936	0.83	0.92	NA	0.76	0.86	0.75	0.51	1.23	0.88	1.1	0.79	0.97	1.33	1	1.16	0.99	0.97	1	0.88
1937	0.58	0.63	NA	0.8	1.06	0.5	0.64	1.1	0.92	0.89	0.71	1.14	1.25	0.95	0.98	1	1.06	0.95	0.84
1938	0.61	0.71	NA	0.99	0.74	1.09	0.77	1.14	0.89	1.1	0.79	1.31	1.54	1.45	1.45	0.92	1.36	1.19	1.22
1939	0.6	0.6	NA	0.71	0.56	0.83	0.69	1.1	0.98	1.23	0.63	1.35	1.58	1.51	1.59	0.88	1.33	1.16	1.22
1940	0.36	0.42	NA	0.74	0.75	0.82	0.76	0.8	0.78	1.1	0.46	0.97	0.96	1.84	1.66	1.01	1.01	0.89	0.97
1941	0.24	0.43	NA	0.65	1.27	1.03	0.69	0.72	0.69	0.72	0.59	0.84	0.79	2.3	2.07	0.92	1.1	0.95	1.16
1942	0.41	0.66	NA	0.75	1.04	1.58	0.42	0.97	0.65	0.51	0.96	1.19	1.09	2.87	2.22	0.84	1.51	0.98	1.15
1943	0.32	0.39	NA	0.35	1.01	1.59	0.77	0.93	0.94	1.01	0.72	0.8	0.84	2.46	1.92	1.3	0.96	0.73	0.63
1944	0.37	0.38	NA	0.56	0.93	1.3	0.88	1.1	0.77	0.84	0.76	0.68	0.71	1.96	1.87	1.35	1.04	0.63	0.71
1945	0.33	0.5	NA	0.64	0.73	1.3	0.51	1.06	0.81	0.8	0.72	0.72	0.8	1.86	1.61	1.1	1.21	0.83	0.87
1946	0.7	0.58	NA	0.44	0.61	1.31	0.77	1.1	0.81	0.93	1.18	1.14	1.01	2.44	2.1	1.59	1.95	1.04	1.07
1947	1.04	0.77	NA	0.56	1.27	1.23	0.7	1.1	0.94	1.36	1.22	1.26	1.21	2.06	1.96	1.55	2.2	1.16	1.22
1948	1.95	1.07	NA	0.58	1.56	1.84	0.98	1.48	0.56	1.44	1.55	1.78	1.97	3.85	2.93	1.52	2.75	1.59	1.94
1949	1.58	1.16	NA	0.43	1.19	2.14	0.95	1.74	0.46	1.78	1.39	1.68	2.13	2.82	2.44	1.35	1.97	1.81	2.19
1950	1.53	1.19	0.67	0.47	0.9	1.78	1.58	1.4	1.43	1.69	1.26	1.33	1.04	2.37	2.38	1.35	1.43	1.64	1.64
1951	1.25	0.75	1.44	0.39	1.33	1.57	1.46	1.35	0.89	1.44	0.89	1.66	1.64	2.45	2.14	0.93	1.45	1.4	1.18
1952	1.68	1.16	1.31	0.94	0.95	1.78	1.18	1.73	0.57	1.27	1.05	1.9	2.27	2.23	2.11	1.23	1.48	1.28	1.18
1953	1.5	0.97	0.89	0.83	1	1.24	0.89	1.73	0.62	1.18	1	1.63	2.11	2.23	2.11	1.18	1.34	0.87	1.18
1954	1.34	0.93	1.22	0.67	0.83	1.28	0.93	1.64	0.74	1.39	1.17	1.47	1.81	1.82	1.57	1.1	1.53	1.21	1.47
1955	1.3	0.69	0.95	0.5	0.58	1.44	0.9	1.52	0.91	1.35	1.37	1.81	1.97	1.73	1.82	1	1.46	1.04	1.18
1956	1.18	0.72	1.05	0.46	1.14	0.91	0.75	0.97	1.04	1.46	1	1.26	0.88	1.14	1.23	0.91	1.02	0.66	0.72
1957	1.71	0.84	1.61	0.87	1.44	1.36	0.83	1.65	0.9	1.05	1.29	2.24	1.63	1.95	1.98	1.25	1.81	1.19	1.35
1958	1.57	1.04	1.65	0.79	1.18	1.49	0.71	1.73	1.14	1.49	1.37	2.07	2.04	1.86	2.07	1.25	1.88	1.37	1.44
1959	1.9	1.25	1.06	1	0.65	1.45	1	1.77	1.58	1.63	1.16	2.03	2.8	1.77	1.98	1.63	1.89	0.96	0.93
1960	1.76	1.07	0.94	0.38	0.9	0.8	0.96	1.06	1.35	1.45	1	1.81	1.65	1.06	1.43	1.16	1.26	0.71	0.72
1961	1.3	0.95	0.75	0.34	1.23	0.67	1.04	1.4	1.12	1.22	0.96	2.11	1.57	1.1	1.69	1.2	1.29	0.91	1.05
1962	1.12	0.95	1.18	0.29	1.2	1.18	1	1.18	1.21	1.27	0.8	2.02	1.95	1.1	1.52	1.28	1.24	0.58	0.63
1963	1.37	1.06	1.87	0.55	1.13	1.63	1.21	1.31	1.38	1.04	1.01	1.65	1.52	1.95	1.43	1.32	1.68	0.88	0.93
1964	1.46	1.14	1.56	1.01	1.3	1.72	1.22	1.18	1.47	1.47	1.31	1.52	1.35	1.78	1.39	1.41	1.56	1.17	1.1
