# Colenutt - Racehorse Pass - LALY - ITRDB CANA416
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16546
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16546.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana416-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana416-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana416.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana416.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-12-04
#--------------------
# File_Last_Modified_Date
#   Date: 2013-12-04
#--------------------
# Title
#   Study_Name: Colenutt - Racehorse Pass - LALY - ITRDB CANA416
#--------------------
# Investigators
#   Investigators: Colenutt, M.; Colenutt, R.; Luckman, B.H.(https://orcid.org/0000-0003-0365-6059)
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores are stored at:
# # # University of Western Ontario
# # # 
# # # 
# # # References:
# # # Colenutt M.  2000.  
# # # Climate reconstruction in the southern Canadian Rockies using tree-ring data from alpine larch.  
# # # PhD dissertation, University of Western Ontario, London, Ontario. NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Racehorse Pass
#   Location: Alberta
#   Northernmost_Latitude: 49.7833
#   Southernmost_Latitude: 49.7833
#   Easternmost_Longitude: -114.6333
#   Westernmost_Longitude: -114.6333
#   Elevation_m: 2150
#--------------------
# Data_Collection
#   Collection_Name: CANA416
#   First_Year: 1712
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix lyallii Parl.
#   Common_Name: subalpine larch
#   Tree_Species_Code: LALY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RP403N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP403N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP403S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP403S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP404N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP404N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP404S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP404S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP406N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP406N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP409N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP409N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP410N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP410N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP410S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP410S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP412E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP412E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP412W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP412W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP413N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP413N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP413S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP413S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP414N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP414N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP414S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP414S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP416N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP416N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP416S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP416S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP417N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP417N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP417S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP417S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP418N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP418N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP418S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP418S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP420E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP420E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP421E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP421E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP421W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP421W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP422E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP422E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP422W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP422W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP423E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP423E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP423W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP423W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP424E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP424E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP424W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP424W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP425E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP425E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP425W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP425W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP426N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP426N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP426S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP426S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RP403N_raw	RP403S_raw	RP404N_raw	RP404S_raw	RP406N_raw	RP409N_raw	RP410N_raw	RP410S_raw	RP412E_raw	RP412W_raw	RP413N_raw	RP413S_raw	RP414N_raw	RP414S_raw	RP416N_raw	RP416S_raw	RP417N_raw	RP417S_raw	RP418N_raw	RP418S_raw	RP420E_raw	RP421E_raw	RP421W_raw	RP422E_raw	RP422W_raw	RP423E_raw	RP423W_raw	RP424E_raw	RP424W_raw	RP425E_raw	RP425W_raw	RP426N_raw	RP426S_raw
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	1.06	NA	NA	NA	NA	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	1.34	NA	NA	NA	NA	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.45	NA	NA	NA	NA	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.6	NA	NA	NA	NA	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.91	NA	NA	NA	NA	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	1.14	NA	NA	0.97	1.01	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.39	NA	NA	0.51	0.58	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.18	NA	NA	0.94	0.93	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.7	NA	NA	1.43	1.41	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.49	NA	NA	0.62	0.75	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	0.24	NA	NA	0.3	0.43	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.37	NA	NA	NA	NA	NA	0.49	0.52	NA	NA	1.04	1.05	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.56	NA	NA	NA	NA	NA	0.43	0.64	NA	NA	1	0.78	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	0.66	NA	NA	NA	NA	NA	0.39	0.69	NA	NA	0.9	0.69	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.99	NA	NA	NA	NA	0.49	0.46	0.48	NA	NA	0.73	0.5	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.95	NA	NA	NA	NA	0.49	0.62	0.56	NA	NA	0.91	0.73	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	1.39	NA	NA	NA	NA	0.39	0.35	0.33	NA	NA	0.8	0.71	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	1.03	1.1	NA	NA	NA	NA	0.32	0.51	0.81	NA	NA	0.75	0.98	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	1.25	1.39	0.84	NA	NA	NA	0.35	0.42	0.59	NA	NA	0.69	0.82	0.42	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.7	NA	NA	NA	NA	NA	NA	1.09	1.14	0.47	NA	NA	NA	0.49	0.41	0.36	NA	NA	0.76	0.62	0.45	0.51
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	0.67	NA	NA	NA	NA	NA	NA	0.74	0.81	0.58	NA	NA	NA	0.86	0.47	0.43	0.46	0.48	0.77	0.56	0.73	0.63
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	0.91	NA	NA	NA	NA	NA	NA	0.62	0.64	1.14	NA	NA	NA	0.85	0.54	0.73	0.63	0.66	0.69	1.14	1.15	1.04
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	1.37	NA	NA	NA	NA	NA	NA	1.06	0.89	0.96	NA	NA	NA	0.67	0.73	0.78	0.72	0.68	1.05	0.9	0.91	1.01
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	1.19	NA	NA	NA	NA	NA	NA	0.83	1.15	0.4	NA	0.49	NA	0.32	0.56	0.43	0.43	0.62	0.83	0.89	0.67	0.47
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	0.4	NA	NA	NA	NA	NA	NA	0.47	0.79	0.19	0.68	0.29	NA	0.17	0.32	0.31	0.33	0.32	0.59	0.45	0.65	0.54
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.29	NA	NA	NA	NA	NA	NA	0.2	0.35	0.37	0.34	0.3	0.25	0.27	0.28	0.58	0.58	0.54	0.51	0.62	0.68	0.54
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	0.33	NA	NA	NA	NA	NA	NA	0.2	0.46	0.57	0.37	0.36	0.51	0.46	0.3	0.58	0.63	0.75	0.71	0.68	0.54	0.78
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.61	NA	NA	NA	NA	NA	NA	0.38	0.44	0.48	0.45	0.29	0.38	0.31	0.28	0.47	0.44	0.5	0.43	0.4	0.59	0.48
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.59	NA	NA	NA	NA	NA	NA	0.31	0.29	1.04	0.35	0.65	0.77	0.38	0.36	0.38	0.3	0.6	0.96	0.62	0.7	0.63
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.85	NA	NA	NA	NA	NA	NA	0.66	0.86	0.55	0.77	0.56	0.52	0.33	0.25	0.37	0.33	0.59	0.4	0.43	0.49	0.59
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.65	NA	NA	NA	NA	NA	NA	0.74	0.51	0.47	0.76	0.42	0.44	0.38	0.37	0.37	0.37	0.82	0.6	0.54	0.57	0.58
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.83	NA	NA	NA	NA	NA	NA	0.44	0.44	0.51	0.45	0.59	0.36	0.35	0.51	0.57	0.35	0.68	0.35	0.39	0.5	0.58
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.76	NA	NA	NA	NA	NA	NA	0.61	0.78	0.3	0.58	0.56	0.3	0.45	0.26	0.4	0.26	0.71	0.26	0.4	0.38	0.49
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.77	NA	NA	NA	NA	NA	NA	0.62	0.68	0.47	0.54	0.5	0.36	0.34	0.27	0.34	0.13	0.31	0.32	0.27	0.36	0.31
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.7	NA	NA	NA	NA	NA	NA	0.72	0.7	0.64	0.54	0.5	0.35	0.48	0.41	0.54	0.48	0.84	0.62	0.64	0.64	0.73
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.65	NA	NA	NA	NA	NA	NA	0.8	1.06	0.48	0.82	0.42	0.36	0.51	0.25	0.42	0.29	0.4	0.39	0.36	0.1	0.16
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.22	NA	NA	0.3	NA	NA	NA	0.5	0.8	0.26	0.62	0.4	0.28	0.5	0.24	0.18	0.39	0.52	0.37	0.24	0.11	0.24
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	0.27	NA	NA	0.29	NA	NA	NA	0.44	0.51	0.24	0.54	0.35	0.26	0.4	0.2	0.27	0.23	0.26	0.29	0.28	0.17	0.31
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.23	NA	NA	0.22	NA	NA	NA	0.33	0.37	0.22	0.43	0.1	0.14	0.22	0.22	0.2	0.27	0.18	0.29	0.24	0.1	0.18
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	0.34	NA	NA	0.26	0.43	NA	NA	0.21	0.33	0.09	0.13	0.08	0.1	0.07	0.13	0.09	0.13	0.13	0.06	0.04	0.08	0.1
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.31	NA	NA	0.36	0.21	NA	NA	0.28	0.4	0.16	0.24	0.39	0.22	0.11	0.19	0.15	0.29	0.32	0.22	0.18	0.39	0.27
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.52	NA	NA	0.45	0.23	NA	NA	0.34	0.37	0.14	0.25	0.5	0.26	0.18	0.26	0.27	0.29	0.44	0.22	0.24	0.44	0.35
