# Larsen - Wood Buffalo National Park Site BR - PCGL - ITRDB CANA131
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3861
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3861.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana131-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana131-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana131.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana131.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-09-24
#--------------------
# File_Last_Modified_Date
#   Date: 2002-09-24
#--------------------
# Title
#   Study_Name: Larsen - Wood Buffalo National Park Site BR - PCGL - ITRDB CANA131
#--------------------
# Investigators
#   Investigators: Larsen, C.; Szeicz, J.M.; Hutton, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Wood Buffalo National Park Site BR
#   Location: Alberta
#   Northernmost_Latitude: 59.12
#   Southernmost_Latitude: 59.12
#   Easternmost_Longitude: -112.18
#   Westernmost_Longitude: -112.18
#   Elevation_m: 220
#--------------------
# Data_Collection
#   Collection_Name: CANA131
#   First_Year: 1866
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BR  21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  61_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  61; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  41_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  41; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  51_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  51; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  72_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  72; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  42_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  42; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  52_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  52; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  62_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  62; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR 101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR 101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR 102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR 102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR 131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR 131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR 141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR 141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  81_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  81; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  82_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  82; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  92_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  92; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR  91_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR  91; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR 111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR 111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR 121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR 121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BR 122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BR 122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BR  21_raw	BR  22_raw	BR  61_raw	BR  41_raw	BR  51_raw	BR  72_raw	BR  42_raw	BR  52_raw	BR  62_raw	BR  11_raw	BR 101_raw	BR 102_raw	BR 131_raw	BR 141_raw	BR  81_raw	BR  82_raw	BR  92_raw	BR  91_raw	BR 111_raw	BR 121_raw	BR 122_raw
1865	NA	NA	NA	NA	8.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	11.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	9.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	6.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	8.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	13.52	NA	NA	NA	NA	12.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	13.24	12.17	NA	NA	NA	9.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	16.51	12.76	NA	NA	NA	4.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	19.11	14.15	NA	NA	NA	6.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	16.16	NA	NA	NA	14.87	6.17	NA	NA	NA	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	16.85	21.58	NA	NA	7.45	8.85	NA	NA	NA	6.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	15.92	21.54	NA	NA	4.83	14.55	NA	NA	NA	10.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	26.49	21.45	NA	NA	9.59	12.07	NA	NA	NA	17.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	22.9	18	NA	NA	12.96	15.76	NA	NA	NA	13.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	19.21	16.87	NA	NA	13.56	14.53	NA	NA	NA	16.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	21.23	19.33	NA	NA	17.88	16.24	NA	NA	NA	22.45	NA	33.86	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	18.89	17.96	NA	NA	18.14	16.83	34.4	NA	NA	24.36	22.32	19.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	16.55	18.77	NA	NA	16.37	20.84	35.24	NA	NA	20.03	6.42	10.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	18.02	15.7	NA	NA	19.23	31.29	25.41	NA	NA	24.43	14.95	14.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	13.6	11.83	NA	NA	15.22	27.98	19.73	NA	54.31	17.17	16.55	18.72	11.87	NA	NA	NA	NA	NA	NA	NA	NA
1886	16.04	11.71	NA	NA	19.81	32.09	15.62	NA	17.7	14.07	20.36	24.51	16.02	NA	NA	NA	NA	NA	NA	NA	NA
1887	15.32	13.95	NA	28.02	24.95	16.83	18.46	NA	23.22	22.54	17.76	21.41	15.18	NA	NA	NA	NA	NA	NA	NA	NA
1888	14.79	14.57	NA	30.04	21.53	16.55	20.04	NA	24.63	21.64	24.8	25.88	15.04	NA	NA	NA	NA	NA	NA	NA	NA
1889	15.28	12.7	NA	33.26	17.96	20.68	15.78	51.15	34.35	18	26.85	22.65	23.19	NA	NA	NA	NA	NA	NA	NA	NA
1890	25.48	21.94	NA	20.25	16.43	17.33	11.06	44.24	33.9	11.83	32.78	30.95	20.37	NA	NA	NA	NA	NA	NA	NA	NA
1891	19.65	18.6	NA	13.66	29.31	16.16	13.48	45.97	24.71	31.69	33.27	34.3	17.82	NA	NA	NA	NA	NA	NA	NA	NA
1892	11.67	8.68	NA	18.16	27.25	9.66	10	43.65	13.91	26.81	27.78	29.92	17.49	NA	NA	11	NA	NA	NA	NA	NA
1893	22.98	17.29	NA	16.65	14.87	17.15	7.67	22.95	18.38	16.69	18.3	21.48	8.07	NA	NA	13.79	20.16	NA	NA	NA	NA
1894	28.54	23.98	NA	12.76	21.85	16.87	17.58	28.59	21.5	24.67	22.53	28.37	14.73	NA	NA	9.38	15.44	NA	NA	NA	NA
1895	27.1	23.67	NA	18.02	25.24	15.88	23.42	33.33	17.84	28.74	26.16	28.11	14.79	NA	NA	19.79	19.77	16	NA	NA	NA
1896	20.63	19.03	NA	24.55	21.54	22.41	25.93	33.15	17.47	40.91	27.74	27.74	19.33	NA	NA	23.62	23.46	16.73	NA	NA	NA
1897	35.35	26.11	NA	21.37	26.49	34.07	20.13	34.56	24.14	22.21	25.56	24	11.85	NA	NA	13.2	18.24	11.91	NA	NA	NA
1898	32.66	23.91	NA	19.73	41.97	33.02	26.41	49.21	13.12	40.4	32.83	39.08	15.54	NA	NA	5.81	27.16	18.97	NA	NA	NA
1899	29.5	27.78	24.51	26.62	38.45	15.18	19.27	41.07	12.27	39.12	37.09	46.04	21.66	NA	NA	8.82	35.08	27.62	NA	NA	NA
1900	21.09	18.24	25.81	21.89	37.87	31.11	16.39	41.71	14.09	35.29	36.62	44.8	29.26	NA	58.83	12.58	34.63	31.3	NA	NA	NA
1901	23.84	20.92	22.89	19.83	27.22	29.02	9	31.41	17.07	24.39	38.53	48.39	30.93	NA	37.78	22.22	32.33	29.55	NA	NA	14.89
1902	30.65	26.56	25.08	11.53	24.5	25.83	15.1	30.76	17.5	23.65	37.05	44.08	33.34	NA	28.83	23.47	31.17	27.44	NA	NA	11.61
1903	23.1	22.24	51.21	12.05	22.13	25.39	19.41	29.71	17.92	29.6	31.36	42.74	25.65	NA	37.21	30.79	32.78	34.52	NA	NA	17.62
1904	26.76	22.87	42.4	17.92	26.34	19.75	23.83	29.92	14.97	36.73	33.94	43.06	29.87	NA	33.06	28.95	32.37	30.92	NA	NA	16.14
1905	21.58	20.81	31.48	18.04	28.73	27.65	19.95	33.11	17.23	31.93	37.37	45.14	25.4	NA	47.61	35.68	30.08	26.68	NA	NA	15.28
1906	18.44	13.95	28.3	23.23	20.76	31.33	16.53	28.66	17.92	28.73	31.5	35.72	21.16	NA	51	41	26.07	26.46	NA	NA	13.5
1907	21.53	20.28	29.82	19.57	19.77	26.34	13.26	23.91	13.46	29.39	26.9	35.56	24.87	NA	33.15	34.15	14.39	17.01	38.8	36.65	15.06
1908	14.25	13.26	23.95	16.65	24.59	19.21	15.36	27.33	14.55	32.09	31.78	43.73	27.66	31.5	30.21	29.26	31.61	25.59	24.46	40.94	16.63
1909	24.19	21.86	38.03	17.92	21.33	25.52	12.66	23.02	19.43	27.05	27.78	31.15	24.39	40.32	27.44	29.38	20.48	19.27	37.2	36.93	21.76
1910	24.68	22.83	32.66	10.96	28.78	29.9	17.03	32.62	19.79	44.26	32.95	40.99	36.33	44.87	35.24	39.48	22.55	28.47	30.41	32.01	16.95
1911	13.52	11.37	20.41	12.45	26.53	25.43	16.06	33.26	6.63	37.99	30.37	38.58	29.06	37.98	30.04	28.88	27.5	28.86	39.28	34.63	23.1
